"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10

0	0.6231483	0.0911719	0.2230923	0.2996386	0.2448284	0.3794168	0.5598506	0.4155566	0.3410772	0.6434642
1	0.5790088	0.1399722	0.2660744	0.4368994	0.1230069	0.2554003	0.4493722	0.4823367	0.4252322	0.7251177
2	0.4499850	0.1285860	0.3278575	0.4357810	0.1190830	0.3940921	0.4111723	0.3445991	0.3689064	0.6340181
3	0.4939367	0.2081666	0.2958561	0.3804736	0.0791923	0.3273489	0.5651611	0.4433987	0.3121408	0.6877920
4	0.4987466	0.1740664	0.2486063	0.4887671	0.0970037	0.3737915	0.4319097	0.4456850	0.3225837	0.5080015
5	0.5929170	0.1298225	0.3731175	0.4724060	0.1283048	0.3361074	0.4628434	0.3690981	0.3022855	0.5583116
6	0.6497584	0.1951616	0.3105436	0.4825549	0.1378116	0.3450662	0.4317822	0.4133741	0.3187440	0.5848573
7	0.5220588	0.2398795	0.2894362	0.5414722	0.0950294	0.3933566	0.5119593	0.4253548	0.2927750	0.6049129
8	0.5725756	0.1722663	0.2691128	0.4458496	0.0942452	0.3713333	0.3643680	0.5122744	0.3741299	0.7007045
9	0.5333407	0.1385220	0.3167230	0.4552304	0.0936043	0.2324578	0.4244360	0.3823756	0.3541980	0.6481788
10	0.5694695	0.2839673	0.2823255	0.4701994	0.0947987	0.2314185	0.4406375	0.4189163	0.2662871	0.6253677
11	0.4911236	0.2113178	0.3493387	0.4584474	0.0949420	0.2856249	0.5778846	0.4680342	0.3590216	0.6540391
12	0.4902234	0.1737751	0.3114654	0.4813374	0.0828392	0.2360182	0.3912436	0.5090945	0.3675082	0.4941485
13	0.5736521	0.2331456	0.3029782	0.4525677	0.1100755	0.2947212	0.5460783	0.4021751	0.4031115	0.6179219
14	0.5918048	0.2203497	0.3030560	0.4247197	0.1350075	0.2416194	0.4547525	0.4870194	0.2939221	0.6115264
15	0.5281757	0.2095452	0.3244290	0.4846604	0.0928308	0.2332279	0.4197676	0.4610501	0.2722599	0.6688730
16	0.5255667	0.2228947	0.3863620	0.5345366	0.0814003	0.2736481	0.4980308	0.4054077	0.3105891	0.5961367
17	0.4912624	0.2701208	0.3979118	0.5268000	0.0786007	0.2668534	0.5187360	0.3840298	0.3270722	0.6267255
18	0.6134911	0.2684875	0.4051993	0.5180661	0.0928266	0.2631446	0.5072657	0.3931175	0.2905527	0.4497766
19	0.4593494	0.2295097	0.3480055	0.5227002	0.0684186	0.2560829	0.3633520	0.5515909	0.3547127	0.5700073
20	0.4605721	0.3006549	0.4235391	0.5439486	0.1215610	0.2172805	0.5812794	0.4715709	0.2974347	0.4526865
21	0.4280258	0.2618030	0.3462748	0.5723851	0.1064127	0.2313254	0.5303785	0.4307775	0.4135165	0.5019654
22	0.5004814	0.2475239	0.3838963	0.5225041	0.0718620	0.2326672	0.5085712	0.4690081	0.3450034	0.5956607
23	0.4417521	0.2860511	0.4003168	0.6455090	0.1193761	0.2516585	0.4854062	0.4498428	0.3308258	0.5981628
24	0.4485400	0.2504907	0.3349152	0.5390385	0.1011268	0.2497782	0.4341915	0.4370341	0.3186076	0.4693484
25	0.4650734	0.2448365	0.3684021	0.5495768	0.1026842	0.2727167	0.5269220	0.5300742	0.2949705	0.4936464
26	0.5584852	0.3197603	0.3917367	0.5346067	0.1086984	0.2774411	0.4966832	0.4619453	0.2838701	0.4490384
27	0.6044829	0.2491933	0.3751191	0.5651415	0.0909132	0.2532991	0.4473015	0.4571573	0.3321685	0.4508494
28	0.4523794	0.3339074	0.3537079	0.4690668	0.1176440	0.2228992	0.5010619	0.3777845	0.3584662	0.5895452
29	0.4287911	0.3000544	0.4177694	0.4750043	0.1257756	0.2423763	0.5242689	0.4616887	0.3155247	0.4489189
30	0.4618163	0.2749804	0.3986670	0.4354299	0.0964310	0.2682037	0.4339281	0.5203166	0.3109545	0.4356941
31	0.4496830	0.3059748	0.4558414	0.5430255	0.1366650	0.2631010	0.4418173	0.4464720	0.3126995	0.4690332
32	0.5389420	0.2355381	0.4127885	0.5055891	0.1575593	0.2478063	0.5469669	0.4112707	0.2972857	0.4135541
33	0.4759878	0.2593728	0.3646761	0.4282131	0.1089812	0.2416302	0.5306844	0.5127336	0.3499474	0.4967481
34	0.5693142	0.3088798	0.4138075	0.4735444	0.1364688	0.3418312	0.4397256	0.4974913	0.2720288	0.4414303
35	0.4525146	0.2996675	0.3537804	0.4653297	0.0848244	0.2801530	0.5072459	0.4038460	0.3460923	0.5163377
36	0.5410175	0.2393515	0.4089424	0.5434489	0.0864954	0.2558611	0.3717158	0.5363222	0.3473143	0.4824770
37	0.5017661	0.3352449	0.3137040	0.6942295	0.0838006	0.2022001	0.4629483	0.4375966	0.3723482	0.4557339
38	0.4969143	0.2947234	0.4095198	0.5226742	0.1278024	0.2239003	0.4919024	0.4655712	0.3645585	0.4003352
39	0.4868833	0.2454525	0.3961377	0.4919280	0.0797233	0.2098176	0.4949732	0.4355120	0.3350608	0.3953400
40	0.5678816	0.3050627	0.4182632	0.4591349	0.1004872	0.2359773	0.4770870	0.5223942	0.3367025	0.4821978
41	0.6316758	0.3109103	0.3076512	0.5799763	0.0958604	0.2317798	0.5666372	0.4750684	0.3947836	0.5505418
42	0.5394090	0.3348403	0.3465811	0.4747536	0.1149847	0.2012270	0.4626346	0.5279847	0.3195000	0.4850429
43	0.5603721	0.3132913	0.4959439	0.4535074	0.0781392	0.3145461	0.4698547	0.4816552	0.3956863	0.5023069
44	0.4911576	0.3167504	0.3988285	0.4645272	0.1087409	0.3163883	0.4782988	0.4922247	0.2785688	0.3998249
45	0.4774655	0.2856435	0.4608855	0.4478367	0.1121540	0.2829056	0.5240973	0.5704090	0.2750034	0.5591480
46	0.4892738	0.3841393	0.5049049	0.5067924	0.1103444	0.2718966	0.5061078	0.3762673	0.3929799	0.4174285
47	0.4724389	0.3100119	0.3756223	0.5108892	0.1117158	0.2169872	0.4078784	0.5083233	0.3263258	0.4196285
48	0.5752335	0.3372563	0.3450680	0.4823459	0.1471512	0.2732428	0.4683173	0.5250664	0.3436101	0.4009153
49	0.5850150	0.3115179	0.4157960	0.4825723	0.1047188	0.2755417	0.4754607	0.5162158	0.3882135	0.4436257
50	0.6393845	0.3515679	0.3788556	0.5907796	0.1564824	0.2074342	0.4802983	0.5379281	0.4014254	0.4593087
51	0.5321387	0.3307276	0.3995243	0.5307325	0.0983665	0.2705302	0.4749792	0.4889603	0.3744780	0.4498876
52	0.5170212	0.2801981	0.4318598	0.6131405	0.0957010	0.2197274	0.4774357	0.5533518	0.4368716	0.3693756
53	0.5238097	0.3472769	0.3687008	0.5519703	0.1658195	0.2021166	0.4531326	0.4907746	0.3749878	0.4207375
54	0.5046818	0.3301368	0.3294180	0.4941384	0.0905326	0.3642827	0.4455986	0.6430180	0.3142738	0.5460922
55	0.4984941	0.4075794	0.4288926	0.5275963	0.1140175	0.2054548	0.4815241	0.5329369	0.3598508	0.3639143
56	0.5670472	0.3652216	0.4710143	0.4907761	0.1687248	0.2640534	0.5530726	0.4763099	0.3808870	0.4096229
57	0.5579366	0.3271014	0.4450980	0.5111387	0.1274717	0.2281307	0.5023181	0.4680731	0.3357712	0.3900240
58	0.5306480	0.3375355	0.4212344	0.4806163	0.1235150	0.2922960	0.4643365	0.5558047	0.3877006	0.4342848
59	0.5239230	0.2977510	0.3760077	0.4521786	0.1507034	0.2170599	0.4932002	0.5239145	0.5148331	0.4038360
60	0.5873013	0.2637460	0.4258876	0.4021244	0.1128285	0.1885214	0.5705426	0.5017149	0.3394468	0.4160876
61	0.5683916	0.3252747	0.3784578	0.5162010	0.1427173	0.1636667	0.6013522	0.6095698	0.3553947	0.3809674
62	0.6073604	0.3496855	0.4264304	0.5181735	0.0892112	0.2385973	0.6509543	0.5354814	0.3627940	0.4807725
63	0.5656961	0.2876297	0.3578858	0.5526081	0.1400355	0.1437616	0.5081354	0.6250843	0.3563293	0.4096254
64	0.5252208	0.2859112	0.4820736	0.4888021	0.1044108	0.2381229	0.4835607	0.5990708	0.4649327	0.4363932
65	0.5552117	0.3376754	0.4505062	0.4565333	0.1304188	0.2446949	0.5199239	0.4265233	0.3805248	0.4234744
66	0.6235932	0.3230786	0.5011586	0.4827338	0.1615993	0.2432533	0.6291846	0.4613527	0.3842849	0.3934960
67	0.6025518	0.3200237	0.3736956	0.3789315	0.1409272	0.2551723	0.5086306	0.4869558	0.4199308	0.3704949
68	0.5549864	0.3558150	0.4655142	0.5066710	0.1560220	0.2149224	0.4583838	0.5838352	0.3908856	0.4324593
69	0.5000892	0.3172589	0.4141368	0.5355579	0.1284975	0.2388554	0.5128785	0.5816588	0.3911171	0.3911104
70	0.4933020	0.3100029	0.4287525	0.4338683	0.1294074	0.2492228	0.4218653	0.4884056	0.4035098	0.3815732
71	0.5412583	0.2853847	0.3764696	0.5008081	0.1668211	0.2100254	0.6306933	0.5522992	0.4777647	0.4893950
72	0.6260369	0.3252932	0.4209966	0.5788626	0.1470510	0.2039632	0.4210982	0.4928279	0.4923372	0.4089191
73	0.5204294	0.2937888	0.4108772	0.5479631	0.1344391	0.1933618	0.4762850	0.5725995	0.4856082	0.4338431
74	0.5561476	0.3120155	0.5271158	0.5363870	0.1357843	0.2497006	0.4645291	0.5409649	0.4293180	0.4348256
75	0.5199829	0.3420483	0.3824780	0.7137296	0.1283295	0.2390108	0.4005285	0.5156600	0.4533093	0.4097828
76	0.7004124	0.3446662	0.4669784	0.5274182	0.1359181	0.2119129	0.4018942	0.5974154	0.5334109	0.3185815
77	0.4892678	0.2895503	0.3862788	0.4805184	0.2149386	0.1979789	0.4294074	0.5004651	0.4914400	0.4712141
78	0.4501334	0.2530906	0.3809726	0.5951467	0.1400942	0.2934922	0.5847602	0.4824753	0.4654542	0.4242303
79	0.4841115	0.3543036	0.3851929	0.5337163	0.1474190	0.2347628	0.4172148	0.4190211	0.5399289	0.4566042
80	0.5766626	0.2657053	0.3987534	0.5639469	0.1231597	0.2661568	0.4865422	0.5142326	0.4202838	0.4165667
81	0.5536460	0.2810797	0.4596760	0.4545135	0.1164789	0.1949114	0.4179174	0.5129659	0.5703042	0.3937761
82	0.4706581	0.3037735	0.5050150	0.4820799	0.1361231	0.3167478	0.4293620	0.5125786	0.5132514	0.4327550
83	0.4127799	0.3304382	0.3836624	0.5560630	0.1887432	0.1648848	0.4484346	0.3889902	0.5351656	0.4285284
84	0.4901400	0.2951431	0.3860885	0.4352862	0.2518165	0.2599935	0.4821577	0.4784841	0.4420390	0.3822904
85	0.5200227	0.3745656	0.3945910	0.5390120	0.2128741	0.1885729	0.4844288	0.4736147	0.5226204	0.4245429
86	0.4850657	0.3018139	0.4352172	0.5277425	0.1854404	0.2231573	0.4768163	0.4890400	0.4247010	0.3315906
87	0.5063718	0.2881792	0.4429706	0.5311745	0.1681221	0.2437249	0.5018176	0.4686896	0.4908201	0.3475781
88	0.6849660	0.3452520	0.4197395	0.5770157	0.2164721	0.2842009	0.4369537	0.4364277	0.4435843	0.3377171
89	0.5046413	0.3134159	0.3727656	0.4902849	0.1375216	0.2061824	0.4474508	0.4776470	0.3758929	0.3280801
