G1	G2	G3	G4	G5	G6	G7	G8	G9	G10
0.0	0.0	0.0	0.0	-0.4963065651245415	0.0	0.0	0.0	0.0	0.0
-0.07913384051062167	0.0	0.0	0.0	0.0	-0.13937015901319683	-0.6042537253815681	-0.14628180279396474	-0.25909088482148945	0.0
0.0	0.0	0.0	0.0	0.0	-0.7456661618780345	0.0	0.0	0.0	-0.7535890615545213
0.0	0.0	0.0	0.0	-0.5222301343455911	0.0	-0.5392340493854135	0.0	0.0	0.0
0.0	0.08453038579709338	0.0	0.09336061393423611	0.0	-0.7560793582815677	0.0	-0.825550569454208	0.0	-0.5416462372522801
0.0	0.0	0.0	0.0	0.0	0.0	-0.736685456475243	-0.7489657194819301	0.0	-0.26714238338172436
-0.9180051255971193	0.0	0.4298830805144514	0.0	-0.11187319597229362	0.0	-0.009936722926795483	0.0	0.0	-0.03380297310650349
0.0	0.164460634700204	0.0	0.44313925774349505	-0.7286604426335543	0.0	-0.3467605991754681	-0.5326819254551083	-0.86817747191526	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.061014115344733
-0.9017776874825358	0.33960903494543837	0.8318671618852075	0.0	0.0	0.0	0.0	-0.05370338214561343	0.0	0.0
