G1	G2	G3	G4	G5	G6	G7	G8	G9	G10
0.0	-0.39435230498202145	0.0	0.0	-0.2812292664311826	-0.6742795112077147	0.0	0.0	0.0	0.0
0.0	0.0	0.0	-0.21527169202454388	0.0	0.0	-0.6814395196270198	0.0	-0.2737725633196533	-0.18900551763363183
0.0	-0.10371289541944861	0.0	0.0	-0.6945808357559144	0.0	0.0	-0.17183711449615657	0.0	-0.08823227533139288
0.0	-0.3547145170159638	-0.6936077941209078	0.0	0.0	0.0	0.0	-0.3979782643727958	-0.27458932413719594	0.0
-0.9765853511635214	0.0	0.0	0.0	0.0	0.0	0.0	-0.937288966961205	0.0	-0.38875598437152803
0.0	-0.8399929511360824	0.0	0.0	-0.26536943740211427	0.0	0.0	0.0	0.0	0.0
-0.5149828114081174	0.0	-0.26026635873131454	-0.2956992373801768	0.0	0.0	0.0	-0.3163792819250375	0.0	0.0
0.0	-0.0028530966956168413	0.0	0.0	0.0	0.0	0.0	0.0	-0.3552661535795778	-0.7134174786042422
-0.4049930488690734	-0.035107505740597844	-0.3055363423191011	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.12679645093157887	0.0
