"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100

0	0.3169184	0.9945042	1.0000000	0.6008921	0.7825423	0.8950856	0.9962030	0.2161124	0.6081016	0.8267620	0.4299346	0.9092138	0.9231490	0.9991946	0.9197605	0.4482839	0.0278438	0.9964822	0.5945723	0.9999735	0.9992839	1.0000000	0.9750829	0.0976977	0.0697356	0.9879255	0.0054243	0.4875862	0.5016618	0.5281069	0.3465142	0.4148201	0.1053662	0.5911480	0.9999773	0.6216186	0.4188676	0.0564835	0.5095622	0.4846584	0.0802734	0.5056720	0.9459593	1.0000000	0.8816657	0.6804369	0.6349093	0.9632440	0.9673871	0.4109209	0.8787376	0.9724270	0.5440088	0.8812746	0.9999809	0.7768063	0.5485070	0.9014730	1.0000000	0.5982908	0.0027009	0.0140485	0.5755636	1.0000000	0.0759286	1.0000000	0.5378803	0.1881887	1.0000000	0.2152143	0.1680355	0.0062516	0.0546947	1.0000000	1.0000000	0.9781425	0.9083436	0.9999838	0.3086936	0.9998767	0.5500695	0.4001417	0.6148899	0.9972483	0.0075722	0.0341793	0.7926016	0.0434145	0.1056837	0.9128094	0.0118041	0.2341879	0.0294957	0.9989957	0.9706118	0.0576111	0.9999967	0.9954203	0.0292550	0.0692953
50	0.3169188	0.9945042	1.0000000	0.6008932	0.7825424	0.8950862	0.9962030	0.2161124	0.6081016	0.8267621	0.4299348	0.9092138	0.9231490	0.9991946	0.9197608	0.4482833	0.6962235	0.9964822	0.4624653	0.3583757	0.9992839	1.0000000	0.9750829	0.0976977	0.0282438	0.9915575	0.0054243	0.3564995	0.5016618	0.3988326	0.3465142	0.4148200	0.1053659	0.6410117	0.9999773	0.8395112	0.4188676	0.0144321	0.5095622	0.4846583	0.0802734	0.7139451	0.9406627	0.7402614	0.8747933	0.6691505	0.6189663	0.9797913	0.9657972	0.4350279	0.8692387	0.9723656	0.7486098	0.8976872	0.9999809	0.7630447	0.5480100	0.9880295	1.0000000	0.6178602	0.0034430	0.0047559	0.5460208	0.3575229	0.0752846	0.7545697	0.5038262	0.3975385	1.0000000	0.2609776	0.0927972	0.0062331	0.0546645	1.0000000	1.0000000	0.8951102	0.9083451	0.9999841	0.3086936	0.9992116	0.5500695	0.4001417	0.4636588	0.9987042	0.0075722	0.0341792	0.7926016	0.0434145	0.1056834	0.8844963	0.0036364	0.1349157	0.0294957	0.9989957	0.9736711	0.0576110	0.9999978	0.9954213	0.0292549	0.0262340
100	0.3169189	0.9945042	1.0000000	0.6008936	0.7825424	0.8950864	0.9962031	0.2161124	0.6081016	0.8267621	0.4299349	0.9092138	0.9231490	0.9991947	0.9197609	0.4482831	0.8996134	0.9964822	0.4192620	0.1529877	0.9992839	1.0000000	0.9750829	0.0976977	0.0156168	0.9929814	0.0054243	0.3206474	0.5016618	0.3628910	0.3465142	0.4148200	0.1053657	0.6572815	0.9999774	0.8908390	0.4188676	0.0036876	0.5095622	0.4846583	0.0802734	0.7258372	0.9233360	0.6306637	0.8495613	0.6267351	0.5613416	0.9769254	0.9590641	0.3492828	0.8329219	0.9720114	0.8246066	0.8949580	0.9999806	0.7107241	0.5457390	0.9903389	1.0000000	0.7083014	0.0057978	0.0017638	0.4836832	0.2888046	0.0663099	0.7024714	0.4255775	0.6323311	1.0000000	0.3484874	0.0621368	0.0061956	0.0546135	0.9999999	1.0000000	0.4570097	0.9083457	0.9999842	0.3086936	0.9821908	0.5500695	0.4001417	0.2653472	0.9988966	0.0075722	0.0341792	0.7926016	0.0434145	0.1056833	0.7320899	0.0011577	0.1100266	0.0294957	0.9989957	0.9242776	0.0576110	0.9999993	0.9954217	0.0292549	0.0103108
150	0.3169190	0.9945042	1.0000000	0.6008938	0.7825424	0.8950864	0.9962031	0.2161124	0.6081016	0.8267622	0.4299349	0.9092138	0.9231490	0.9991947	0.9197609	0.4482830	0.9615056	0.9964822	0.4051331	0.0872390	0.9992839	1.0000000	0.9750829	0.0976977	0.0117741	0.9935396	0.0054243	0.3108419	0.5016618	0.3528982	0.3465142	0.4148200	0.1053657	0.6625901	0.9999774	0.9029301	0.4188676	0.0009422	0.5095622	0.4846583	0.0802734	0.6931819	0.9018867	0.5844185	0.8138830	0.5714474	0.4853559	0.9693688	0.9482533	0.2597170	0.7848228	0.9712980	0.8499884	0.8879097	0.9999796	0.6431174	0.5418818	0.9802311	1.0000000	0.7429651	0.0079907	0.0009252	0.4588955	0.2814546	0.0576238	0.6914123	0.3726350	0.6830503	1.0000000	0.3918662	0.0496423	0.0061718	0.0545888	0.9999998	1.0000000	0.2024429	0.9083459	0.9999842	0.3086936	0.9347753	0.5500695	0.4001417	0.2028691	0.9989220	0.0075722	0.0341792	0.7926016	0.0434145	0.1056832	0.6306012	0.0004054	0.1037866	0.0294957	0.9989958	0.8797461	0.0576110	0.9999998	0.9954218	0.0292549	0.0044226
200	0.3169190	0.9945042	1.0000000	0.6008938	0.7825424	0.8950865	0.9962031	0.2161124	0.6081016	0.8267622	0.4299349	0.9092138	0.9231490	0.9991947	0.9197609	0.4482830	0.9803395	0.9964822	0.4005124	0.0661916	0.9992839	1.0000000	0.9750829	0.0976977	0.0106047	0.9937584	0.0054243	0.3081601	0.5016618	0.3501200	0.3465142	0.4148200	0.1053656	0.6643222	0.9999774	0.9057783	0.4188676	0.0002407	0.5095622	0.4846583	0.0802734	0.6626880	0.8836062	0.5649052	0.7781013	0.5228288	0.4160279	0.9617907	0.9366961	0.2064609	0.7423722	0.9704089	0.8552458	0.8814872	0.9999782	0.5861446	0.5375637	0.9680942	1.0000000	0.7459932	0.0093293	0.0007743	0.4608754	0.2806685	0.0538302	0.6890647	0.3488558	0.6918489	1.0000000	0.4050353	0.0445507	0.0061614	0.0545806	0.9999997	1.0000000	0.1218333	0.9083460	0.9999842	0.3086936	0.8995255	0.5500695	0.4001417	0.1895808	0.9989253	0.0075722	0.0341792	0.7926016	0.0434145	0.1056832	0.5959284	0.0001771	0.1022221	0.0294957	0.9989958	0.8626048	0.0576110	1.0000000	0.9954219	0.0292549	0.0022453
250	0.3169190	0.9945042	1.0000000	0.6008938	0.7825424	0.8950865	0.9962031	0.2161125	0.6081016	0.8267622	0.4299349	0.9092138	0.9231490	0.9991947	0.9197609	0.4482830	0.9860708	0.9964822	0.3990013	0.0594539	0.9992839	1.0000000	0.9750829	0.0976977	0.0102488	0.9938442	0.0054243	0.3074266	0.5016618	0.3493476	0.3465142	0.4148200	0.1053656	0.6648874	0.9999774	0.9064492	0.4188676	0.0000615	0.5095622	0.4846583	0.0802734	0.6428619	0.8712721	0.5566714	0.7490204	0.4874840	0.3643982	0.9560619	0.9271906	0.1806789	0.7116969	0.9695863	0.8532342	0.8768826	0.9999767	0.5471703	0.5338085	0.9586490	1.0000000	0.7412268	0.0100541	0.0008151	0.4694535	0.2805844	0.0526088	0.6885664	0.3399152	0.6933276	1.0000000	0.4082777	0.0424758	0.0061575	0.0545782	0.9999997	1.0000000	0.0993285	0.9083461	0.9999842	0.3086936	0.8841129	0.5500695	0.4001417	0.1871318	0.9989258	0.0075722	0.0341792	0.7926016	0.0434145	0.1056832	0.5864238	0.0001078	0.1018298	0.0294957	0.9989958	0.8579643	0.0576110	1.0000000	0.9954219	0.0292549	0.0014402
300	0.3169190	0.9945042	1.0000000	0.6008938	0.7825424	0.8950865	0.9962031	0.2161125	0.6081016	0.8267622	0.4299349	0.9092138	0.9231490	0.9991947	0.9197609	0.4482830	0.9878148	0.9964822	0.3985072	0.0572970	0.9992839	1.0000000	0.9750829	0.0976977	0.0101405	0.9938778	0.0054243	0.3072260	0.5016618	0.3491328	0.3465142	0.4148200	0.1053656	0.6650718	0.9999774	0.9066073	0.4188676	0.0000157	0.5095622	0.4846583	0.0802734	0.6316193	0.8641498	0.5531972	0.7287597	0.4644119	0.3306482	0.9524202	0.9206612	0.1688573	0.6918507	0.9689676	0.8495297	0.8739691	0.9999754	0.5232785	0.5310594	0.9527143	1.0000000	0.7364384	0.0104444	0.0008889	0.4767911	0.2805754	0.0522783	0.6884606	0.3368555	0.6935725	1.0000000	0.4089969	0.0416303	0.0061560	0.0545775	0.9999997	1.0000000	0.0933625	0.9083461	0.9999842	0.3086936	0.8785374	0.5500695	0.4001417	0.1867157	0.9989258	0.0075722	0.0341792	0.7926016	0.0434145	0.1056832	0.5840689	0.0000868	0.1017315	0.0294957	0.9989958	0.8568973	0.0576110	1.0000000	0.9954220	0.0292549	0.0011425
350	0.3169190	0.9945042	1.0000000	0.6008938	0.7825424	0.8950865	0.9962031	0.2161125	0.6081016	0.8267622	0.4299349	0.9092138	0.9231490	0.9991947	0.9197609	0.4482830	0.9883455	0.9964822	0.3983456	0.0566066	0.9992839	1.0000000	0.9750829	0.0976977	0.0101075	0.9938910	0.0054243	0.3071711	0.5016618	0.3490731	0.3465142	0.4148200	0.1053656	0.6651319	0.9999774	0.9066445	0.4188676	0.0000040	0.5095622	0.4846583	0.0802734	0.6256851	0.8604312	0.5517312	0.7162119	0.4504260	0.3105103	0.9503602	0.9167015	0.1634437	0.6799174	0.9685672	0.8462769	0.8722791	0.9999745	0.5096007	0.5292843	0.9493991	1.0000000	0.7332083	0.0106576	0.0009493	0.4815268	0.2805745	0.0522060	0.6884381	0.3358655	0.6936126	1.0000000	0.4091477	0.0412857	0.0061555	0.0545773	0.9999997	1.0000000	0.0918243	0.9083461	0.9999842	0.3086936	0.8766643	0.5500695	0.4001417	0.1866488	0.9989258	0.0075722	0.0341792	0.7926016	0.0434145	0.1056832	0.5835178	0.0000804	0.1017068	0.0294957	0.9989958	0.8566728	0.0576110	1.0000000	0.9954220	0.0292549	0.0010324
400	0.3169190	0.9945042	1.0000000	0.6008938	0.7825424	0.8950865	0.9962031	0.2161125	0.6081016	0.8267622	0.4299349	0.9092138	0.9231490	0.9991947	0.9197609	0.4482830	0.9885070	0.9964822	0.3982927	0.0563856	0.9992839	1.0000000	0.9750829	0.0976977	0.0100975	0.9938962	0.0054243	0.3071561	0.5016618	0.3490565	0.3465142	0.4148200	0.1053656	0.6651516	0.9999774	0.9066533	0.4188676	0.0000010	0.5095622	0.4846583	0.0802734	0.6226944	0.8586096	0.5511126	0.7091093	0.4424249	0.2992844	0.9492841	0.9145013	0.1609477	0.6731348	0.9683349	0.8440027	0.8713631	0.9999739	0.5021574	0.5282418	0.9476794	1.0000000	0.7313348	0.0107738	0.0009888	0.4842194	0.2805744	0.0521982	0.6884334	0.3355563	0.6936190	1.0000000	0.4091785	0.0411453	0.0061554	0.0545772	0.9999997	1.0000000	0.0914338	0.9083461	0.9999842	0.3086936	0.8760543	0.5500695	0.4001417	0.1866384	0.9989258	0.0075722	0.0341792	0.7926016	0.0434145	0.1056832	0.5833935	0.0000785	0.1017007	0.0294957	0.9989958	0.8566281	0.0576110	1.0000000	0.9954220	0.0292549	0.0009917
