"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100

0	0.1919948	1.0000000	0.1632599	0.0992953	0.2236374	0.2088574	0.0112563	0.1475976	1.0000000	0.4162664	0.9987791	0.3816802	0.0624486	0.0281723	0.3875839	0.3334815	0.0082444	0.0631893	0.9973115	0.0225414	1.0000000	1.0000000	0.6911614	0.3048164	0.1163271	0.4262666	0.4227545	0.5059058	0.9234861	0.5135844	0.1763684	0.2188786	0.3811069	0.1980514	0.6896666	1.0000000	0.0562614	0.9999279	0.1493679	0.1438006	0.6183176	0.8254649	0.6382539	0.0676261	0.8594891	0.3050111	0.5670048	1.0000000	0.8471424	0.7864765	0.5208852	0.6553436	0.9419259	0.9998778	0.0398023	0.1476253	0.6562173	1.0000000	0.7363740	0.2364249	1.0000000	1.0000000	0.9659054	0.9918527	0.3064402	0.8862552	0.8077969	0.8834878	0.9968993	0.6130972	0.9999489	0.2566531	0.6740590	0.7510256	0.9618859	0.9953287	0.6072643	0.4275953	0.7206822	0.3871306	0.8984040	0.9901642	0.4001350	0.5558937	0.9360088	0.0786670	0.1625945	0.8168014	0.4498805	0.8199619	0.5354474	0.4883819	1.0000000	0.0183681	0.1928235	0.0907596	0.0515753	0.4101593	0.2820875	0.4484636
50	0.1919948	1.0000000	0.1152365	0.0992953	0.1531435	0.2088574	0.0112563	0.1475976	1.0000000	0.4162664	0.9987791	0.3816802	0.0624486	0.0151567	0.3680727	0.3334815	0.0082444	0.0631893	0.9973115	0.0226467	0.8936037	1.0000000	0.6946125	0.2383596	0.0771553	0.4245239	0.3201684	0.5087409	0.8797661	0.5138619	0.1767454	0.2197307	0.3818348	0.2016133	0.6809747	1.0000000	0.0562613	0.8787067	0.1486234	0.1428713	0.6172580	0.9020203	0.6382443	0.0676233	0.8594694	0.3047475	0.5666339	1.0000000	0.8436717	0.7838690	0.6658667	0.6410521	0.9401649	0.9998777	0.2236620	0.1475999	0.6562085	0.9905228	0.7363274	0.3975578	1.0000000	1.0000000	0.9659055	0.9944067	0.3064402	0.9098000	0.8077742	0.8834717	0.9967633	0.6130464	0.9999489	0.2565751	0.6740590	0.7752494	0.9618303	0.9951497	0.6072643	0.4275470	0.7520069	0.5603486	0.8983862	0.9931941	0.4001350	0.5558937	0.9288578	0.0786485	0.1671440	0.8167470	0.4498805	0.8199619	0.5354474	0.4883819	1.0000000	0.0183681	0.1711386	0.0674252	0.0515753	0.4101593	0.2776561	0.3409958
100	0.1919948	1.0000000	0.0595120	0.0992953	0.0882315	0.2088574	0.0112563	0.1475976	1.0000000	0.4162664	0.9987791	0.3816802	0.0624486	0.0053846	0.3414194	0.3334815	0.0082444	0.0631893	0.9973115	0.0234077	0.7788099	1.0000000	0.7128698	0.1853586	0.0372254	0.4139273	0.2128391	0.5230930	0.8306851	0.5176875	0.1784557	0.2231460	0.3843464	0.2211003	0.6403215	1.0000000	0.0562612	0.7478543	0.1454481	0.1375847	0.6125107	0.9623552	0.6380925	0.0676025	0.8591064	0.3026519	0.5617772	1.0000000	0.8185808	0.7677206	0.7591069	0.5789261	0.9287279	0.9998756	0.3648776	0.1471352	0.6560510	0.9812211	0.7354558	0.5155889	1.0000000	1.0000000	0.9659055	0.9963799	0.3064402	0.9354628	0.8073447	0.8831631	0.9958224	0.6120243	0.9999485	0.2551628	0.6740590	0.8030978	0.9610800	0.9931315	0.6072643	0.4266109	0.7790542	0.7190875	0.8980439	0.9957208	0.4001350	0.5558937	0.8953202	0.0782919	0.1713574	0.8157315	0.4498805	0.8199620	0.5354474	0.4883819	1.0000000	0.0183681	0.1501172	0.0383659	0.0515753	0.4101593	0.2734433	0.2468755
150	0.1919948	1.0000000	0.0272286	0.0992953	0.0593095	0.2088574	0.0112563	0.1475976	1.0000000	0.4162664	0.9987791	0.3816802	0.0624486	0.0019386	0.3227926	0.3334815	0.0082444	0.0631893	0.9973115	0.0248581	0.7176915	1.0000000	0.7373861	0.1722500	0.0181305	0.3970149	0.1621981	0.5417396	0.7999111	0.5276228	0.1800878	0.2259088	0.3852606	0.2459411	0.5950827	1.0000000	0.0562611	0.6781749	0.1425553	0.1299008	0.6071937	0.9853745	0.6377384	0.0675648	0.8580801	0.2987380	0.5504397	1.0000000	0.7714012	0.7417685	0.7810943	0.5198358	0.9092669	0.9998695	0.4173446	0.1459454	0.6556536	0.9767146	0.7330097	0.5544348	1.0000000	1.0000000	0.9659055	0.9971008	0.3064402	0.9493218	0.8060942	0.8822491	0.9940729	0.6088309	0.9999474	0.2515394	0.6740590	0.8190236	0.9595047	0.9884823	0.6072643	0.4238175	0.7903766	0.7952442	0.8970226	0.9967261	0.4001350	0.5558937	0.8521437	0.0773024	0.1716628	0.8128003	0.4498805	0.8199620	0.5354474	0.4883819	1.0000000	0.0183681	0.1401523	0.0200403	0.0515753	0.4101593	0.2714799	0.2072866
200	0.1919948	1.0000000	0.0116979	0.0992953	0.0486538	0.2088574	0.0112563	0.1475976	1.0000000	0.4162664	0.9987791	0.3816802	0.0624486	0.0009385	0.3119137	0.3334815	0.0082444	0.0631893	0.9973115	0.0264877	0.6907655	1.0000000	0.7568781	0.1747991	0.0115101	0.3797629	0.1455685	0.5573434	0.7803041	0.5412063	0.1807212	0.2268248	0.3838544	0.2634227	0.5655378	1.0000000	0.0562609	0.6474856	0.1411341	0.1234915	0.6035846	0.9927178	0.6373674	0.0675282	0.8567578	0.2949745	0.5385476	1.0000000	0.7236160	0.7174795	0.7797735	0.4877480	0.8901214	0.9998621	0.4338392	0.1446327	0.6552199	0.9748854	0.7299184	0.5635427	1.0000000	1.0000000	0.9659055	0.9973183	0.3064402	0.9555342	0.8044258	0.8810065	0.9922111	0.6042274	0.9999459	0.2475802	0.6740590	0.8265648	0.9579464	0.9826562	0.6072643	0.4199940	0.7943376	0.8275550	0.8956137	0.9970562	0.4001350	0.5558937	0.8196468	0.0761091	0.1697870	0.8089105	0.4498805	0.8199620	0.5354474	0.4883819	1.0000000	0.0183681	0.1362278	0.0103807	0.0515753	0.4101593	0.2707156	0.1935368
250	0.1919948	1.0000000	0.0048490	0.0992953	0.0450612	0.2088574	0.0112563	0.1475976	1.0000000	0.4162664	0.9987791	0.3816802	0.0624486	0.0006736	0.3060627	0.3334815	0.0082444	0.0631893	0.9973115	0.0278672	0.6799215	1.0000000	0.7687302	0.1796662	0.0101369	0.3651331	0.1424330	0.5687103	0.7666189	0.5545980	0.1806833	0.2268408	0.3816517	0.2728045	0.5503103	1.0000000	0.0562608	0.6351347	0.1405966	0.1195236	0.6016567	0.9948545	0.6371070	0.0675025	0.8556232	0.2924425	0.5304344	1.0000000	0.6898390	0.7005165	0.7745588	0.4735935	0.8761867	0.9998561	0.4386926	0.1436832	0.6549112	0.9741979	0.7273280	0.5646210	1.0000000	1.0000000	0.9659055	0.9973784	0.3064402	0.9580877	0.8029429	0.8798806	0.9907866	0.5997830	0.9999445	0.2448212	0.6740590	0.8298291	0.9568898	0.9775910	0.6072643	0.4165017	0.7956194	0.8407027	0.8943083	0.9971553	0.4001350	0.5558937	0.8017298	0.0751714	0.1677012	0.8054637	0.4498805	0.8199620	0.5354474	0.4883819	1.0000000	0.0183681	0.1348076	0.0056870	0.0515753	0.4101593	0.2704408	0.1891706
300	0.1919948	1.0000000	0.0019759	0.0992953	0.0439102	0.2088574	0.0112563	0.1475976	1.0000000	0.4162664	0.9987791	0.3816802	0.0624486	0.0006070	0.3030573	0.3334815	0.0082444	0.0631893	0.9973115	0.0288482	0.6757773	1.0000000	0.7748718	0.1831181	0.0104705	0.3536800	0.1430864	0.5768448	0.7566057	0.5657191	0.1804543	0.2267192	0.3797086	0.2776203	0.5433384	1.0000000	0.0562607	0.6304200	0.1404133	0.1174659	0.6007576	0.9954303	0.6369609	0.0674875	0.8548589	0.2910556	0.5261059	1.0000000	0.6706521	0.6906436	0.7707180	0.4677772	0.8677626	0.9998525	0.4400772	0.1431389	0.6547376	0.9739496	0.7256206	0.5641983	1.0000000	1.0000000	0.9659055	0.9973942	0.3064402	0.9590865	0.8019106	0.8790815	0.9899071	0.5964074	0.9999436	0.2433368	0.6740590	0.8311696	0.9563145	0.9741221	0.6072643	0.4139988	0.7960175	0.8459511	0.8933538	0.9971835	0.4001350	0.5558937	0.7935354	0.0745914	0.1661861	0.8030676	0.4498805	0.8199620	0.5354474	0.4883819	1.0000000	0.0183681	0.1343174	0.0035060	0.0515753	0.4101593	0.2703461	0.1878540
350	0.1919948	1.0000000	0.0008086	0.0992953	0.0435533	0.2088574	0.0112563	0.1475976	1.0000000	0.4162664	0.9987791	0.3816802	0.0624486	0.0005908	0.3015568	0.3334815	0.0082444	0.0631893	0.9973115	0.0294699	0.6742471	1.0000000	0.7777400	0.1850080	0.0111588	0.3449982	0.1441730	0.5827635	0.7491811	0.5742014	0.1802581	0.2266855	0.3782817	0.2804763	0.5403549	1.0000000	0.0562607	0.6286819	0.1403591	0.1165123	0.6003726	0.9955712	0.6368897	0.0674798	0.8544193	0.2903866	0.5241173	1.0000000	0.6611640	0.6855597	0.7686462	0.4654481	0.8632498	0.9998506	0.4404661	0.1428677	0.6546526	0.9738621	0.7246559	0.5637727	1.0000000	1.0000000	0.9659055	0.9973982	0.3064402	0.9594651	0.8012992	0.8785990	0.9894369	0.5942167	0.9999431	0.2426566	0.6740590	0.8317014	0.9560415	0.9720966	0.6072643	0.4124700	0.7961383	0.8480241	0.8927556	0.9971913	0.4001350	0.5558937	0.7901817	0.0742809	0.1652728	0.8016476	0.4498805	0.8199620	0.5354474	0.4883819	1.0000000	0.0183681	0.1341531	0.0025198	0.0515753	0.4101593	0.2703143	0.1874701
400	0.1919948	1.0000000	0.0003446	0.0992953	0.0434451	0.2088574	0.0112563	0.1475976	1.0000000	0.4162664	0.9987791	0.3816802	0.0624486	0.0005870	0.3008214	0.3334815	0.0082444	0.0631893	0.9973115	0.0298335	0.6736956	1.0000000	0.7789869	0.1859156	0.0117914	0.3384875	0.1449062	0.5871363	0.7436517	0.5804415	0.1801386	0.2267325	0.3772888	0.2825194	0.5391353	1.0000000	0.0562606	0.6280567	0.1403507	0.1161042	0.6002168	0.9956002	0.6368582	0.0674762	0.8541931	0.2900911	0.5233012	1.0000000	0.6568867	0.6831594	0.7676884	0.4645323	0.8610234	0.9998498	0.4405745	0.1427455	0.6546151	0.9738316	0.7241669	0.5635334	1.0000000	1.0000000	0.9659055	0.9973992	0.3064402	0.9596055	0.8009758	0.8783389	0.9892093	0.5929426	0.9999428	0.2423816	0.6740590	0.8319072	0.9559231	0.9710369	0.6072643	0.4116353	0.7961744	0.8488380	0.8924184	0.9971934	0.4001350	0.5558937	0.7888975	0.0741304	0.1647794	0.8008947	0.4498805	0.8199620	0.5354474	0.4883819	1.0000000	0.0183681	0.1340991	0.0020815	0.0515753	0.4101593	0.2703038	0.1873607
