G2	G1	+
G69	G2	-
G2	G3	-
G2	G4	-
G2	G5	+
G2	G6	+
G2	G7	+
G2	G8	+
G2	G9	-
G2	G10	+
G2	G11	+
G2	G12	+
G2	G13	-
G2	G14	-
G2	G15	+
G2	G16	-
G2	G17	+
G2	G18	+
G2	G19	+
G2	G20	-
G2	G21	+
G2	G22	+
G2	G23	+
G2	G24	+
G2	G25	+
G2	G26	-
G2	G27	+
G2	G28	+
G2	G29	-
G2	G30	+
G2	G31	+
G2	G32	+
G2	G33	+
G2	G34	+
G2	G35	+
G69	G35	-
G2	G36	+
G51	G36	+
G2	G37	+
G69	G38	-
G2	G38	+
G69	G39	-
G2	G39	+
G2	G40	-
G69	G40	-
G2	G41	-
G46	G42	+
G2	G42	+
G2	G43	+
G69	G43	-
G2	G44	-
G46	G45	+
G2	G45	+
G46	G47	+
G2	G48	+
G69	G48	-
G46	G49	+
G2	G50	+
G51	G50	+
G51	G52	+
G51	G53	+
G51	G54	+
G51	G55	+
G51	G56	+
G51	G57	+
G2	G58	+
G69	G58	-
G2	G59	+
G69	G59	-
G2	G60	+
G2	G61	-
G2	G62	+
G2	G63	-
G2	G64	-
G2	G65	+
G69	G65	-
G2	G66	-
G69	G67	-
G2	G67	-
G2	G68	+
G69	G68	+
G2	G69	+
G2	G70	+
G69	G70	+
G69	G71	+
G2	G71	+
G69	G72	-
G2	G72	+
G2	G73	+
G69	G73	-
G2	G74	+
G69	G74	+
G2	G75	+
G69	G75	-
G69	G76	+
G2	G76	-
G2	G77	-
G69	G77	-
G69	G78	+
G2	G78	-
G2	G79	+
G69	G79	+
G2	G80	+
G69	G80	+
G69	G81	-
G2	G81	-
G2	G82	-
G69	G82	+
G69	G83	+
G2	G83	-
G69	G84	-
G2	G84	-
G69	G85	-
G2	G85	-
G69	G86	+
G2	G86	-
G2	G87	+
G69	G87	+
G2	G88	+
G69	G88	+
G2	G89	-
G69	G89	+
G2	G90	-
G69	G90	-
G2	G91	-
G69	G91	+
G97	G92	-
G2	G92	-
G69	G92	+
G69	G93	-
G2	G93	-
G97	G94	-
G2	G94	+
G69	G94	-
G69	G95	-
G2	G95	-
G2	G96	+
G69	G96	-
G97	G96	-
G2	G97	+
G69	G98	-
G2	G98	-
G97	G98	-
G2	G99	-
G69	G99	-
G97	G99	-
G69	G100	-
G97	G100	-
G2	G100	-
