"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100

0	0.4283790	0.6409710	0.3994375	0.8973130	0.9734498	0.6031069	0.0981620	0.9649959	0.4794734	0.3919906	0.9732787	1.0099101	0.5749963	1.0190482	0.5417079	0.7018751	0.5452095	0.8662908	0.5622223	0.4830828	0.9375134	0.8806082	1.0007409	0.9572063	1.0304810	0.8254034	0.6454508	0.9206418	0.2583182	0.7322573	1.0317363	0.2486291	1.0173512	0.9756057	0.9960669	0.9750494	0.0296378	1.1064283	0.3895134	0.6061575	0.5074479	0.5681870	1.0351743	0.5443640	0.4670860	1.0316105	0.4889300	0.0038153	1.0222447	0.9037221	0.5993657	0.7211147	0.9927313	0.3034231	0.8671185	0.9848528	0.5829564	1.0633514	0.2556326	0.9931983	0.5504510	0.0753065	0.4666826	0.2841540	0.5131117	0.3892694	0.3311784	0.8958688	1.0523543	0.7631211	0.5729026	0.5307264	0.8695938	0.2036755	1.0141839	0.7333345	0.5580170	0.5561751	0.5850266	0.0803804	0.1230216	1.0179174	0.1208957	0.1101202	0.9748993	0.1364912	0.0255996	0.5111130	0.1569246	0.0579622	0.2643949	0.4256544	0.5760924	0.4660634	0.4793430	0.0253802	0.0143745	0.2528500	0.5947893	0.0394886
50	0.6464771	0.6624733	0.5524746	0.9553309	0.9840373	0.6548139	0.6647827	1.0229074	0.5664792	0.4288022	0.8667610	0.9571543	0.6778404	0.9559446	0.9600900	0.8918105	0.5133035	0.8987647	0.1434807	0.4827096	1.0072961	0.8356737	1.0635420	1.0778868	0.9312278	0.8710784	0.6592318	0.8686957	0.2348533	0.6980255	0.9934425	0.5956203	0.9743873	1.1373613	1.0461473	1.0002647	0.0065623	0.9387001	0.3587450	0.3501891	0.4287483	0.5547883	0.9823039	0.6645722	0.7485387	1.0240949	0.4803287	0.0068077	1.0038823	1.0234547	0.5019917	0.8939900	0.9742121	0.2688971	0.8951562	1.0006077	0.4343921	1.0147601	0.2353051	0.9423198	0.5505623	0.0614503	0.4778426	0.2816807	0.5084021	0.0200883	0.3270659	0.6637576	1.0358133	0.8757166	0.6352229	0.6016405	0.8755648	0.0632019	0.9979451	0.7946934	0.5396409	0.4666035	0.5815962	0.0840376	0.1633174	0.9426724	0.1468713	0.1749740	1.0254249	0.1220978	0.0124305	0.2418470	0.1542938	0.0217015	0.2961096	0.3852384	0.4290438	0.4667361	0.4446719	0.0243437	0.0044704	0.1367531	0.3467440	0.0194638
100	0.6951417	0.6652346	0.6421476	0.9911803	0.9874739	0.6519522	0.7857268	0.9756206	0.5246131	0.4794833	0.7770470	0.9796643	0.6229832	1.0606704	0.9282412	0.8113630	0.4746762	0.8785231	0.1043588	0.4942141	1.0316665	0.8072575	1.0015469	1.0165412	1.0443897	0.8264976	0.6518441	0.8815501	0.1704736	0.7330754	0.9594471	0.7940502	1.0294086	1.0915024	1.0501636	0.9471389	0.0023265	0.9920226	0.3181232	0.2140257	0.4606965	0.5207241	0.9814424	0.7354883	0.7692997	0.9314810	0.3271016	0.0049669	1.0039550	1.0708093	0.5152029	0.8583141	0.8923630	0.2943907	0.7653439	0.9430382	0.4082365	0.9862327	0.2119594	1.0210902	0.5251438	0.0472835	0.5079586	0.2344735	0.5613737	0.0159276	0.3504188	0.6536371	0.9974290	0.8337214	0.7157479	0.6236913	0.9582727	0.0211956	0.9865292	0.8129859	0.5929871	0.4815654	0.5621147	0.0969109	0.1294440	1.0255815	0.1041766	0.2312660	1.0950196	0.0865160	0.0075464	0.1597216	0.1291324	0.0182747	0.2649951	0.3659156	0.3866428	0.5067403	0.4843656	0.0119545	0.0004670	0.0798134	0.2732745	0.0269804
150	0.6520934	0.6814024	0.6325278	0.9711929	1.0344838	0.6649907	0.7396743	0.9265950	0.4933699	0.4322731	0.8408625	1.1152771	0.6608700	1.0418070	0.8314193	0.7496573	0.4425793	0.8896931	0.0759158	0.4245232	1.0131819	0.7015061	1.0595357	0.7689820	1.0229207	0.7466518	0.6559526	0.9092293	0.1483557	0.6834394	0.9543602	0.7918189	1.0480871	1.0681336	1.0241327	0.9980015	0.0000573	1.0233619	0.2844883	0.0863871	0.5298211	0.6041275	0.9630693	0.7704660	0.8225057	0.9794334	0.1532594	0.0090214	0.9577819	0.9838818	0.5349115	0.9256681	0.9054066	0.2601131	0.8582008	0.9668999	0.3735662	0.9852159	0.2308440	1.0198493	0.5133543	0.0427077	0.4561753	0.2689405	0.4711649	0.0235287	0.3131883	0.6561567	1.0323086	0.8761573	0.6497705	0.6013810	0.9219568	0.0101840	1.0056470	0.7400756	0.4717745	0.4175503	0.5504645	0.1032506	0.1218196	1.0860895	0.1444076	0.3019565	0.9772879	0.1225581	0.0102740	0.1272405	0.1428628	0.0217203	0.2242618	0.3502643	0.3193847	0.3880659	0.4173708	0.0281348	0.0000927	0.0627668	0.2743319	0.0421064
200	0.6678089	0.6548045	0.5983948	0.9621000	0.9602630	0.5293949	0.8152000	1.0023270	0.5978284	0.4638008	0.8639942	1.0746566	0.5739636	1.0346767	0.7065826	0.7826655	0.4016866	0.8175440	0.0923146	0.4241711	0.9677032	0.7238095	0.9883997	0.6150880	1.0591669	0.7784412	0.5330983	0.8911068	0.1060396	0.6742911	0.9062379	0.7673614	0.9682234	0.9463436	1.1116435	0.9841103	0.0000144	1.0163153	0.2570613	0.0318642	0.5481578	0.5671809	0.9710043	0.7353407	0.8168284	0.9970714	0.1203479	0.0113301	0.9313290	1.0514255	0.5893780	0.8958653	0.9220656	0.2574477	0.7860390	1.0104989	0.3452014	0.8834002	0.2272955	0.9382168	0.5236680	0.0480349	0.4814514	0.2140160	0.4735381	0.0155803	0.3345809	0.6970365	1.0418164	0.8651112	0.6566675	0.6329855	0.8828131	0.0100581	1.0197817	0.7851406	0.5257377	0.4238698	0.5362004	0.1078820	0.1048539	1.0517226	0.1117396	0.2258109	0.9216646	0.1422915	0.0079213	0.1391993	0.1231494	0.0199507	0.2610176	0.4300354	0.3285922	0.3880375	0.4396676	0.0316618	0.0001462	0.0415850	0.3181010	0.0396516
250	0.6272803	0.5819604	0.5994328	0.9723137	0.9415610	0.6104010	0.7776946	0.9556073	0.4693005	0.4530855	0.8596786	1.0217253	0.5455970	0.9237534	0.7983270	0.7755950	0.4151511	0.8388775	0.0744673	0.3774074	0.9960174	0.6771550	0.9517160	0.5486305	0.8952962	0.7966256	0.5503036	0.8121141	0.0970058	0.6182488	0.8895946	0.7853704	0.9786961	0.8806298	1.0553140	0.9747201	0.0000490	0.9296488	0.2079736	0.0364155	0.5565068	0.5481993	1.0663988	0.7813186	0.7319289	1.0572814	0.1244611	0.0077240	0.9439525	0.9133855	0.6229406	0.9186595	0.9369519	0.2824491	0.8237766	1.0666185	0.3814014	0.8881082	0.1845012	0.9903516	0.5600069	0.0548151	0.4966492	0.2321150	0.4624650	0.0087338	0.3061924	0.6499060	0.9502716	0.8999859	0.6207060	0.6201499	0.8585401	0.0072587	0.9667825	0.8405131	0.5468930	0.4362185	0.6117355	0.0644197	0.1204289	0.9122092	0.1236227	0.2757800	1.0053909	0.1331731	0.0076282	0.1652336	0.1508193	0.0553297	0.2864635	0.3939431	0.3450174	0.4193627	0.4760423	0.0119077	0.0001253	0.0790232	0.3030360	0.0480793
300	0.5024530	0.5809020	0.5889771	0.8933533	1.0526145	0.6082846	0.8112816	1.0011043	0.4723178	0.4328759	0.8442220	0.9602738	0.5606118	0.9672698	0.6842535	0.7258504	0.4600956	0.8705964	0.0968733	0.4043716	0.8796786	0.7614118	0.9042473	0.4133849	0.9878279	0.7958745	0.6369685	0.8121782	0.0765414	0.6198090	0.9452496	0.7269492	1.0604771	0.9804974	1.0394808	0.9277391	0.0032388	0.9775551	0.2142572	0.0533411	0.5092718	0.6161248	1.0898246	0.8477923	0.7741811	1.0884606	0.1348593	0.0044558	1.0501142	1.0050567	0.6294332	0.9692094	0.8256576	0.3152768	0.8313344	0.9865640	0.4134060	1.0573348	0.2260758	0.9560273	0.5314018	0.0522496	0.4986434	0.2097731	0.4298175	0.0186451	0.2959008	0.5958087	1.0042413	0.9128972	0.5606374	0.6038705	0.8894555	0.0044318	0.9052216	0.7663831	0.5719833	0.4330691	0.5503359	0.0775227	0.0783843	0.9893397	0.1071474	0.2517114	0.9804880	0.1500592	0.0146908	0.1625026	0.1758165	0.0316468	0.2094587	0.3893941	0.3391903	0.4133752	0.4875362	0.0131885	0.0000857	0.0509124	0.2458978	0.0303715
350	0.4780405	0.6297516	0.5136979	0.9286895	0.9816369	0.6056123	0.8053129	0.9041678	0.4177348	0.3862497	0.9024033	1.0004226	0.5277183	1.0257873	0.7850723	0.7257422	0.4806649	0.8417498	0.0895367	0.4122894	0.9904602	0.8148423	0.9478441	0.3795256	1.0506055	0.7878361	0.5403644	0.8153967	0.0733438	0.6602850	0.9412390	0.7742029	0.9765785	1.0241353	0.9618859	1.0420224	0.0010354	1.0016052	0.2023117	0.0520285	0.5335529	0.5746365	1.0683330	0.8926037	0.7075423	0.9699809	0.1200690	0.0058864	0.9961879	0.9581009	0.5538943	0.9185923	0.8546923	0.2691323	0.8624644	1.0244118	0.3813588	1.0510471	0.2144649	0.9917373	0.5500960	0.0550808	0.4543767	0.1856340	0.4126793	0.0207252	0.2839507	0.6620235	0.9954119	0.9181799	0.5378103	0.5021751	0.8303631	0.0145674	0.9575487	0.7149279	0.4537018	0.4047071	0.5059873	0.0874940	0.0885550	0.9658106	0.0946611	0.2656558	0.9877036	0.1476975	0.0090544	0.1540795	0.1327446	0.0206151	0.2367874	0.3848955	0.3495457	0.3886263	0.4916465	0.0112816	0.0008515	0.0568902	0.2247762	0.0306003
400	0.4832300	0.6520089	0.4823138	0.9764595	0.9863934	0.6489693	0.8031420	0.9229503	0.4214467	0.3748512	0.8319960	1.0576034	0.5180593	0.9901461	0.7425732	0.8177687	0.4519401	0.8739408	0.0845181	0.4038935	0.9874842	0.8062638	1.0238472	0.3862787	0.9676834	0.7938245	0.6138081	0.8444491	0.0669060	0.6797635	1.0386870	0.8129962	0.9103699	0.9231463	1.0030529	0.9598883	0.0014821	0.9148399	0.2015205	0.0415905	0.5146176	0.5517636	0.9590975	0.8989491	0.7551751	1.0025155	0.0995554	0.0091384	1.0136663	1.0135084	0.6277258	0.9698632	0.9365413	0.2360680	0.8578181	1.0389155	0.4292674	1.0055963	0.1904375	0.9774037	0.5511271	0.0308782	0.4937726	0.2066590	0.4916048	0.0180335	0.2951426	0.6163351	1.0545749	0.8825062	0.5491096	0.5083014	0.8142616	0.0041732	0.9656612	0.7068671	0.4924478	0.4455001	0.5004481	0.0762723	0.0835800	0.9207353	0.0907400	0.2768591	1.0742214	0.1348629	0.0098152	0.1361413	0.1347498	0.0198277	0.2349797	0.3995412	0.3007644	0.4397779	0.4965728	0.0163564	0.0052397	0.0444713	0.2740260	0.0368041
