G51	G1	-
G43	G1	+
G2	G1	-
G5	G3	+
G2	G3	-
G5	G4	+
G2	G4	-
G5	G6	+
G5	G7	-
G5	G8	+
G5	G9	-
G5	G10	+
G5	G11	+
G5	G12	-
G5	G13	+
G5	G14	+
G5	G15	-
G5	G16	-
G5	G17	-
G5	G18	+
G5	G19	-
G5	G20	+
G5	G21	-
G5	G22	-
G5	G23	-
G5	G24	-
G5	G25	+
G5	G26	+
G5	G27	+
G5	G28	+
G5	G29	+
G5	G30	-
G5	G31	+
G5	G32	+
G5	G33	+
G34	G33	+
G5	G34	+
G34	G35	+
G5	G35	+
G5	G36	+
G34	G36	+
G34	G37	+
G5	G37	+
G34	G38	+
G5	G38	+
G5	G39	+
G34	G39	+
G58	G40	+
G5	G40	+
G34	G40	+
G5	G41	-
G43	G42	+
G5	G42	+
G63	G43	+
G59	G43	+
G58	G43	+
G62	G43	+
G5	G44	+
G43	G44	+
G43	G45	+
G5	G45	+
G43	G46	+
G5	G46	+
G2	G47	-
G51	G47	-
G43	G47	+
G2	G48	-
G51	G48	-
G43	G48	+
G51	G49	-
G2	G49	-
G43	G49	+
G51	G50	-
G2	G50	-
G43	G50	+
G2	G52	+
G51	G52	-
G51	G53	-
G2	G53	+
G2	G54	+
G51	G54	-
G2	G55	+
G51	G55	-
G2	G56	+
G51	G56	-
G5	G57	-
G51	G57	+
G58	G59	+
G63	G60	+
G62	G60	+
G43	G60	+
G59	G60	+
G58	G60	+
G63	G61	+
G59	G61	+
G62	G61	+
G58	G61	+
G43	G61	+
G63	G62	-
G43	G62	+
G43	G63	+
G69	G63	-
G62	G63	-
G63	G64	+
G43	G64	+
G62	G64	-
G43	G65	+
G63	G65	+
G62	G65	-
G43	G66	+
G74	G66	-
G63	G66	-
G69	G66	+
G62	G66	+
G69	G67	+
G63	G67	-
G74	G67	-
G43	G67	+
G62	G67	-
G63	G68	-
G74	G68	-
G43	G68	+
G62	G68	+
G69	G68	+
G63	G70	+
G43	G70	+
G69	G70	-
G62	G70	-
G63	G71	+
G62	G71	+
G63	G72	+
G43	G72	+
G63	G73	+
G74	G73	-
G62	G73	+
G63	G75	+
G62	G75	+
G74	G75	-
G43	G76	+
G74	G76	-
G63	G77	+
G51	G77	-
G80	G78	+
G43	G78	+
G63	G78	+
G63	G79	+
G80	G79	+
G43	G79	+
G74	G81	+
G51	G81	-
G51	G82	-
G51	G83	+
G51	G84	-
G51	G85	-
G63	G86	+
G43	G87	+
G74	G88	+
G51	G89	-
G51	G90	-
G51	G91	-
G51	G92	-
G51	G93	-
G63	G94	+
G58	G95	+
G63	G96	+
G51	G97	-
G58	G98	+
G58	G99	+
G51	G100	-
