G2	G1	-
G2	G3	-
G2	G4	-
G2	G5	-
G2	G6	-
G2	G7	-
G2	G8	-
G2	G9	-
G2	G10	-
G2	G11	-
G2	G12	-
G2	G13	-
G2	G14	-
G2	G15	-
G2	G16	-
G2	G17	-
G2	G18	-
G2	G19	-
G2	G20	-
G2	G21	-
G2	G22	-
G2	G23	-
G2	G24	-
G2	G25	-
G2	G26	-
G2	G27	-
G2	G28	-
G2	G29	-
G2	G30	-
G2	G31	-
G2	G32	-
G2	G33	-
G2	G34	-
G2	G35	-
G2	G36	-
G38	G37	+
G2	G37	-
G2	G38	-
G2	G39	-
G39	G40	+
G39	G41	+
G2	G42	-
G2	G43	-
G95	G44	+
G2	G44	-
G87	G44	+
G2	G45	-
G87	G45	+
G95	G45	+
G98	G46	+
G2	G46	-
G98	G47	+
G2	G47	-
G63	G48	+
G71	G48	+
G2	G48	-
G49	G48	+
G63	G49	+
G71	G49	+
G2	G49	-
G49	G50	+
G71	G50	+
G55	G50	+
G2	G50	-
G63	G50	+
G49	G51	+
G63	G51	+
G55	G51	+
G2	G51	-
G71	G51	+
G71	G52	+
G63	G52	+
G2	G52	-
G49	G52	+
G55	G52	+
G63	G53	+
G71	G53	+
G2	G53	-
G49	G53	+
G71	G54	+
G55	G54	+
G2	G54	-
G63	G54	+
G49	G54	+
G71	G56	+
G49	G56	+
G55	G56	+
G63	G56	+
G2	G56	-
G63	G57	+
G55	G57	+
G2	G57	-
G49	G57	+
G71	G57	+
G71	G58	+
G63	G58	+
G2	G58	-
G49	G58	+
G55	G58	+
G71	G59	+
G49	G59	+
G55	G59	+
G63	G59	+
G2	G59	-
G63	G60	+
G49	G60	+
G55	G60	+
G2	G60	-
G71	G60	+
G71	G61	+
G49	G61	+
G63	G61	+
G2	G61	-
G2	G62	-
G71	G62	+
G49	G62	+
G63	G62	+
G71	G63	-
G2	G63	-
G49	G64	+
G63	G64	+
G2	G64	-
G71	G64	+
G77	G65	+
G79	G65	+
G63	G65	+
G2	G65	-
G71	G65	+
G71	G66	-
G2	G66	-
G63	G66	-
G87	G67	-
G95	G67	-
G71	G67	+
G42	G67	+
G63	G67	-
G55	G68	-
G71	G68	-
G95	G68	-
G63	G68	-
G63	G69	+
G71	G69	+
G79	G69	+
G2	G69	-
G77	G69	+
G87	G70	-
G95	G70	-
G71	G70	+
G42	G70	+
G63	G70	-
G63	G71	-
G79	G72	+
G63	G72	+
G77	G72	+
G2	G72	-
G71	G72	+
G55	G73	-
G71	G73	-
G95	G73	-
G63	G73	-
G95	G74	-
G71	G74	-
G63	G74	-
G55	G74	-
G77	G75	+
G63	G75	+
G2	G75	-
G79	G75	+
G71	G75	+
G2	G76	-
G79	G76	+
G71	G76	+
G77	G76	+
G63	G76	+
G71	G78	+
G63	G78	+
G77	G78	+
G2	G78	-
G79	G78	+
G71	G80	+
G77	G80	+
G63	G80	+
G2	G81	-
G71	G81	-
G63	G81	-
G98	G82	+
G87	G82	+
G71	G82	-
G63	G82	+
G2	G82	-
G95	G82	+
G87	G83	+
G98	G83	+
G2	G83	-
G63	G83	+
G71	G83	+
G95	G83	+
G71	G84	+
G98	G84	+
G2	G84	-
G87	G84	+
G95	G84	+
G63	G84	+
G71	G85	-
G2	G85	-
G87	G85	+
G98	G85	+
G95	G85	+
G63	G85	+
G95	G86	+
G98	G86	+
G71	G86	+
G63	G86	+
G2	G86	-
G87	G86	+
G95	G88	-
G2	G88	-
G71	G88	-
G87	G88	+
G98	G88	+
G63	G88	-
G87	G89	+
G63	G89	+
G71	G89	-
G95	G89	-
G2	G89	-
G98	G89	+
G98	G90	+
G87	G90	-
G79	G90	-
G55	G90	+
G95	G90	-
G79	G91	-
G95	G91	-
G55	G91	+
G87	G91	+
G98	G91	+
G98	G92	+
G79	G92	-
G95	G92	-
G55	G92	+
G87	G92	-
G95	G93	-
G55	G93	+
G87	G93	+
G79	G93	-
G98	G93	+
G87	G94	+
G55	G94	+
G95	G94	-
G79	G94	-
G98	G94	+
G55	G95	+
G95	G96	-
G87	G96	+
G79	G96	-
G98	G96	+
G55	G96	+
G79	G97	-
G95	G97	-
G87	G97	-
G98	G97	+
G55	G97	+
G71	G98	-
G63	G98	-
G98	G99	+
G95	G99	-
G55	G99	+
G87	G99	+
G98	G100	+
G87	G100	-
G55	G100	+
G95	G100	-
