G2	G1	+
G35	G2	+
G2	G3	+
G2	G4	+
G2	G5	+
G2	G6	+
G2	G7	+
G2	G8	+
G2	G9	+
G11	G10	+
G2	G10	+
G19	G11	+
G2	G11	+
G29	G11	-
G2	G12	+
G11	G12	+
G2	G13	+
G11	G13	+
G2	G14	+
G11	G14	+
G2	G15	+
G11	G15	+
G11	G16	+
G2	G16	+
G11	G17	+
G19	G17	+
G2	G17	+
G2	G18	+
G19	G18	+
G11	G18	+
G11	G19	-
G11	G20	+
G2	G20	+
G19	G20	+
G11	G21	+
G25	G21	+
G2	G21	+
G19	G21	+
G11	G22	+
G19	G22	+
G25	G22	+
G2	G22	+
G25	G23	+
G2	G23	+
G11	G23	+
G19	G23	+
G25	G24	+
G19	G24	+
G11	G24	+
G2	G24	+
G25	G26	-
G36	G26	-
G19	G26	+
G34	G26	-
G33	G26	-
G2	G26	+
G11	G26	+
G34	G27	-
G33	G27	-
G2	G27	+
G19	G27	+
G11	G27	+
G25	G27	-
G36	G27	-
G11	G28	+
G19	G28	+
G2	G28	+
G35	G28	+
G19	G29	+
G2	G29	+
G11	G29	+
G2	G30	+
G19	G30	+
G29	G30	-
G11	G30	+
G2	G31	+
G11	G31	+
G19	G31	+
G19	G32	+
G11	G32	+
G33	G32	-
G2	G32	+
G36	G37	-
G25	G38	+
G19	G39	+
G19	G40	+
G25	G41	+
G25	G42	+
G25	G43	+
G25	G44	+
G11	G45	+
G25	G46	+
G19	G47	+
G36	G48	-
G11	G49	+
G25	G50	+
G25	G51	+
G25	G52	+
G69	G53	+
G2	G53	+
G25	G54	-
G11	G55	+
G25	G56	+
G25	G57	+
G85	G57	-
G60	G58	-
G25	G58	+
G25	G59	+
G60	G59	-
G60	G61	-
G60	G62	-
G60	G63	-
G60	G64	-
G60	G65	-
G60	G66	-
G60	G67	-
G69	G68	+
G60	G68	-
G60	G70	-
G69	G70	+
G69	G71	+
G69	G72	+
G69	G73	+
G69	G74	-
G69	G75	+
G69	G76	+
G69	G77	+
G69	G78	-
G60	G79	-
G80	G79	+
G60	G80	-
G80	G81	+
G60	G81	-
G85	G82	-
G25	G82	+
G60	G83	-
G85	G84	-
G80	G84	+
G85	G86	-
G11	G86	-
G85	G87	-
G85	G88	-
G85	G89	-
G85	G90	-
G85	G91	-
G85	G92	-
G85	G93	-
G85	G94	-
G85	G95	-
G85	G96	-
G85	G97	-
G85	G98	-
G85	G99	-
G85	G100	-
