"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10

0	0.0331244	0.0221217	0.4746138	0.9032725	0.9837790	0.9823114	0.9237221	1.0000000	1.0000000	1.0000000
50	0.2163086	0.0221225	0.4746093	0.9032720	0.9484159	0.5304937	0.9125876	0.6594147	1.0000000	1.0000000
100	0.2354745	0.0221231	0.4746073	0.9032673	0.8829358	0.3398502	0.8672217	0.5500749	1.0000000	1.0000000
150	0.2374797	0.0221234	0.4746066	0.9032575	0.8386035	0.2591580	0.8060160	0.5149730	1.0000000	1.0000000
200	0.2376896	0.0221236	0.4746066	0.9032459	0.8148019	0.2248350	0.7549726	0.5037041	1.0000000	1.0000000
250	0.2377115	0.0221237	0.4746070	0.9032361	0.8030459	0.2101610	0.7217914	0.5000863	1.0000000	1.0000000
300	0.2377138	0.0221237	0.4746075	0.9032294	0.7974433	0.2038653	0.7028897	0.4989249	1.0000000	1.0000000
350	0.2377140	0.0221237	0.4746079	0.9032255	0.7948237	0.2011602	0.6928842	0.4985521	1.0000000	1.0000000
400	0.2377141	0.0221237	0.4746083	0.9032235	0.7936145	0.1999976	0.6878106	0.4984324	1.0000000	1.0000000
450	0.2377141	0.0221236	0.4746085	0.9032225	0.7930620	0.1994984	0.6853049	0.4983939	1.0000000	1.0000000
500	0.2377141	0.0221236	0.4746087	0.9032220	0.7928117	0.1992841	0.6840878	0.4983816	1.0000000	1.0000000
550	0.0545298	0.0221236	0.4746088	0.9032242	0.8373638	0.6466110	0.7256134	0.8389629	1.0000000	1.0000000
600	0.0353640	0.0221236	0.4746087	0.9032396	0.9120201	0.8366364	0.8044377	0.9483014	1.0000000	1.0000000
650	0.0333587	0.0221236	0.4746083	0.9032559	0.9536450	0.9186468	0.8596807	0.9834030	1.0000000	1.0000000
700	0.0331489	0.0221236	0.4746076	0.9032651	0.9717443	0.9544295	0.8910507	0.9946718	1.0000000	1.0000000
750	0.0331269	0.0221236	0.4746069	0.9032694	0.9790611	0.9701124	0.9075361	0.9982895	1.0000000	1.0000000
800	0.0331246	0.0221237	0.4746065	0.9032712	0.9819472	0.9769921	0.9158584	0.9994509	1.0000000	1.0000000
850	0.0331244	0.0221237	0.4746061	0.9032720	0.9830763	0.9800067	0.9199593	0.9998237	1.0000000	1.0000000
900	0.0331244	0.0221237	0.4746060	0.9032723	0.9835169	0.9813246	0.9219488	0.9999434	1.0000000	1.0000000
950	0.0331244	0.0221237	0.4746059	0.9032724	0.9836888	0.9818992	0.9229042	0.9999818	1.0000000	1.0000000
1000	0.0331244	0.0221237	0.4746058	0.9032725	0.9837559	0.9821489	0.9233599	0.9999942	1.0000000	1.0000000

0	0.0331244	0.0221217	0.4746138	0.9032725	0.9837790	0.9823114	0.9237221	1.0000000	1.0000000	1.0000000
50	0.6933384	0.0221225	0.4746093	0.9032633	0.7296423	0.9808871	0.9237475	1.0000000	1.0000000	1.0000000
100	0.7624142	0.0221231	0.4746078	0.9032016	0.5851551	0.9735701	0.9237594	1.0000000	1.0000000	1.0000000
150	0.7696414	0.0221234	0.4746093	0.9030295	0.5235057	0.9603385	0.9237650	1.0000000	1.0000000	1.0000000
200	0.7703975	0.0221235	0.4746153	0.9027644	0.4979250	0.9454818	0.9237677	1.0000000	1.0000000	1.0000000
250	0.7704766	0.0221233	0.4746259	0.9025130	0.4868047	0.9331511	0.9237689	1.0000000	1.0000000	1.0000000
300	0.7704849	0.0221229	0.4746388	0.9023398	0.4815026	0.9246654	0.9237695	1.0000000	1.0000000	1.0000000
350	0.7704858	0.0221224	0.4746509	0.9022387	0.4787178	0.9194199	0.9237698	1.0000000	1.0000000	1.0000000
400	0.7704859	0.0221217	0.4746604	0.9021832	0.4771563	0.9163530	0.9237699	1.0000000	1.0000000	1.0000000
450	0.7704859	0.0221212	0.4746670	0.9021527	0.4762547	0.9146028	0.9237700	1.0000000	1.0000000	1.0000000
500	0.7704859	0.0221207	0.4746714	0.9021356	0.4757304	0.9136111	0.9237700	1.0000000	1.0000000	1.0000000
550	0.1102718	0.0221203	0.4746729	0.9024783	0.6447989	0.9196093	0.9237700	1.0000000	1.0000000	1.0000000
600	0.0411960	0.0221202	0.4746638	0.9029699	0.8016510	0.9376282	0.9237700	1.0000000	1.0000000	1.0000000
650	0.0339689	0.0221204	0.4746464	0.9031785	0.9047839	0.9555049	0.9237700	1.0000000	1.0000000	1.0000000
700	0.0332127	0.0221210	0.4746302	0.9032429	0.9519674	0.9677361	0.9237700	1.0000000	1.0000000	1.0000000
750	0.0331336	0.0221217	0.4746191	0.9032623	0.9712794	0.9748272	0.9237700	1.0000000	1.0000000	1.0000000
800	0.0331253	0.0221224	0.4746126	0.9032687	0.9789144	0.9786145	0.9237700	1.0000000	1.0000000	1.0000000
850	0.0331245	0.0221229	0.4746091	0.9032710	0.9818981	0.9805413	0.9237700	1.0000000	1.0000000	1.0000000
900	0.0331244	0.0221233	0.4746074	0.9032719	0.9830596	0.9814893	0.9237700	1.0000000	1.0000000	1.0000000
950	0.0331244	0.0221235	0.4746065	0.9032723	0.9835114	0.9819440	0.9237700	1.0000000	1.0000000	1.0000000
1000	0.0331244	0.0221236	0.4746061	0.9032724	0.9836870	0.9821579	0.9237700	1.0000000	1.0000000	1.0000000

0	0.0331244	0.0221217	0.4746138	0.9032725	0.9837790	0.9823114	0.9237221	1.0000000	1.0000000	1.0000000
50	0.0331244	0.0221022	0.4814148	0.8994186	0.9837911	0.9823268	0.9140390	0.6957125	0.8334244	0.6918854
100	0.0331244	0.0218343	0.5039953	0.8892276	0.9837958	0.9823412	0.8765541	0.5980255	0.7794163	0.6114380
150	0.0331243	0.0211466	0.5289028	0.8797987	0.9837977	0.9823700	0.8282425	0.5666645	0.7619055	0.5904335
200	0.0331241	0.0202670	0.5468343	0.8736247	0.9837984	0.9824180	0.7889616	0.5565966	0.7562281	0.5849493
250	0.0331238	0.0194806	0.5572246	0.8702052	0.9837988	0.9824781	0.7637442	0.5533644	0.7543873	0.5835174
300	0.0331236	0.0189076	0.5625536	0.8684803	0.9837991	0.9825375	0.7494710	0.5523268	0.7537905	0.5831436
