G1	G2	G3	G4	G5	G6	G7	G8	G9	G10
0.0000000	0.7214822	0.7566102	0.8378714	0.6886629	0.0000000	0.8535639	0.3978285	0.1746222	0.7012701
0.0000000	0.0000000	0.6869898	0.6939711	0.4058161	0.2718042	0.7950218	0.3118184	0.4670645	0.7788577
0.0000000	0.3685360	0.0000000	0.6782312	0.5877611	0.2352022	0.8505052	0.3244287	0.1608543	0.8019843
0.0000000	0.8108165	0.8224486	0.8114727	0.4361797	0.5644445	0.0011766	0.0000000	0.1721995	0.9158064
0.0000000	0.6352360	0.9481130	0.6296372	0.7803000	0.1690267	0.7303258	0.4424289	0.0000000	0.6653300
0.0000000	0.7327765	0.6754953	0.7131996	0.5182638	0.2278139	0.7575781	0.2059865	0.3940425	0.0000000
0.0006111	0.0000000	0.7050043	0.6767073	0.3808601	0.0000000	0.6779033	0.3104555	0.4006597	0.7420906
0.0026893	0.0000000	0.5995775	0.6103967	0.4880291	0.1877389	0.7907234	0.3505153	0.4146536	0.0000000
0.3356625	0.5987586	0.7864433	0.8944360	0.8272240	0.0000000	0.6547473	0.4320052	0.0004456	0.7077709
0.3960661	0.5969352	0.6625348	0.5879664	0.2645480	0.0000000	0.5388722	0.1201794	0.7351079	0.0000000
