G1	G2	G3	G4	G5	G6	G7	G8	G9	G10
0.0000000	0.9198951	0.0849212	0.9390706	0.1152882	0.9111944	0.9536497	0.0355178	0.9690856	0.9790177
0.4263571	0.0000000	0.0747576	1.0976341	0.1200434	0.9939570	1.0009965	0.0176738	1.0165376	1.0099261
0.4693922	0.8774100	0.0000000	0.9386968	0.1333309	1.0393482	1.0182436	0.0230497	1.0126065	1.0135052
0.4405907	0.5414304	1.0967267	0.0000000	0.1408728	1.0391180	0.9455275	0.0238508	1.1109076	1.0207220
0.4646375	1.0370144	0.0922171	0.9974385	0.0000000	1.0695198	1.0730122	0.0164121	0.9971779	1.1580733
0.5124446	1.0231308	0.1143840	0.9647799	0.9610801	0.0000000	1.0136747	0.0118639	0.9990801	1.0457922
0.0685760	0.4836791	0.0837142	1.1146325	0.1037195	0.9685577	0.0000000	0.0283528	1.0473986	0.9846030
0.4943785	1.0317868	0.0692143	1.1041850	0.1325900	1.0873491	0.9952608	0.0000000	1.0289041	0.9679151
0.4821609	0.9746082	0.0603850	1.0488102	0.1151845	1.1005257	0.9363022	1.0004802	0.0000000	0.9534339
0.4272239	1.0187482	0.0560604	1.0337973	0.1036095	0.9910172	1.0310514	0.0189689	0.9920994	0.0000000
