"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10

0	0.5029918	0.9832577	0.9596908	0.8758307	0.3354058	0.6839636	0.2511714	0.2326171	0.8832446	1.0433323
50	0.5091482	1.0483637	0.9254443	0.6509652	0.2120503	0.6708328	0.3045413	0.2066538	0.8845185	0.9384601
100	0.5728251	1.0298469	1.0856229	0.7966049	0.1532078	0.7187205	0.2557323	0.2211205	0.9549671	1.0002331
150	0.5038372	1.0213509	1.0102229	0.7345344	0.1269207	0.6994951	0.2062635	0.2644824	0.9784667	1.0656279
200	0.4584448	0.9840325	0.9599028	0.8079984	0.1298220	0.8263471	0.2163508	0.2365692	0.8639632	0.9924354
250	0.4963644	0.9366620	1.0094614	0.8123765	0.1358863	0.7907120	0.2472752	0.2604149	0.8922641	0.9927116
300	0.4950253	1.0414489	1.0761279	0.7478542	0.1234632	0.7009183	0.2031638	0.2741926	0.9196289	0.9884288
350	0.4833101	1.1078745	1.0183094	0.7857336	0.1537411	0.7279219	0.1865849	0.2034767	0.9928299	0.9534316
400	0.4870502	1.0551090	1.0020995	0.8168655	0.1384112	0.7962917	0.1444647	0.2186552	1.0367599	0.9693439
450	0.4269508	1.0850698	1.0598085	0.7559946	0.1408825	0.8387530	0.2000736	0.1925173	0.9438835	0.9871844
500	0.4155490	1.0313355	0.9670347	0.7871377	0.1143394	0.8402917	0.2429358	0.2332727	0.9208573	0.9366142
550	0.4384222	0.9775935	0.8943127	0.7239913	0.1227388	0.8126748	0.2502363	0.2318005	0.8765726	0.9259868
600	0.4347625	0.9986170	0.9686835	0.7220235	0.2218091	0.7745873	0.2241528	0.2599530	1.0945349	0.8870702
650	0.5038494	0.9780784	0.9880240	0.7277638	0.3011435	0.8036077	0.1698576	0.2598566	1.0157582	0.9747500
700	0.5411684	0.9823713	1.0538982	0.8142860	0.2752808	0.8729877	0.1898327	0.2005284	0.9496828	1.0867732
750	0.5540004	1.0858643	1.0756524	0.7610501	0.2188599	0.8712656	0.1753284	0.2805700	0.9723592	0.9897630
800	0.5203258	1.0614485	1.0065350	0.7770738	0.1871484	0.9294453	0.1726248	0.2077725	0.8908910	1.0218564
