G1	G2	G3	G4	G5	G6	G7	G8	G9	G10
0.0	0.0	0.3575391866650531	0.0	0.0	0.0	0.0	-0.19154520612210035	0.0	0.2526109398992917
0.0	-0.763851422118023	0.6080601561732688	0.0	0.0	-0.5361432170408389	0.0	-0.9738141216803342	0.0	0.5950975493712535
0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.956687611527741	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	-0.0085168600347435	0.0	-0.32106179156394443	-0.019807075504381398
0.0	0.0	0.0	-0.4423782438971102	0.7201178828070226	0.0	0.0	0.0	0.0	0.0
-0.10669740136049918	-0.29658187250606716	0.0	0.0	0.0	0.0	0.0	-0.015064086532220244	0.239875386291577	0.0
0.0	-0.1055559313390404	0.0	0.0	0.5365491469672236	0.24154850324554533	0.0	0.0	0.0	0.0
0.6968174110139883	0.0	0.0	-0.7605226011946797	0.487218609061307	0.0	0.0	-0.29459838289767504	0.0	0.0
0.0	-0.7355076400563121	-0.03190068789645045	0.0	0.0	0.0	0.0	-0.5554087525233626	0.0	0.0
0.009396735250127991	0.0	0.0	0.0	0.10403004822342718	0.14733206360539586	-0.11050543545601721	0.0	0.0	0.0
