G1	G2	G3	G4	G5	G6	G7	G8	G9	G10
0.8983784	1.0161868	0.0006879	0.0003141	0.0032708	0.0204516	0.2429485	0.8476080	0.8988252	0.9575788
0.7791198	0.8061315	0.3471303	0.2056648	0.0073701	0.0489232	0.4828144	0.4728645	0.6832622	0.8434030
0.8449283	0.7222961	0.4033616	0.1433553	0.1136105	0.4112516	0.5972525	1.0093199	0.9788155	0.7847466
0.9115600	0.9023048	0.1632468	0.0920525	0.0008146	0.1501974	0.4423348	0.9288353	1.0145040	0.8115929
0.9381102	0.5218259	0.7046263	0.4130304	0.0080841	0.1330947	0.4957539	0.8660085	0.9396718	0.9892871
0.7333235	0.4834013	0.7751635	0.4537129	0.0764207	0.0689090	0.6231894	1.0379412	1.0751322	0.9702183
0.6780785	0.8826494	0.0461325	0.0646244	0.2360320	0.4759924	0.1450504	0.7399594	0.8895743	0.6257826
0.6052739	0.9330368	0.0613151	0.0649223	0.0547616	0.2806930	0.3234305	0.7060831	1.0191662	0.9148346
0.8907766	0.9189169	0.2154967	0.0321419	0.1514765	0.0427332	0.3036444	0.8609738	0.9259773	0.7712372
0.7329812	0.9846917	0.3371101	0.1726482	0.0119198	0.1678884	0.5571635	0.9517022	0.9942959	0.9343702
