G1	G2	G3	G4	G5	G6	G7	G8	G9	G10
0.0085150	0.4361680	0.3190392	0.3310906	0.0740634	0.7103931	0.4289721	0.1678471	0.6538666	0.5758861
0.0566311	0.2076444	0.1550411	0.5697485	0.3306003	0.6415881	0.2844098	0.4548948	0.5258024	0.5575076
0.3565628	0.0709368	0.1154575	0.4647104	0.4664683	0.9123965	0.2898104	0.4296963	0.7594168	0.7603738
0.0094645	0.3532672	0.4486345	0.3024419	0.3337536	0.8949416	0.6205555	0.2419027	0.5771406	0.4619846
0.0039745	0.3516981	0.0949266	0.7808155	0.0903385	0.2568735	0.1685013	0.5593421	0.5413814	0.7846737
0.7131693	0.0062965	0.0456065	0.7052100	0.6108621	0.7754737	0.1613801	0.6170174	0.5479501	0.6801494
0.5072071	0.0105818	0.0575921	0.6986238	0.2466629	0.3164571	0.1343355	0.5715882	0.4749501	0.7090947
0.6962851	0.0071714	0.1027155	0.6444776	0.5196549	0.6296959	0.1887336	0.5765309	0.6137057	0.6668711
0.0330591	0.1228290	0.2913805	0.4605214	0.2293970	0.7191407	0.5813872	0.3123303	0.6832546	0.6218540
0.0644079	0.1116950	0.1228353	0.7313835	0.1999532	0.7493581	0.2770569	0.6426726	0.4873294	0.4777112
