G1	G2	G3	G4	G5	G6	G7	G8	G9	G10
0.3894293	0.5976226	0.0824247	0.9904166	0.0229348	1.0000000	0.9831112	0.0232745	0.8414451	1.0000000
0.6289756	0.9341506	0.1996731	0.6774520	0.1135168	0.9810366	1.0000000	0.0002473	1.0000000	1.0000000
0.3935193	0.5031539	0.0807587	0.9990785	0.0966914	1.0000000	1.0000000	0.0011684	1.0000000	1.0000000
0.3935166	0.9631553	0.1721335	0.7235206	0.1128794	1.0000000	1.0000000	0.0011473	1.0000000	0.8888173
0.4056273	0.8903048	0.3402575	0.5234646	0.0240264	1.0000000	1.0000000	0.0226456	0.9306021	1.0000000
0.2647165	0.4919490	0.0724569	0.9993919	0.1243157	0.7506457	0.3953135	0.0249530	0.7015848	1.0000000
0.3935373	0.8854084	0.0807859	0.9989327	0.0237853	1.0000000	1.0000000	0.0222906	1.0000000	1.0000000
0.4558140	0.9205171	0.0678655	0.9994996	0.1128794	1.0000000	0.9043587	0.0028505	0.7226748	1.0000000
0.3329013	0.7135919	0.0703643	0.9994360	0.1128794	1.0000000	0.7764485	0.0013930	1.0000000	1.0000000
0.8443328	0.7771207	0.1451991	0.7788643	0.0342793	0.6923649	1.0000000	0.0222906	1.0000000	0.6384839
