G1	G2	G3	G4	G5	G6	G7	G8	G9	G10
0.0000000	1.0049639	1.0145032	0.9762798	0.9191763	0.0000000	0.9706943	0.4165571	0.1761212	1.0039604
0.0000000	0.0000000	0.9459886	0.9270768	0.5703623	0.3495246	1.0233190	0.4024459	0.5865089	1.0599431
0.0000000	0.6273122	0.0000000	0.9502750	0.7609148	0.2731485	1.0131908	0.4687173	0.2435263	1.0856189
0.0000000	1.0185594	1.0788048	0.9573198	0.7483559	0.6209160	0.0019077	0.0000000	0.2701144	1.1008577
0.0000000	0.9485607	1.1091873	0.8700657	1.0966011	0.2109746	0.9494209	0.4683472	0.0000000	0.9891605
0.0000000	0.9347153	0.9853304	0.8765455	0.5918285	0.3212028	0.9782693	0.3427575	0.5761476	0.0000000
0.0010268	0.0000000	1.0569326	0.8417956	0.5414768	0.0000000	0.9620385	0.4385919	0.5575990	0.9685307
0.0044754	0.0000000	0.9577767	0.8698345	0.5937399	0.2934100	0.9666249	0.4053414	0.5326266	0.0000000
0.5626132	0.7733291	1.0814300	0.9706076	1.0955255	0.0000000	0.9365156	0.4730911	0.0009675	1.0405530
0.5561226	0.8920471	0.9171449	0.7078435	0.3938535	0.0000000	0.7385464	0.1958744	1.0478418	0.0000000
