"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10

0	0.5520806	0.9517037	0.4687481	0.0157866	0.9355375	0.3399970	0.7770863	0.9999455	0.0814106	1.0000000
50	0.5521914	0.9514726	0.4686535	0.0139845	0.9354848	0.3402304	0.7770866	0.9999478	0.0814106	1.0000000
100	0.5522765	0.9513030	0.4685819	0.0116182	0.9354459	0.3404011	0.7770880	0.9999584	0.0814106	1.0000000
150	0.5523430	0.9511789	0.4685282	0.0100468	0.9354177	0.3405281	0.7770917	0.9999703	0.0814106	1.0000000
200	0.5523948	0.9510876	0.4684885	0.0091811	0.9353972	0.3406231	0.7770965	0.9999787	0.0814106	1.0000000
250	0.5524341	0.9510199	0.4684594	0.0087450	0.9353822	0.3406938	0.7771006	0.9999834	0.0814107	1.0000000
300	0.5524632	0.9509697	0.4684380	0.0085366	0.9353710	0.3407460	0.7771035	0.9999858	0.0814107	1.0000000
350	0.5524843	0.9509324	0.4684223	0.0084405	0.9353628	0.3407845	0.7771052	0.9999870	0.0814107	1.0000000
400	0.5524996	0.9509049	0.4684107	0.0083973	0.9353566	0.3408128	0.7771062	0.9999876	0.0814107	1.0000000
450	0.5525106	0.9508845	0.4684021	0.0083782	0.9353521	0.3408337	0.7771067	0.9999879	0.0814107	1.0000000
500	0.5525187	0.9508695	0.4683957	0.0083699	0.9353488	0.3408491	0.7771069	0.9999880	0.0814107	1.0000000
550	0.5525244	0.9508584	0.4683910	0.0101701	0.9353463	0.3408605	0.7771070	0.9999870	0.0814107	1.0000000
600	0.5525280	0.9508502	0.4683876	0.0125365	0.9353445	0.3408689	0.7771064	0.9999806	0.0814107	1.0000000
650	0.5525287	0.9508442	0.4683850	0.0141086	0.9353431	0.3408751	0.7771041	0.9999706	0.0814107	1.0000000
700	0.5525267	0.9508397	0.4683831	0.0149749	0.9353422	0.3408796	0.7771002	0.9999611	0.0814107	1.0000000
750	0.5525236	0.9508365	0.4683817	0.0154116	0.9353414	0.3408828	0.7770960	0.9999542	0.0814106	1.0000000
800	0.5525206	0.9508341	0.4683807	0.0156204	0.9353409	0.3408852	0.7770925	0.9999500	0.0814106	1.0000000
850	0.5525183	0.9508324	0.4683800	0.0157169	0.9353405	0.3408868	0.7770901	0.9999477	0.0814106	1.0000000
900	0.5525169	0.9508311	0.4683794	0.0157604	0.9353403	0.3408881	0.7770885	0.9999465	0.0814106	1.0000000
950	0.5525161	0.9508302	0.4683791	0.0157797	0.9353401	0.3408889	0.7770876	0.9999460	0.0814106	1.0000000
1000	0.5525157	0.9508296	0.4683788	0.0157881	0.9353400	0.3408896	0.7770871	0.9999457	0.0814106	1.0000000

0	0.5520806	0.9517037	0.4687481	0.0157866	0.9355375	0.3399970	0.7770863	0.9999455	0.0814106	1.0000000
50	0.5521913	0.9514726	0.4686535	0.0157880	0.9354848	0.3402304	0.7770866	0.9999455	0.0814106	1.0000000
100	0.5522751	0.9513030	0.4685819	0.0157894	0.9354459	0.3404011	0.7770867	0.9999455	0.0814106	1.0000000
150	0.5523378	0.9511789	0.4685282	0.0157906	0.9354177	0.3405281	0.7770867	0.9999455	0.0814106	1.0000000
200	0.5523843	0.9510876	0.4684885	0.0157915	0.9353972	0.3406229	0.7770867	0.9999455	0.0814106	1.0000000
250	0.5524186	0.9510200	0.4684594	0.0157923	0.9353822	0.3406934	0.7770867	0.9999455	0.0814106	1.0000000
300	0.5524439	0.9509698	0.4684381	0.0157928	0.9353711	0.3407455	0.7770867	0.9999455	0.0814106	1.0000000
350	0.5524627	0.9509326	0.4684224	0.0157932	0.9353628	0.3407838	0.7770867	0.9999455	0.0814106	1.0000000
400	0.5524766	0.9509052	0.4684108	0.0157935	0.9353567	0.3408120	0.7770867	0.9999455	0.0814106	1.0000000
450	0.5524869	0.9508849	0.4684022	0.0157938	0.9353522	0.3408328	0.7770867	0.9999455	0.0814106	1.0000000
500	0.5524945	0.9508699	0.4683959	0.0157939	0.9353489	0.3408482	0.7770867	0.9999455	0.0814106	1.0000000
550	0.5525001	0.9508589	0.4683912	0.0157940	0.9353465	0.3408595	0.7770867	0.9999455	0.0814106	1.0000000
600	0.5525042	0.9508507	0.4683877	0.0157941	0.9353446	0.3408679	0.7770867	0.9999455	0.0814106	1.0000000
650	0.5525073	0.9508447	0.4683852	0.0157942	0.9353433	0.3408740	0.7770867	0.9999455	0.0814106	1.0000000
700	0.5525095	0.9508403	0.4683833	0.0157942	0.9353423	0.3408786	0.7770867	0.9999455	0.0814106	1.0000000
750	0.5525112	0.9508370	0.4683819	0.0157943	0.9353416	0.3408819	0.7770867	0.9999455	0.0814106	1.0000000
800	0.5525124	0.9508346	0.4683809	0.0157943	0.9353411	0.3408844	0.7770867	0.9999455	0.0814106	1.0000000
850	0.5525133	0.9508328	0.4683802	0.0157943	0.9353407	0.3408862	0.7770867	0.9999455	0.0814106	1.0000000
900	0.5525140	0.9508315	0.4683796	0.0157943	0.9353404	0.3408876	0.7770867	0.9999455	0.0814106	1.0000000
950	0.5525145	0.9508305	0.4683792	0.0157944	0.9353402	0.3408886	0.7770867	0.9999455	0.0814106	1.0000000
1000	0.5525149	0.9508298	0.4683789	0.0157944	0.9353400	0.3408893	0.7770867	0.9999455	0.0814106	1.0000000

0	0.5520806	0.9517037	0.4687481	0.0157866	0.9355375	0.3399970	0.7770863	0.9999455	0.0814106	1.0000000
50	0.6397940	0.9492763	0.5333090	0.0136939	0.9333252	0.3713115	0.8519604	0.9999482	0.1845034	1.0000000
100	0.7292177	0.9414494	0.5929176	0.0109698	0.9221497	0.3641040	0.9161828	0.9999601	0.2907509	1.0000000
150	0.7743913	0.9404672	0.6162996	0.0092342	0.9097379	0.3357138	0.9426234	0.9999731	0.3444471	1.0000000
200	0.7931787	0.9476500	0.6206382	0.0083674	0.9036806	0.3152287	0.9516318	0.9999818	0.3668811	1.0000000
250	0.7998592	0.9562733	0.6195246	0.0079895	0.9032099	0.3058085	0.9544449	0.9999864	0.3754455	1.0000000
300	0.8016592	0.9625355	0.6186320	0.0078280	0.9049381	0.3027426	0.9552812	0.9999885	0.3785470	1.0000000
