G1	G2	G3	G4	G5	G6	G7	G8	G9	G10
0.2129839	0.7724904	0.6687374	0.2524545	0.1468855	0.7611432	0.0678338	0.2857985	0.4831959	0.7955975
0.3277881	0.9207911	0.7143113	0.3213609	0.4273945	0.4115607	0.1659619	0.1809396	0.8109386	0.7314083
0.4958954	0.7902904	0.7944047	0.5175630	0.4035837	0.1577298	0.5037060	0.0551522	0.6532311	0.4800644
0.3117210	0.6912242	0.7550629	0.7447653	0.1762016	0.6838737	0.0601962	0.2512161	0.5194070	0.5962484
0.4255069	0.8159865	0.6409668	0.5636060	0.3906881	0.4422686	0.2707430	0.1276251	0.6159133	0.4238954
0.3124392	0.7108980	0.6107137	0.3454213	0.2107971	0.4294551	0.2033477	0.1104057	0.7290602	0.7640438
0.2819526	0.6728708	0.8082995	0.4970121	0.2725780	0.5896575	0.1274869	0.1434049	0.4648722	0.5467506
0.3267598	0.7213271	0.7122930	0.3948903	0.2162644	0.4622487	0.0462077	0.1984175	0.4379251	0.7626996
0.2301746	0.7429305	0.7370507	0.6967619	0.1408919	0.6448389	0.0872999	0.2353382	0.6003408	0.7880887
0.3183163	0.5777856	0.7047623	0.4235417	0.1365454	0.5013666	0.1764887	0.1484834	0.5351880	0.6537048
