G1	G2	G3	G4	G5	G6	G7	G8	G9	G10
0.0000017	0.2344173	0.4190852	0.5962393	0.9999953	0.0825644	0.0090887	0.7830411	0.0915501	1.0000000
0.9999988	0.0000011	0.4190852	0.5962393	0.9999953	0.0825644	0.0090887	0.7830411	0.0915501	1.0000000
0.9999217	0.0268938	0.0000000	0.5962393	0.9999953	0.0825644	0.0090887	0.7830411	0.0915501	1.0000000
0.9999213	0.0268954	0.0005927	0.0000000	0.9999953	0.0825644	0.0090887	0.7830411	0.0915501	1.0000000
0.9999067	0.0291517	0.0491766	0.0620990	0.0000000	0.0825644	0.0090887	0.7830411	0.0915501	1.0000000
0.9802695	0.2291925	0.4130313	0.5836629	1.0000000	0.0000000	0.0090887	0.7830411	0.0915501	1.0000000
0.9795274	0.2323447	0.4166069	0.5910411	0.9999986	0.0651938	0.0000000	0.7830411	0.0915501	1.0000000
0.9791063	0.2344118	0.4190783	0.5962247	0.9999954	0.0825212	0.0090693	0.0000002	0.0915501	1.0000000
0.9791061	0.2344120	0.4190784	0.5962247	0.9999954	0.0825213	0.0090693	0.9999994	0.0000011	1.0000000
0.9641112	0.2896014	0.4817895	0.7406450	0.9972565	0.2974262	0.1022436	0.0716244	1.0000000	0.0000000
