G1	G2	G3	G4	G5	G6	G7	G8	G9	G10
0.9200188	0.6428329	0.4566614	0.5889302	0.0020120	0.0005360	0.2315118	1.0177536	0.0011041	0.9489589
0.9681430	0.1661120	0.0894429	0.3058385	0.0269329	0.0699960	0.9530623	0.9953238	0.0104114	0.8899091
0.9266242	0.5554908	0.4290135	0.3216969	0.0800951	0.1241071	0.7224269	0.3787856	0.0155368	0.7734213
0.9616378	0.4783183	0.4519839	0.5441663	0.0225618	0.0623235	0.4002398	0.8204426	0.0117066	0.9932991
0.9308218	0.6659415	0.4881043	0.5684760	0.0741348	0.0106626	0.1127203	1.0513361	0.0063390	0.8367072
0.9482895	0.4606391	0.3928443	0.5895271	0.0005643	0.0092661	0.4440434	1.1065445	0.0220765	1.0355124
0.4676887	0.5241306	0.3155101	0.5643652	0.0007043	0.0081088	0.8235684	0.7859534	0.0015750	1.0654275
1.0181120	0.5240813	0.5254206	0.5238027	0.0009469	0.0112153	0.1901905	0.8114575	0.0132488	0.8947025
1.0940178	0.4196308	0.3784545	0.4954719	0.1374911	0.0825022	0.3623470	0.9435899	0.0235012	0.8412171
0.4518052	0.2135750	0.1964208	0.3428333	0.0000615	0.0186104	0.8923400	0.6923864	0.0056207	0.9907072
