G1	G2	G3	G4	G5	G6	G7	G8	G9	G10
0.0186882	0.0030005	0.3573482	0.7177522	0.5985004	0.8675003	0.6342053	0.7376531	0.6288812	0.7623111
0.0229106	0.0243144	0.3558023	0.5988170	0.6929209	0.5924554	0.6359202	0.6873354	0.7076420	0.6485951
0.0327215	0.0668485	0.0999637	0.5165856	0.5911730	0.7049996	0.7758510	0.8120863	0.5928259	0.6703324
0.0223286	0.0092818	0.4653620	0.2604811	0.6254871	0.5899572	0.6058257	0.7166928	0.6798297	0.7177006
0.0525181	0.0261334	0.3202460	0.6250077	0.3684541	0.7479874	0.6574171	0.6611245	0.6682120	0.6687215
0.0121101	0.0208975	0.2841938	0.6414274	0.6103499	0.3766097	0.6630435	0.7119918	0.6624133	0.7587403
0.0310299	0.0147338	0.3148302	0.5487829	0.6293195	0.7754536	0.3203937	0.6860189	0.7594656	0.6024286
0.0204186	0.0123255	0.3257513	0.6217926	0.6906607	0.6789713	0.4715443	0.3005640	0.8144520	0.6093955
0.0493030	0.0197976	0.2845271	0.5590161	0.6556174	0.6394363	0.5905647	0.6830041	0.3271927	0.8856663
0.0123971	0.0307095	0.4489600	0.6603864	0.5554382	0.6614097	0.6233758	0.7357136	0.7489317	0.4276199
