G1	G2	G3	G4	G5	G6	G7	G8	G9	G10
0.9992472	0.9921378	0.9165523	0.9570516	0.9678181	0.4292677	0.9291760	0.7577474	0.6282665	0.7066961
0.9927313	1.0000000	0.8817845	0.9891624	0.9682480	0.6944329	0.9369168	0.8130787	0.9481341	0.4630781
0.9994172	0.8141629	0.8697496	0.7462561	0.9627030	0.3114386	0.9870570	0.6987811	1.0000000	0.4042370
0.9992778	1.0000000	0.8462665	0.9438804	0.9969488	0.2750482	0.9946143	0.7812800	0.5712386	0.7461115
0.9925471	0.9578232	0.9476295	0.7728449	0.9672946	0.3683337	0.9995425	0.8083123	1.0000000	0.4797306
0.9791598	0.5175154	0.8120347	0.7213903	0.9449659	0.2761924	0.9926153	0.5265783	1.0000000	0.4797306
0.9990691	1.0000000	0.9497127	0.8141617	0.9683527	0.4284098	0.9380105	0.7558526	1.0000000	0.4797306
0.9982274	0.8376637	0.9434025	0.8332270	0.9997872	0.2855642	0.9835855	0.8929496	0.7941471	0.5969558
0.9982600	0.9348232	0.8823105	0.7687294	0.9666002	0.4208219	0.9876670	0.7550548	1.0000000	0.2054874
0.9990973	1.0000000	0.8713794	0.8731724	0.9916264	0.6593420	0.9361065	0.9611367	0.8727427	0.5492374
