G1	G2	G3	G4	G5	G6	G7	G8	G9	G10
0.3611866	0.5965945	0.4078756	0.3790904	0.2493625	0.1065164	0.6002640	0.7035106	0.6452659	0.4607272
0.3589065	0.7533509	0.4324952	0.0384618	0.3105190	0.4189875	0.6428985	0.6536734	0.7411718	0.2991079
0.5604722	0.6143727	0.4988793	0.0928927	0.4731995	0.5562511	0.7663617	0.6847109	0.7081705	0.4299622
0.4568309	0.6902393	0.4806215	0.0023677	0.3882014	0.1554489	0.6450209	0.5135754	0.8695450	0.4167661
0.3680593	0.7635612	0.5966116	0.2992771	0.4487432	0.4944902	0.6487575	0.6756959	0.7785974	0.3830465
0.3534852	0.8660792	0.4158625	0.0216778	0.3848358	0.4143354	0.6631445	0.6747311	0.6057914	0.3430849
0.4972348	0.6075567	0.3990585	0.1386529	0.3566999	0.3857354	0.6386986	0.5948253	0.5677004	0.4295596
0.4171711	0.6429614	0.4697993	0.1698868	0.3503945	0.4722156	0.6583357	0.7164019	0.7522088	0.4155091
0.4585174	0.7377169	0.5402312	0.3643641	0.4717167	0.4243727	0.5855788	0.7619272	0.6476114	0.4065643
0.3705966	0.7713072	0.4527609	0.0920002	0.3826283	0.4386726	0.6328789	0.7308436	0.6236003	0.4056301
