G1	G2	G3	G4	G5	G6	G7	G8	G9	G10
0.4485893461548163	-0.07883998120091137	-0.11894387542396483	0.06997027713669562	-0.08347368386467474	-0.3463397665302984	-0.14097779534368138	-0.17012118186633854	-0.04634507676974521	0.33253434687308103
-0.1280457431491078	0.07799536417245999	-0.3237168064688842	0.21622780012106185	-0.088804554730192	-0.010668211082221796	-0.2622663902915378	-0.08975878209542915	0.07158373440892671	0.13711577113032178
-0.3433664542183051	0.16353840035838435	0.10555034625044935	-0.058552463077750014	0.07929885286894632	0.10671760810770248	0.09003540782851546	0.11043499986686837	0.03650290634638524	-0.059822200548761084
-0.13741387294897012	0.12386444975557347	-0.24941071839201256	0.08917651496571753	-0.008140334657839072	-0.10101935696147896	0.10163104005435612	-0.3482857454445586	-0.4050489063892576	0.06438635326775588
0.07385588295541977	-0.149013869637594	0.09122562415138617	-0.41517426047098527	0.4662021731736215	0.3095269556921787	-0.40963527959012563	0.2469744582492788	-0.09125988457345603	0.34871088730796557
-0.03434545440884805	-0.016612524416191564	-0.25806467483970735	-0.04859451085796837	0.28538525370253925	0.09143364917241299	-0.11665877567934232	-0.3353203623247869	-0.10034200869109029	-0.2516552329382566
-0.23552774576610785	-0.04192252583850666	0.19342122000076528	0.3123147403070978	0.17190404836495893	-0.21691305233618552	-0.32394897018306235	-0.8091776407747702	-0.050035849460767515	-0.25214805351678077
-0.009635349938221963	-0.21535357397821908	0.07451972112637287	-0.030162052008725376	-0.16447109660996234	-0.20928870661234691	0.4570453973027984	0.013179278683427623	-0.13564771518764557	-0.015412431106058454
-0.10669824578271393	-0.10338021907777178	-0.22944331094791887	-0.37411823828281715	0.31495386617290977	-0.06638221539679513	-0.2792264449011518	0.4462693777350016	0.28594777937817295	-0.2391549712827097
-0.19883082405230124	0.20329298798191026	-0.18266835196548664	0.08112211125898625	0.09823409512404975	0.19690549052909406	0.06521917747144752	-0.5633608333279624	0.20579540268534	0.10893088269552058
