G1	G2	G3	G4	G5	G6	G7	G8	G9	G10
0.3237333	0.9888520	0.6011313	0.1209420	0.5129775	0.6782965	1.0274301	0.9494473	1.0752558	0.5199918
0.2396431	0.5014396	0.4053435	0.0653394	0.1967019	0.0184527	0.5399234	0.3533487	0.8961132	0.2810997
0.6195304	1.0655394	0.3617565	0.0867186	0.5706255	0.6722321	1.0094477	1.0169906	1.0324908	0.5866088
0.5977173	1.0838131	0.6291773	0.0439982	0.5148963	0.6147437	0.8864787	0.9215262	1.0155284	0.5972162
0.5025999	1.1043122	0.6040886	0.0791002	0.2343758	0.1432424	0.9093316	0.7889081	0.8886460	0.5457022
0.6207464	0.8848640	0.5757772	0.1803895	0.5852824	0.3516421	0.9830476	0.9956712	0.9632840	0.5909531
0.5550972	1.0236245	0.6691336	0.1373717	0.5781422	0.7435571	0.5214935	0.9368642	1.0046508	0.5722451
0.5787308	0.9687660	0.5516720	0.0954683	0.5670641	0.4969849	1.0666911	0.4408273	0.9698849	0.5502566
0.5899086	0.9571011	0.6461401	0.1039149	0.5646637	0.5961610	0.9782941	0.9991403	0.4151886	0.5618003
0.6154964	1.0249403	0.5948028	0.1161339	0.5536644	0.6932195	0.9644600	0.9986572	0.9966423	0.3346676
