G1	G2	G3	G4	G5	G6	G7	G8	G9	G10
0.0012670	1.0607668	0.9402393	0.4177355	0.9548902	0.7173255	0.7502684	1.0987970	0.7118147	0.2179718
0.8414851	0.0000000	0.9288546	0.9706540	0.9544175	1.0362124	0.9722161	1.1101746	0.7923277	0.3076064
0.5308909	1.0172065	0.0000000	0.4673813	0.9951635	0.8342478	0.8086144	0.9792146	0.8250516	0.3169165
0.5383687	0.9632649	1.1341471	0.0000000	1.0833326	0.6524933	0.7329006	0.9200672	0.7640488	0.3325554
0.0594090	1.0265100	0.1406850	0.0081856	0.0000000	0.1855582	0.4406515	0.9840972	0.3910953	0.0095088
0.4980361	1.0040492	1.0572044	0.4063384	0.9251128	0.0000000	0.7293280	1.0193484	0.7489452	0.2218730
0.5683020	1.0073276	1.0983985	0.4242416	1.0992344	0.6125746	0.0000000	1.0009796	0.8467555	0.3198348
0.0416382	0.9882515	1.0095069	0.5062522	1.0054176	0.1800147	0.3223494	0.0000000	0.9816257	0.8485360
0.5227736	0.9858540	0.9831834	0.4136040	0.9438270	0.7257902	0.6850614	1.1215474	0.0000000	0.2362498
0.4022637	1.0572850	0.9829741	0.3791070	0.8908638	0.6282220	0.7757460	0.8634186	0.8606505	0.0000000
