G1	G2	G3	G4	G5	G6	G7	G8	G9	G10
0.2446395	0.7086654	0.7848068	0.7011012	0.7805638	0.8060737	0.6890853	0.2369215	0.0664885	0.2319561
0.3411176	0.3409653	0.5779075	0.5764085	0.7973014	0.3542647	0.6875248	0.2801952	0.0422778	0.2735786
0.4180137	0.5932455	0.3020320	0.8442137	0.6703688	0.6391847	0.6603231	0.3042373	0.0698135	0.2131124
0.4074179	0.5405873	0.5623857	0.3864655	0.7263027	0.6977456	0.7978851	0.3241383	0.0140475	0.2500538
0.3225573	0.7964620	0.7918753	0.8269501	0.2968635	0.7517389	0.7215764	0.3016061	0.0377488	0.2400120
0.4112443	0.6013805	0.6835761	0.8322408	0.8753173	0.2704691	0.6068362	0.2838718	0.0577773	0.1463735
0.5140038	0.5993786	0.6668383	0.6713478	0.7337760	0.6940472	0.3340328	0.3534395	0.2356188	0.4863919
0.4302337	0.5398116	0.7505696	0.5683416	0.6738412	0.7875606	0.6633079	0.1841534	0.0537515	0.2656804
0.4790645	0.6222423	0.6517920	0.6470171	0.7520457	0.5758970	0.6910466	0.2622312	0.0300471	0.2335109
0.3614681	0.6153790	0.5786049	0.8937078	0.8396479	0.6029748	0.6823015	0.2410413	0.0743570	0.0615076
