G1	G2	G3	G4	G5	G6	G7	G8	G9	G10
-0.014479455072432756	-0.6015180686954409	-0.8222594736143947	-0.028866163454949856	0.0	0.0	-0.13722966774366796	0.0	0.0	0.0
0.0	0.0	-0.2681152259465307	0.0	0.0	-0.9731221557594836	0.0	0.0	-0.8275025333277881	0.0
-7.924495730549097E-4	-0.5178807021584362	-0.09338758094236255	-0.590206092922017	0.0	0.0	0.0	-0.3016553604975343	-0.8590287659317255	0.0
0.0	0.0	0.0	-0.3611286429222673	0.0	0.0	-0.6087727309204638	0.0	0.0	-0.8772394750267267
0.0	0.0	0.0	-0.8044220504816622	0.0	0.0	-0.41565489606000483	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.8337816847488284	0.0	0.0
0.0	0.0	0.0	0.0	-0.12921282509341836	-0.323191950796172	-0.22602109075523913	0.0	0.0	-0.034087558975443244
0.0	0.0	0.0	-0.5675714130047709	0.0	0.0	0.0	-0.6657424818258733	0.0	-0.368468327447772
-0.6905007734894753	0.0	0.0	0.0	0.0	-0.660953008569777	-0.07379542547278106	0.0	-0.19355595367960632	-0.22873271442949772
-0.549962408374995	0.0	0.0	-0.43204462388530374	0.0	0.0	0.0	0.0	0.0	0.0
