G1	G2	G3	G4	G5	G6	G7	G8	G9	G10
0.8298693	0.6636722	0.3240927	0.2989857	0.0226463	0.5186506	0.2759262	0.5231030	0.0942023	0.1582660
0.6653241	0.8423600	0.3390296	0.0614379	0.3752199	0.5520687	0.2946810	0.5293877	0.0521455	0.2671539
0.6287699	0.7528047	0.1046429	0.0211070	0.0175989	0.7317520	0.2418045	0.4624053	0.0156179	0.1496206
0.6710427	0.9087081	0.3504077	0.0576441	0.2160942	0.7396223	0.1613366	0.4990295	0.0352324	0.1226659
0.6486319	0.4271920	0.2631479	0.2243386	0.0223054	0.6047291	0.1147547	0.4079341	0.0188424	0.1505457
0.7806019	0.7181934	0.6657212	0.2438352	0.0015810	0.7264004	0.1477867	0.4835406	0.0316127	0.2245765
0.7727109	0.7421739	0.2797975	0.4061733	0.0038352	0.6674344	0.2596324	0.4450753	0.0322545	0.1974344
0.4680278	0.6786550	0.3116312	0.0698664	0.1204676	0.9561076	0.1783664	0.4065264	0.0283935	0.1308061
0.6862551	0.7125679	0.4595065	0.1828188	0.2016620	0.5413017	0.2709503	0.6366736	0.0809258	0.2546314
0.6820691	0.8818661	0.4920985	0.0485581	0.0646972	0.5549482	0.2095190	0.5191142	0.1236560	0.1508914
