G1	G2	G3	G4	G5	G6	G7	G8	G9	G10
0.2407712	0.7223444	0.6295247	0.0346740	0.1980981	0.5851708	0.1506540	0.4674539	0.5026992	0.0439166
0.3754059	0.7990342	0.6189323	0.2870444	0.6464399	0.7410135	0.3300147	0.6998175	0.5176133	0.3652305
0.3756527	0.6425761	0.4127893	0.4140049	0.7559146	0.5686104	0.5451892	0.6291424	0.5687620	0.1599261
0.4075217	0.6292138	0.5834718	0.3772300	0.8026871	0.1970300	0.2599830	0.6853094	0.4885664	0.4846979
0.4939401	0.7221889	0.6931674	0.1627146	0.7173512	0.4791890	0.4021120	0.6576847	0.6206383	0.6239957
0.5278183	0.3878483	0.7502258	0.4788415	0.5129462	0.5114090	0.5271350	0.7330169	0.5787571	0.3740813
0.3733637	0.7262236	0.5467972	0.1175984	0.4750549	0.1761929	0.4070862	0.6913001	0.3524586	0.1469968
0.4711066	0.5657581	0.5345943	0.5096653	0.5983019	0.5122916	0.5122322	0.3978528	0.5135159	0.4709663
0.5058861	0.7625312	0.7015171	0.5284931	0.4609592	0.2379400	0.5164467	0.4315443	0.8549839	0.3614007
0.2908463	0.4843941	0.6745990	0.3978117	0.5935219	0.5609929	0.3864322	0.3657531	0.5774180	0.5957761
