G1	G2	G3	G4	G5	G6	G7	G8	G9	G10
0.2043880	0.8351585	0.6400647	0.0733566	0.1273134	0.5415328	0.1278737	0.4691127	0.5302602	0.0509668
0.3544192	0.7004750	0.5240141	0.3434632	0.7383936	0.5998199	0.2184654	0.8218532	0.5046800	0.4370287
0.4147720	0.7890537	0.4189513	0.3468357	0.5598112	0.4040402	0.4382519	0.7385490	0.7628837	0.1483731
0.3449769	0.6742421	0.4746430	0.3524294	0.7967705	0.1376954	0.2605643	0.7667034	0.5775262	0.5571695
0.3724687	0.6675974	0.6989101	0.0874758	0.6404148	0.5515771	0.4928160	0.6120436	0.5665871	0.3764408
0.5299851	0.4086292	0.7039335	0.3295402	0.6509097	0.4821127	0.4853200	0.6456259	0.4865232	0.3990867
0.3979087	0.6838309	0.5428695	0.0964052	0.3925225	0.2319979	0.3376158	0.6216307	0.2797632	0.1614726
0.5421162	0.4827682	0.6204812	0.4655866	0.6516554	0.6862442	0.5447110	0.5310917	0.5678790	0.4778506
0.4424067	0.8343260	0.6770362	0.4085223	0.5088799	0.3109207	0.5461373	0.5623932	0.5775333	0.3402989
0.3746617	0.5604607	0.6374056	0.4979416	0.6480330	0.5342267	0.4305931	0.3209473	0.5234576	0.6041563
