G1	G2	G3	G4	G5	G6	G7	G8	G9	G10
0.2844770	0.9714490	0.7882145	1.0633261	0.2806438	0.7010885	0.3725417	0.9857625	0.8770318	0.3566609
0.2475730	0.4691274	0.4395562	0.5120236	0.2282834	0.7283964	0.1437415	0.9952239	0.8073917	0.8160022
0.6237198	1.1597077	0.2743948	1.0122109	0.2974726	0.7349135	0.5216211	0.9349737	0.8993669	0.2835603
0.5309537	0.9560174	0.8425623	0.4706167	0.5340398	0.6135452	0.1771741	1.0658929	0.7459013	0.7985830
0.4706662	1.0095206	0.6537932	0.9518809	0.1154956	0.8037068	0.3465463	1.0495026	0.9486682	0.3635695
0.5440967	1.0018250	0.6828851	0.9554495	0.2485971	0.4100931	0.3951358	0.9873770	0.8340142	0.3773770
0.5158326	0.9953649	0.5193324	0.8869699	0.2965922	0.7779450	0.1933862	1.0141721	0.8808330	0.3624101
0.5812835	1.1369842	0.7156457	1.0240153	0.2881059	0.9550806	0.4206483	0.4759390	0.9109444	0.2933599
0.5381542	0.9676522	0.6237161	0.8800379	0.3408227	0.8132200	0.3274621	1.0290227	0.4441719	0.3919740
0.4538939	1.0596586	0.7314034	0.9562115	0.2822187	0.6727110	0.4041794	0.9561151	0.8946914	0.1499521
