G1	G2	G3	G4	G5	G6	G7	G8	G9	G10
-0.5304850907996297	0.0	0.0	0.0	0.0	0.0	0.26380090192653644	0.0	0.0	0.0
-0.4940286697819829	-0.9459438750054687	0.0	0.0	0.0	0.0	0.0	0.0	-0.8526648669503629	0.0
-0.9809376988559961	0.0	0.25482331123297297	0.0	-0.4434375422082058	0.0	0.8816153491916549	-0.8843648252077401	0.0	0.0
0.0	0.0	0.0	-0.04466227693395264	-0.3024095556705407	0.0	0.0	0.0	0.0	0.0
-0.8850805521942675	0.0	0.0	0.12087225872179919	0.5185784004621992	-0.16618035035207868	0.6469605882721435	-0.2697437880560756	0.0	-0.246679094620049
-0.847328580217436	0.0	0.0	0.0	-0.21965535278498743	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.6053052637735494	0.0	0.0	0.0	0.0	0.0	0.0	0.0
-0.5407978710718453	-0.11391404457390308	0.51085847639573	0.0	0.0	-0.9325948595069349	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	-0.3410437988589666	-0.08716229139827192	0.7303350696875196	-0.6235044524073601	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.9586868297774345	0.0	0.0
