G1	G2	G3	G4	G5	G6	G7	G8	G9	G10
0.1174141	1.0000000	0.0157741	0.0570699	0.1845082	0.0665163	0.9315374	0.9993457	0.9979815	0.9998554
0.4355188	0.5000002	0.0400526	0.0670857	0.2480039	0.6157045	0.6437936	0.1041661	0.4743657	0.3017596
0.2347799	1.0000000	0.0078959	0.0570699	0.1845082	0.0665163	0.9315370	0.9993457	0.9979815	0.9998554
0.2347799	1.0000000	0.0157741	0.0285423	0.1845082	0.0665163	0.9315374	0.9993457	0.9979815	0.9998554
0.2347799	1.0000000	0.0157741	0.0570699	0.0922908	0.0665163	0.9315374	0.9993457	0.9979815	0.9998554
0.2347799	1.0000000	0.0157741	0.0570699	0.3579280	0.0332585	0.9709632	0.9999727	0.9997421	0.9999932
0.2347799	1.0000000	0.0157741	0.0570699	0.1845082	0.0665163	0.4659777	0.9993457	0.9979815	0.9998554
0.2347799	1.0000000	0.0157741	0.0570699	0.1845082	0.0665163	0.9315376	0.4997902	0.9979815	0.9998554
0.2347799	1.0000000	0.0157741	0.0570699	0.1845082	0.0665163	0.9315370	0.9993457	0.4990901	0.9998554
0.2347799	1.0000000	0.0157741	0.0570699	0.1845082	0.0665163	0.9315376	0.9993457	0.9979815	0.5000524
