G1	G2	G3	G4	G5	G6	G7	G8	G9	G10
0.2780143	0.7955550	0.6831156	0.3351054	0.7023955	0.8682168	0.4294053	0.3042284	0.2435907	0.0157636
0.2841882	0.5109166	0.8529538	0.1970335	0.6508584	0.8087448	0.3515148	0.3455141	0.2391884	0.0077925
0.4334553	0.8632326	0.3614757	0.4281910	0.6424498	0.6138849	0.3690986	0.2918419	0.2462227	0.0081481
0.3990000	0.9640028	0.8118632	0.2785627	0.7129935	0.7711316	0.5131966	0.2480491	0.1775375	0.0064879
0.4338743	0.9377645	0.7099510	0.4245118	0.3423877	0.9470583	0.3399134	0.2887864	0.2711014	0.0275922
0.4796400	0.8013930	0.6679318	0.2714555	0.6078376	0.4586408	0.1632969	0.4493019	0.5895392	0.0409768
0.3583803	0.6903475	0.9833318	0.4429844	0.7553306	0.7831434	0.2823483	0.3480097	0.2147713	0.0094284
0.4979758	0.7066789	0.7448389	0.4407184	0.7609754	0.7313203	0.4773444	0.1367581	0.2494016	0.0074237
0.3895977	0.7651144	0.7289670	0.4080827	0.8250347	0.6478972	0.5177400	0.3114922	0.0570204	0.0160923
0.4969601	0.8624642	0.6066600	0.3768470	0.7407797	0.6071731	0.5619912	0.2817800	0.1460298	0.0019992
