"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10

0	0.0189832	0.8078034	0.1645140	0.0018648	0.1692649	0.0331356	0.1502167	0.0264428	0.2278082	0.0856799
50	0.0330464	0.7950053	0.1429635	0.0007611	0.1070150	0.0242083	0.1226191	0.0355909	0.1277142	0.2261304
100	0.0222394	0.8455407	0.1071274	0.0023270	0.1417957	0.0158531	0.1777976	0.0539032	0.1862512	0.1942562
150	0.0339897	0.6146414	0.0930875	0.0148385	0.1056167	0.0244225	0.1307421	0.0381430	0.1410552	0.1864410
200	0.0426717	0.7964770	0.0953556	0.0044051	0.1681438	0.0118460	0.1480206	0.0315609	0.1155189	0.2334117
250	0.0425962	0.6020673	0.1040645	0.0067084	0.1388749	0.0259743	0.1301719	0.0521500	0.1212434	0.1526438
300	0.0582049	0.6471028	0.1022502	0.0003617	0.1428316	0.0083218	0.1118749	0.0658350	0.1094175	0.1871034
350	0.0354213	0.7286677	0.1310154	0.0068220	0.1279161	0.0455291	0.1085821	0.0531927	0.1109676	0.1872545
400	0.0465574	0.6218275	0.0955626	0.0076532	0.1636102	0.0526867	0.1214289	0.0459098	0.0925935	0.1984661
450	0.0543765	0.5938107	0.0976820	0.0045580	0.1715728	0.0552899	0.1215613	0.0919061	0.0912275	0.2150971
500	0.0234722	0.6462027	0.0873403	0.0114665	0.1216605	0.0088308	0.1412278	0.0183947	0.1243991	0.2230839
550	0.0153219	0.8350589	0.1104742	0.0018946	0.0996639	0.0186277	0.2037166	0.0233526	0.1766574	0.2461555
600	0.0509658	0.8519721	0.1212781	0.0014169	0.0883697	0.0162519	0.2144775	0.0350510	0.1342996	0.1495475
650	0.0554004	0.7532378	0.1722313	0.0022994	0.1037795	0.0172699	0.1984568	0.0481730	0.2137764	0.1923425
700	0.0401181	0.7206625	0.1852541	0.0036952	0.1808283	0.0272640	0.2130760	0.0316685	0.2361641	0.1066247
750	0.0289810	0.7521147	0.1381214	0.0181138	0.1174467	0.0228511	0.1583477	0.0096244	0.1365129	0.1835102
800	0.0334548	0.7076848	0.1352827	0.0032805	0.1641919	0.0068363	0.1799440	0.0311738	0.1530841	0.2044375
850	0.0234004	0.8405151	0.2125035	0.0007690	0.1244343	0.0182566	0.2297074	0.0167296	0.1588274	0.1571715
900	0.0272924	0.6630339	0.2294474	0.0103740	0.1757211	0.0101247	0.1618415	0.0509343	0.1879675	0.1290142
950	0.0400975	0.7826622	0.1727485	0.0062007	0.1552172	0.0116097	0.2711707	0.0280318	0.2058645	0.1709158
1000	0.0452929	0.7419783	0.1721673	0.0066597	0.2314872	0.0200884	0.2180903	0.0156253	0.2347479	0.1559325

0	0.0447171	0.6307400	0.2321070	0.0081883	0.1733575	0.0067938	0.2838908	0.0343101	0.1760034	0.1449151
50	0.0355104	0.6751712	0.2021659	0.0103596	0.0920388	0.0127214	0.2125823	0.1431391	0.2312100	0.1855921
100	0.0669053	0.6548947	0.2035662	0.0047575	0.1173452	0.0009284	0.2060881	0.2298202	0.2250669	0.1737758
150	0.0661410	0.6640449	0.1874226	0.0116186	0.1003394	0.0001559	0.2132403	0.1167219	0.2107976	0.1525240
200	0.0490183	0.7092028	0.2203720	0.0108409	0.1162558	0.0000071	0.2209786	0.1549556	0.2529158	0.1262391
250	0.0423867	0.7575978	0.1763068	0.0054292	0.0748593	0.0000379	0.1288923	0.1424054	0.1667957	0.2036035
300	0.0300465	0.6211865	0.1971101	0.0057223	0.1484772	0.0000000	0.1563979	0.2011243	0.1797772	0.1474410
