G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G64A	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
0.0881212	0.4812887	0.4587239	0.5435663	0.2159164	0.3355940	0.2037975	0.3371632	0.2945802	0.0170798	0.1106347	0.6063104	0.6389924	0.0520194	0.3482934	0.2200389	0.3929132	0.4023736	0.3283529	0.1279989	0.4284109	0.7400769	0.0000000	0.0000000	0.0421484	0.0088995	0.2451493	0.1637279	0.3065807	0.2138850	0.0713069	0.4560168	0.3677306	0.6730473	0.6244092	0.0060212	0.7104295	0.0034784	0.4292163	0.0131298	0.0770618	0.7314118	0.3902005	0.6312760	0.0549324	0.6112047	0.6865953	0.7393997	0.3991225	0.5376456	0.0515809	0.6312656	0.4542353	0.4528143	0.1283186	0.0754320	0.0359597	0.3742968	0.0720927	0.5404158	0.2215923	0.2900181	0.1462756	0.3016231	0.2342797	0.4004633	0.0603542	0.0750196	0.5065726	0.4226018	0.5467025	0.1883361	0.3298406	0.6589235	0.2100952	0.3900001	0.5847732	0.6463283	0.4004880	0.7331578	0.0028911	0.0881645	0.3502550	0.2242234	0.0550730	0.3902781	0.5616688	0.0708505	0.5381874	0.6362035	0.2338510	0.6111053	0.3242154	0.6340881	0.4479253	0.1005101	0.0112692	0.4990672	0.0227212	0.3447223
0.1366461	0.6157394	0.4682230	0.5065845	0.2346186	0.1572716	0.2123446	0.2694083	0.3139247	0.0060803	0.1227835	0.6501536	0.2024890	0.3370555	0.2736266	0.2662504	0.3875534	0.4872042	0.2798910	0.2119535	0.3293031	0.6066646	0.0634764	0.1939324	0.0760128	0.0073712	0.0017928	0.3705653	0.2481807	0.0000000	0.0879320	0.5666080	0.2987381	0.5987331	0.7703939	0.0113821	0.7518192	0.0001958	0.5438412	0.0237684	0.0307255	0.6639577	0.3703806	0.5589055	0.0303205	0.0000000	0.7701974	0.6867033	0.4395587	0.6756911	0.0484407	0.3531512	0.2901809	0.5425621	0.4915865	0.0261827	0.3645685	0.4546476	0.0888932	0.0283565	0.4963132	0.4795857	0.2100937	0.2694139	0.1929016	0.2102239	0.2055456	0.1213400	0.5117335	0.1368304	0.1527733	0.5442454	0.3126843	0.4420119	0.5694736	0.5010079	0.4557267	0.7007834	0.4453664	0.6312014	0.0032325	0.1403374	0.6289397	0.5521176	0.2674190	0.6317121	0.3592162	0.5301622	0.7291496	0.3653803	0.3477988	0.3629923	0.4286670	0.7589258	0.2396578	0.0739698	0.3442879	0.4382675	0.0358601	0.3482653
0.0392147	0.5382372	0.4098174	0.4693225	0.2045500	0.2992320	0.4271792	0.0243448	0.5198800	0.0255451	0.1127464	0.0000000	0.7667485	0.0348976	0.3661111	0.2690739	0.5053220	0.4894213	0.2826489	0.1482713	0.3307668	0.6908326	0.0532768	0.0000000	0.6874114	0.4440192	0.3284627	0.2175009	0.4108883	0.0292641	0.0839969	0.5602032	0.1985347	0.6833209	0.7164358	0.0018906	0.6355972	0.3222607	0.4522597	0.2082894	0.0460106	0.6728949	0.2962474	0.2992808	0.5026188	0.4324558	0.7381803	0.6787091	0.4796903	0.5329564	0.0251194	0.5857981	0.3241249	0.4353850	0.5800237	0.1326193	0.0304884	0.6382104	0.0285800	0.7542179	0.0015558	0.4980275	0.2086139	0.2851796	0.1257328	0.3872982	0.0738456	0.0998466	0.6812233	0.2859897	0.6675770	0.2665642	0.0048066	0.3620789	0.6622827	0.4588953	0.2540907	0.5850172	0.3396432	0.5997884	0.0949050	0.1930277	0.0269972	0.1993750	0.4532284	0.4048119	0.3655371	0.0991541	0.6614279	0.6599261	0.0709679	0.5324762	0.3980519	0.6899507	0.0088933	0.0857174	0.0090671	0.2172409	0.0173484	0.0836220
0.1276338	0.5981801	0.4874258	0.3364834	0.1753729	0.3022537	0.1701552	0.3802830	0.2877045	0.0519558	0.0908302	0.6686994	0.3352707	0.3008556	0.0000000	0.3174974	0.3683479	0.5754845	0.0000000	0.1184475	0.4435522	0.7710673	0.1135268	0.2826084	0.0695358	0.0183320	0.0038639	0.3841286	0.4928499	0.0794573	0.1921547	0.6297679	0.5036687	0.6440116	0.8153188	0.0288571	0.5662392	0.0022772	0.5452707	0.0051088	0.0120504	0.5931104	0.5543071	0.6742659	0.0498234	0.5466330	0.6924238	0.5850963	0.4903810	0.5083989	0.3128148	0.5749092	0.4341876	0.4273032	0.1788078	0.1103385	0.3419919	0.5333868	0.0332658	0.0561588	0.5390567	0.6419932	0.1968527	0.3889133	0.2104232	0.0234906	0.1183230	0.1234547	0.5433569	0.5576124	0.6188163	0.3123932	0.0063607	0.6360773	0.5674543	0.5406077	0.2864176	0.6438580	0.4307192	0.6345881	0.0004351	0.5290432	0.5525373	0.6596705	0.0411155	0.6751615	0.4049939	0.0973294	0.7417052	0.3400765	0.3957957	0.4961437	0.4735989	0.5741560	0.0027349	0.4543988	0.0001267	0.4542600	0.0200889	0.4045809
0.0638382	0.3481434	0.2677712	0.4317207	0.4309349	0.6567513	0.6222021	0.0068424	0.6048099	0.0176913	0.1278988	0.0000000	0.6836653	0.0849586	0.3459941	0.3751497	0.4015918	0.4710586	0.1444054	0.1213402	0.3216688	0.5658833	0.0000000	0.1116858	0.7199565	0.4712802	0.2787510	0.2111149	0.4914027	0.0249581	0.1148256	0.4955044	0.1378594	0.6022442	0.6888338	0.0048964	0.7231099	0.2738039	0.4762129	0.0171747	0.0338913	0.6614622	0.5218972	0.3390844	0.4200996	0.3326474	0.7201222	0.7185897	0.4047309	0.5307670	0.0006180	0.5235368	0.2760013	0.6061068	0.6636808	0.0254780	0.0310695	0.5729506	0.0047864	0.6000447	0.0030850	0.3081083	0.1150495	0.2898229	0.0312585	0.5392332	0.0881568	0.0409216	0.5578713	0.5287965	0.4216521	0.2113424	0.3176723	0.2771203	0.1877639	0.4781307	0.2058696	0.6241974	0.4690979	0.5722065	0.2090751	0.1883063	0.0098928	0.1143354	0.4355638	0.3729779	0.5228177	0.0811329	0.5331249	0.6896402	0.2529335	0.6187502	0.4248804	0.7384716	0.0007189	0.1850139	0.0040729	0.1934009	0.0409640	0.0477032
0.0446313	0.6335374	0.5334105	0.4536224	0.1869964	0.2650923	0.7593752	0.0000000	0.3157264	0.0298607	0.1176017	0.6389840	0.6548668	0.0196209	0.3451128	0.2567847	0.4445716	0.6632964	0.3971853	0.2036440	0.3752852	0.7978994	0.0385275	0.0000000	0.0612087	0.0141317	0.1983414	0.2478147	0.2177158	0.2132508	0.0832706	0.5806230	0.1695101	0.6389659	0.6939280	0.0003438	0.8009128	0.0002211	0.3857364	0.0454248	0.0643023	0.5967943	0.1983227	0.6888203	0.0723552	0.5544989	0.6581086	0.6888726	0.4282585	0.6296169	0.0366027	0.4959441	0.5070057	0.5191734	0.1880924	0.0343801	0.0597420	0.3144229	0.0925905	0.6320853	0.0872626	0.5043444	0.2254965	0.2275904	0.0373844	0.4057529	0.1394295	0.0406715	0.6272880	0.3018286	0.5890232	0.3665883	0.0022596	0.5409126	0.4839893	0.5054357	0.6363886	0.6423959	0.5070313	0.7452393	0.0483333	0.0235065	0.2570279	0.2430443	0.0994215	0.2205236	0.4705534	0.0596652	0.7027194	0.6231923	0.1457727	0.5503722	0.4617442	0.7095611	0.3909740	0.0883243	0.0552419	0.1223186	0.0360894	0.2837161
0.0980158	0.7188977	0.2631792	0.0175154	0.3419940	0.0941380	0.5601755	0.0088269	0.3959364	0.0477033	0.0683748	0.6903433	0.7756976	0.1646229	0.0000000	0.2409748	0.0267600	0.7438719	0.6048811	0.7911458	0.0000000	0.6555141	0.0415273	0.2444067	0.0373362	0.0063091	0.0034271	0.2829380	0.4241091	0.2211803	0.2581989	0.4181236	0.2223831	0.5814307	0.6676958	0.0047736	0.6176551	0.0030234	0.7118840	0.6939064	0.2768413	0.5157319	0.3256680	0.5253103	0.0592960	0.5605056	0.7919919	0.7799527	0.3277000	0.6546593	0.0975534	0.6023067	0.4597685	0.1104345	0.1379906	0.0523498	0.3886082	0.5198789	0.0463478	0.4348624	0.0788714	0.4075904	0.1422373	0.2331930	0.1489494	0.2528617	0.2674849	0.0178519	0.1447497	0.1927755	0.5880277	0.3777010	0.0380745	0.5571199	0.3316260	0.4426192	0.2592367	0.6633398	0.6903375	0.2924702	0.0313945	0.0917607	0.5009468	0.5173007	0.1819448	0.6457213	0.7329282	0.2116407	0.6289680	0.1106222	0.2159903	0.4733299	0.4597850	0.7581796	0.0084567	0.1181772	0.0000878	0.3761040	0.0059305	0.3098146
0.1240536	0.5168384	0.4038693	0.2657064	0.2742506	0.3202257	0.2100825	0.2531590	0.3781350	0.0289580	0.1021092	0.6401222	0.2418220	0.4210481	0.2980603	0.2730880	0.3733589	0.6051797	0.0000000	0.0969139	0.3688379	0.5906415	0.0594712	0.2489768	0.0561585	0.0018702	0.0002514	0.3761835	0.2197667	0.2383380	0.0786629	0.5662935	0.2379101	0.6613758	0.7698318	0.0221539	0.6896888	0.0003690	0.5449591	0.0121587	0.0278787	0.7055871	0.3616602	0.6088720	0.0515305	0.0000000	0.6495810	0.7171391	0.3958670	0.4450298	0.0294753	0.3823473	0.4958100	0.3229556	0.2523456	0.0702558	0.3521391	0.1809135	0.0388145	0.0318552	0.3144693	0.5795895	0.2457526	0.2139322	0.1818423	0.1388796	0.1149389	0.1357568	0.7839019	0.4393066	0.1919936	0.6096900	0.3084451	0.6075361	0.5822823	0.4606256	0.4502163	0.7056935	0.5332547	0.7295676	0.0078216	0.3048151	0.6300285	0.5091209	0.0558875	0.5965749	0.3614011	0.5675571	0.7125336	0.3650981	0.2849186	0.4060358	0.3398601	0.7197663	0.1713605	0.3773759	0.3807201	0.3164250	0.0251293	0.3225827
0.3755780	0.6020821	0.2998712	0.0731702	0.3575625	0.1000721	0.5808915	0.0119271	0.4228585	0.2092713	0.6189162	0.6142087	0.5514852	0.1992131	0.3385321	0.6572568	0.0701516	0.7517864	0.5877127	0.6402334	0.0080352	0.0000000	0.0305995	0.2985350	0.0571222	0.0075925	0.0010558	0.3690874	0.0000000	0.8413303	0.3350425	0.2350386	0.0522468	0.7074240	0.6813245	0.0092980	0.7198382	0.0003157	0.6336859	0.8278093	0.3086519	0.6094470	0.1243635	0.6929209	0.0688941	0.4722287	0.7375734	0.6395965	0.3519288	0.6976432	0.0002648	0.2746877	0.6746726	0.5884024	0.0546638	0.1382729	0.0227407	0.4054940	0.1970122	0.2977057	0.1954504	0.4594790	0.1903697	0.2586476	0.0778117	0.5364916	0.1935137	0.1676332	0.1715595	0.3891969	0.2768733	0.6237855	0.0509055	0.3423998	0.1259018	0.5229751	0.4439189	0.6617631	0.7437356	0.3222296	0.0399470	0.0589915	0.5385903	0.4149219	0.6292432	0.7304747	0.7644497	0.3884844	0.6195160	0.0644414	0.5072886	0.4396112	0.4230085	0.5890680	0.2991815	0.2190035	0.0056568	0.1100221	0.0189396	0.0231563
0.1215669	0.5292478	0.4456482	0.4881449	0.2660380	0.3420589	0.2231560	0.3373139	0.2517821	0.0251862	0.0871643	0.7014216	0.6298960	0.2107630	0.3319372	0.3421503	0.4814334	0.4684855	0.2741388	0.1358637	0.3186674	0.6390533	0.0505738	0.2797264	0.0467966	0.0034582	0.0020472	0.4059329	0.3445229	0.0000000	0.0815309	0.0785249	0.0000000	0.6287757	0.5635921	0.6762071	0.7425285	0.0014804	0.5318164	0.0085091	0.0352455	0.5154476	0.4098811	0.7496885	0.0015775	0.3392849	0.7756141	0.6216329	0.3748028	0.5770694	0.0018444	0.4942424	0.2099815	0.5765098	0.3404895	0.0159757	0.0523471	0.5488576	0.0496859	0.2155039	0.3600149	0.4249728	0.1798240	0.2842937	0.0908308	0.3623052	0.1100641	0.1193732	0.1185959	0.4279030	0.5042592	0.1606231	0.7635546	0.6115982	0.3863946	0.1091855	0.5436154	0.6129559	0.5331307	0.7232186	0.0824733	0.0804180	0.5391153	0.3705990	0.1500410	0.5947220	0.4779924	0.0508373	0.6354269	0.4101195	0.5790432	0.4427252	0.5068355	0.7048846	0.1504203	0.1158937	0.0091997	0.5024589	0.0352804	0.3790281
