"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G63A	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100

0	0.0748290	0.3049869	0.0944418	0.4405239	0.6496241	0.7249161	0.3025967	0.0103591	0.1496417	0.4266757	0.3204796	0.4337956	0.3571971	0.2776923	0.3775206	0.0077078	0.3558532	0.1520625	0.3182244	0.7018674	0.5114758	0.4252906	0.3005791	0.2536967	0.5976153	0.4974421	0.2542569	0.6783171	0.0203148	0.5572853	0.1164546	0.5789895	0.2784903	0.4983593	0.6016917	0.5020604	0.6990922	0.0926013	0.4103386	0.5852661	0.6976604	0.3236810	0.0602709	0.1355136	0.0278504	0.0834958	0.6248898	0.3117690	0.1549095	0.6347348	0.1107200	0.0986428	0.1422457	0.0014588	0.0589429	0.1044566	0.0989026	0.3328357	0.3538197	0.5749726	0.4793486	0.1499477	0.6851149	0.4936165	0.4032389	0.2785845	0.5681194	0.6143531	0.6080775	0.2774499	0.1809159	0.4491164	0.5473067	0.3121116	0.6377250	0.3004206	0.4038585	0.1958596	0.7144425	0.7307903	0.6718126	0.0520844	0.0791914	0.5462745	0.3311783	0.5555237	0.0201106	0.1074283	0.0918641	0.6035750	0.0367439	0.6017695	0.2551334	0.3858006	0.5280724	0.2986763	0.3258345	0.4816095	0.5943577	0.0159151
50	0.1352503	0.1814728	0.1564272	0.3541482	0.5560712	0.6246639	0.2831473	0.0257915	0.1765088	0.3732719	0.2522497	0.3789495	0.1501337	0.2624640	0.3526233	0.0111669	0.3944760	0.1702673	0.3362130	0.5796365	0.5681560	0.3905154	0.2919478	0.1914527	0.6019761	0.4670286	0.1821442	0.6184077	0.0332783	0.6433085	0.0904466	0.6051341	0.2894609	0.3966004	0.6661119	0.5768560	0.6148552	0.0987707	0.3766332	0.6045914	0.6056353	0.3068327	0.0501899	0.1716008	0.1034489	0.0824431	0.6605408	0.4114708	0.2031279	0.5829259	0.1226161	0.1098494	0.1290291	0.0108461	0.0328220	0.1107233	0.1440497	0.4050719	0.3550992	0.5906003	0.3693481	0.1835560	0.6167443	0.7207245	0.2314397	0.1865781	0.5606025	0.5558716	0.6236620	0.2632430	0.1737081	0.3670487	0.5728338	0.1023653	0.5554575	0.2168186	0.3028814	0.3333279	0.5842022	0.7093846	0.7073837	0.0527180	0.0725401	0.3694584	0.3554949	0.4444167	0.0110223	0.1712187	0.0474724	0.7863069	0.1008227	0.6703270	0.1800862	0.3876338	0.3996532	0.1873798	0.3314427	0.4187065	0.5184070	0.0165411
100	0.3131146	0.1062240	0.2135146	0.5240532	0.6138330	0.5985249	0.3319899	0.1158590	0.3275652	0.4169350	0.2315798	0.5647934	0.0582314	0.2332620	0.3980630	0.0032228	0.4053444	0.1583722	0.3141545	0.6266412	0.4740510	0.3547128	0.2934750	0.1977589	0.3918398	0.4889417	0.3793551	0.4314694	0.0430069	0.6233788	0.0463221	0.4583351	0.3571972	0.4603985	0.6477979	0.5509070	0.6261869	0.0801031	0.3589031	0.7352949	0.5591153	0.2765738	0.0383427	0.1872056	0.1657698	0.1108244	0.7122406	0.3798198	0.2486708	0.6913544	0.1676808	0.1152945	0.1755323	0.0484618	0.0263562	0.1463081	0.1794379	0.3117665	0.3185382	0.5605840	0.3820842	0.1507053	0.7125108	0.4388115	0.1297762	0.1300025	0.6607452	0.6999414	0.3672535	0.3403864	0.2166228	0.2925552	0.5530990	0.0481304	0.5916239	0.1999615	0.3367960	0.1850023	0.5912752	0.5157044	0.6153138	0.0462868	0.0906414	0.2602576	0.2789586	0.3631935	0.0043251	0.2682113	0.0422501	0.8149639	0.0377151	0.6771742	0.2781623	0.4541051	0.5325762	0.1768961	0.3051843	0.2642607	0.6571269	0.0165687
150	0.4410802	0.0438656	0.2565449	0.3311303	0.5393660	0.6602647	0.2061839	0.1189273	0.4138140	0.3296494	0.3869074	0.5490324	0.0400380	0.2452231	0.2069843	0.0020331	0.4058387	0.2075934	0.1483806	0.7562626	0.4845184	0.4702456	0.2736582	0.3440299	0.2771810	0.5578480	0.5675521	0.4553917	0.0323893	0.6901174	0.0123744	0.5160102	0.2784248	0.5510399	0.7969229	0.4712247	0.7748451	0.0915710	0.3213893	0.6110024	0.5361944	0.2978561	0.0491774	0.2069115	0.2425710	0.0973607	0.7903206	0.3738526	0.2335802	0.6364750	0.1013192	0.1148346	0.2030288	0.0484836	0.0738950	0.1930094	0.2145544	0.2692344	0.4279753	0.6894245	0.4005583	0.1544697	0.4910260	0.5110067	0.0685541	0.1316908	0.6054476	0.5075722	0.5483884	0.2880989	0.1684888	0.1907311	0.6213080	0.0169254	0.5931504	0.1307046	0.3922128	0.2155941	0.6989059	0.6808771	0.5587359	0.0513970	0.1033432	0.1759970	0.4884703	0.3429448	0.0076198	0.1533331	0.0297436	0.7567365	0.0517001	0.6507502	0.1990823	0.5535444	0.6487195	0.1915796	0.3304523	0.1813293	0.4308607	0.0787515
200	0.3823226	0.0697986	0.1536757	0.4269071	0.4791612	0.4854694	0.1397809	0.1432011	0.4210153	0.3032437	0.3065996	0.5414606	0.0268281	0.2085473	0.2966021	0.0141777	0.2887208	0.3843168	0.0684635	0.6610236	0.6390591	0.4106881	0.3321000	0.2557008	0.2174596	0.6786208	0.5566303	0.3642025	0.0473984	0.6051975	0.0238623	0.6345020	0.1676696	0.4753858	0.4510801	0.4433845	0.7016833	0.1354888	0.3747255	0.6052087	0.5316815	0.3995099	0.1025745	0.2569183	0.2299024	0.1063392	0.6453759	0.3039261	0.1887845	0.6511049	0.1419182	0.0808568	0.1882170	0.0523214	0.0697365	0.2853837	0.2315795	0.2407789	0.5400487	0.6476595	0.4093947	0.1408036	0.5424787	0.7003663	0.0631624	0.1493868	0.7048987	0.4457321	0.4234769	0.2316727	0.2551844	0.2244329	0.4963338	0.0044598	0.5497272	0.0787045	0.3972949	0.0799370	0.6191805	0.5666303	0.5385943	0.0736898	0.1516589	0.1831361	0.2146581	0.2496462	0.0068300	0.1127386	0.0495448	0.7170026	0.0567851	0.5643916	0.2650265	0.6770467	0.6840028	0.1624884	0.4459073	0.3274194	0.5690561	0.0429827
250	0.3447295	0.1028136	0.1542600	0.3992947	0.5728098	0.4953551	0.1306424	0.1066792	0.4519059	0.3246813	0.2767301	0.5765186	0.0592683	0.2338433	0.2944283	0.0176325	0.2909669	0.2554256	0.0883716	0.6198968	0.6599830	0.3803649	0.2221330	0.3048493	0.2235332	0.6263464	0.5872838	0.3255570	0.0771181	0.5983988	0.0256138	0.6504566	0.2924804	0.6065083	0.7164508	0.5586026	0.7728808	0.1025277	0.3526226	0.6699162	0.6273471	0.3595861	0.0839949	0.3108868	0.2232078	0.1159940	0.6388180	0.2751488	0.2037315	0.6563144	0.2041039	0.1534185	0.2860074	0.1054597	0.0611454	0.3458263	0.2486971	0.2399068	0.5551608	0.6751367	0.4478722	0.1666430	0.5743084	0.5886336	0.0335207	0.1473545	0.4990360	0.4921196	0.6471767	0.2969788	0.2433519	0.1679712	0.5708710	0.0026063	0.4327559	0.0671051	0.4538556	0.0940429	0.7748730	0.4335482	0.5580239	0.0747503	0.1622233	0.1360757	0.2087940	0.2919933	0.0046360	0.2166340	0.0123075	0.6061511	0.0471038	0.5864388	0.2827350	0.6980521	0.7063521	0.1984865	0.4744749	0.2171827	0.5855028	0.0380510
300	0.4139795	0.0426054	0.1631898	0.3973746	0.4966909	0.5085428	0.1746085	0.0792415	0.5124870	0.2824874	0.3122425	0.6380889	0.0450040	0.1751108	0.1646784	0.0322411	0.2595848	0.2558402	0.0455524	0.5391748	0.6613333	0.3973120	0.3514289	0.3579626	0.2348543	0.6080733	0.5394024	0.3376767	0.0539133	0.6628955	0.0331766	0.5218565	0.3350859	0.5910740	0.6340081	0.5252568	0.7159450	0.0829999	0.3895856	0.6043246	0.6099437	0.2381418	0.1092130	0.3187969	0.2512840	0.0952957	0.6118898	0.3704478	0.3174151	0.6623258	0.1291931	0.0655797	0.2867066	0.1580531	0.0452108	0.2964749	0.1584807	0.3099267	0.5230288	0.6005837	0.3841504	0.2755110	0.4306249	0.6081221	0.0446283	0.1662279	0.5289799	0.5073742	0.5805007	0.2473471	0.2638426	0.1991608	0.5496603	0.0035536	0.4757918	0.0613542	0.3159636	0.0723023	0.6097202	0.5442707	0.5483303	0.0545863	0.1235179	0.1206481	0.1899335	0.2425990	0.0188274	0.3584040	0.0160473	0.6645966	0.0875946	0.5937304	0.2793178	0.5234661	0.7129976	0.1851136	0.4193834	0.3302624	0.5090023	0.0326984
350	0.4943632	0.0549589	0.1137522	0.3010216	0.3792432	0.5981362	0.1968700	0.1364574	0.4137742	0.2582848	0.2320932	0.5966234	0.0552752	0.2551313	0.2392080	0.0064895	0.2708401	0.3617910	0.1057174	0.4339849	0.4849929	0.5160128	0.3345748	0.4201096	0.1773920	0.5732797	0.5576293	0.3526113	0.0661296	0.6003295	0.0132629	0.5737934	0.2486559	0.6064813	0.5679168	0.6783207	0.6266207	0.0727083	0.2796588	0.6202235	0.5287425	0.2747781	0.1805859	0.3053768	0.1540601	0.1050925	0.8263874	0.3102078	0.2445248	0.6735159	0.1531725	0.0568961	0.3275551	0.1316592	0.0643085	0.2570253	0.2128072	0.3284485	0.4494610	0.5153253	0.5404258	0.2423886	0.3691131	0.5491281	0.0097378	0.1406270	0.6354503	0.4423529	0.6267148	0.2016210	0.1430347	0.1340878	0.6407907	0.0013887	0.5731075	0.0681227	0.3073214	0.1294570	0.6907279	0.5011240	0.5344402	0.0823579	0.1649169	0.0695656	0.2305774	0.3545867	0.0000489	0.3780309	0.0164385	0.5703800	0.1052568	0.5646773	0.2516463	0.6253061	0.6856752	0.2104459	0.4604766	0.3013959	0.5974728	0.0478096
400	0.3830357	0.0301949	0.1542269	0.2789891	0.4959842	0.6733259	0.1979014	0.0731846	0.4247549	0.4126617	0.2998470	0.5501741	0.0265239	0.3538429	0.2379461	0.0014123	0.2560224	0.3730407	0.0933758	0.3964525	0.5611982	0.4365192	0.3355964	0.3967896	0.2191705	0.5752186	0.5850403	0.3948121	0.1326139	0.5568853	0.0114206	0.4489626	0.2536363	0.5901164	0.7718281	0.4741231	0.6629179	0.1094182	0.3569366	0.6560147	0.5750278	0.2320140	0.1103008	0.2426467	0.2108165	0.0715033	0.5197037	0.3361723	0.2273985	0.6499681	0.1131668	0.0732954	0.2852446	0.1459885	0.0338287	0.3828033	0.3159663	0.2260194	0.6146719	0.5402073	0.4799567	0.2241520	0.4534976	0.5826712	0.0434832	0.1257917	0.6602331	0.4438989	0.6079130	0.2246169	0.1406483	0.2309553	0.6377601	0.0080926	0.6162376	0.0824420	0.3060538	0.0942740	0.6840845	0.4759229	0.5117662	0.0973745	0.1570763	0.0960376	0.1978392	0.3394169	0.0002268	0.3383303	0.0066530	0.6291580	0.1189282	0.7303230	0.2277402	0.5305661	0.5593951	0.2101981	0.4584435	0.3459051	0.4499688	0.0633593
