G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G68A	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
0.0018144	0.1540082	0.1518604	0.9579853	0.0049576	0.9198717	0.8008834	0.6125997	0.6756427	0.9798974	0.0451429	0.8967757	0.0155507	1.0563764	0.0426284	1.0604184	0.9286601	0.0333959	0.3010602	0.8063921	0.1944816	0.0059635	0.1351163	0.4266045	1.0025974	0.0236725	0.7034801	0.4608685	0.9594912	0.7644245	0.7792137	0.4445138	0.9386485	0.3507665	0.7309838	0.1065299	0.7858777	0.5765992	0.3349181	0.7645218	0.2955568	0.4551315	0.6889906	0.4729272	0.8099011	0.6305672	0.7290529	0.4373339	0.1561885	0.3139682	0.0002789	0.1620634	0.1118124	0.9999120	0.7853301	0.4836441	0.0024228	0.2765581	0.5838588	0.0020977	0.4646185	0.8689371	0.0145962	0.0801059	0.1756612	0.5087159	0.9388242	0.1730247	0.7630052	0.7275984	0.3353495	0.5877979	0.4625858	0.1380661	0.3030215	0.7006284	0.3408111	0.4884276	0.7843957	0.8994750	0.5820693	0.2890331	0.4030167	0.8191520	0.3889815	0.0381256	0.2054842	0.2636992	0.7232539	0.3490619	0.7870962	0.4221341	0.0154272	0.6584551	0.7341255	0.4137118	0.5958948	0.2096055	0.6722543	0.8292451
0.1419603	1.0250555	0.0041257	0.9958042	0.4404647	0.4878695	0.0022748	0.5055659	1.0885066	0.0035812	0.4549985	0.7312114	0.0110377	1.0169779	0.1946303	0.3110503	0.5790940	0.1707924	0.1345775	0.4960269	0.1687708	0.0219359	0.6122965	0.1911034	1.1220679	0.4762431	0.8056311	0.9940433	0.9675698	0.8350679	0.8526305	0.3376770	0.9380261	0.0915460	0.2405246	0.3984503	0.5283301	0.6305535	0.3286925	0.5627029	0.2751295	0.5938834	1.0053001	0.3059111	0.6983098	0.5254160	0.5772722	1.0144470	0.4553071	0.4836048	0.4617710	0.0047253	0.8035617	1.0459988	0.5720963	0.1684073	0.0121668	0.3931351	0.0020374	0.1234029	0.3053960	0.1656178	0.0647107	0.3117646	0.3348712	0.1861691	0.9719314	0.3525570	0.8732589	0.7048193	0.6515771	0.0675360	0.0657702	0.4077153	0.4047643	0.7238529	0.9047617	0.3848180	0.9552544	0.6833090	0.2700489	0.6615158	0.2928494	0.6246484	0.4539236	0.1445613	0.6190456	0.7394655	0.7221354	0.4990656	0.6783395	0.8055487	0.1044500	0.9635653	0.4374866	0.4141626	0.4218743	0.0043262	0.6069446	0.7144524
0.0610082	0.9373472	0.0031564	0.5441365	0.2869131	0.2720165	0.0004008	0.6032589	0.8871146	0.0132303	0.3468605	0.8573987	0.0165464	0.9027334	0.0000001	0.1730080	0.4266592	0.4608553	0.3545856	0.9072722	0.0018517	0.0170142	0.0730133	0.7015952	1.1140090	0.2270538	0.7083749	0.5770057	1.0012968	1.0117648	0.5622024	0.4416665	0.6035789	0.0014635	0.9732341	0.1309048	0.8983653	0.5366050	0.0661565	0.9522741	0.1854678	0.4680794	0.9409902	0.3449471	0.9913606	0.0971473	0.4529719	0.9341682	0.5303811	0.0732189	0.0005182	0.4401548	0.5043444	0.8898744	0.5765851	0.0886093	0.4470679	0.8333955	0.4646185	0.9191324	0.5296120	0.7691727	0.3840259	0.2234877	0.0309273	0.4400465	0.8950331	0.3248957	0.8023230	0.7559084	0.8864709	0.0245310	0.5774200	0.2509920	0.3161458	0.4597002	0.3784127	0.7670133	0.9023697	0.8666573	0.5281879	0.7987777	0.8458501	0.4976055	0.1562967	0.2639898	0.4375826	0.8772068	0.9059136	0.8948810	0.5624916	0.6272428	0.1201639	0.9935939	0.8138383	0.3701375	0.9876838	0.0007805	0.1632401	0.6747076
0.0860242	1.0342258	0.0007194	0.8275755	0.4485096	0.6657405	0.0054081	0.5802621	1.0226420	0.0683995	0.3998438	0.8499011	0.0055802	0.9709837	0.0009495	0.5662699	0.7652345	0.4775164	0.0157198	0.2618677	0.0020727	0.0461972	0.0548672	0.6167816	0.7815700	0.3678661	0.6419452	0.4377658	0.9097091	0.8135523	0.4500273	0.1771825	0.5896773	0.1176243	0.8421632	0.1372419	0.9872632	0.0018308	0.0443365	0.6911617	0.3320150	0.6866258	0.9321858	0.2479174	0.7278748	0.4506086	0.5374455	0.9514005	0.6878987	0.4133971	0.8716493	0.3167992	0.9438328	1.0256906	0.2909474	0.1845232	0.4847920	0.4772862	0.5960760	0.2654720	0.6133167	0.0191184	0.0592442	0.4021069	0.3662955	0.4246031	1.0187358	0.8453260	1.1542159	0.7925704	0.8279535	0.0138005	0.5916420	0.0907000	0.2481342	0.6846670	0.6852599	1.0435327	0.5107248	0.4576771	0.3757855	0.2698180	0.2763209	0.6610643	0.2490845	0.3951348	0.6203414	1.0574436	0.6934710	0.6116654	0.6772348	0.4733325	0.3263323	0.7323879	0.4889723	0.6374206	0.6410907	0.2449211	0.4598053	0.6203149
0.0856715	0.9622376	0.0007455	0.9144446	0.3469362	0.6885288	0.0031492	0.4750806	1.1141886	0.0518991	0.4663017	0.5762548	0.0128866	0.9657016	0.1091265	0.7204171	0.5291713	0.4071743	0.1038464	0.3571975	0.3670908	0.3524101	0.4205785	0.2097999	0.9443163	0.2941007	0.5139394	0.4957907	0.9736794	0.7010701	0.5632871	0.4396777	1.0652061	0.0769405	0.6398092	0.7230031	0.2038716	0.5738282	0.2110974	0.7996043	0.2732235	0.6718992	0.8423874	0.5690865	0.8424054	0.5792035	0.7211397	1.0345328	0.2716598	0.1720131	0.7684278	0.4084167	0.8350162	0.9917294	0.2472044	0.3676685	0.4174542	0.7863614	0.6989711	0.4739395	0.3000937	0.6372191	0.0012092	0.2289177	0.1445429	0.6451989	0.8943242	0.6697599	0.9580183	0.9575210	0.3039339	0.0494251	0.5128562	0.2392948	0.5581921	0.5269850	0.8355315	0.2991852	0.5549294	0.5615003	0.3118440	0.3905359	0.0306332	0.5660271	0.4954292	0.0397166	0.6193235	0.5649104	0.5778544	0.4162367	1.0019160	0.4321341	0.1559874	0.9933100	0.6024221	0.8714288	0.5951516	0.1473641	0.8390699	0.1720898
0.2558972	0.7611016	0.0010154	0.9776400	0.3026027	0.9722551	0.5871086	0.7276268	0.4986857	0.8217408	0.0318673	0.8105413	0.0040480	1.0431504	0.0000140	0.6447347	0.9138384	0.1780943	0.2648742	0.5953603	0.2521588	0.2428893	0.0233822	0.8200953	0.8115769	0.5097281	0.9060419	0.8977869	1.0040673	0.6314180	0.6024799	0.5832598	1.0765379	0.0040080	0.8612847	0.1984888	0.7316152	0.2866368	0.0463774	0.9901381	0.5661283	0.4668842	0.8765394	0.4286195	1.0631427	0.4241571	1.0060664	0.9687646	0.3554233	0.2326031	0.2691107	0.1210103	0.7743056	0.8532903	0.6702953	0.3625505	0.0422040	0.2779583	0.5565819	0.4608688	0.7162982	0.8273459	0.6137360	0.1591146	0.4597852	0.4609554	1.0616470	0.5470982	0.6928609	0.9958462	0.4936564	0.1916417	0.5274206	0.0064389	0.7826769	0.5065498	0.1856054	0.3295823	0.8040461	0.9328126	0.3290426	0.0122430	0.0464084	0.9702217	0.9102942	0.1857587	0.9240019	0.9359072	0.8751932	0.5790887	0.6179353	0.1762066	0.3979168	1.0106553	0.8973664	0.4874672	1.0230447	0.0133443	0.9202094	0.2551188
0.0836265	0.8000862	0.0115852	0.8632584	0.4258302	0.6705596	0.0478844	0.5019680	0.9481487	0.0332386	0.3160152	0.4010461	0.0213487	1.0159029	0.2876984	0.7021360	0.9954998	0.5018766	0.0194129	0.2870897	0.0915733	0.1813449	0.2211342	0.3235314	0.9793063	0.1574406	0.7368460	0.5738383	0.9802890	0.6233027	0.6263821	0.1765575	1.0284816	0.1404908	0.4847740	0.1916192	0.9762551	0.4115268	0.2486915	0.8654963	0.2064095	0.4722085	0.8580063	0.3429932	0.9050466	0.4245756	0.7262030	0.9192720	0.5051426	0.2333917	0.4480201	0.0906933	0.9134247	1.0033597	0.0722438	0.5500232	0.1449943	0.7995052	0.5691024	0.1098036	0.4284536	0.0246562	0.0062049	0.1746204	0.0649046	0.8107095	0.9311227	0.9708989	0.9504136	0.7575908	0.7908127	0.3331892	0.7694313	0.7986917	0.2911050	0.5627120	0.4892363	0.4456814	0.5783272	0.6365318	0.1334270	0.6913757	0.4114252	0.5852700	0.1116336	0.3030570	0.3279686	0.8352481	0.4185920	0.4693391	0.7540046	0.2130277	0.3666291	1.0298786	0.7586232	0.5440926	0.9977545	0.5685227	0.9516361	0.4836343
0.0019087	0.8472616	0.0007702	0.8464562	0.5561452	0.0373075	0.0086512	0.6779319	0.8565177	0.0025308	0.3890646	0.8312585	0.0024889	1.0592646	0.0219683	0.5271085	0.8840212	0.5539510	0.5739336	0.9534882	0.0159173	0.1107099	0.4476988	0.2844362	0.9298500	0.0098380	0.8544836	0.7601843	0.9975814	0.7141590	0.7636858	0.0552194	1.0164674	0.0282836	0.8289047	0.5266450	0.4193647	0.9675510	0.4287057	0.5245160	0.0048198	0.1221891	0.5196567	0.3843597	0.6055720	0.7016147	0.8361753	0.8780934	0.3299666	0.2839270	0.3655916	0.0142241	0.9665726	0.9825362	0.8225478	0.1535105	0.0633008	0.3576243	0.2054553	0.8513817	0.5475884	0.4791370	0.0439525	0.0583995	0.3755287	0.5941144	0.6451992	0.7490071	0.9939283	0.7159268	0.5615034	0.0035041	0.3893533	0.0632040	0.3956846	0.6294580	0.5109622	0.5181570	0.9256725	0.7425276	0.3404875	0.4360962	0.1044029	0.6718242	0.5528655	0.3001450	0.9328793	0.9574810	0.3638500	0.4201236	0.9434354	0.3338766	0.0770434	1.0439315	0.7043139	1.0200797	0.5500294	0.0139013	0.3509828	0.3852389
0.1738414	0.4650298	0.1633688	0.4004999	0.2699297	0.0427177	0.0187543	0.6631135	0.7723551	0.1112810	0.2821245	0.7114188	0.0281340	0.9204190	0.2597055	0.8998772	0.8616380	0.6966672	0.5024718	0.8195959	0.3510216	0.0816879	0.1461652	0.4178759	0.9881893	0.2508223	0.5219882	0.6982629	0.8692157	0.7354044	0.5632426	0.3542013	0.8848925	0.0491360	0.8425431	0.2547715	0.9093488	0.3908569	0.1251005	0.8929872	0.0093310	0.1545222	0.4357836	0.3138205	0.4887192	0.3670469	0.3696898	0.9775298	0.6328994	0.1211795	0.7459272	0.0119718	0.5640472	1.0685695	0.8609158	0.2282828	0.0523506	0.5859770	0.5938036	0.9679600	0.5522379	0.7975705	0.0199140	0.3730346	0.0165384	0.6009735	0.8820630	0.8594644	0.8856075	0.2200606	0.2127162	0.0397643	0.6401964	0.0216838	0.7522262	0.6646316	0.3150143	0.1698329	0.5459041	0.7832341	0.0740636	0.4802504	0.6577546	0.6184699	0.5609746	0.3571079	0.2449669	0.6435428	0.9490623	0.0938610	0.6693686	0.2231545	0.0182500	0.9407470	0.6668946	0.3902527	0.8493208	0.0057228	0.2997202	0.6996061
0.0107079	0.6222927	0.0092115	0.3454117	0.3462746	0.6736653	0.0101320	0.4433237	1.0865236	0.0432421	0.5438527	0.6839587	0.0849120	0.6616888	0.2331355	0.6776571	0.7499792	0.3810859	0.6385060	0.2464839	0.2782698	0.2908302	0.0963296	0.5452748	0.6834178	0.3123649	0.7692906	0.6649804	0.9654713	0.8950044	0.7921949	0.3544575	0.8583209	0.0012543	0.9181296	0.1117738	0.9253616	0.5004735	0.2057093	0.9982029	0.4842690	0.2374562	0.5968601	0.5397274	0.7015422	0.6860683	0.3054545	0.6263040	0.2505797	0.4072853	0.5436091	0.0015722	0.9001567	0.9882601	0.4948092	0.4287534	0.1500838	0.6940479	0.0600833	0.8375602	0.3818866	0.3316756	0.1203153	0.6740562	0.2457930	0.6498313	0.9389199	0.6165014	1.0003008	0.7589926	0.7025788	0.0114571	0.0341047	0.2063513	0.5588278	0.5569672	0.3674197	0.0634576	0.4715442	0.3027944	0.2174926	0.9082794	0.6677693	0.7042724	0.3131939	0.3522234	0.8377371	0.8020513	0.7603064	0.1046132	0.8192316	0.2275332	0.1977201	1.0334951	0.9529822	0.3964541	0.7402370	0.0058296	0.7510947	0.7973477
