Time	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G71A	G95	G96	G97	G98	G99	G100

0	0.3714947	0.5406500	0.1317209	0.2161431	0.5434552	0.5480114	0.7904441	0.7451758	0.7759891	0.0059110	0.4225611	0.6576947	0.4801069	0.3095277	0.5992416	0.5288276	0.3842186	0.7069740	0.7366396	0.3733272	0.0232809	0.6215135	0.0783187	0.3991311	0.3964498	0.3975428	0.6504397	0.7046678	0.4577971	0.4390050	0.3993528	0.0324306	0.0704002	0.1686790	0.0136975	0.6036989	0.0661699	0.3254439	0.6923598	0.0166898	0.4171252	0.1654686	0.4672514	0.0001236	0.0782300	0.6778330	0.2797743	0.1901743	0.0866861	0.2334557	0.4473866	0.6754242	0.3667073	0.2218023	0.7123623	0.3731909	0.7033650	0.1381453	0.0235438	0.5442900	0.8666482	0.1227632	0.7983888	0.5547797	0.5081367	0.6265549	0.2973177	0.2135135	0.6149209	0.1308258	0.2205922	0.3142792	0.6018160	0.0735490	0.1294183	0.1491607	0.5835175	0.0000693	0.0103930	0.5992770	0.7302746	0.4090935	0.0033660	0.0929364	0.6627814	0.4878106	0.1551945	0.1305484	0.2761295	0.5995020	0.2177365	0.5639335	0.0787589	0.3696181	0.3797614	0.0684500	0.5959104	0.0080256	0.0582043	0.7727754
50	0.2545941	0.5335804	0.1233330	0.2166433	0.5611881	0.6726700	0.6440714	0.6043294	0.8585360	0.0064463	0.5375718	0.6237450	0.4756432	0.3023871	0.7409349	0.5848394	0.4596679	0.8057398	0.6211553	0.3418897	0.0330856	0.6669876	0.1670120	0.4050336	0.5269516	0.3313459	0.6771348	0.5148934	0.4169706	0.5541097	0.4027571	0.0935898	0.0417148	0.2112963	0.0172102	0.5311925	0.2088993	0.3924988	0.6717424	0.0166441	0.5224972	0.0575338	0.3922317	0.0018197	0.0806239	0.4646176	0.3504829	0.3005332	0.1462000	0.3217063	0.3782243	0.6606946	0.3243885	0.3068818	0.7100539	0.3693693	0.5984300	0.1274218	0.0019841	0.5331258	0.6402929	0.1976225	0.6506001	0.4818420	0.5693808	0.6844831	0.2757369	0.1362892	0.6435987	0.0873889	0.3431160	0.3238368	0.5410920	0.0276296	0.1066533	0.0889676	0.5951120	0.0001112	0.0166293	0.6652296	0.5528865	0.4781991	0.0012213	0.0491100	0.5015882	0.6157941	0.1547530	0.2342574	0.3577866	0.6157713	0.2415348	0.5786815	0.0211617	0.3724436	0.2768273	0.1176661	0.6350264	0.0040976	0.0932440	0.7407938
100	0.3555601	0.5304103	0.1925516	0.3046910	0.7757572	0.5942586	0.7587587	0.5090206	0.7753588	0.0236799	0.4805125	0.7148639	0.4305196	0.2632011	0.6085447	0.5110752	0.4859335	0.7606852	0.5999943	0.2538981	0.0249522	0.8298745	0.1819905	0.2557189	0.5901108	0.4211740	0.7619706	0.3489576	0.4864580	0.5686931	0.3909039	0.1328028	0.0574116	0.2219578	0.0171798	0.2417915	0.3219499	0.3004653	0.6531349	0.0134513	0.6107776	0.0673260	0.4767862	0.0027438	0.0955079	0.2978348	0.3685352	0.2704131	0.0888235	0.3071964	0.4182133	0.5764067	0.2818106	0.1972252	0.7137655	0.4249042	0.6636752	0.1426428	0.0086397	0.4926568	0.7071783	0.1654137	0.5616181	0.5283594	0.5567489	0.5873621	0.2321131	0.1022293	0.4747236	0.0315980	0.2808582	0.2436052	0.7065996	0.0782265	0.1726400	0.0342745	0.5449652	0.0103660	0.0268523	0.5451093	0.5477480	0.4255094	0.0034237	0.0487379	0.2856099	0.5682008	0.1680870	0.1301590	0.2242714	0.6575376	0.1510308	0.3972769	0.0109144	0.5371440	0.3113451	0.2479388	0.8787193	0.0262700	0.2941450	0.6243444
150	0.4483253	0.5564462	0.3250687	0.2907864	0.7068290	0.4531613	0.7902562	0.4571545	0.6541884	0.0365048	0.5085616	0.6104775	0.4058765	0.2936646	0.6271322	0.6155818	0.4930294	0.7289027	0.4831062	0.3244536	0.0324588	0.6831906	0.1632204	0.3012822	0.4762679	0.3759155	0.5988588	0.2799293	0.4979779	0.4462482	0.3572519	0.2087504	0.0476743	0.2347583	0.0068795	0.1203872	0.4146254	0.3333146	0.5277718	0.0163669	0.5793244	0.1285800	0.4752103	0.0026217	0.2143198	0.1340132	0.3764799	0.2596332	0.1052813	0.3999980	0.2227879	0.6868065	0.3048096	0.2592821	0.6026092	0.3365345	0.5759042	0.1115252	0.0148794	0.5765278	0.7093664	0.1504751	0.5835150	0.5545491	0.6535201	0.6628374	0.2285794	0.0397096	0.3617334	0.0544843	0.4873619	0.2782132	0.5375964	0.0991967	0.2090473	0.0335995	0.4236388	0.0167462	0.0359847	0.6159756	0.5602861	0.3841050	0.0017810	0.0678186	0.2378486	0.4917992	0.2467384	0.1187816	0.1851241	0.6503212	0.1968456	0.4276667	0.0084152	0.4679252	0.4378204	0.2832216	0.6960082	0.0618638	0.3585642	0.5997016
200	0.4701985	0.4750099	0.3881523	0.3750977	0.5559641	0.6347935	0.6265350	0.4891910	0.5200479	0.0730577	0.3678742	0.5165301	0.4580918	0.2934961	0.6740973	0.6915719	0.5853422	0.7228394	0.3223007	0.3348214	0.0353562	0.5106847	0.1719725	0.3068180	0.4561126	0.3239318	0.6110307	0.3069496	0.5494139	0.5150522	0.2752592	0.2517225	0.0586054	0.2560363	0.0118420	0.0686134	0.3674447	0.4256921	0.7420378	0.0811465	0.4955806	0.1497848	0.5737340	0.0031507	0.2641017	0.1308467	0.4075507	0.3376882	0.0944957	0.4278902	0.2104131	0.6698443	0.3571442	0.2784757	0.6945384	0.3741636	0.6131243	0.1184962	0.0010851	0.4707868	0.6639415	0.1214154	0.7124505	0.5863198	0.4505377	0.6390446	0.2503356	0.0470129	0.4282867	0.0256719	0.5550554	0.3252948	0.4799609	0.1557656	0.2696101	0.0141220	0.4581053	0.0161115	0.0238753	0.6637875	0.5637002	0.3391722	0.0011781	0.0735506	0.2337406	0.6011766	0.2959990	0.1559162	0.1835074	0.6205651	0.3130194	0.4577101	0.0286513	0.4562895	0.4863878	0.3194047	0.6597090	0.1070145	0.4999674	0.6852136
250	0.4784604	0.5500289	0.3852606	0.3439414	0.7426273	0.6864894	0.6626687	0.4347801	0.4782337	0.0623959	0.3326222	0.5155819	0.3380015	0.2826088	0.6441222	0.5642808	0.4991259	0.7994815	0.2588414	0.2667527	0.0157171	0.6694720	0.1902356	0.4215951	0.4592194	0.3773459	0.4518892	0.3394550	0.4597961	0.5405285	0.4349425	0.1859330	0.0467006	0.2350043	0.0033089	0.0467210	0.3623192	0.4134956	0.6999955	0.0514161	0.3645844	0.1893918	0.5160068	0.0207464	0.2806433	0.0835499	0.3160836	0.3056256	0.0568454	0.3684050	0.1675883	0.7828544	0.3655144	0.1731907	0.5633538	0.2606761	0.5362967	0.1495657	0.0216179	0.5524650	0.6690286	0.1609000	0.6039814	0.4903386	0.5035840	0.6789181	0.2533862	0.0107496	0.5531358	0.0229519	0.4827798	0.3100167	0.5463447	0.0926678	0.3210454	0.0048258	0.5453119	0.0181601	0.0050076	0.7207253	0.7307478	0.2972036	0.0008060	0.0758599	0.2127863	0.5719829	0.3600694	0.1285583	0.1734998	0.6311049	0.3252308	0.3838027	0.0072924	0.3667120	0.4595286	0.3660948	0.7301546	0.1337966	0.5718940	0.5884429
300	0.5107500	0.4763106	0.2179353	0.3858457	0.6656264	0.5739980	0.5716789	0.3960712	0.5046294	0.0862571	0.3508927	0.5159546	0.4672456	0.2489136	0.5895115	0.6248572	0.5819155	0.7233714	0.1770812	0.2202712	0.0514591	0.6000064	0.1451873	0.3124901	0.4140927	0.5151205	0.4692828	0.3272975	0.4510160	0.5590532	0.4069483	0.2520457	0.0455051	0.2457146	0.0047520	0.0140211	0.4708603	0.4669490	0.6368075	0.0739048	0.4275041	0.2132209	0.4369947	0.0207856	0.2813775	0.0690724	0.3971512	0.3041689	0.0289082	0.3830775	0.1587263	0.6206832	0.2689208	0.2093006	0.6843866	0.2873595	0.4046311	0.1122942	0.0138778	0.5796302	0.7946681	0.2826575	0.6767686	0.6247640	0.5150953	0.7197486	0.3140437	0.0153591	0.4446259	0.0365002	0.5050232	0.3039936	0.6489348	0.1809700	0.3430779	0.0111174	0.5088109	0.0201548	0.0186247	0.5298814	0.6923814	0.2243488	0.0061132	0.0838680	0.2023835	0.5783052	0.4257901	0.1456878	0.1964473	0.8232742	0.3082695	0.3821253	0.0338567	0.5237910	0.5124928	0.2504643	0.6636744	0.1608079	0.5967733	0.6843825
350	0.4505626	0.7138408	0.3247354	0.2938180	0.5103230	0.6348744	0.5390195	0.5361161	0.3597487	0.0533109	0.4434264	0.4583983	0.4355322	0.2772865	0.5932302	0.6406455	0.3894648	0.6244890	0.2494354	0.2454501	0.0212114	0.6048830	0.1306574	0.3327423	0.5367449	0.3745418	0.5279781	0.3370036	0.4468262	0.5614003	0.4173375	0.1820433	0.0869296	0.2350738	0.0117357	0.0207004	0.5146105	0.3456813	0.5683845	0.1005500	0.4991291	0.0947382	0.3703413	0.0113683	0.2959935	0.0749081	0.2642544	0.3115532	0.0235942	0.5807435	0.1388988	0.7371344	0.3456570	0.1993024	0.6412036	0.2610217	0.5800906	0.1139353	0.0075899	0.6242491	0.6129800	0.2405077	0.5192651	0.5420914	0.5198595	0.6926504	0.2318680	0.0144317	0.4388965	0.0081613	0.4998212	0.2524855	0.5867765	0.0768543	0.2727155	0.0121529	0.4092753	0.0373612	0.0162460	0.5323214	0.6930197	0.3696719	0.0125168	0.1319439	0.3314508	0.5088682	0.3692300	0.1255231	0.1693484	0.6578628	0.2632972	0.4726327	0.0153112	0.6163138	0.5361796	0.3379620	0.6301031	0.1185925	0.5307837	0.6890967
400	0.5313818	0.4859615	0.2555871	0.3937119	0.6236395	0.4409574	0.5752851	0.4539328	0.2348005	0.0510112	0.3966405	0.5374349	0.4348049	0.2948393	0.5216291	0.6769316	0.4774070	0.7579859	0.1444395	0.2299303	0.0284716	0.6743130	0.2201815	0.3186736	0.6203080	0.4787051	0.6496491	0.2963550	0.4818510	0.5113120	0.4564884	0.2149168	0.0726988	0.1530324	0.0322759	0.0123681	0.4470500	0.2868094	0.7412706	0.1618991	0.5255460	0.1021489	0.4373434	0.0176170	0.2743741	0.0770759	0.2992219	0.2665817	0.0166726	0.4103214	0.1928234	0.7205833	0.3936697	0.2390019	0.6581932	0.2641253	0.4443818	0.1389047	0.0082165	0.5508421	0.6346690	0.3562307	0.5958773	0.7306515	0.5970917	0.6612204	0.2522936	0.0192284	0.4770420	0.0317755	0.5860204	0.2943905	0.5837509	0.0954957	0.3423977	0.0121775	0.4141645	0.0105990	0.0145886	0.5933692	0.5655282	0.3463497	0.0086952	0.1182363	0.3040051	0.6243272	0.4965338	0.1521461	0.1436761	0.6106748	0.3346324	0.4650326	0.0271134	0.6106955	0.5227940	0.3436439	0.6711861	0.1595015	0.5771535	0.5912382
