G5	G1	-
G4	G2	-
G50	G3	-
G24	G3	-
G39	G3	+
G18	G3	+
G16	G3	+
G4	G3	+
G2	G4	-
G20	G4	-
G5	G4	+
G18	G5	+
G11	G5	+
G2	G5	+
G36	G5	-
G12	G5	+
G6	G5	+
G39	G5	-
G7	G6	-
G37	G6	-
G40	G6	-
G17	G6	+
G11	G6	+
G8	G7	-
G37	G7	-
G21	G7	-
G24	G7	+
G3	G7	-
G9	G8	+
G24	G8	-
G7	G8	+
G22	G9	+
G10	G9	-
G22	G10	-
G21	G10	+
G25	G11	+
G24	G11	+
G13	G12	-
G23	G13	-
G22	G14	-
G23	G14	-
G21	G15	+
G20	G16	-
G20	G17	-
G19	G18	+
G38	G19	+
G20	G19	-
G21	G20	+
G22	G21	+
G15	G21	+
G14	G21	-
G23	G22	+
G19	G22	+
G24	G23	+
G25	G24	-
G13	G25	+
G37	G25	+
G7	G26	+
G22	G26	+
G19	G26	-
G25	G26	-
G39	G26	-
G27	G26	+
G23	G26	+
G15	G26	-
G12	G26	-
G19	G27	+
G9	G27	-
G26	G27	+
G28	G27	-
G14	G28	+
G7	G28	-
G29	G28	+
G11	G28	+
G9	G29	-
G24	G29	+
G42	G29	+
G34	G29	-
G30	G29	-
G15	G29	-
G13	G30	+
G31	G30	-
G20	G30	+
G28	G30	-
G32	G31	-
G29	G32	+
G33	G32	+
G21	G32	-
G34	G33	-
G27	G34	+
G36	G34	-
G9	G34	+
G41	G34	+
G42	G34	+
G6	G35	-
G31	G35	-
G36	G35	+
G37	G36	-
G11	G36	-
G11	G37	-
G38	G37	-
G23	G38	-
G14	G38	-
G25	G38	-
G11	G38	-
G20	G38	+
G39	G38	-
G22	G38	+
G7	G39	-
G40	G39	-
G41	G40	-
G19	G40	+
G42	G41	-
G34	G41	+
G19	G41	-
G27	G42	+
G28	G42	+
G21	G42	-
G45	G42	-
G39	G42	+
G44	G43	-
G37	G44	+
G45	G44	+
G35	G44	-
G23	G44	-
G11	G44	-
G22	G44	+
G21	G44	+
G22	G45	+
G21	G45	+
G46	G45	+
G29	G45	+
G23	G45	-
G28	G45	-
G47	G46	+
G40	G47	-
G33	G47	+
G48	G47	+
G49	G47	+
G33	G48	+
G49	G48	+
G41	G49	-
G26	G49	+
G43	G49	-
G50	G49	+
G19	G49	-
