G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G68A	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
0.0038007	0.4380970	0.0321899	0.4788408	0.1638849	0.4060781	0.0231252	0.3367428	0.6874644	0.0291816	0.2667655	0.4836091	0.0386373	0.6236910	0.0246723	0.4588152	0.6857205	0.1964529	0.0583043	0.2861628	0.0039021	0.0479090	0.0886358	0.3992875	0.5950962	0.2498603	0.4379289	0.2706424	0.7657746	0.5017035	0.4580186	0.1479946	0.6697045	0.0606424	0.3491437	0.1725348	0.6254082	0.3617839	0.1287840	0.7330462	0.1794499	0.3873003	0.5369295	0.1887538	0.4763167	0.2491087	0.3926366	0.7250162	0.3918858	0.1265707	0.3916622	0.0102594	0.5891302	0.6623459	0.3853968	0.0801967	0.0443788	0.3142287	0.3599813	0.1042091	0.2344828	0.3036978	0.0291701	0.1153034	0.0473522	0.3172683	0.5939533	0.5211868	0.7253179	0.3555093	0.3345457	0.1161322	0.1709981	0.3610097	0.3888445	0.2492647	0.2820547	0.3702754	0.5703781	0.5375718	0.4102412	0.3682394	0.2150787	0.3456114	0.2127517	0.1359029	0.3403268	0.5702026	0.2699291	0.2862528	0.4912494	0.2748941	0.1239987	0.7351830	0.4673408	0.3872257	0.4222623	0.0004334	0.4517946	0.3611324
0.0012514	0.2359768	0.0478930	0.6805913	0.3215464	0.2794953	0.0160982	0.3217883	0.6328476	0.0585708	0.1986905	0.5096466	0.0118322	0.7208980	0.0074370	0.5460567	0.6440322	0.1299386	0.1154862	0.3370833	0.0005788	0.0359957	0.0491016	0.3399680	0.5952797	0.1588872	0.3616074	0.4139214	0.6553631	0.4116566	0.5765022	0.1422724	0.7215378	0.0797865	0.5225845	0.1003894	0.7728715	0.3173203	0.1075875	0.6358239	0.1463944	0.4803199	0.7944490	0.2843926	0.4087868	0.2171817	0.3301005	0.6131567	0.3580644	0.1571966	0.3437759	0.0344891	0.5432691	0.6609101	0.5131669	0.1221222	0.0621734	0.3176492	0.2716796	0.1940466	0.2066381	0.3174448	0.0809075	0.0612388	0.1558456	0.3482152	0.5990657	0.5191640	0.7680619	0.2823951	0.4700032	0.1067209	0.2061433	0.1331242	0.5586222	0.3216070	0.2613371	0.4328405	0.4990993	0.5206134	0.4460509	0.3237613	0.2461426	0.3323223	0.2151019	0.2134337	0.3431978	0.6584446	0.5780888	0.2465782	0.4761247	0.2990930	0.1554829	0.6905652	0.6345791	0.3666475	0.5103403	0.0009469	0.4048192	0.1826707
0.0059870	0.6990062	0.0306981	0.4828595	0.2065067	0.2765188	0.0060225	0.3229562	0.6380456	0.0312580	0.2209528	0.6589202	0.0069547	0.6502003	0.0075681	0.3695722	0.6733530	0.1460492	0.0919555	0.3921821	0.0074868	0.0470662	0.0822126	0.3351126	0.5462373	0.2513955	0.4419842	0.3801776	0.6167697	0.4876453	0.4971419	0.2090104	0.7491979	0.0702496	0.3309353	0.0984096	0.6800319	0.3151103	0.0850343	0.6580605	0.1614512	0.4494265	0.6904690	0.2082888	0.4635452	0.2508510	0.3342908	0.6812715	0.3264434	0.1075879	0.4351888	0.0411408	0.5148114	0.7672539	0.3527968	0.1516031	0.0367110	0.3056716	0.3361202	0.1305809	0.1767052	0.2882271	0.0459642	0.0996465	0.0709717	0.4304335	0.6429849	0.4610299	0.8948479	0.4869856	0.4466073	0.1522429	0.2890064	0.1511585	0.5923962	0.3258216	0.3216630	0.2796470	0.4935578	0.6437660	0.3343172	0.2937709	0.2638374	0.3994330	0.2519371	0.1477149	0.4410020	0.6472035	0.4250183	0.2693278	0.4446582	0.1735540	0.1210049	0.5495393	0.5547611	0.3606270	0.4514921	0.0042919	0.4141941	0.2047141
0.0018068	0.3237896	0.0189053	0.2675190	0.2505466	0.2808376	0.0187287	0.3513991	0.6131549	0.0160882	0.4208191	0.4488683	0.0122721	0.5273899	0.0147837	0.4179098	0.5627977	0.2565262	0.0729310	0.3345848	0.0008214	0.0306377	0.0691763	0.2470558	0.6933477	0.1777272	0.4606658	0.3496127	0.6236546	0.4616176	0.4396953	0.1627093	0.6994637	0.0591999	0.4331661	0.1154115	0.6054647	0.2266583	0.1270629	0.4655478	0.1611391	0.3490752	0.6052650	0.2335378	0.4322150	0.3497163	0.5107568	0.6467564	0.3266729	0.1280457	0.4060133	0.0333977	0.4660614	0.6677882	0.2610563	0.0849467	0.0065486	0.3556744	0.2813068	0.2290131	0.1479218	0.3116668	0.0080192	0.1566835	0.2790969	0.4089900	0.7040152	0.6534268	0.6413378	0.5680100	0.4622517	0.0422516	0.0546962	0.3242361	0.3238422	0.4183056	0.4393218	0.2674966	0.5095646	0.5259527	0.1654911	0.3376060	0.3318919	0.3095192	0.2473757	0.1000765	0.3252060	0.7132011	0.5677071	0.3452374	0.4610292	0.2635856	0.0711004	0.6852116	0.5472573	0.3818509	0.3477293	0.0002634	0.3678404	0.5493418
0.0057402	0.7641017	0.0351360	0.6532263	0.1252200	0.3778592	0.0140537	0.3628320	0.6675149	0.0393640	0.2853013	0.4089805	0.0046012	0.6386110	0.0194845	0.3875371	0.5775281	0.1534556	0.0476102	0.3770961	0.0017338	0.0393505	0.1163274	0.3852789	0.6975298	0.1668329	0.5543018	0.2865869	0.6921551	0.4710276	0.3826184	0.1167154	0.6486817	0.0353077	0.4492128	0.0885121	0.7183967	0.3047429	0.0828594	0.6751688	0.1962231	0.5178613	0.6123811	0.1813448	0.4470462	0.1913130	0.4140522	0.7487931	0.4328126	0.1513649	0.3195443	0.0294462	0.5199859	0.6986996	0.3880039	0.1199086	0.0544334	0.2605601	0.3363060	0.0495087	0.2664606	0.2800957	0.0155168	0.1392798	0.0932418	0.3262354	0.5676053	0.6876273	0.7462904	0.4176934	0.5171707	0.1968292	0.5558906	0.1236349	0.4282438	0.3464473	0.2268498	0.3551649	0.5639211	0.5379057	0.4388232	0.2856656	0.2175277	0.3265525	0.2573755	0.2071678	0.4002046	0.5028639	0.4048165	0.3690078	0.3537142	0.1317340	0.0223399	0.6843481	0.5059618	0.3691290	0.3896394	0.0010759	0.4724129	0.2181211
0.0039150	0.5613387	0.0223662	0.6332359	0.2587837	0.1284774	0.0220839	0.3484808	0.7043425	0.0291706	0.2438895	0.4366432	0.0118482	0.6830841	0.0119904	0.4018736	0.6139337	0.1517365	0.0823520	0.3338684	0.0094046	0.0365972	0.0467090	0.4191414	0.7103162	0.2403816	0.3616350	0.3336140	0.7092801	0.4663624	0.4583097	0.2608367	0.8285673	0.0965797	0.2667905	0.0991658	0.6659383	0.2706926	0.0765506	0.6814033	0.1518332	0.3883565	0.6822467	0.1802679	0.4376128	0.3467409	0.5084686	0.6758761	0.3966195	0.0800634	0.3436264	0.0545383	0.4709705	0.6459593	0.2570424	0.0457913	0.0251343	0.3273755	0.2518570	0.1844699	0.2187857	0.2681544	0.0211677	0.1529328	0.1273656	0.4192861	0.6935759	0.5372983	0.7104543	0.5081852	0.4507658	0.0481803	0.1470621	0.2952821	0.4034896	0.3514379	0.5727911	0.3143832	0.6705432	0.5227395	0.4954782	0.2658219	0.2180337	0.4129378	0.2233289	0.1651782	0.3313643	0.5616398	0.4256249	0.2921956	0.4528739	0.2291616	0.2263226	0.7336866	0.3904801	0.4340724	0.3908183	0.0070085	0.3174076	0.2995914
0.0039624	0.5252518	0.0438794	0.4727894	0.2265670	0.3737118	0.0038900	0.3655499	0.6466270	0.0342418	0.3514343	0.6070247	0.0403465	0.6168764	0.0172758	0.3598165	0.7150914	0.1214777	0.0924735	0.3234203	0.0177785	0.0112157	0.0798359	0.3547388	0.6319575	0.1293620	0.4438731	0.3591935	0.5683557	0.4738204	0.4816554	0.1230990	0.6843049	0.0429696	0.5668063	0.1879984	0.8480853	0.3358396	0.1366316	0.5976362	0.1761184	0.3849775	0.5536982	0.2124743	0.4554802	0.2025020	0.4561924	0.6520642	0.3757665	0.1755230	0.3863697	0.0325220	0.5084511	0.7124416	0.3895185	0.0866181	0.0743222	0.3068197	0.3591568	0.1964113	0.2943198	0.1949838	0.0144366	0.1019282	0.1454763	0.3915881	0.6764243	0.5125393	0.6799854	0.3993912	0.3399959	0.1635475	0.2123343	0.2105733	0.4384091	0.3655427	0.3674244	0.4098145	0.5162402	0.5458754	0.2916565	0.3290540	0.1676637	0.3818381	0.2365706	0.1415317	0.3340885	0.5284826	0.4239740	0.2550528	0.4201757	0.1749726	0.1797231	0.7327739	0.4807304	0.3849492	0.3731607	0.0130153	0.4128169	0.3430737
0.0042337	0.7078584	0.0234745	0.6713450	0.2339796	0.3333239	0.0114658	0.2058573	0.5929475	0.0421848	0.2640395	0.5438735	0.0235090	0.6996037	0.0208546	0.3782810	0.6550705	0.1725982	0.0698579	0.3066772	0.0008103	0.0299747	0.0997860	0.3030033	0.5242556	0.1871512	0.3478140	0.3697279	0.7696148	0.4554919	0.4139148	0.1797397	0.6452806	0.0397215	0.5445282	0.0925003	0.5852538	0.2936933	0.0970459	0.7007401	0.1942717	0.4894901	0.6970250	0.2159820	0.3618939	0.2849406	0.4493434	0.6239775	0.3999710	0.1167335	0.3483485	0.0612684	0.4388389	0.6428557	0.3054002	0.1288543	0.0174848	0.3325949	0.4003712	0.1543413	0.2440437	0.2344989	0.0204753	0.0795529	0.0852411	0.3267010	0.6259528	0.5095219	0.5512891	0.4660942	0.4460274	0.0783703	0.2413048	0.1677382	0.5384443	0.3054443	0.2666392	0.3617620	0.5655906	0.5278032	0.3388530	0.3217204	0.2182487	0.4034108	0.3019483	0.1206581	0.3628070	0.5703927	0.4431343	0.3872773	0.4187672	0.1875460	0.2066392	0.5702136	0.4906866	0.3168307	0.3582705	0.0001649	0.3176461	0.3170184
0.0041715	0.5952752	0.0421200	0.4436458	0.2623524	0.2648887	0.0114473	0.6296747	0.3234807	0.0252352	0.2847365	0.5398346	0.0024783	0.6531790	0.0163155	0.3732653	0.8064187	0.1454983	0.1091809	0.3311614	0.0016265	0.0197100	0.0706431	0.3629550	0.6887018	0.1571830	0.4786830	0.2996239	0.7060765	0.4081445	0.3814736	0.1484070	0.6981912	0.0540159	0.4231452	0.1382696	0.6345066	0.3754112	0.0329681	0.4848257	0.1557528	0.3734826	0.6593554	0.2233220	0.4394155	0.2726535	0.5217903	0.6606178	0.3714954	0.1134618	0.3672906	0.0428992	0.4419676	0.5787155	0.3711349	0.1316800	0.0589531	0.3819817	0.3872314	0.2342644	0.1895214	0.2679972	0.0061901	0.1073077	0.1641162	0.4117434	0.6027723	0.6541007	0.6158360	0.3457567	0.5323337	0.0747933	0.2768660	0.2215751	0.1792487	0.3043195	0.3151969	0.4071875	0.6319792	0.5667879	0.4004609	0.4142719	0.2331821	0.3860297	0.2335508	0.1405334	0.4579003	0.5676279	0.5036459	0.3722538	0.3422449	0.0460926	0.1579751	0.6929979	0.6098237	0.3202528	0.4045521	0.0008179	0.2932767	0.2691956
0.0298879	0.4022790	0.0375584	0.5169281	0.2186936	0.1893095	0.0109618	0.3355194	0.6580677	0.0120105	0.3642248	0.4228500	0.0146471	0.6836554	0.0248878	0.4207507	0.6448605	0.1036291	0.0883116	0.2907820	0.0035054	0.0303984	0.0937247	0.3441084	0.6296180	0.2239076	0.4281013	0.3176104	0.6061183	0.4267492	0.4747811	0.1935892	0.6016927	0.0466437	0.3270539	0.1471480	0.6633834	0.2928327	0.0660460	0.6430354	0.1757780	0.3906940	0.5781317	0.2226918	0.4310498	0.3621947	0.4344901	0.6719686	0.4480858	0.1517925	0.3693832	0.0099657	0.5608293	0.7613540	0.2352622	0.1036737	0.0232324	0.3154737	0.3216217	0.2477527	0.2218867	0.3461701	0.1047482	0.1420717	0.0863569	0.3800402	0.6821760	0.3937502	0.5853759	0.4583325	0.4540745	0.0837732	0.1325654	0.2218265	0.3371234	0.3394312	0.4387748	0.1935406	0.6255581	0.5985553	0.3997576	0.2896862	0.2099573	0.3521113	0.2313962	0.1584143	0.3288211	0.7316256	0.4384673	0.2610561	0.5533014	0.2664371	0.2105406	0.5352245	0.4966554	0.3602019	0.3775461	0.0033546	0.3629602	0.3675477
