G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G56A	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
0.38252765890386997	0.0	-0.20900617664350707	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.4405202463182625	0.0	0.0	0.12779997810110993	0.0	0.30756749049692556	0.0	0.0	0.3328129916315386	0.0	-0.013217593864185084	0.0	0.0	-0.3572935441043228	0.3612843835280977	0.0	0.0	0.0	0.0	-0.8129275473766029	0.0	0.0	0.0	0.0	-0.6236302140168846	0.0	0.34148451242441785	0.0	0.0	-0.3206345090660334	0.0	0.1557366494564498	-0.5076771094463766	-0.005050448467954993	0.0	0.0	-0.714517286978662	0.0	0.0	0.0	0.0	0.0	0.0	0.231203453423249	0.0	-0.24701688242199293	0.0	0.0	0.0	0.1180689102606246	0.0	-0.04929120249285995	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.7224562249612063	0.14139585882361538	0.0	-0.2881679808605424	0.0	0.0	0.0	0.043470068066821244	0.0	-0.016233259994689164	0.0	0.0	0.0	-0.2885314086380335	0.0	-0.5143554315436631	0.2887449195418501	0.0	0.0	-0.13217287423350643	0.0	0.5077215738731617	0.4530079392293194	0.0	0.0	0.0	0.0	-0.18635401781157657	-0.3561349766271811	0.0
0.0	0.0	0.0	0.0	0.23150733406658164	0.0	0.0	0.0	-0.009935281459073408	0.0	0.3568152782639181	0.0	-0.9217599513940513	0.10961771473204801	0.0	0.0	0.14020267175442683	0.0	0.0	0.0	0.0	-0.5410575590511982	0.9342237195924534	-0.023609958582761936	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.7427625574637204	0.0	0.2629645902089263	0.0	-0.48482739785686135	0.0	-0.027321586152538657	0.6796052416796023	-0.9863978021312505	-0.3976435293443501	-0.2742672849862361	-0.040829873410984874	-0.9539751356933266	0.0	0.8540879483334382	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25365879922342494	0.0	0.0	0.17139058427985887	0.0	0.0	0.1202461838482971	0.0	0.0	0.0	0.30306657098736745	0.0	-0.416483978042379	0.0	0.0	0.0	0.0	0.0	0.45796752997317564	0.0	0.0	0.0	-0.05470537438637929	0.0	0.0	0.0	0.0	0.0	0.0	-0.518446497997483	-0.16323469411753017	0.0	0.0	0.0	0.0	0.25269373194822276	0.0	0.0	0.0	-0.26092592742734655	0.0	-0.24912761495800462
0.32713650302206276	0.28145767085042095	0.0	-0.08244176897976652	0.0	0.31998434375847196	0.0	0.0	0.0	0.0	-0.49253197716160957	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.049981347457827084	0.0	0.368918112623858	0.0	0.0	-0.18589208298362792	0.0	0.0	0.0	0.0	0.0	0.0	-0.28807382090458	0.0	-0.016536767393051714	-0.9140068823471665	0.0	0.0	0.041800740629755945	0.0	0.0	0.0	0.0	0.5010419101929451	0.0	0.0	0.006190007697186473	-0.133866376709193	0.0	-0.09920669603161514	0.775670832488652	0.0	-0.05310187004571798	-0.33419653437755925	0.5329862304318	-0.5664391857164182	0.0	0.0	0.3361231497594863	0.2860465950815101	0.3123791979413487	0.0	0.27686552059006075	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.37632423557646105	0.0	0.0	0.0	0.0	0.0	0.0	0.16772948737831067	0.0	0.0	0.3378623978270555	0.33445838654764576	0.0	0.0	0.0	0.0	0.0	0.1428526910763228	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0035251477361836203	0.0	0.0	0.18596111238493518	0.0	0.0
0.0	0.0	0.0	0.047905034247673006	0.0	0.0	0.0	-0.30100763379596174	0.0	0.07830425407084182	0.0	0.11526798732513521	-0.9600544737186283	0.20349997837012718	0.5350264912410134	0.9609363046650361	0.7317226768930177	0.3177244208832089	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.10101168998517096	0.0	0.0	0.0	0.3940179225478945	0.0	0.0	0.0	-0.21142017608508468	0.0	0.0	0.0	0.0	-0.4679190384707481	0.0	0.18742522648630386	-0.210331660695374	-0.8134305195417255	0.0	0.0	-0.8054007426835597	0.0	0.0	0.25681651983341924	0.0	-0.22174497660905046	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07157243607652874	0.46014432313952724	0.32518345869906545	0.0	0.0	0.0	0.0	0.0	-0.042559889866596645	0.0	0.0	-0.3495171176182895	0.0	0.16696494735069956	0.0	-0.4101651758910238	0.0	0.0	0.0	0.0	0.0	0.0	0.04365268473099537	0.4569338983927933	0.0	0.0	0.0	-0.29586059474966464	0.0	0.43352727912104894	0.0	0.0	0.0	0.0	0.0	-0.12415703709308168	0.0	0.0	0.0	0.0
-0.019562925722551378	0.0	0.0	0.0	0.0	0.0	0.0	-0.5364395473152399	0.0	0.0	0.05413232391156908	0.0	0.0	0.0	0.35101244886726685	0.0	0.0	0.0	0.0	0.3250739795019338	0.0	0.40431736866513146	0.0	0.0	0.0	0.0	0.0	-0.7499136559199542	0.0	0.0	-0.30097118578851223	-0.20253735399314488	0.0	0.0	0.0	-0.9050272305030376	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.5908164035063237	0.0	0.0	-0.4724128604866564	-0.03511497098952532	0.17616749135773968	0.45213076769306115	0.0	0.0	0.0	-0.16015986581912411	0.0	0.0	0.0	0.4518131858220418	0.0	0.0	-0.09514978567037602	0.0	-0.34645961674775744	0.0	0.0	0.0	0.0	0.0	0.21680469706349542	0.0	-0.07205494017404013	-0.0703959647621556	0.0	0.0	0.0	0.0	0.0	0.0	-0.030612394629198847	0.24421608031146808	0.10936580776872218	0.0	0.27724012430543876	0.3228014926991332	-0.20935043785721064	0.04662917678207101	0.0	0.3716582153441022	0.035259999974809775	0.0	0.0	0.4258856151295552	0.017908177017655014	0.0	-0.22296259246837458	0.0	0.3418242477395286	0.40028875866544733	0.0
0.0	0.0	0.0	0.0	0.30862634433436087	0.0	0.0	0.0	-0.4962050129993063	0.514921828958192	0.0	0.0	-0.8454607827588916	0.0	0.29287718571112104	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29790441599374706	0.0	0.0	0.0	-0.5010665664449334	0.8387035730000436	0.3268989728431011	-0.944801161531359	0.0	0.0	-0.021150001821740597	0.0	-0.864097663667053	0.0	0.28907877275566113	0.0	-0.888512663776055	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.1767676208062321	0.0	0.0	0.0	0.06571032440390567	0.3820046415349126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4180906760593087	0.0	0.2717862893942782	0.0	0.0	0.0	-0.2890253887274556	0.0	0.0	0.0	0.3109450737636733	0.0	0.0	-0.31338887190382	0.0	0.0	0.0	0.0	-0.06870511110202204	0.0	-0.08420310722224467	0.0	-0.16636026543057358	0.0	0.0	-0.34161397763191803	0.0	0.0	0.0
0.0	0.0	0.0	-0.09629374500189081	0.0	0.0	0.0	0.0	-0.34750643790310143	0.18242973167727247	0.39056778486274835	0.0	0.0	0.0	0.0	0.0	0.41345511609620555	0.0	0.0	0.0	0.0	0.04647973659949256	0.0	0.0	0.0	0.0	0.5636531010111256	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20914031517537782	-0.12182445707730949	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.1405994042288512	0.0	0.7244911058805544	0.5007697131384795	0.0	0.0	0.025635723239486374	0.0	0.0	0.5231088002765698	-0.12478344383521378	0.0	0.0	0.0	-0.2936772824441256	0.18355038326993883	0.0	0.0	-0.096243261354437	0.0	0.0	0.0	0.0	-0.4551391093991697	0.0	-0.06393273068215388	0.0	0.0	0.17952868332852728	0.0	0.2588135736766018	0.0	-0.3530948408377951	0.0	0.0	-0.3539074220922255	0.0	0.0	0.0	0.0	0.2833067938627398	0.0	0.0	0.3729489781039885	0.0	0.039945888523543804	0.0	0.0	0.0	0.0	0.0	0.0	0.4074725676851556
0.0	0.40251375001643097	0.0	-0.27084866668854013	0.0	-0.5371798682784059	0.0	-0.24993316736072302	-0.511275704936887	0.0	0.04695979060061928	0.0	0.0	0.0	0.0	0.10487945495998079	0.556306208716027	0.0	0.0	0.0	-0.48201763397082686	0.0	0.8235234526910498	0.0	0.0	-0.4221047051696338	0.0	0.0	0.0	-0.01383092639569393	0.0	0.0	0.0	0.1252608857735255	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12056816956123059	0.0	0.0	-0.22991157378503024	0.0	-0.8419621598441154	0.0	0.0	0.0	0.0	0.0	-0.44069779014147326	-0.3047588942164756	0.0	0.0	0.0	0.0	0.0	-0.021807862156130953	-0.29583657804775854	0.0	0.06743408266540801	0.0	0.0	0.0	0.0	0.0	0.0	-0.3428148194216192	0.0	0.0	-0.019909009698402036	0.0	-0.3921671869256615	0.0	0.0	0.0	0.0	-0.15637947686597126	0.0	0.0	0.11353534344370342	0.0	0.0	0.03308971280194761	0.0	0.031069359088466586	0.0	0.0	-0.12155514274284296	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	-0.29835503119800344	0.0	0.023941130767264118	0.24498308678875258	-0.2574667527806014	0.0	0.0	0.0	-0.07330501223048236	0.0	0.0	0.0	0.0	0.7345285459880452	0.0	0.0	0.0	-0.33514227950945497	0.0	0.0	-0.3295393949311406	-0.49390650377608836	0.30433310214632675	0.0	0.0	0.0	0.0	0.0	0.0	-0.07403751134612735	0.0	0.0	0.0	0.30154777672876854	0.0	-0.5881461468525231	0.0	0.33779458715402777	0.0	0.018141696044259713	0.0	-0.31769820488989353	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2657359107217987	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11382069058802163	0.0	0.0	0.787379322888166	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.2938228363458961	0.0	0.0	0.13435086787256673	0.0	-0.4382543593609368	0.0	0.0	0.0	0.0	0.0	-0.4306618175469339	0.0	0.0	0.0	0.348622691991918	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.5817071834995697	0.3502601099723328	0.0
0.0	0.0	0.0	0.0	0.04495374918918005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05882200944095889	0.0	0.5244103557759384	-0.94072758522816	0.0	0.6646342346903547	0.0	0.0	0.0	0.0	0.0	0.0	0.5903668583969379	0.0	0.0	0.0	0.0	-0.12456491915509105	-0.05394991463981569	0.0	0.0	0.0	0.0	0.0	-0.40480919228866696	0.0	-0.792231074301526	0.0	0.0	0.0	-0.11037217290140688	0.0	0.0	-0.033206137419428905	0.29182232073442993	0.0	0.0	-0.4530405031575091	-0.4692798378731887	-0.4069546113168674	0.03276858470530808	0.0	0.0	0.0	0.0	0.0	0.0	0.3973137869260366	0.0	0.534829272039071	0.0	0.0	0.0	0.0	-0.1094880089077025	0.36433568074744505	0.0	0.0	0.0	0.3589134036713953	0.0	-0.7082224180921912	0.0	0.0	0.0	0.0	0.0	0.0	-0.6542006880044937	0.0	0.0	0.0	0.0	0.4603772258929095	0.0	-0.25140806873834637	0.0	0.0	0.0	0.0	0.0	0.0	-0.2588364316092595
