G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G68A	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
0.0031150	0.1074992	0.1061430	0.6737648	0.0047984	0.6525495	0.4810280	0.4473580	0.4353745	0.6405870	0.0330948	0.5813501	0.0035251	0.7683151	0.0237736	0.6972618	0.6343922	0.0296821	0.1907394	0.5605057	0.1222309	0.0042200	0.1119128	0.2283309	0.6393096	0.0169848	0.4289292	0.3636899	0.6553725	0.5294096	0.4754376	0.3186343	0.6615639	0.1624388	0.4645585	0.0954100	0.5257329	0.4024991	0.1984517	0.4474337	0.2349212	0.3005105	0.5057771	0.3132120	0.5414093	0.4398474	0.5169805	0.2602482	0.0992555	0.1950767	0.0000675	0.1189047	0.0596636	0.5649716	0.4902141	0.3171257	0.0019807	0.2236668	0.4379569	0.0015449	0.2485880	0.5301480	0.0114075	0.0643456	0.1372328	0.3368624	0.7186787	0.0899158	0.5220749	0.4280894	0.2529364	0.4142347	0.3295149	0.1164034	0.1862427	0.4734785	0.2105526	0.3813804	0.4450498	0.5849289	0.3738094	0.1810615	0.2857834	0.5430365	0.2172196	0.0215804	0.1177194	0.1250163	0.5489529	0.2482472	0.5517574	0.2766718	0.0123492	0.4586173	0.3807326	0.3041616	0.4015309	0.1475686	0.4235504	0.5307544
0.1256740	0.5706755	0.0007620	0.6877515	0.3148962	0.3189860	0.0009164	0.4144476	0.6482567	0.0004821	0.3059231	0.4071811	0.0065202	0.6550815	0.1364475	0.1929729	0.3554473	0.1137604	0.0823722	0.3209105	0.0876123	0.0439944	0.4322635	0.1032928	0.8656154	0.3110716	0.5566938	0.7201287	0.6510354	0.5325258	0.6224737	0.1651132	0.6736717	0.0647819	0.1735934	0.2750164	0.3780638	0.4499124	0.2078882	0.3406051	0.1661808	0.3846710	0.6774494	0.2109127	0.4727344	0.3874301	0.4241683	0.6601798	0.2893723	0.3527172	0.2980526	0.0031942	0.6127929	0.6602829	0.4047035	0.0982865	0.0053074	0.2540486	0.0031269	0.0749079	0.2017647	0.0748522	0.0569763	0.1805942	0.1983741	0.1258170	0.6812237	0.2493085	0.5725322	0.4784236	0.4685311	0.0475334	0.0653708	0.2856283	0.3451023	0.4545783	0.6645619	0.1994709	0.5728786	0.4156630	0.1754804	0.4510340	0.1948859	0.3661659	0.3217105	0.0952117	0.4220109	0.4358325	0.5185554	0.3583746	0.5387716	0.4980527	0.0896288	0.6312468	0.3107696	0.2701087	0.2334456	0.0041577	0.3790531	0.4848628
0.0690494	0.5148030	0.0007262	0.3252193	0.1609137	0.1852891	0.0001735	0.4247365	0.6215408	0.0140022	0.2380830	0.5334850	0.0223361	0.5682972	0.0000000	0.1259068	0.2641026	0.3270031	0.1983389	0.6543821	0.0016259	0.0109044	0.0468243	0.5006977	0.7569040	0.1414046	0.3971055	0.3820456	0.7221587	0.7219032	0.4202475	0.2646514	0.3981619	0.0012419	0.6616424	0.0832955	0.6663857	0.2525290	0.0351549	0.5487538	0.1192900	0.2228663	0.6371821	0.2057224	0.6634862	0.0279576	0.2398447	0.7166639	0.3577379	0.0276341	0.0001019	0.3112367	0.3704701	0.6031697	0.4850611	0.0591969	0.2552903	0.5511243	0.3375244	0.5931907	0.3209969	0.4890373	0.3044580	0.1450088	0.0142194	0.3221677	0.5250517	0.2001887	0.5582542	0.5958403	0.6075895	0.0302648	0.3599644	0.1808824	0.1986580	0.3021626	0.1785603	0.4601697	0.6556008	0.5353301	0.3752507	0.5508057	0.5819243	0.3142732	0.1090631	0.1700583	0.2934132	0.5987598	0.6079424	0.5127680	0.3106907	0.3893544	0.0611512	0.6913514	0.6072917	0.2349704	0.5676731	0.0006655	0.1044391	0.4278178
0.0639292	0.6221341	0.0003114	0.6530212	0.3117375	0.4185215	0.0105722	0.4492157	0.7361031	0.0629305	0.2460894	0.5934923	0.0011140	0.7314793	0.0006561	0.3052460	0.5101516	0.3486880	0.0087036	0.2082020	0.0034940	0.0198473	0.0327437	0.4090237	0.4553832	0.1995885	0.4601000	0.2975124	0.5644526	0.5465262	0.3392744	0.1877194	0.3190534	0.0640344	0.6025140	0.0911979	0.6804780	0.0005707	0.0178940	0.4142427	0.1891175	0.4508108	0.5818563	0.1077944	0.4482783	0.4020566	0.3451629	0.5941100	0.4782079	0.2251260	0.6269605	0.2098938	0.5952545	0.5788658	0.1658708	0.1286384	0.2565548	0.3402334	0.3511524	0.1738409	0.3632372	0.0145137	0.0340611	0.2444459	0.2722492	0.2910101	0.6155841	0.5534902	0.7646160	0.5573987	0.5167096	0.0086997	0.3347957	0.0579259	0.1614382	0.4921244	0.4774445	0.7142098	0.2909828	0.3298559	0.3116710	0.1643785	0.1479109	0.4746357	0.1508116	0.2051917	0.4740031	0.7398809	0.4202176	0.4213919	0.4977578	0.2532916	0.2314108	0.4709920	0.2858491	0.4624804	0.4022996	0.1641082	0.3631609	0.4847624
0.0482421	0.5565215	0.0007200	0.6056179	0.2234148	0.4540602	0.0029388	0.3536882	0.8035686	0.0322369	0.2897935	0.3768539	0.0047530	0.5874925	0.0479852	0.4666552	0.3675546	0.3548132	0.0520288	0.2368631	0.2058594	0.3031072	0.2706424	0.1392090	0.6508463	0.1575714	0.2783104	0.3031061	0.6560331	0.4166164	0.3550598	0.2964513	0.6675850	0.0297379	0.4217194	0.5112001	0.1064320	0.3367845	0.1228418	0.4645458	0.2030587	0.4675388	0.5975210	0.3811499	0.5176589	0.3370364	0.4554450	0.7158194	0.1657412	0.1466557	0.5829181	0.2575462	0.5640819	0.6291825	0.1696404	0.2623242	0.2932386	0.4884683	0.4066266	0.2874318	0.1856994	0.4533733	0.0013062	0.1669783	0.0841059	0.4405066	0.6558128	0.3929188	0.6725527	0.5839462	0.1715280	0.0483239	0.2742573	0.1298327	0.3867087	0.3474947	0.5939138	0.1375914	0.3938890	0.3948520	0.2028988	0.2282252	0.0269369	0.4105560	0.3439346	0.0346562	0.3161920	0.3414344	0.4613479	0.2399417	0.6242767	0.2807927	0.1104213	0.6583757	0.3297405	0.6712861	0.4361688	0.0579305	0.6127271	0.1663830
0.1734191	0.5446833	0.0004514	0.6487239	0.2960592	0.6082207	0.3663653	0.4368917	0.3168512	0.6376914	0.0089143	0.4982870	0.0015819	0.6297766	0.0000057	0.4400143	0.6702702	0.1326293	0.2325822	0.3735624	0.1135092	0.1572764	0.0137296	0.5478710	0.5732507	0.3434391	0.6418090	0.6440703	0.6465855	0.4421892	0.3607291	0.4083972	0.6861169	0.0013580	0.5698959	0.1494499	0.6014005	0.1887759	0.0380095	0.6451921	0.4055664	0.2665225	0.5234650	0.2673384	0.7149976	0.2916995	0.6750685	0.5893888	0.1739679	0.1687334	0.1718848	0.1036454	0.4914786	0.5948108	0.4860090	0.2108764	0.0384503	0.1172499	0.3839791	0.2932083	0.4367505	0.6202923	0.4119922	0.0778202	0.2957598	0.2908791	0.7538721	0.4288133	0.4963959	0.5356394	0.2546849	0.0966513	0.3677686	0.0028468	0.5091419	0.3006403	0.1182076	0.2739662	0.4509984	0.6233496	0.2477271	0.0069848	0.0265518	0.5573981	0.6021587	0.1184215	0.5522656	0.6720780	0.5398453	0.3689321	0.4536726	0.1423613	0.2570641	0.7322923	0.5489978	0.2653149	0.6727843	0.0086170	0.5603287	0.1911123
0.0460796	0.4613967	0.0078274	0.6518112	0.3086760	0.5072037	0.0250405	0.3934220	0.6866216	0.0211209	0.1842900	0.3060817	0.0141506	0.6157175	0.1889707	0.4350701	0.6900124	0.3548417	0.0202391	0.1682238	0.0455076	0.0885769	0.1010418	0.1794414	0.6683923	0.0805888	0.4123060	0.4368339	0.6608089	0.4605353	0.3732253	0.1017648	0.6530399	0.1348399	0.3628787	0.1099880	0.7651020	0.3036358	0.1609151	0.5719525	0.1118853	0.3002717	0.6604597	0.2091136	0.5591196	0.2610505	0.5136524	0.5223523	0.3833371	0.2199738	0.3324929	0.0706131	0.6226403	0.6157450	0.0601757	0.3568869	0.1034056	0.5576458	0.3495275	0.0701100	0.3063675	0.0188511	0.0033098	0.1419479	0.0596754	0.4590913	0.5838938	0.5770634	0.5671446	0.4627496	0.5454853	0.2592605	0.4502687	0.6814331	0.1905316	0.3401623	0.3081554	0.2983400	0.3509720	0.4089482	0.0825598	0.4686383	0.2394101	0.4457448	0.0772925	0.1546774	0.2327104	0.3898314	0.2614373	0.3595398	0.4468863	0.1239556	0.2913367	0.5627882	0.5494565	0.4511919	0.7014759	0.4215007	0.6102578	0.3093935
0.0009615	0.4969516	0.0009389	0.5861171	0.4550217	0.0270200	0.0133654	0.3870938	0.5994682	0.0026184	0.2885278	0.5280415	0.0005526	0.5864783	0.0274338	0.3633805	0.6499937	0.3272555	0.3539508	0.6508482	0.0075571	0.0533000	0.3107992	0.1751778	0.5378257	0.0084810	0.5032661	0.4467137	0.6119183	0.3907180	0.4155534	0.0283143	0.5835915	0.0166983	0.4834176	0.3769497	0.2496940	0.5626552	0.3001467	0.3602465	0.0016065	0.0777983	0.3886576	0.2889044	0.4090558	0.5163342	0.5408360	0.5423828	0.1943550	0.2111270	0.2964161	0.0036679	0.7472305	0.6228794	0.5143447	0.1296579	0.0407131	0.2548676	0.1343548	0.5259243	0.3604201	0.3046342	0.0195290	0.0315767	0.2328544	0.4449537	0.4450984	0.4657971	0.6712090	0.4656069	0.4677089	0.0011501	0.2483660	0.0209547	0.2541466	0.5140785	0.2686326	0.4756948	0.7624005	0.5109674	0.2250308	0.2691132	0.1033159	0.4104696	0.3867839	0.2064216	0.6562310	0.6453522	0.2593013	0.2908244	0.7001293	0.2395015	0.0410793	0.7231719	0.4239068	0.7184748	0.3900319	0.0045331	0.2013906	0.2117856
0.0981972	0.3406725	0.1130100	0.3087564	0.1354387	0.0365063	0.0090346	0.4097269	0.5720747	0.0996505	0.2020142	0.4959436	0.0265966	0.5684164	0.1882245	0.5590179	0.4616283	0.4589174	0.3071765	0.5405457	0.2204623	0.0667446	0.1016795	0.2975523	0.6136635	0.2002180	0.3015981	0.4903656	0.5667941	0.4787441	0.4075833	0.2743692	0.6066739	0.0354135	0.6149741	0.1778175	0.6180980	0.2146135	0.0945033	0.5265736	0.0043195	0.1138302	0.3136461	0.2274088	0.3167578	0.2184822	0.2345823	0.5957175	0.3577375	0.0608537	0.5085228	0.0100066	0.4121170	0.7169057	0.5394071	0.1261064	0.0296201	0.5396700	0.4122610	0.6339819	0.3466519	0.5102392	0.0171973	0.2342551	0.0180581	0.3911325	0.7042435	0.6511660	0.6072873	0.1306609	0.1851486	0.0256182	0.3918655	0.0143509	0.5468159	0.4770938	0.1951294	0.1102593	0.3752288	0.4733490	0.0559939	0.3486824	0.4757279	0.4393975	0.3713695	0.1970682	0.1159267	0.4022815	0.5450504	0.0613824	0.4128130	0.1217947	0.0110577	0.6419701	0.4064442	0.2054755	0.5716124	0.0010769	0.2724726	0.4590724
0.0169232	0.3743603	0.0044518	0.2041973	0.1848793	0.3922649	0.0040201	0.2338054	0.6007797	0.0252799	0.3032202	0.3917804	0.0755074	0.4523234	0.1456615	0.4696980	0.5525118	0.2467915	0.4387740	0.1804632	0.2050570	0.1748989	0.0852354	0.3306807	0.4058635	0.2141985	0.4582438	0.4443488	0.7035433	0.6102140	0.5332300	0.2304098	0.5334956	0.0002267	0.5652791	0.0683405	0.5338460	0.3176586	0.1579701	0.6091529	0.3382808	0.1450259	0.3207060	0.4332462	0.5100145	0.4381687	0.2117709	0.3707997	0.1252017	0.2625282	0.3349347	0.0007893	0.5714740	0.7217239	0.3580388	0.3120142	0.1312689	0.5282063	0.0347884	0.5408773	0.2903980	0.1868016	0.0611188	0.4949434	0.1845667	0.4383599	0.6231848	0.3952422	0.6736858	0.5530835	0.3596666	0.0069396	0.0232848	0.1796690	0.3183706	0.3407241	0.2757782	0.0429975	0.3565166	0.1747494	0.1314072	0.6386465	0.5240710	0.4406828	0.1993450	0.2300827	0.5656806	0.6184147	0.5056927	0.0785753	0.4493961	0.1596648	0.1357803	0.6593627	0.5807255	0.2125077	0.5134706	0.0065002	0.4634399	0.4929367
