Time	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G66A	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
500	0.2726233	0.5530312	0.0262438	0.1445717	0.3635803	0.0408400	0.1482735	0.3340076	0.1160229	0.4409179	0.7706028	0.0531783	0.1028241	0.1660409	0.6227690	0.5353461	0.0474482	0.3026664	0.2652912	0.0032863	0.3166457	0.0930479	0.1373049	0.6178467	0.7763511	0.2611862	0.6498801	0.6249319	0.2232688	0.0137478	0.1564213	0.0319400	0.7631534	0.0414543	0.1577141	0.3640396	0.1658781	0.5064343	0.1644083	0.3658940	0.0012648	0.0450780	0.6272467	0.3529204	0.3322955	0.2089807	0.0144449	0.1151766	0.0193544	0.5203927	0.6197906	0.3523791	0.5615919	0.6520497	0.5159631	0.3303044	0.0193574	0.4219794	0.6918109	0.1046611	0.1916152	0.2456714	0.0001395	0.0003353	0.4769318	0.1783584	0.5847564	0.4132050	0.0178688	0.5411827	0.6833154	0.1300941	0.2921242	0.5870926	0.0586164	0.2513703	0.4921305	0.2873316	0.4827217	0.3822587	0.2516379	0.2717655	0.0110536	0.3011903	0.5346025	0.1283136	0.6751809	0.4593134	0.3576819	0.4813241	0.2450299	0.3165590	0.5205642	0.7422175	0.0000983	0.1919366	0.5253544	0.2839379	0.5287849	0.0001025
550	0.2735415	0.4365585	0.0574280	0.1567392	0.3133059	0.0334195	0.1861349	0.3584343	0.5100562	0.5161573	0.3952902	0.0798386	0.0618355	0.1788796	0.3753409	0.3685291	0.2208815	0.3276368	0.0927080	0.0070450	0.3347977	0.0830343	0.1275137	0.6620028	0.4504649	0.3864835	0.5983435	0.7301644	0.2903671	0.0286620	0.1780596	0.0464302	0.5961189	0.0430195	0.1752651	0.3720349	0.1029435	0.5331166	0.1669797	0.3862032	0.1904729	0.0364356	0.5972871	0.3503423	0.3652341	0.0598059	0.0243728	0.0711781	0.1475726	0.4310231	0.8063755	0.3345305	0.3964673	0.5724451	0.5088243	0.4560384	0.0268376	0.3166140	0.5688775	0.1424933	0.2403495	0.3338813	0.0559804	0.0021739	0.2326959	0.3881737	0.7949340	0.3866539	0.2266089	0.5169744	0.7083847	0.1630423	0.1772365	0.4600270	0.0078518	0.1566186	0.4138849	0.0598896	0.4629394	0.4126438	0.3740206	0.2180526	0.0455634	0.4138399	0.4751576	0.1289557	0.6101459	0.6495828	0.4565211	0.5602500	0.3339652	0.3393265	0.5880257	0.6587944	0.0000149	0.1381902	0.3675058	0.2759181	0.5587462	0.0003253
600	0.2494724	0.3178587	0.1809183	0.2544244	0.3891855	0.0290219	0.1729008	0.3711303	0.4300551	0.4878192	0.3339884	0.1064963	0.0801485	0.2198360	0.1736657	0.2067539	0.2456991	0.5701534	0.0407601	0.0075933	0.3802152	0.1248388	0.1442546	0.6831117	0.5034019	0.2652284	0.6140018	0.5979917	0.2659759	0.0206103	0.1621835	0.0506431	0.6935024	0.0242121	0.1586054	0.3740420	0.0573899	0.4114217	0.2491490	0.3605704	0.2851310	0.0537797	0.6737305	0.2697211	0.4116760	0.1018303	0.0131579	0.0953672	0.2943899	0.3641968	0.6703579	0.3051304	0.4266954	0.4042214	0.6141699	0.6420681	0.1245850	0.2602658	0.5982393	0.0934409	0.3068737	0.4301108	0.0501651	0.0000617	0.0436885	0.5855834	0.6907788	0.5406695	0.3020515	0.5598200	0.5699340	0.2253487	0.1123707	0.4601707	0.0029986	0.1955425	0.4200474	0.0208339	0.5768357	0.3188139	0.4307598	0.3706963	0.0421043	0.5048865	0.3666594	0.0938546	0.6995961	0.7498016	0.3380786	0.5932000	0.3671738	0.5140209	0.4929947	0.6371303	0.0000206	0.1710002	0.4689835	0.3415276	0.5446061	0.0000000
650	0.2429157	0.1912362	0.3489537	0.2843374	0.4234074	0.0091260	0.1469298	0.3860988	0.3979465	0.5424240	0.4022647	0.1853055	0.0625106	0.3010892	0.1487188	0.1130807	0.3941305	0.6770040	0.0458297	0.0000931	0.3920625	0.1530641	0.1845099	0.5641359	0.4131793	0.3477993	0.5519159	0.7158832	0.2418703	0.0424680	0.1641222	0.0364096	0.6932722	0.0233743	0.1409403	0.3966475	0.0399316	0.5146604	0.2939270	0.4839531	0.4815141	0.0728598	0.6753590	0.2519458	0.3694627	0.0715439	0.0143065	0.2621824	0.2904744	0.4277759	0.7378868	0.2285861	0.4515364	0.4782423	0.5078132	0.5484594	0.1262256	0.2585361	0.7996119	0.1755762	0.3489601	0.3131316	0.0559186	0.0015346	0.0612821	0.6093704	0.5947634	0.6252476	0.2751022	0.5074776	0.5465314	0.4469493	0.0955202	0.3485140	0.0002543	0.1987323	0.5347862	0.0480286	0.5376409	0.4225515	0.3742306	0.3445026	0.0348443	0.6044876	0.4931028	0.2050521	0.5943398	0.5564731	0.4052546	0.5720698	0.4177951	0.5454356	0.3671990	0.6695473	0.0003223	0.1274818	0.4279618	0.3115637	0.6315741	0.0002902
700	0.2713746	0.0919689	0.4837188	0.3109301	0.4140215	0.0000000	0.1487353	0.4101346	0.2209458	0.5192498	0.3870505	0.3410354	0.0688364	0.2716765	0.0497175	0.1206490	0.3999562	0.6291184	0.0441490	0.0019908	0.4799798	0.2006520	0.1814758	0.6288400	0.4035148	0.2901874	0.4840120	0.6491876	0.4543735	0.0133793	0.1589674	0.0180844	0.5454553	0.0121192	0.1035270	0.2483955	0.0145244	0.5263113	0.3375780	0.3497474	0.3651745	0.0545077	0.5362563	0.2887829	0.3971886	0.0899259	0.0366694	0.3718534	0.2921158	0.4091522	0.6155391	0.1438567	0.5228319	0.5429607	0.5169697	0.5367624	0.1360258	0.1891546	0.7888205	0.1078085	0.3146300	0.2256302	0.0586862	0.0002500	0.0654806	0.6870731	0.4662943	0.5581587	0.2339788	0.5758503	0.5961571	0.4529489	0.0943643	0.4474179	0.0043135	0.0667806	0.3942340	0.0478182	0.5846679	0.3953159	0.3938218	0.3160719	0.0433433	0.5100371	0.5427749	0.1526968	0.5851861	0.7058804	0.4695534	0.6128653	0.5274254	0.4835421	0.3182785	0.5357593	0.0000117	0.1963849	0.2853627	0.3200145	0.6638286	0.0000015
750	0.2634720	0.0856710	0.4605273	0.4380081	0.3804533	0.0220755	0.1806356	0.4680176	0.1214793	0.6513007	0.3230642	0.4396784	0.0720022	0.2420291	0.0214295	0.1010193	0.3930849	0.6166895	0.0155394	0.0160835	0.4335691	0.2032312	0.1795497	0.5851023	0.5097356	0.1807925	0.3533118	0.6144971	0.5258057	0.0163197	0.1244992	0.0689919	0.4496833	0.0409099	0.1038171	0.2325844	0.0103896	0.4292356	0.3674011	0.2631085	0.2295002	0.0632333	0.5432240	0.2646816	0.3706676	0.0554758	0.0802639	0.3733225	0.2770167	0.2519395	0.6711581	0.0723595	0.4646571	0.6050741	0.5088870	0.5295702	0.2584119	0.2035878	0.6918344	0.1720628	0.4084864	0.1878800	0.0287605	0.0010888	0.1508687	0.5797067	0.5007010	0.5616300	0.2348352	0.4745829	0.6543497	0.4350698	0.1187259	0.5502760	0.0009313	0.0673873	0.3732694	0.0306479	0.6539822	0.3558276	0.2830098	0.3070671	0.0354210	0.3630292	0.6777181	0.1451186	0.5528418	0.7166584	0.4691497	0.4659165	0.5499313	0.5863468	0.2592817	0.5658611	0.0000553	0.1909945	0.2460392	0.3187368	0.6042115	0.0003479
800	0.2000242	0.0706944	0.5394133	0.4709220	0.3743140	0.0127665	0.1515048	0.5292664	0.0648908	0.5481990	0.1792805	0.5426645	0.1140125	0.3532330	0.0212899	0.1193890	0.5379442	0.5880192	0.0604941	0.0097986	0.3405433	0.2319895	0.2692775	0.6530582	0.3353852	0.1965180	0.3230210	0.5057474	0.4222773	0.0159641	0.1792147	0.0401990	0.3938777	0.0114600	0.0855348	0.2729825	0.0159046	0.4263761	0.2980481	0.2458108	0.1512001	0.0525877	0.5289891	0.2631932	0.4419880	0.0657188	0.1032469	0.3774396	0.3049675	0.2326456	0.6265346	0.0910826	0.5158366	0.5068738	0.4603099	0.5281037	0.2235537	0.1277367	0.7243196	0.2150834	0.4301887	0.1111046	0.0525843	0.0076950	0.0748659	0.6627627	0.4037658	0.5391622	0.1700312	0.4500849	0.7322723	0.4167396	0.1774037	0.2730195	0.0002708	0.0689947	0.3827612	0.0095620	0.6033748	0.3505316	0.2289222	0.3391464	0.0386528	0.5171422	0.6081978	0.1024059	0.6949346	0.7361194	0.4373343	0.5138713	0.7043564	0.5765059	0.2223145	0.6511351	0.0005063	0.1357041	0.2537936	0.3692086	0.5330325	0.0003191
850	0.2367118	0.0331356	0.5115180	0.5217098	0.2826325	0.0209507	0.1473277	0.4240224	0.0447066	0.6702786	0.0897009	0.5861835	0.1325992	0.4982197	0.0201398	0.0858774	0.4583616	0.7323222	0.0488752	0.0100713	0.3722050	0.2166122	0.2161823	0.6404757	0.3820095	0.1032140	0.3487517	0.5110224	0.5700176	0.0743137	0.1882382	0.0318022	0.3023886	0.0112713	0.0798806	0.2081035	0.0082276	0.4448294	0.3129169	0.2508889	0.1036707	0.0601259	0.6227342	0.1764201	0.3607409	0.0908550	0.1276910	0.4534608	0.2755398	0.2373311	0.6371032	0.0612923	0.5595394	0.6037125	0.5837382	0.5195503	0.2744099	0.1820060	0.6152167	0.1473970	0.5395704	0.1218321	0.0834932	0.0072185	0.1210181	0.6523666	0.2201874	0.5219518	0.2209834	0.4904139	0.5655383	0.4680347	0.2290655	0.4185749	0.0006220	0.1584889	0.4516218	0.0121017	0.5769899	0.4278028	0.2138889	0.3803872	0.0458620	0.4494986	0.6386880	0.1536766	0.6818313	0.7333758	0.4083384	0.3431835	0.5155776	0.4442416	0.3385281	0.5436508	0.0001869	0.1579139	0.1528452	0.2512654	0.5102117	0.0022055
900	0.2195367	0.0507928	0.5852221	0.5754946	0.3192636	0.0104051	0.1609889	0.4225733	0.0390253	0.6222697	0.0505972	0.6443826	0.2165371	0.5057852	0.0079130	0.1844983	0.5458372	0.5665472	0.0503598	0.0037395	0.3727198	0.2584297	0.2555285	0.7279599	0.3685710	0.1083400	0.3993162	0.4596705	0.4724527	0.1395699	0.2028192	0.0368711	0.4333615	0.0481424	0.1209383	0.1494866	0.0115165	0.4428955	0.3230288	0.2280187	0.2619019	0.0918689	0.4536217	0.2009576	0.3882379	0.0810119	0.1231623	0.5737516	0.2285004	0.1570685	0.5572932	0.0930077	0.4244237	0.5210172	0.5929383	0.5550762	0.2420481	0.1098439	0.7441570	0.1790155	0.4479769	0.0927035	0.1100724	0.0016989	0.0871010	0.5739546	0.3171489	0.4547734	0.2454459	0.4432876	0.5058570	0.4544986	0.2158802	0.4627300	0.0014741	0.1047410	0.4710888	0.0115076	0.5474357	0.3736157	0.2006481	0.4168381	0.0244186	0.3617618	0.7487445	0.2893929	0.7390258	0.7142061	0.4425081	0.3665056	0.4951546	0.5000563	0.2448308	0.5215318	0.0005058	0.1466677	0.1926061	0.3461718	0.3690539	0.0000004
950	0.2542720	0.0557369	0.4887862	0.6500272	0.3775435	0.0090272	0.2059721	0.4546580	0.0535388	0.7056328	0.0602173	0.6583952	0.1966413	0.4099500	0.0084221	0.2121691	0.4709291	0.6215073	0.0385124	0.0029962	0.3825022	0.2371600	0.2028554	0.5817070	0.3286718	0.0899637	0.4067319	0.3942924	0.5513328	0.1039369	0.1921448	0.0288765	0.3464477	0.0440331	0.0602863	0.1210184	0.0101270	0.5142513	0.2926156	0.2922683	0.0704785	0.1355811	0.3772274	0.0923028	0.3655960	0.1046454	0.1550615	0.4644245	0.2609800	0.1981916	0.6306270	0.0834751	0.5530677	0.6182691	0.4315930	0.6278187	0.2750854	0.1498319	0.8085838	0.1200230	0.3551884	0.1223846	0.1010066	0.0032166	0.1050243	0.6067294	0.2956176	0.4166056	0.2186341	0.4553971	0.5967268	0.5150380	0.2283086	0.4144988	0.0045111	0.0997959	0.4903673	0.0175606	0.5864938	0.4126887	0.2109152	0.3677440	0.0121388	0.5909527	0.7309142	0.2643603	0.5713306	0.7673984	0.3538912	0.4513692	0.6422501	0.6530805	0.3026530	0.5279908	0.0015077	0.1518740	0.2000694	0.3362513	0.4299788	0.0009045
1000	0.2973728	0.0907223	0.4286695	0.5459074	0.3745709	0.0155213	0.1054140	0.4010572	0.0404489	0.5591252	0.0820540	0.6835264	0.2568727	0.3852592	0.0128300	0.2058020	0.4073194	0.6702121	0.0404056	0.0029616	0.3589281	0.2732908	0.1894932	0.5763235	0.2873698	0.0798441	0.3991293	0.3945306	0.5694074	0.0967803	0.2244946	0.0268212	0.2303310	0.0387234	0.0628419	0.1143256	0.0488567	0.4400549	0.3836732	0.3073252	0.0429952	0.1337327	0.3014486	0.1181106	0.3462434	0.0538863	0.1506786	0.4793481	0.3676033	0.2396153	0.6284464	0.1300042	0.6117511	0.6214419	0.4360775	0.6284502	0.2285614	0.0973609	0.7395432	0.0860476	0.4589312	0.0699485	0.1061889	0.0032650	0.0813375	0.5241332	0.2486226	0.3836984	0.3009838	0.5825126	0.6074653	0.4611358	0.2215684	0.3260178	0.0032980	0.0696837	0.3897557	0.0205078	0.6289904	0.3847922	0.1951457	0.2873510	0.0008236	0.4838430	0.6727495	0.2957309	0.6710292	0.7897112	0.4076313	0.4757833	0.6092966	0.5450026	0.3188315	0.5657271	0.0001856	0.1599624	0.1307011	0.2985951	0.3022155	0.0004849
0	0.3435636	0.0622767	0.6395435	0.5819433	0.3699246	0.0041300	0.1137460	0.4666720	0.0294455	0.7578728	0.1473728	0.8696513	0.3309492	0.4725506	0.0443804	0.1968537	0.4965716	0.5391747	0.0428230	0.0012478	0.3013308	0.2274522	0.2205372	0.4025524	0.2523387	0.1421094	0.3235671	0.3786535	0.5445004	0.1257818	0.1324411	0.0405695	0.2725595	0.0252327	0.0739384	0.1054865	0.0509730	0.3400869	0.3339690	0.1736478	0.0004929	0.3136557	0.1807080	0.0476395	0.3933076	0.0841085	0.2384631	0.4694150	0.4719681	0.1346757	0.5169953	0.1597337	0.5058374	0.3891780	0.2947227	0.5461752	0.2971363	0.1325455	0.8095590	0.0428571	0.3391078	0.0621758	0.1617311	0.0417574	0.1080205	0.4252434	0.1872952	0.4495284	0.1509765	0.3936049	0.5800134	0.4648533	0.2684824	0.3417944	0.0013936	0.0254744	0.3927877	0.0102242	0.7494047	0.4221814	0.1716486	0.4646614	0.0001699	0.4399553	0.8085621	0.4435867	0.7084228	0.6206625	0.3765475	0.3586960	0.6155802	0.6149241	0.2788874	0.7267842	0.0024043	0.1764947	0.0964587	0.2344114	0.1413486	0.0002530
