G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G77A	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
0.4999544	0.0288355	0.8939419	0.9970925	0.0387008	0.3260396	0.8209461	0.8542975	0.1256395	0.2015094	0.9862009	0.7960716	0.4980470	0.9997496	0.9669226	0.2579943	0.3219848	0.2347916	0.9238975	0.4694794	0.4621369	0.1088472	0.5902807	0.0544271	0.2406233	0.7621035	0.9900612	0.6223763	0.5999792	0.4919168	0.9993285	0.6337941	0.1485400	0.9001952	0.8370893	0.3082008	0.3207866	0.8776453	0.8144962	0.7087696	0.9951741	0.8792358	0.9131259	0.2270643	0.9553981	0.9848692	0.3070036	0.9999808	0.7941177	0.9878500	0.6641967	0.4552952	0.1293148	0.2487488	0.9999161	0.9993423	0.1226197	0.2370666	0.0002197	0.0123865	0.8769981	0.4015458	0.0061257	0.6175545	0.9999862	0.4060512	0.8107588	0.5473739	0.7934178	0.3143981	0.2072361	0.4552683	0.5886777	0.7243491	0.1552755	0.8774286	0.0163730	0.0921213	0.0003713	0.4754385	0.0977458	0.6645017	0.5996784	0.4200400	0.0677730	0.5514875	0.0454256	0.4694057	0.7897617	0.4801515	0.0142718	0.1369050	0.8570018	0.4953934	0.0847734	0.8979671	0.0351946	0.6175016	0.1959179	0.2265787
0.9999864	0.0144178	0.8940533	0.9943968	0.0498170	0.3684104	0.9512776	0.8543057	0.1256032	0.2014726	0.9862731	0.8191442	0.5086372	0.9997512	0.9669833	0.2577133	0.3174001	0.2347900	0.9222519	0.4693154	0.4621061	0.1088477	0.5902806	0.0532908	0.2388048	0.7621035	0.9900612	0.6223763	0.5999826	0.4919165	0.9993292	0.6337978	0.1485412	0.9001929	0.8370844	0.3081989	0.3207882	0.8776453	0.8144962	0.7087696	0.9951741	0.8795411	0.9131271	0.2270646	0.9553966	0.9848692	0.3070039	0.9999811	0.7976353	0.9878500	0.6577347	0.4540223	0.1292868	0.2502359	0.9999245	0.9993407	0.1226166	0.2371473	0.0012525	0.0121161	0.8769960	0.4015553	0.0061619	0.6209002	0.9999862	0.3997943	0.8562040	0.5392289	0.7912680	0.3182293	0.2072348	0.4562671	0.5885606	0.7243708	0.1553395	0.8774291	0.0163617	0.0921210	0.0003490	0.4754405	0.0977432	0.6645025	0.5997479	0.4200131	0.0677367	0.5514876	0.0459173	0.4692779	0.7900895	0.4801275	0.0136573	0.1369472	0.8595574	0.4954059	0.0847589	0.8978845	0.0351950	0.6175109	0.1958875	0.2266307
0.9999050	0.0292622	0.4468229	0.9946746	0.0488303	0.3647648	0.9396429	0.7809948	0.1256407	0.2015111	0.9861971	0.8172659	0.5077987	0.9985893	0.9670474	0.2577438	0.3177680	0.2521590	0.9223341	0.4693343	0.4582459	0.1145351	0.5897102	0.0533902	0.2390019	0.7621035	0.9900611	0.6223763	0.5999117	0.4917074	0.9993271	0.6334829	0.1484882	0.9003858	0.8377638	0.3086083	0.3207218	0.8776453	0.8144962	0.7087696	0.9951728	0.8806372	0.9172878	0.2271495	0.9553960	0.9849152	0.3067344	0.9999811	0.7975526	0.9878513	0.6087865	0.3913357	0.1270908	0.2034106	0.9999239	0.9993379	0.1195636	0.2116415	0.0000920	0.0103946	0.8813019	0.4011231	0.0935207	0.6144229	0.9999857	0.4005585	0.8537321	0.4680805	0.7914418	0.3169365	0.2072278	0.4788762	0.6371974	0.8382861	0.1545402	0.8790496	0.0163375	0.0839577	0.0010426	0.4934324	0.1128098	0.6647251	0.3446975	0.6093457	0.0679434	0.5514877	0.0510205	0.4692711	0.7908633	0.7701499	0.0137061	0.1352934	0.8586605	0.3269382	0.1501455	0.9042781	0.0352225	0.6302968	0.3116333	0.0719196
0.9999088	0.0288262	0.9376377	0.4971968	0.0498375	0.3684986	0.9515778	0.8564919	0.1256027	0.2014720	0.9862745	0.8191832	0.5086494	0.9997726	0.9669821	0.2577132	0.3173944	0.2343164	0.9222502	0.4693152	0.4621878	0.1087088	0.5902919	0.0532889	0.2388015	0.7621035	0.9900612	0.6223763	0.5999821	0.4919207	0.9993293	0.6338013	0.1485414	0.9001908	0.8370745	0.3081922	0.3207884	0.8776453	0.8144962	0.7087696	0.9951741	0.8795256	0.9130441	0.2270629	0.9553966	0.9848684	0.3070088	0.9999811	0.7976392	0.9878500	0.6621616	0.4584408	0.1293447	0.2530347	0.9999245	0.9993408	0.1227453	0.2385922	0.0002332	0.0121697	0.8766677	0.4015627	0.0261779	0.6210860	0.9999862	0.3236389	0.8562473	0.5441691	0.7912642	0.3182601	0.2072350	0.4558654	0.5825882	0.7198630	0.2201863	0.8774033	0.0243461	0.0928570	0.0003097	0.4750399	0.0965264	0.6644979	0.6259680	0.4099818	0.0677307	0.5514875	0.0419378	0.4447862	0.7656953	0.4733197	0.0136563	0.1370417	0.8595711	0.5048677	0.0792097	0.8977050	0.0351944	0.6169634	0.1836829	0.2463952
0.9999087	0.0288353	0.8938635	0.9990694	0.0249150	0.3684087	0.9512718	0.8542962	0.1256031	0.2014726	0.9862732	0.8191435	0.5086377	0.9997511	0.9669835	0.2577128	0.3174001	0.2347919	0.9222523	0.4693152	0.4621058	0.1088487	0.5902805	0.0532928	0.2388061	0.7621035	0.9900612	0.6223763	0.5999854	0.4919159	0.9993293	0.6338006	0.1485421	0.9001912	0.8370810	0.3081978	0.3207894	0.8776453	0.8144962	0.7087696	0.9951741	0.8795407	0.9131284	0.2270650	0.9553966	0.9848692	0.3070039	0.9999811	0.7976251	0.9878500	0.6577165	0.4540045	0.1292866	0.2502233	0.9999245	0.9993406	0.1226132	0.2371402	0.0002197	0.0121171	0.8769969	0.4015563	0.0060986	0.6208992	0.9999862	0.3998958	0.8562024	0.5392071	0.7912746	0.3182288	0.2072345	0.4562679	0.5885833	0.7243880	0.1551900	0.8774299	0.0163378	0.0921181	0.0003492	0.4754473	0.0977488	0.6645033	0.5996388	0.4200538	0.0677366	0.5514875	0.0459465	0.4694951	0.7902088	0.4801624	0.0136590	0.1369450	0.8595568	0.4953635	0.0847828	0.8978852	0.0351952	0.6175132	0.1959368	0.2265503
0.9999087	0.0288355	0.8938245	0.9998967	0.0107617	0.1841724	0.9510659	0.8542832	0.1257725	0.2016443	0.9859362	0.7091703	0.4484350	0.9997411	0.9666902	0.2590658	0.3404150	0.2347951	0.9317130	0.4701034	0.4622508	0.1088474	0.5902807	0.0599869	0.2490893	0.7621035	0.9900612	0.6223763	0.5999787	0.4919153	0.9993258	0.6337919	0.1485397	0.9001966	0.8370940	0.3082037	0.3207861	0.8776453	0.8144962	0.7087696	0.9951741	0.8777971	0.9131261	0.2270649	0.9554066	0.9848695	0.3070023	0.9999791	0.7763537	0.9878500	0.6937394	0.4627496	0.1294045	0.2427245	0.9998726	0.9993496	0.1226191	0.2366413	0.0002198	0.0140425	0.8770009	0.4015136	0.0060906	0.6038392	0.9999862	0.3954673	0.7914807	0.5793851	0.8044163	0.2987767	0.2070302	0.4505961	0.5890723	0.7242278	0.1553094	0.8774286	0.0164868	0.0921291	0.0004941	0.4754669	0.0977490	0.6645030	0.5996081	0.4200686	0.0679069	0.5514871	0.0434221	0.4695342	0.7876744	0.4801720	0.0176120	0.1367212	0.8408899	0.4954094	0.0847885	0.8983466	0.0351943	0.6174616	0.1959427	0.2265276
0.9999087	0.0288355	0.8938355	0.9996507	0.0171658	0.2254913	0.4755633	0.8542861	0.1257344	0.2016057	0.9860119	0.7344675	0.4645106	0.9997439	0.9667580	0.2587533	0.3348545	0.2347943	0.9291497	0.4699215	0.4622182	0.1088475	0.5902807	0.0581668	0.2463684	0.7621035	0.9900612	0.6223763	0.5999788	0.4919158	0.9993266	0.6337926	0.1485398	0.9001962	0.8370925	0.3082028	0.3207863	0.8776453	0.8144962	0.7087696	0.9951741	0.8782459	0.9131262	0.2270647	0.9554036	0.9848694	0.3070027	0.9999797	0.7821690	0.9878500	0.6843720	0.4600419	0.1293792	0.2445496	0.9998877	0.9993472	0.1226193	0.2367871	0.0002197	0.0134456	0.8770003	0.4015230	0.0060930	0.6082680	0.9999862	0.4317719	0.6605059	0.5698797	0.8007983	0.3035154	0.2073942	0.4520922	0.5889626	0.7242651	0.1552768	0.8774289	0.0164479	0.0921264	0.0004521	0.4754565	0.0977488	0.6645026	0.5996140	0.4200659	0.0678686	0.5514872	0.0440177	0.4695238	0.7883836	0.4801702	0.0165328	0.1367775	0.8474619	0.4953996	0.0847872	0.8982241	0.0351944	0.6174735	0.1959421	0.2265315
0.9999087	0.0288354	0.8940894	0.9960697	0.0434578	0.3446343	0.8771009	0.4304497	0.1256231	0.2014928	0.9862334	0.8064851	0.5029547	0.9997515	0.9678060	0.2578686	0.3199002	0.3810611	0.9231344	0.4694061	0.4195021	0.1681867	0.5807543	0.0538878	0.2397773	0.7621035	0.9900612	0.6223763	0.5999794	0.4919172	0.9993288	0.6337947	0.1485401	0.9001949	0.8370881	0.3082001	0.3207867	0.8776453	0.8144962	0.7087696	0.9951741	0.8878811	0.9441513	0.2270642	0.9553930	0.9848693	0.3070030	0.9999811	0.7974145	0.9878540	0.6547808	0.4322852	0.0977805	0.2481917	0.9999200	0.9993348	0.1226201	0.2371085	0.0001847	0.0047032	0.8766356	0.4018323	0.0072366	0.5881124	0.9999811	0.4031747	0.8337227	0.5388209	0.7923755	0.3147454	0.2072562	0.4540298	0.5886110	0.7390901	0.1459637	0.8893760	0.0163227	0.0920877	0.0003677	0.6019573	0.1021491	0.6645016	0.5997682	0.4200044	0.0677568	0.5514875	0.0456582	0.4693577	0.7991596	0.4014018	0.0139715	0.1369254	0.8526901	0.4955510	0.0847544	0.9485384	0.0347001	0.6175397	0.1959109	0.2266462
0.9999087	0.0288352	0.8940532	0.9943974	0.0498146	0.3684011	0.9512474	0.8541254	0.0628016	0.2014726	0.9862731	0.8191396	0.5086353	0.9997512	0.9669822	0.2577173	0.3174011	0.2347440	0.9222513	0.4693178	0.3811101	0.1088327	0.5902820	0.0532902	0.2388046	0.7621035	0.9900612	0.6223763	0.5999817	0.4919166	0.9999328	0.6337969	0.1485409	0.9001935	0.8370855	0.3081993	0.3207877	0.8776453	0.8144962	0.7087696	0.9951741	0.8795387	0.9131161	0.2270645	0.9553966	0.9848692	0.3070039	0.9999811	0.7976381	0.9878596	0.6577371	0.4540267	0.1292658	0.2502331	0.9999245	0.9993402	0.1226175	0.2371379	0.0002197	0.0121187	0.8771577	0.4117029	0.0061621	0.6209447	0.9999862	0.3997954	0.8561932	0.5392322	0.7912669	0.3182290	0.2072348	0.4562678	0.4427659	0.7571635	0.1361581	0.8774250	0.0177918	0.0921210	0.0003490	0.4753910	0.0977429	0.6645024	0.5998130	0.4200132	0.0317069	0.5514876	0.0411878	0.4692782	0.8043875	0.4801387	0.0136568	0.1369478	0.8595586	0.4954063	0.0847589	0.8781704	0.0351950	0.6236828	0.1958877	0.2266307
0.9999087	0.0288352	0.8940519	0.9943122	0.0501288	0.3695889	0.9550827	0.8821975	0.0503360	0.1007359	0.9862748	0.8197305	0.5088624	0.9997512	0.9669600	0.2577129	0.3172959	0.2287118	0.9222137	0.4693147	0.3725904	0.1069315	0.5904545	0.0532779	0.2387741	0.7621035	0.9900612	0.6223763	0.5999810	0.4919168	0.9999844	0.6337962	0.1485406	0.9001939	0.8370863	0.3081995	0.3207874	0.8776453	0.8144962	0.7087696	0.9951741	0.8792030	0.9117215	0.2270644	0.9553967	0.9848692	0.3070039	0.9999811	0.7976101	0.9878612	0.6578398	0.4545883	0.1300191	0.2503492	0.9999247	0.9993403	0.1226182	0.2371389	0.0002206	0.0128596	0.8771999	0.4128718	0.0061392	0.6233407	0.9999865	0.3996319	0.8572823	0.5392504	0.7912524	0.3183373	0.2072336	0.4563472	0.4824192	0.7619505	0.1337414	0.8769154	0.0179795	0.0925771	0.0003487	0.4691476	0.0977186	0.6645022	0.5998132	0.4200135	0.0304831	0.5514877	0.0447889	0.4692750	0.8058931	0.4809326	0.0136526	0.1369493	0.8598278	0.4668670	0.0847590	0.8722153	0.0352070	0.6244073	0.1958875	0.2266300
