G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G77A	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
0.0000000	0.0382926	0.8499259	0.9149596	0.0321623	0.2756144	0.7533914	0.8732101	0.0753371	0.1519352	1.0845278	0.8032748	0.4609922	1.0135039	0.9557726	0.3872190	0.3320437	0.2604182	0.9465985	0.4710750	0.4485378	0.1034477	0.5577517	0.1362435	0.2554491	0.7431162	1.0217399	0.6800430	0.6650135	0.4771674	0.9782168	0.5811244	0.1412012	0.9132567	0.8636740	0.3000557	0.2889879	0.9188413	0.7801304	0.6361745	1.0090923	0.9536772	0.9759616	0.2169726	0.9488805	1.0209742	0.2923502	0.9549143	0.7680068	0.9393952	0.6892706	0.4699802	0.2165522	0.2293838	1.0939887	0.9708110	0.1130188	0.2100184	0.0023847	0.0417233	0.8645055	0.3867884	0.0099793	0.5872391	1.0510139	0.3956061	0.7176219	0.5533005	0.8701299	0.4527287	0.2145647	0.4790792	0.5554536	0.7278419	0.1501849	0.8846586	0.0088704	0.0677579	0.0025644	0.4345442	0.0765148	0.6645093	0.5389459	0.4169645	0.0475747	0.6039957	0.0590936	0.4378858	0.8274126	0.4660527	0.0516568	0.1329837	0.8168176	0.4877565	0.0911092	0.9445086	0.0246795	0.6562134	0.2156695	0.2182456
0.9972504	0.0000000	0.8991145	0.9401581	0.0928373	0.4495981	0.9890957	0.8498455	0.1370823	0.1920243	1.0163903	0.8395707	0.5425462	1.0411850	0.9372580	0.2483584	0.3342643	0.2283524	0.9506119	0.4571521	0.4058135	0.1502149	0.5955959	0.0572119	0.2491455	0.8978682	1.0032104	0.6393795	0.6934628	0.5196322	0.9258878	0.7360771	0.2479594	0.7261170	0.6024759	0.3048013	0.4164725	1.0380240	0.8400189	0.7007534	0.9292006	0.9350076	0.8719798	0.2367063	0.9432741	0.9198521	0.3352693	0.9776354	0.7253845	0.9769610	0.7169046	0.5367941	0.0916190	0.3224601	1.0414353	1.0694195	0.0837238	0.2515361	0.0205495	0.0786242	0.8175218	0.3409541	0.0054052	0.5501927	1.0418544	0.3964057	0.8867730	0.4802845	0.8403854	0.3429339	0.2112220	0.4800802	0.5575754	0.7681796	0.1375258	0.9280433	0.0137500	0.0724027	0.0009279	0.5826749	0.0778903	0.6520307	0.5704355	0.4115509	0.0632825	0.5409162	0.0297490	0.4979374	0.8811568	0.4936888	0.0571365	0.1653443	0.8734991	0.4542117	0.0725220	0.9073726	0.0206608	0.6361144	0.2079790	0.2663630
0.9352826	0.1866420	0.0000000	0.8795633	0.0477653	0.3458043	0.9496106	0.6343787	0.1431394	0.2143296	0.9778643	0.7810815	0.4960097	0.9558195	0.9451417	0.3575985	0.3406758	0.3159789	0.9525196	0.5224928	0.4295801	0.1723773	0.5319123	0.0893533	0.3368810	0.8326141	1.1039623	0.6094789	0.7131425	0.5334125	1.0404219	0.5896185	0.1819500	0.9354127	0.8288490	0.2811592	0.3205283	0.9455136	0.8152611	0.6435389	0.9633590	0.8571177	0.9297259	0.2485500	0.9770063	0.9757231	0.3140974	1.0013381	0.6340357	0.9727295	0.6216602	0.2932359	0.1301453	0.0761006	1.1195897	0.9540639	0.0766823	0.1467092	0.0000109	0.5199060	0.8480534	0.4085698	0.1831652	0.5724556	0.9876389	0.4428223	0.7818226	0.4013740	0.9215208	0.1886266	0.1862202	0.4856857	0.8310189	0.9267799	0.1711077	0.7959015	0.0282255	0.0952226	0.0009572	0.4411982	0.1625212	0.6210294	0.3260799	1.0278288	0.1001488	0.5824826	0.0522419	0.3784946	0.8145008	1.0007781	0.0514577	0.1272713	0.8726240	0.1837269	0.1975822	0.9549466	0.0443629	0.5957080	0.3490147	0.0595385
1.0143513	0.0294078	1.0304513	0.0000000	0.0555988	0.3429487	0.9724435	0.9650983	0.2579371	0.1796653	0.9669991	0.7958219	0.4967998	1.0303357	0.9730256	0.2362912	0.3073888	0.2004067	0.9265812	0.4541550	0.4641210	0.0779329	0.6603278	0.0707460	0.2237854	0.7244623	0.9817480	0.5991275	0.5907064	0.4866861	1.0036608	0.6518263	0.1220239	0.9640213	0.9002140	0.3010432	0.2741661	0.8681159	0.7772367	0.7274359	0.9915797	0.8552379	0.9391859	0.2032561	0.8911907	0.9769685	0.3140774	0.9928902	0.7190859	0.9564467	0.6397256	0.4737752	0.1326292	0.2682824	0.9731760	0.9662822	0.1583256	0.2849641	0.0001857	0.0107250	0.8487453	0.3821768	0.2057976	0.5973145	1.0640980	0.1114344	0.7898496	0.5728139	0.8257444	0.3968699	0.1948004	0.5108599	0.6442699	0.7936521	0.3325102	0.8741829	0.2679420	0.0815284	0.0005148	0.3497715	0.0765980	0.6422261	0.6351880	0.3671757	0.1076750	0.5703139	0.0558594	0.4627105	0.6416670	0.5192441	0.0322467	0.1309427	0.9304661	0.5257360	0.0533500	0.9535810	0.0466781	0.6559662	0.1860456	0.2127064
1.0753551	0.0211224	0.8454717	0.9752353	0.0000000	0.3631524	0.9952036	0.8444081	0.1017218	0.2453560	1.0260821	0.8683873	0.4859547	1.0896503	0.9131049	0.3389217	0.3633352	0.2319943	0.8544388	0.4950211	0.4649384	0.1046292	0.6019222	0.0542700	0.2389886	0.7309885	0.9854243	0.6846425	0.7067673	0.4951293	1.0537016	0.6362446	0.1761712	0.8729251	0.7381486	0.2575425	0.3417755	0.9287924	0.8021956	0.4918005	1.0587762	0.9160189	0.9746979	0.1958996	1.0033200	0.9922773	0.4174401	1.0032568	0.7565812	1.0408665	0.7277412	0.3883989	0.1127230	0.3018067	1.0073835	0.9788149	0.1439265	0.3052246	0.0001498	0.0097919	0.9899254	0.3259779	0.0048381	0.6087852	1.0179128	0.3916556	0.8782990	0.4587844	0.7485396	0.3085991	0.1916607	0.5113761	0.5844920	0.7365120	0.1413441	0.8213842	0.0132323	0.0519358	0.0001026	0.5219172	0.1328341	0.6735896	0.5835098	0.3789484	0.0847253	0.5082962	0.0207292	0.4378525	0.8201394	0.4435468	0.0212690	0.1341528	0.9582476	0.4900818	0.0686870	0.8276867	0.0194418	0.6342992	0.1412344	0.2633057
1.0862051	0.0281039	0.8801734	1.0604756	0.0002571	0.0000000	1.0328321	0.9082575	0.1963776	0.2374471	0.9360123	0.6695585	0.4246975	0.9925779	0.9846850	0.3457336	0.4019996	0.2884135	0.9037814	0.4482232	0.5973998	0.1124994	0.6467778	0.0457533	0.2934458	0.7533970	1.0025840	0.6503578	0.5637350	0.4834793	1.0598445	0.6584098	0.1659528	0.9148200	0.8950200	0.3013295	0.3415076	0.8961101	0.8849811	0.7194356	1.0696372	0.9356978	0.9704417	0.2085087	0.9958966	0.9624891	0.3671545	1.0209277	0.8719878	0.9300000	0.7104653	0.5569918	0.1282471	0.2639013	1.0975020	0.9608611	0.1546372	0.3040224	0.0011972	0.0431705	0.8711581	0.4159810	0.0044538	0.6020246	0.9607733	0.3877349	0.7490599	0.6405832	0.8038447	0.2344708	0.2290292	0.4903616	0.7815249	0.6832481	0.1642024	0.8662029	0.0182460	0.0832963	0.0008114	0.4077087	0.0949133	0.5726818	0.6761353	0.4165974	0.1441943	0.5321467	0.0909082	0.4876028	0.7116342	0.4514656	0.0117768	0.1299209	0.6556177	0.5298714	0.0631121	0.8968131	0.0324113	0.5652366	0.2266016	0.1815339
1.1115066	0.0486874	0.9503251	0.4492343	0.4734914	0.2321755	0.0000000	0.8225160	0.0891351	0.2154391	0.9830650	0.8073635	0.4195691	1.0064475	0.9003594	0.2232370	0.3575083	0.2380021	1.0330438	0.4523380	0.4941800	0.1005323	0.6058265	0.0815259	0.3275850	0.8139115	1.0274893	0.6457540	0.6943781	0.5046446	1.0193726	0.6149778	0.1408215	0.9199541	0.9258862	0.3620138	0.2964264	0.9203904	0.8592072	0.6485364	1.0336170	0.8497855	0.8566771	0.2103514	0.9850163	0.9555910	0.3494409	0.9636633	0.7708777	1.0725449	0.5808023	0.4361114	0.0717232	0.2260607	0.9795412	0.9768710	0.0936186	0.2305224	0.0007525	0.0409503	0.8831830	0.4172461	0.0630515	0.6498225	1.0634442	0.3529761	0.5820512	0.5806983	0.8265630	0.2095203	0.2026160	0.3912413	0.5712266	0.6984869	0.2431014	0.9405519	0.0118072	0.0845716	0.0003153	0.4942273	0.1004153	0.6896396	0.6311489	0.3867747	0.0510017	0.5564198	0.0422224	0.4706240	0.8639831	0.4877908	0.3394379	0.1083662	0.8400121	0.5365506	0.0505076	0.9223118	0.0261585	0.7317058	0.1714114	0.3054195
0.9627716	0.0246117	0.9620187	0.9974532	0.0483550	0.3782203	0.9170976	0.0000000	0.1881830	0.2457758	0.9458699	0.7759914	0.5084080	0.9489347	0.9047181	0.2814013	0.2751023	0.6720062	0.9701433	0.4989407	0.3145785	0.3274668	0.5454311	0.0707058	0.2343538	0.7316074	1.0795655	0.6579108	0.5869062	0.4802505	0.9609401	0.6821757	0.1463181	0.8620183	0.6511202	0.3159778	0.3292737	0.9226872	0.8652508	0.5571148	1.0363524	0.9137729	0.9715161	0.2317999	0.9112616	1.0823650	0.2767023	0.9566817	0.7132603	1.0182534	0.8172741	0.3748253	0.0084816	0.2854134	1.0811788	1.0268419	0.1225682	0.2255115	0.0032551	0.0201496	0.8490861	0.3269580	0.1674337	0.5561575	1.1043195	0.4334371	0.8846493	0.5262545	0.8116600	0.2576837	0.2652285	0.4875745	0.7463767	0.7252235	0.1285499	0.9296896	0.0195266	0.1259619	0.0044924	0.7488229	0.1501920	0.7185408	0.6712290	0.4125598	0.1342353	0.4970537	0.0639374	0.4963635	0.7935632	0.0244398	0.0348404	0.1343682	0.9092722	0.5149050	0.0763928	1.0110304	0.0450729	0.6409457	0.1356926	0.2607922
1.0013619	0.0246498	0.9537623	1.0058087	0.0374874	0.3795564	0.9809548	0.8226654	0.0000000	0.2375721	1.0166030	0.8376419	0.4988687	1.0513977	1.0168202	0.2432352	0.3531671	0.2369080	0.8597571	0.4189042	0.3354561	0.1117464	0.5992629	0.0856144	0.2679367	0.8843546	1.0255617	0.6267124	0.6180318	0.5033121	1.0072031	0.6212015	0.1488796	0.9483921	0.8443227	0.2696671	0.3387149	0.8556389	0.9065488	0.8320451	1.0984654	0.9293568	0.8805688	0.1764562	1.0441358	0.9523104	0.3156416	0.9600526	0.7433670	0.9961452	0.7228353	0.5375637	0.1675751	0.2561033	0.9890640	1.0030601	0.1171464	0.2495534	0.0005371	0.0196726	0.9357176	0.4735437	0.0096036	0.6218780	1.0257117	0.3602902	0.9425259	0.5160382	0.9157884	0.3862950	0.2136861	0.4053735	0.4068316	0.7370488	0.1470496	0.9117277	0.0134578	0.0945369	0.0010827	0.4451668	0.0761758	0.6723681	0.5544052	0.4357179	0.0214555	0.4867962	0.0250885	0.4780281	0.8382934	0.5337843	0.0422452	0.1179849	0.9063528	0.4799638	0.0944768	0.9074916	0.0540791	0.6325138	0.2126161	0.1737825
0.9858085	0.0294389	0.9049788	1.0458361	0.0332864	0.3957464	1.0666552	0.9406754	0.0291708	0.0000000	1.0836077	0.8744607	0.5136621	1.0582802	1.0764538	0.1486622	0.3061203	0.2036281	0.9731557	0.4514230	0.3674148	0.0941201	0.6186818	0.0191541	0.2295770	0.8123301	1.0272276	0.6746353	0.4324549	0.4658161	1.0567912	0.5546421	0.1340042	0.9839721	0.9847559	0.4513633	0.2443873	0.8545368	0.7578090	0.8101585	0.9968324	0.9093932	0.9011182	0.2198487	0.8909525	1.0759405	0.3386487	0.9680597	0.9032942	1.0118105	0.5662924	0.3639689	0.1445957	0.2420676	0.9180583	1.0598071	0.2147230	0.2623065	0.0008849	0.0041714	0.9551604	0.4172086	0.0042819	0.6775885	1.0182638	0.3777358	0.8530668	0.5332256	0.8267474	0.3378283	0.1859449	0.4533261	0.5478972	0.8281796	0.1262332	0.8921854	0.0132060	0.8173747	0.0019802	0.4150161	0.1021103	0.6370589	0.5712243	0.4457481	0.0237667	0.6051688	0.0984124	0.4988903	0.8143025	0.4494499	0.0030910	0.2207662	0.8664773	0.4210765	0.0752610	0.8675851	0.0324666	0.6059413	0.1922510	0.2553587
0.9218134	0.0318486	0.9878785	0.9381527	0.0418706	0.4277749	1.0791440	0.8956852	0.8118632	1.0365782	0.0000000	0.7697179	0.4469224	0.9695873	0.9111815	0.2880786	0.3456951	0.2811247	0.9749067	0.4791619	0.3843098	0.0938096	0.5790330	0.0444823	0.2938554	0.7998355	1.0185957	0.6674911	0.6213191	0.4765501	0.7742102	0.5553047	0.1354694	0.8774447	0.9168053	0.3149070	0.3035340	0.9264714	0.8338477	0.7317434	1.0374670	0.8763475	0.9280908	0.2452457	0.9848881	0.9876904	0.3395303	1.0499857	0.9396871	0.9686660	0.7030301	0.4395818	0.0074724	0.1493275	0.9781799	1.0233480	0.1135875	0.2496297	0.0005928	0.0184722	0.8569398	0.2929256	0.0111713	0.6200290	0.9890904	0.3847613	0.8482620	0.6195557	0.7815113	0.1473979	0.1941102	0.4642396	0.4848071	0.5105474	0.1568038	0.9120440	0.0098968	0.1032575	0.0000628	0.4819176	0.1081962	0.7125543	0.3885916	0.3975571	0.2023157	0.5900089	0.0404241	0.4344947	0.7895706	0.5117758	0.0121490	0.1834764	0.9729036	0.6909357	0.0841969	0.7962157	0.0352642	0.4770878	0.6596921	0.2090971
0.9746822	0.0392554	0.7983756	0.9623046	0.0426312	0.3963546	0.9841788	0.9039390	0.1224755	0.2163345	0.9960499	0.0000000	0.1565386	1.1281668	0.9364090	0.3116231	0.6375883	0.2102863	1.1129033	0.4624406	0.4550792	0.0859645	0.6540735	0.0916490	0.2894705	0.7222989	0.9773691	0.6369835	0.5744252	0.4851853	1.0703267	0.6592953	0.1212709	0.8620644	0.8142672	0.3056859	0.2803595	0.8907984	0.8772219	0.7009569	1.0035830	0.8696230	0.9935174	0.2916872	0.9661917	0.9596874	0.2825563	1.0527551	0.6672494	0.9956876	0.8310551	0.6610850	0.1451279	0.2043802	0.8978708	1.1138259	0.1544596	0.2788829	0.0031977	0.0247273	0.8189038	0.5232106	0.0060162	0.6185718	0.9535168	0.3698107	0.7897170	0.7161659	0.8624086	0.2022210	0.2350561	0.5299887	0.5881614	0.7250683	0.1572228	0.8670893	0.0151978	0.1060345	0.0037767	0.5272681	0.1038779	0.6131185	0.6946733	0.4189575	0.0720845	0.6127686	0.0352636	0.4737039	0.8826468	0.5039012	0.0390561	0.1462590	0.8974828	0.4605992	0.0864597	0.8494987	0.0650939	0.6161607	0.1965239	0.2402161
