G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G71A	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
0.4983919	0.2314360	0.7807304	0.5195436	0.1028367	0.6417739	0.7130904	0.7117076	0.8208599	0.2831822	0.8422231	0.6579369	0.6029807	0.2923464	0.0679319	0.0975688	0.9606185	0.0396394	0.3251692	0.2560860	0.2791348	0.6063939	0.3019870	0.3068579	0.0297250	0.9273388	0.2230473	0.1996161	0.8421781	0.6054645	0.0432222	0.1665372	0.1454645	0.1806590	0.9001007	0.1120597	0.7183169	0.9227404	0.1212385	0.3127778	0.0103699	0.9409435	0.0638007	0.5167766	0.3548133	0.9999444	0.1135447	0.7689258	0.1265408	1.0000000	0.5798631	0.9720602	0.8946246	0.8705702	0.3308581	0.4161153	0.9928131	0.5505453	0.7890330	0.8322872	0.6570566	0.0186117	0.1244219	0.9454791	0.5066305	0.0303654	0.4890287	0.6928991	0.1970331	0.0745421	0.0047676	0.9284362	0.9952466	0.3626558	0.7397935	0.0226183	0.8756606	0.1878634	0.8786921	0.5998800	0.3564479	0.5330743	0.9588279	0.3556439	0.0071624	0.9999340	1.0000000	0.9194300	0.9935726	0.6606416	0.9609443	0.0434173	0.6801694	0.1567723	0.5715391	0.4308904	0.3777631	0.9967462	0.8854506	0.2538104
0.9998025	0.1157261	0.7807304	0.5194010	0.1028367	0.6417677	0.7130645	0.7117715	0.8208539	0.2831883	0.8422178	0.6579173	0.6029682	0.2923487	0.0679319	0.0975688	0.9606184	0.0385366	0.2729721	0.2558843	0.2785197	0.6063532	0.3019731	0.3068665	0.0297358	0.9267783	0.2230351	0.1996164	0.8421776	0.6054635	0.0439346	0.1687685	0.1444113	0.1722526	0.9001276	0.1120521	0.7183131	0.9224215	0.1215431	0.3127760	0.0103687	0.9409468	0.0638053	0.5166490	0.3549022	0.9999444	0.1135458	0.7688310	0.1265412	1.0000000	0.5805639	0.9720399	0.9390335	0.8704713	0.3308632	0.4160414	0.9928087	0.5502700	0.7886367	0.8322905	0.6568818	0.0186172	0.1243975	0.9442420	0.5070627	0.0303847	0.4890124	0.6928397	0.1950633	0.0460458	0.0040637	0.9284329	0.9952463	0.3623008	0.7393380	0.0226187	0.8756547	0.1878574	0.8786967	0.5998717	0.2886382	0.5330941	0.9588456	0.3556022	0.0065790	0.9999348	1.0000000	0.9193985	0.9950890	0.6606420	0.9609440	0.0434177	0.6801224	0.1579557	0.5715454	0.4308760	0.3779185	0.9967472	0.8854477	0.2537497
0.9968525	0.2300868	0.3903485	0.5213954	0.1028345	0.6417859	0.7134264	0.7118335	0.8209266	0.2831559	0.8422736	0.6581784	0.6031385	0.2923317	0.0679301	0.0973638	0.9631252	0.0384392	0.2743946	0.4499109	0.2777546	0.6433409	0.3022747	0.3066721	0.0297357	0.9267856	0.2232293	0.1992574	0.8653093	0.6052611	0.0439227	0.1687415	0.1444200	0.1723530	0.9768167	0.0739950	0.7162644	0.9226124	0.1213709	0.3125005	0.0085198	0.9381243	0.0638100	0.5165136	0.3549857	0.9999443	0.1137870	0.7701523	0.1168775	1.0000000	0.5806511	0.9720720	0.9389899	0.8705422	0.3316492	0.4192384	0.9928932	0.7149793	0.7897845	0.8381638	0.8138204	0.0557398	0.1244428	0.9457592	0.5609639	0.0362564	0.5054223	0.6984207	0.1905599	0.0460421	0.0042927	0.9392798	0.9952458	0.3628186	0.7331514	0.0225227	0.8753432	0.1892217	0.8774947	0.5996870	0.2890423	0.4836189	0.9588630	0.3556383	0.0069223	0.9999613	0.9999999	0.9196675	0.9903537	0.6606402	0.9610964	0.0377004	0.7419660	0.1570359	0.5715451	0.4312294	0.3777841	0.9954388	0.8807503	0.2551143
0.9967835	0.2314370	0.7807304	0.2597033	0.1028367	0.6417713	0.7130655	0.7117589	0.8208549	0.2831855	0.8422189	0.6579191	0.6029690	0.2923478	0.0679319	0.0975688	0.9606185	0.0565463	0.2756164	0.2558943	0.2785559	0.6063577	0.3019756	0.3068657	0.0297354	0.9268020	0.2230390	0.1996162	0.8421780	0.6054641	0.0439181	0.1686965	0.1444513	0.1726171	0.9001128	0.1120551	0.7183135	0.9224257	0.1215364	0.3127773	0.0103766	0.9409464	0.0638045	0.5166642	0.3548950	0.9999444	0.1135459	0.7688345	0.1265409	1.0000000	0.5805619	0.9720380	0.9389578	0.8704691	0.3308594	0.4160449	0.9928088	0.5502827	0.5829643	0.8322902	0.6568916	0.0186166	0.1243961	0.9454721	0.5069096	0.0303859	0.4890198	0.5327831	0.1951587	0.0461809	0.0040895	0.9284297	0.9952464	0.3623183	0.7393628	0.0226185	0.8756559	0.1878584	0.8786970	0.5998730	0.2887834	0.5330923	0.9588422	0.3556036	0.0066024	0.9999347	1.0000000	0.9194046	0.9950872	0.6606418	0.9609443	0.0434185	0.6801260	0.1601430	0.5713609	0.4308766	0.3779171	0.9967474	0.8854481	0.2537507
0.9968025	0.2311156	0.7806460	0.1486576	0.0514157	0.6417630	0.7130603	0.7117527	0.8208543	0.2831992	0.8422042	0.6579157	0.6029663	0.2923522	0.0679274	0.0970550	0.9669437	0.0638004	0.2770904	0.2559397	0.2786876	0.6056292	0.3019738	0.3068674	0.0297352	0.9268153	0.2230424	0.1996637	0.8420266	0.6049477	0.0439079	0.1686532	0.1444754	0.1728236	0.9000373	0.1120819	0.7183119	0.9227337	0.1212572	0.3123260	0.0072429	0.9409437	0.0638040	0.5166761	0.3548871	0.9999447	0.1136010	0.7688127	0.1266044	1.0000000	0.5807614	0.9720368	0.9390187	0.8704662	0.3308628	0.4160351	0.9928080	0.5500958	0.4963947	0.8322936	0.6565425	0.0186712	0.1244826	0.9454626	0.5553020	0.0302453	0.4890277	0.4513387	0.1951016	0.0458406	0.0041062	0.8687370	0.9952525	0.3623884	0.7392363	0.0226207	0.8756550	0.1878324	0.8787067	0.5995221	0.2887960	0.5332088	0.9588417	0.3556032	0.0066063	0.9999747	1.0000000	0.9193964	0.9949989	0.6606408	0.9609962	0.0434982	0.6801005	0.1580463	0.5702036	0.4309114	0.3779170	0.9967404	0.8854464	0.2537175
0.9968306	0.2305590	0.7807305	0.5190418	0.1028367	0.3197625	0.7120296	0.7130638	0.8180046	0.2857319	0.8397161	0.6492417	0.5976863	0.2933993	0.0679319	0.0975695	0.9606084	0.0387827	0.2738347	0.2704847	0.2794745	0.6032511	0.2961770	0.3103299	0.0297315	0.9270021	0.2180485	0.1996457	0.8420781	0.6051117	0.0434738	0.1673253	0.1450980	0.1755808	0.9089286	0.1089503	0.7154026	0.9226415	0.1213336	0.3127538	0.0102060	0.9414126	0.0639013	0.5138895	0.3569344	0.9999435	0.1141621	0.7685908	0.1265801	1.0000000	0.5807359	0.9747107	0.9397135	0.8736032	0.4873487	0.4155057	0.9927841	0.5680881	0.7883911	0.8337488	0.6669055	0.0188360	0.1233262	0.9453851	0.5202929	0.0299194	0.4854494	0.6937543	0.1955562	0.0464130	0.0043163	0.9149174	0.9951119	0.3640182	0.7345057	0.0229599	0.8728815	0.1830674	0.7653749	0.5998740	0.2887548	0.5317195	0.9587699	0.3847561	0.0065431	0.9999371	1.0000000	0.9328276	0.9948509	0.6606511	0.9604049	0.3763080	0.6829224	0.1579762	0.5715436	0.4309798	0.3778684	0.9964905	0.8773897	0.2536351
0.9983587	0.1960771	0.7807370	0.4804955	0.1028371	0.5525332	0.3410970	0.7340149	0.6893260	0.4054267	0.7427979	0.3995682	0.4719121	0.3352702	0.0679323	0.0976102	0.9601084	0.0519630	0.2924192	0.2935626	0.4958637	0.4007380	0.1858571	0.3984196	0.0295922	0.9343509	0.1217308	0.2010463	0.8377140	0.5908638	0.0277265	0.1063590	0.1812162	0.2807759	0.9874781	0.0624956	0.6483240	0.9294311	0.1151608	0.3129455	0.0113084	0.9597710	0.0656758	0.4746923	0.3852953	0.9999112	0.1324501	0.7436847	0.1284736	1.0000000	0.5808056	0.9661728	0.9388735	0.8984326	0.3777741	0.1922374	0.9854429	0.5176379	0.7628812	0.8869673	0.5783136	0.0306476	0.1052507	0.9407944	0.7022986	0.0094748	0.4054641	0.6817863	0.2375142	0.0517293	0.0207028	0.9094735	0.9870399	0.5528080	0.8112147	0.0435526	0.7868483	0.1388777	0.8563073	0.6000191	0.2885392	0.5014431	0.9219974	0.3863728	0.0050683	0.9999053	1.0000000	0.7545440	0.9968833	0.6654100	0.9365109	0.0250624	0.6370480	0.1591043	0.5713856	0.2073240	0.3652906	0.9809584	0.7828550	0.2675827
0.9967835	0.2314369	0.7807304	0.5194023	0.1028367	0.6417719	0.7130649	0.3558799	0.8208551	0.2831851	0.8422190	0.6579191	0.6029689	0.2923477	0.0679319	0.0975688	0.9606185	0.0385393	0.2731949	0.2558832	0.2785183	0.6063570	0.3019758	0.3068658	0.0297358	0.9267798	0.2230396	0.1996161	0.8421780	0.6054642	0.0439355	0.1687669	0.1444135	0.1722812	0.9001104	0.1120556	0.7183136	0.9224201	0.1215436	0.3127762	0.0103696	0.9409465	0.0638045	0.5166614	0.3548990	0.9999444	0.1135459	0.7688315	0.1265408	1.0000000	0.5809116	0.9138731	0.9533140	0.8704682	0.3308588	0.4160419	0.9928087	0.5502704	0.7886390	0.8322902	0.6568850	0.0186166	0.0634484	0.9454720	0.5070217	0.0303863	0.4890205	0.6928389	0.1950712	0.0461808	0.0040652	0.9284289	0.9952464	0.4934228	0.7393391	0.0226183	0.8756560	0.1878585	0.8786973	0.5998720	0.1914988	0.5330931	0.9588423	0.3556015	0.0065809	0.9999348	1.0000000	0.8687487	0.9950874	0.6606418	0.9609444	0.0434188	0.6801244	0.1579515	0.5715454	0.4308764	0.3779173	0.9967475	0.8854482	0.2537489
0.9967834	0.2314378	0.7807304	0.5194012	0.1028367	0.6417677	0.7130646	0.7117715	0.4104525	0.2831883	0.8422178	0.6579173	0.6029683	0.2923487	0.0679319	0.0975688	0.9606184	0.0385397	0.2731953	0.2558838	0.2785191	0.6063531	0.3019731	0.3068665	0.0297358	0.9267799	0.2230351	0.1996164	0.8421776	0.6054635	0.0439341	0.1687650	0.1444140	0.1722819	0.9001276	0.1120521	0.7183131	0.9224216	0.1215429	0.3127760	0.0103687	0.9409468	0.0638054	0.5166487	0.3549024	0.9999444	0.1135458	0.7688312	0.1265412	1.0000000	0.5805617	0.9720399	0.9389569	0.8704716	0.3308632	0.4160413	0.9928087	0.5502693	0.7886379	0.8322904	0.6568814	0.0186172	0.1243976	0.9454719	0.5070628	0.0303847	0.4890123	0.6928398	0.1950708	0.0461814	0.0040653	0.9284329	0.9952463	0.3623001	0.7393370	0.0226187	0.8756547	0.1878574	0.8786967	0.5998717	0.2887450	0.5330942	0.9881755	0.3556021	0.0065808	0.9999348	1.0000000	0.9193985	0.9950875	0.6606420	0.9609440	0.0434177	0.6801223	0.1579516	0.5715454	0.4308760	0.3779172	0.9967472	0.8854477	0.2537498
0.9967835	0.2314369	0.7807304	0.5194023	0.1028367	0.6417719	0.7130649	0.7117585	0.8208551	0.1415967	0.8422190	0.6579191	0.6029689	0.2923477	0.0679319	0.0975688	0.9606185	0.0385393	0.2731949	0.2558832	0.2785183	0.6063570	0.3019758	0.3068658	0.0297358	0.9267798	0.2230396	0.1996161	0.8421780	0.6054642	0.0439355	0.1687669	0.1444135	0.1722812	0.9001104	0.1120556	0.7183136	0.9224201	0.1215436	0.3127762	0.0103696	0.9409465	0.0638045	0.5166614	0.3548990	0.9999444	0.1135459	0.7688315	0.1265408	1.0000000	0.5811940	0.9754917	0.9388172	0.8699230	0.3329430	0.4160419	0.9928087	0.5502704	0.7886390	0.8322902	0.6568850	0.0186166	0.1681145	0.9454720	0.5070217	0.0303863	0.4890205	0.6928389	0.1950712	0.0141884	0.0040652	0.9287678	0.9952588	0.3543840	0.7393391	0.0226183	0.8756560	0.1878585	0.8786973	0.6000662	0.2887455	0.5330931	0.9588423	0.2219906	0.0065809	0.9999348	1.0000000	0.9653343	0.9950874	0.6606418	0.9609444	0.2201231	0.6801244	0.1579515	0.5715454	0.4308764	0.3779173	0.9987873	0.8067536	0.2537489
