G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G68A	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
0.0061295	1.0000000	0.0427543	0.8320039	0.3597736	0.4571146	0.0253512	0.4965692	0.9979825	0.0483143	0.3592111	0.7873146	0.0179724	0.9999966	0.0237937	0.5445701	0.9226624	0.1914852	0.0000000	0.5274724	0.0014803	0.0341539	0.1079752	0.4920500	1.0000000	0.2834603	0.6670177	0.5399043	0.9557325	0.6827561	0.6471964	0.2457462	0.9999986	0.0748475	0.6920151	0.1752876	0.9512055	0.4724863	0.1555394	0.9988819	0.2606289	0.6032248	0.9911668	0.2963484	0.6364446	0.0000000	0.6025162	1.0000000	0.5763892	0.1834412	0.5412450	0.6602320	0.7198973	0.5734164	0.7503407	0.1838181	0.0845075	0.4740423	0.4913618	0.0539037	0.3069888	0.4315674	0.0520999	0.1637570	0.1351067	0.3706197	0.9999772	0.3675973	0.9983942	0.5943446	0.7155644	0.0046648	0.7707848	0.4606228	0.6387932	0.1235120	0.4637420	0.6094632	0.8144326	0.8786012	0.5166893	0.4701934	0.3499591	0.5676798	0.3489935	0.2411774	0.5784111	0.9131055	0.6473239	0.4395968	0.6295503	0.0576444	0.3190241	0.9999933	0.7989515	0.5308120	0.6293802	0.0000034	0.5137029	0.3526766
0.0061295	1.0000000	0.0427543	0.8320039	0.3597736	0.4349121	0.0253512	0.4965692	0.9979825	0.0483143	0.3592111	0.7873146	0.0179724	0.9999966	0.0237937	0.5446017	0.9226591	0.1915721	0.2205594	0.5274724	0.0048566	0.0659456	0.1444040	0.4252205	1.0000000	0.2834603	0.6670177	0.5399043	0.9571196	0.6935427	0.6737510	0.3712111	0.7982401	0.6544921	0.0000000	0.1748899	0.9528733	0.4679913	0.1523276	0.9188943	0.2494566	0.5900752	0.9763319	0.2938877	0.6364446	0.0000000	0.6025162	1.0000000	0.5787179	0.1830241	0.5430969	0.2423432	0.5477222	0.9997942	0.1978051	0.0218882	0.0842143	0.4615001	0.4907563	0.4669765	0.3322711	0.4244015	0.0116057	0.1656123	0.0155172	0.3804094	0.9999772	0.1162016	0.9987600	0.5796199	0.7000311	0.2906355	0.8278452	0.4606228	0.6004395	0.1231845	0.8459664	0.5644861	0.8139511	0.8786665	0.5149792	0.4734091	0.3507350	0.5678414	0.5477323	0.6366922	0.1735838	0.4240871	0.6467562	0.4929690	0.6300950	0.0565804	0.8529221	0.7967303	0.5029415	0.6991628	0.5512403	0.4220341	0.5889382	0.0514519
0.0061295	0.7969367	0.0427543	0.8320039	0.3409595	0.4546895	0.0249566	0.4965121	0.9980948	0.0469474	0.3760172	0.7873298	0.0179724	0.9999966	0.0237937	0.6037777	0.9380340	0.1914852	0.0000000	0.5274600	0.0014870	0.0343077	0.1315217	0.4451494	1.0000000	0.2834701	0.6668732	0.5394344	0.9568320	0.6912640	0.6681147	0.3642033	0.7877855	0.6620245	0.0000000	0.1750940	0.9520148	0.4703135	0.1554368	0.9987553	0.2610344	0.6036996	0.9917103	0.2951511	0.6363825	0.4062327	0.6013200	1.0000000	0.5775222	0.1828730	0.5412523	0.7668425	0.4332323	0.8373475	0.7468737	0.0208564	0.0689906	0.4660924	0.4907571	0.0458587	0.3175619	0.4340020	0.0190183	0.1617430	0.0172566	0.5199534	0.9999793	0.6102660	0.9954880	0.5796199	0.6998467	0.4827052	0.5038995	0.4350960	0.5985234	0.4791822	0.8662039	0.5462861	0.8131528	0.8723330	0.5428753	0.4702620	0.3607655	0.5675598	0.5477636	0.6457076	0.1736040	0.4274157	0.6400060	0.4828851	0.6564486	0.3116893	0.8223422	1.0000000	0.5723386	0.5307929	0.5486113	0.4265835	0.5150776	0.0508408
0.0061295	1.0000000	0.0427543	0.8320040	0.0000000	0.4526908	0.0246042	0.4964612	0.9981949	0.0456934	0.3969704	0.7873433	0.0179724	0.9999966	0.0237937	0.5937766	0.9357644	0.1914992	0.0493312	0.5274493	0.0015524	0.0357355	0.1017512	0.5077594	1.0000000	0.2834790	0.6667427	0.5390102	0.9554960	0.6809735	0.6428433	0.2434467	0.9999979	0.0801447	0.6586821	0.1750590	0.9521615	0.4700323	0.1450886	0.7747560	0.2613898	0.6041168	0.9921885	0.2950038	0.6364446	0.0000000	0.6000226	1.0000000	0.5776620	0.1929654	0.5413065	0.0514766	0.7250494	0.9820694	0.7416842	0.1774589	0.0828660	0.4448938	0.4912801	0.0536304	0.2793212	0.4392367	0.0693853	0.1639003	0.1662089	0.3711055	0.9999806	0.3735214	0.9983706	0.5919170	0.7154013	0.0045502	0.7516947	0.4404999	0.6381469	0.1509049	0.5290051	0.6014874	0.8159178	0.8786416	0.5176504	0.0377402	0.3504067	0.5675270	0.3492931	0.2513517	0.5548425	0.9026878	0.7154101	0.4237651	0.5495609	0.0571012	0.0089572	0.9806576	0.7848318	0.5307240	0.6244245	0.0000041	0.5220036	0.3526766
0.0061295	1.0000000	0.0427543	0.8320039	0.3597736	0.4434646	0.0253512	0.4965692	0.9979825	0.0483143	0.3592111	0.7873146	0.0179724	0.9999966	0.0237937	0.5445682	0.9226508	0.1915597	0.1942123	0.5274724	0.0010243	0.0000000	0.1065939	0.4953844	1.0000000	0.2834603	0.6670177	0.5399043	0.9556513	0.6821396	0.6456893	0.2384109	0.9999986	0.0746894	0.7257770	0.1752212	0.9514820	0.4717800	0.1527198	0.9263673	0.2536759	0.5950580	0.9819065	0.2959613	0.6364446	0.0000000	0.6025162	1.0000000	0.5767559	0.1843163	0.5406758	0.0513720	0.5691633	0.9959117	0.5012564	0.1863907	0.0842154	0.4744913	0.4914448	0.4401089	0.3057601	0.4286068	0.0554962	0.0166609	0.1299730	0.3622665	0.9999772	0.3864470	0.9983595	0.5957765	0.7160334	0.0014451	0.7067710	0.1147335	0.6387925	0.1231845	0.4453115	0.6150261	0.8153002	0.8786116	0.5171757	0.4722815	0.3500901	0.5678513	0.3486992	0.2439619	0.5774590	0.9143917	0.6472346	0.4377947	0.6294855	0.0581053	0.3177853	0.9436746	0.8121245	0.6298484	0.6454438	0.0000028	0.1830362	0.3526764
0.0061295	1.0000000	0.0427543	0.8314438	0.0007583	0.8101286	0.7604995	0.8327205	0.4504503	1.0000000	0.0000000	0.6820806	0.0179724	0.9999966	0.0237950	0.5148159	0.9190539	0.1917234	0.1667100	0.7989803	0.0018923	0.0416550	0.1891434	0.3735782	1.0000000	0.2802979	0.7174444	0.7312835	0.9470453	0.6248459	0.5066823	0.5513283	1.0000000	0.0008796	1.0000000	0.1728626	0.9614673	0.4438820	0.0407506	0.6167120	0.2258676	0.5617328	0.9456111	0.2805649	0.6364404	0.0000000	0.6985830	1.0000000	0.5916513	0.2512718	0.5415903	0.0347991	0.4954998	0.5862134	0.8836084	0.2490973	0.0402849	0.4513419	0.4918406	0.0533166	0.4990379	0.2527355	0.0027032	0.1524243	0.0045202	0.3728642	0.9997757	0.0220612	0.9969964	0.8740794	0.4831017	0.3137176	0.7588208	0.0367555	0.5663572	0.0042797	0.0429727	0.5717411	0.9035947	0.8650444	0.4380150	0.0601819	0.3546940	0.8196804	0.3087711	0.1339998	0.9125467	0.9476384	0.4938928	0.6066155	0.3841183	0.0569403	0.0032234	0.9991269	0.7409485	0.5307420	0.8275004	0.0000008	0.6010670	0.3533953
0.0061295	1.0000000	0.0427543	0.8320039	0.3597741	0.4570561	0.0253512	0.4965692	0.9979825	0.0483143	0.3592106	0.7873146	0.0179724	0.9999966	0.0237937	0.5445698	0.9226603	0.1914995	0.0500092	0.0000000	0.0015382	0.0354381	0.1079691	0.4920635	1.0000000	0.2834603	0.6670177	0.5399042	0.9557316	0.6827525	0.6471897	0.2457143	0.9999986	0.0748471	0.6920994	0.1752641	0.9513042	0.4722321	0.1546630	0.9751414	0.2605987	0.6031896	0.9911268	0.2962098	0.6364446	0.0000000	0.6025162	1.0000000	0.5765195	0.1843975	0.5412932	0.0571127	0.7245768	0.9801922	0.3851229	0.1837556	0.1602901	0.4432216	0.4913620	0.0539031	0.3220877	0.4315520	0.0521237	0.4895058	0.6287931	0.3709940	0.9999790	0.3676822	1.0000000	0.5943477	0.7155659	0.3233693	0.7613435	0.4554730	0.6387932	0.1235457	0.4636932	0.6165269	0.8145990	0.8741270	0.5584500	0.4702139	0.3500049	0.5676733	0.3489917	0.2410562	0.5776328	0.9131061	0.6472930	0.4389769	0.6295597	0.0576122	0.3188918	0.9826451	0.8324262	0.5307720	0.6300592	0.0000034	0.4378146	0.3526766
0.0061295	0.5978453	0.0427543	0.0000000	0.5230293	0.4512637	0.0236203	0.4962987	0.9985145	0.0420002	0.7249978	0.7873863	0.0179724	0.9999966	0.0237936	0.6301604	0.7430959	0.5497337	0.1102289	0.5274214	0.0019622	0.0426701	0.3058192	0.2954460	1.0000000	0.2836772	0.6638430	0.5296675	0.9589029	0.7081552	0.7103654	0.3072695	0.7059323	0.7160709	0.0000000	0.1730157	0.9607829	0.4344149	0.1537255	0.9542252	0.2640872	0.6072601	0.9957986	0.2752311	0.6363290	0.5990971	0.5911149	1.0000000	0.5970453	0.1838142	0.5416527	0.0006143	0.4566831	0.9193727	0.1189128	0.0028221	0.0312720	0.5810380	0.4279493	0.4287896	0.2212422	0.4857014	0.0001965	0.2933191	0.0194581	0.3731668	0.9924552	0.6903135	0.9807090	0.7407476	0.4271821	0.1001629	0.0503295	0.4881739	0.3825867	0.6918130	0.9903695	0.3802043	0.8017970	0.6673648	0.2533958	0.4715343	0.3940194	0.5395264	0.5476644	0.5194088	0.0053142	0.9354772	0.6942974	0.5037785	0.8081227	0.4631188	0.3027942	0.8605381	0.6465029	0.6957995	0.5860204	0.4261570	0.5343284	0.0478571
0.0061295	0.8949911	0.0427543	0.8320040	0.0000000	0.4522546	0.0246042	0.4964612	0.9981949	0.0456934	0.3969704	0.7873433	0.0179724	0.9999966	0.0237937	0.6194126	0.9413361	0.1915139	0.0887522	0.5274493	0.0017262	0.0390182	0.1277712	0.4515924	1.0000000	0.2834790	0.6667427	0.5390102	0.9567301	0.6904636	0.6661359	0.3588891	0.7761833	0.6701892	0.0000000	0.1747797	0.9533325	0.4668908	0.1416245	0.7218864	0.2611625	0.6038524	0.9918864	0.2932780	0.6364237	0.2985013	0.6000226	1.0000000	0.5793029	0.1952000	0.5414438	0.2353882	0.4537130	0.9998050	0.7416841	0.0281744	0.0857043	0.4369577	0.4886984	0.0458137	0.2811692	0.4369470	0.0221293	0.1634055	0.0148753	0.4866400	0.9999806	0.1315525	0.9986469	0.5796199	0.6999318	0.8823215	0.6961259	0.4323277	0.5983576	0.1505802	0.8880649	0.5744440	0.8155438	0.8757252	0.5275750	0.0378099	0.3533097	0.5674213	0.5477537	0.6338597	0.1634315	0.4272201	0.6800329	0.4747752	0.5604936	0.2115217	0.4438779	0.8885483	0.5498599	0.5306157	0.5602567	0.4228241	0.5354511	0.0500141
0.0061295	0.8895942	0.0427543	0.8314438	0.0007583	0.7815626	0.7604995	0.8327207	0.4504503	1.0000000	0.0000000	0.6820806	0.0179724	0.9999966	0.0237950	0.5411400	0.9278456	0.1917798	0.2838993	0.7989859	0.0071977	0.0764527	0.2665723	0.3165666	0.9999999	0.2802979	0.7174444	0.7312835	0.9485443	0.6338198	0.5286735	0.8594865	0.9758399	0.4313689	0.0000000	0.1716876	0.9665188	0.4271273	0.0341405	0.5233369	0.2039830	0.5341109	0.9169144	0.2711856	0.6364183	0.3052217	0.6985830	1.0000000	0.6011012	0.2550114	0.5442093	0.1100135	0.5577802	0.9996662	0.8835749	0.0107560	0.0415442	0.4122808	0.3558060	0.0453792	0.5046384	0.4795459	0.0005162	0.1526900	0.0055970	0.4985200	0.9997757	0.0028821	0.9988757	0.5798221	0.3591892	0.7901415	0.8976432	0.4350524	0.5573113	0.2881543	0.5458077	0.4487813	0.9039192	0.8621550	0.4467541	0.0639886	0.3595418	0.8195108	0.5475387	0.3122437	0.2661340	0.4247553	0.4913410	0.6020338	0.4008762	0.0728728	0.5338907	0.8834624	0.3892973	0.5288421	0.6376435	0.4206911	0.6402331	0.7273238
