"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G63A	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100

0	0.0944573	0.4578299	0.2262745	0.6779228	1.0172967	0.9941139	0.4937772	0.0157915	0.2317604	0.6636282	0.4660765	0.7623264	0.4910450	0.3881671	0.5581151	0.0166340	0.6969344	0.2371615	0.4843777	0.9656519	0.7564739	0.6591167	0.4509406	0.3323200	1.0133521	0.8277805	0.3433585	1.1235936	0.0465563	0.8833550	0.1452106	0.7995346	0.4651162	0.7764664	0.8328258	0.8003332	0.9920593	0.1338295	0.5598231	0.8293816	0.9268403	0.4302707	0.0833479	0.2116622	0.0467852	0.1194930	0.9413546	0.5292498	0.2795917	1.0369811	0.1632506	0.2188416	0.1989961	0.0007777	0.0896875	0.1366630	0.1236703	0.5583443	0.4989401	0.8400568	0.7041525	0.2777217	0.8986383	0.8187838	0.4959300	0.3262633	0.8481289	0.9700005	0.8824743	0.4281250	0.3417460	0.6962350	0.8620865	0.3742541	0.9293591	0.4347925	0.5711560	0.2924185	1.0984992	1.0102827	0.9411581	0.0936439	0.1650532	0.8285858	0.5035858	0.7704969	0.0237681	0.0790950	0.1512627	0.9267540	0.0660365	1.0823012	0.3312264	0.5395614	0.8359668	0.4629113	0.4821023	0.6598665	0.8701038	0.0362038
50	0.2503635	0.2925787	0.2667420	0.6208036	0.8831031	0.9867866	0.4514353	0.0240676	0.2199723	0.6574604	0.4475720	0.7261986	0.1952489	0.3664576	0.4882683	0.0106493	0.6585623	0.2132627	0.4769582	0.9381743	0.7792202	0.7035575	0.4583595	0.2884624	0.8716822	0.7698021	0.3096725	0.8772918	0.0601103	0.9611510	0.1460447	0.7625702	0.4611053	0.6793562	1.0018483	0.8695002	1.0220937	0.1240163	0.5535204	0.9857608	0.8447796	0.3973971	0.0798849	0.2214105	0.1294535	0.1401828	1.0182524	0.6135740	0.3603595	1.0109325	0.1333873	0.1837846	0.2250858	0.0184197	0.0694337	0.1287689	0.2279345	0.6245812	0.5174516	0.8957521	0.5217541	0.2536908	0.9587307	0.8287859	0.4221816	0.2791107	1.0043068	0.8989280	0.8335324	0.4318698	0.3467879	0.5876545	0.9082635	0.1955716	0.9780780	0.3358230	0.5570017	0.3745082	1.0275888	0.9854441	1.0421171	0.0806235	0.1522368	0.4985867	0.5739403	0.6000568	0.0067503	0.2664503	0.0759571	1.0613426	0.0644977	0.9195515	0.2762027	0.5551175	0.7840707	0.3275436	0.5201970	0.5749478	0.9307600	0.0490958
100	0.4481058	0.1584117	0.2745232	0.6719611	0.9127695	1.0689647	0.4058512	0.1406556	0.4127857	0.6435290	0.4450131	0.7353765	0.1061056	0.3085811	0.5758721	0.0043285	0.6929109	0.1755727	0.4402338	0.9222279	0.8448823	0.6401293	0.4733016	0.3579931	0.5705233	0.7802532	0.4833378	0.6557311	0.0658049	0.9682212	0.0795762	0.7272195	0.4727543	0.7580409	0.9846069	0.8122063	0.9557034	0.1203573	0.5649552	0.9144214	0.7459048	0.3746271	0.0557090	0.2737751	0.2492692	0.1569408	1.0432690	0.5345354	0.3617213	1.0799454	0.1726971	0.2094128	0.2194026	0.0389562	0.0676211	0.2379001	0.2671278	0.4992232	0.6097002	0.9731655	0.5039340	0.1952029	1.0529470	0.7675954	0.2300083	0.2599319	0.9925354	0.8848800	0.7299745	0.4413458	0.3145152	0.4687041	0.9573856	0.0715741	0.9326928	0.2407860	0.5963096	0.3129807	1.0396936	0.8453128	0.9499480	0.1065951	0.1343389	0.3782144	0.5357363	0.5642455	0.0079689	0.3994954	0.0670777	1.1713808	0.0463345	1.0036446	0.2954823	0.6524213	0.8765057	0.3350393	0.4881450	0.3923390	0.9377513	0.0493659
150	0.6321614	0.0914959	0.3781729	0.5851547	0.8728492	0.9318649	0.3563275	0.2651641	0.5382394	0.6057691	0.4504074	0.7412305	0.0668752	0.3057291	0.3952661	0.0062609	0.5472444	0.3099511	0.2859552	1.0388309	0.8501561	0.6629197	0.4385197	0.4055811	0.4351906	0.8718432	0.7523103	0.5393269	0.0721376	0.9687940	0.0308072	0.8282085	0.4307290	0.7790051	1.0346321	0.7469225	1.0437004	0.1294340	0.5303101	0.8947443	0.7522156	0.4557765	0.0982332	0.3707165	0.3495704	0.1337904	1.0817164	0.5678977	0.2953889	1.0345639	0.1729278	0.2338830	0.2563867	0.0696285	0.1057179	0.3300937	0.3474693	0.3664710	0.5872164	1.0117592	0.5852540	0.2007381	0.8951254	0.9310344	0.1256736	0.2375692	0.9791865	0.7113585	0.7350340	0.4622309	0.3119463	0.2707263	0.8740309	0.0264569	0.8370143	0.1436486	0.5795372	0.2593437	1.0611992	0.7919542	0.8445965	0.1039661	0.1579511	0.2842974	0.5029359	0.5176564	0.0106629	0.2926430	0.0359533	1.0959414	0.0590520	0.9369926	0.3399193	0.7408478	1.0211353	0.3065608	0.5926311	0.3520002	0.8305312	0.0662762
200	0.6915032	0.1098967	0.2708206	0.6861484	0.8519972	0.8179454	0.2624438	0.1857632	0.6093027	0.4734373	0.4408611	0.8808040	0.0673282	0.3864938	0.4045962	0.0232144	0.4339789	0.4635346	0.1764888	0.9597650	0.9541231	0.6436128	0.4473512	0.4363261	0.3629570	0.9446509	0.9022721	0.5640279	0.0570775	0.9503980	0.0282602	0.9786826	0.3432976	0.8696854	0.9160533	0.6887061	1.0367667	0.1787254	0.5944562	0.9511403	0.8323925	0.6059888	0.1534237	0.4225906	0.3225746	0.1587224	1.0428684	0.5323669	0.2889119	0.9611209	0.1886840	0.1336518	0.3152668	0.0921255	0.0912750	0.4486055	0.2840046	0.3834894	0.7003878	1.0271964	0.6774081	0.2252984	0.8204569	0.9729239	0.0968837	0.2127291	0.8820007	0.6859612	0.7503238	0.3940013	0.3574295	0.2891770	0.8815800	0.0137144	0.8229846	0.1343796	0.5724554	0.1674660	0.9732825	0.7609017	0.8540934	0.1157471	0.2169359	0.2703127	0.3776488	0.4605958	0.0093906	0.3019693	0.0401860	0.9998133	0.0889424	0.9444836	0.3466503	0.9627592	1.0536895	0.2636873	0.6478300	0.3677803	0.8229902	0.0535281
250	0.6434880	0.1108501	0.2306574	0.6834561	0.7952950	0.7945422	0.2486719	0.1629776	0.6817691	0.5141558	0.4743619	0.8877351	0.0821662	0.3573445	0.3766644	0.0246028	0.3814504	0.4810867	0.0989347	0.8120778	1.0211302	0.6156092	0.3806364	0.4646075	0.3526583	0.9816621	0.9202004	0.4164587	0.1166621	0.9314292	0.0247560	0.8676759	0.4010107	0.9954100	1.0675888	0.8154617	1.0851074	0.1687014	0.4777153	0.9074247	0.8843203	0.4402299	0.1547882	0.4051283	0.3249403	0.1353431	1.0337382	0.4857288	0.3403166	0.9254861	0.2257045	0.1875834	0.3897858	0.1627814	0.0912632	0.4482605	0.3401993	0.3455434	0.7693836	1.0572156	0.7413432	0.2856251	0.7216739	0.9029985	0.0555602	0.1852445	0.9177882	0.6130278	0.9038358	0.3966812	0.3656480	0.2449117	0.9872526	0.0096933	0.6960720	0.1201143	0.5694596	0.1458870	1.0351350	0.7110523	0.8266576	0.0807767	0.2324421	0.2281381	0.3070859	0.4499514	0.0148086	0.3936915	0.0203864	1.0180419	0.0708482	0.8912976	0.3626153	0.9444743	0.9580315	0.3001582	0.6815078	0.3726369	0.8300616	0.0456447
300	0.6584033	0.0908405	0.2256363	0.6294714	0.6491368	0.9107204	0.2385520	0.1277322	0.7092776	0.5272284	0.4730989	0.8789172	0.0661376	0.2812695	0.2929285	0.0079428	0.4055690	0.4806543	0.0897432	0.8059548	0.9311772	0.5701560	0.5064609	0.6539071	0.3266994	0.9071819	0.9086642	0.4989606	0.1221443	0.9816837	0.0308734	0.8245172	0.4465227	0.9234257	0.9881315	0.8193430	1.0591377	0.1365094	0.4767951	0.9632338	0.9678117	0.4259352	0.1671537	0.4161952	0.3542214	0.1256870	1.0496187	0.5358588	0.4331725	0.9266244	0.2122254	0.1241891	0.4311028	0.2077423	0.0701059	0.4265544	0.2900149	0.4089876	0.7503776	0.9619659	0.6713738	0.3956867	0.6784367	0.9048215	0.0584175	0.2050891	0.9364967	0.6973329	0.9161192	0.3985315	0.3696301	0.2601224	0.9510012	0.0034026	0.8063456	0.0945024	0.5386901	0.1651228	0.9633062	0.7459476	0.7343455	0.1202807	0.2150123	0.1652192	0.2618077	0.3693145	0.0105807	0.5006877	0.0227080	0.9523006	0.1298695	0.9166765	0.4094607	0.8763595	1.0422130	0.2518554	0.6815440	0.5000576	0.7504043	0.0598640
350	0.7511755	0.0656050	0.2161266	0.5278929	0.6209109	1.0353389	0.2331359	0.1464446	0.6584462	0.4719348	0.4202272	0.8214419	0.0683204	0.3324715	0.3095568	0.0122156	0.3558088	0.5376699	0.1075168	0.6845146	0.8552289	0.6729340	0.4473298	0.6120549	0.3280136	0.9277801	0.8999800	0.5223571	0.1020758	0.8868363	0.0258099	0.7266214	0.3916761	0.9765315	0.9334832	0.8269955	1.0156269	0.1120738	0.3777786	0.9859924	0.9035872	0.4025385	0.2051901	0.4295282	0.3240245	0.1307849	1.0562439	0.4721671	0.4350012	1.0927911	0.1931962	0.1042375	0.4544757	0.1973645	0.0767115	0.4450626	0.2966058	0.4218400	0.7301492	0.9133644	0.7248686	0.3595010	0.6052375	0.8595790	0.0349896	0.1932570	0.9413967	0.7495606	0.9191856	0.3615204	0.2901722	0.1764430	1.0548041	0.0038537	0.8675084	0.0991760	0.5168836	0.1793370	1.0163414	0.7073056	0.6879122	0.1068374	0.2439925	0.1242120	0.3126255	0.4084785	0.0000564	0.5389074	0.0115330	0.9881109	0.1752408	0.8733187	0.3991502	0.9104910	1.0038505	0.3134192	0.7277921	0.4828086	0.8119498	0.0699741
400	0.6614217	0.0432754	0.2303978	0.4932631	0.6099521	0.9158280	0.3085842	0.0766003	0.6736884	0.5598541	0.4589118	0.8250326	0.0459962	0.3783455	0.3592761	0.0043163	0.3670227	0.5068641	0.0838475	0.5608660	0.8455547	0.7483280	0.5544471	0.6467367	0.3586885	0.9089728	0.9039644	0.5064866	0.0965522	0.9393262	0.0135755	0.7547884	0.4060628	0.8685635	1.0682942	0.7998481	1.0584932	0.1474515	0.4523071	0.9200447	0.9224823	0.3609652	0.1872506	0.3652620	0.3142159	0.1410614	0.8851474	0.5355187	0.4151708	1.0342438	0.1728417	0.1326771	0.5032320	0.1886930	0.1027337	0.5552514	0.3668268	0.4276796	0.8278567	0.8348002	0.7362605	0.3309081	0.6888565	0.7471700	0.0508576	0.1751885	0.9198818	0.7571412	0.9804684	0.3719114	0.2937605	0.3076184	0.9997218	0.0146535	0.9104429	0.1053422	0.4703036	0.1761179	0.9977691	0.7131250	0.8491371	0.0818181	0.2094152	0.1140593	0.3105586	0.4004719	0.0010487	0.4915889	0.0074882	0.9460562	0.1758317	0.9892672	0.3780252	0.8293123	1.0083432	0.3516666	0.7327105	0.4472293	0.8152453	0.0621660
450	0.5792217	0.0393466	0.2521478	0.5233185	0.5415807	0.9208224	0.2651680	0.0577736	0.7648393	0.4809158	0.4606885	0.8537996	0.0597474	0.3766405	0.3647557	0.0108212	0.4185473	0.4958386	0.1127657	0.5042218	0.9049861	0.7952254	0.5473061	0.6800841	0.3222875	0.9419731	0.8740200	0.5460395	0.1013855	0.9350664	0.0217211	0.8413456	0.3640762	0.8678895	1.0457239	0.7658826	0.9699388	0.1228561	0.4524466	1.0134832	0.9273610	0.2659639	0.1948478	0.4041254	0.3051003	0.1319159	0.9205005	0.4596803	0.3730937	0.9252123	0.1102275	0.1251023	0.5763022	0.1825278	0.1191976	0.5392054	0.3506964	0.3370296	0.8702115	0.8495571	0.7844271	0.3080971	0.6503125	0.8775833	0.0563949	0.2039476	0.8668015	0.7309449	0.9710218	0.3830535	0.2400712	0.3237155	0.9281226	0.0128643	0.9039625	0.1297454	0.4592153	0.2189028	1.0376527	0.7202197	0.8123202	0.0538692	0.2038879	0.1001824	0.2279280	0.4025808	0.0006606	0.4222558	0.0145449	0.9281601	0.2770806	0.9337589	0.3558003	0.9578866	0.8778106	0.3255002	0.7571329	0.4509285	0.6865236	0.0708921
500	0.6680716	0.0257317	0.1787028	0.5822626	0.5766452	0.9560353	0.3590470	0.0871555	0.6385326	0.4613202	0.5205199	0.8552477	0.0740043	0.4286888	0.3518527	0.0104161	0.4071062	0.5689093	0.1053030	0.4839320	0.8511166	0.8223649	0.5959002	0.6709295	0.2839621	0.9162724	0.8933449	0.5184913	0.0704125	0.8722197	0.0243997	0.8393855	0.3698285	0.8735663	0.9988096	0.8394867	1.0346134	0.1206608	0.4957086	0.9725039	0.8258832	0.2720254	0.1897136	0.4184002	0.2544957	0.1611578	1.0400418	0.5754503	0.3417176	0.8860891	0.1145137	0.1533642	0.6418851	0.1583448	0.1263589	0.5105503	0.4706987	0.3245920	0.8191336	0.9806820	0.7968144	0.3021665	0.5484017	0.9362806	0.0500167	0.2273918	0.9181209	0.7486387	0.9591753	0.3797737	0.2959252	0.3509044	0.9297579	0.0157796	0.9431976	0.2355405	0.4270743	0.2134367	1.0378043	0.6346807	0.8118397	0.0759944	0.2393146	0.1293859	0.2319539	0.4138378	0.0017656	0.4583885	0.0165491	0.9790467	0.2569585	1.0131519	0.3562720	0.9462281	0.8331502	0.3051466	0.8207250	0.5157337	0.6302101	0.0719243
550	0.4696194	0.1328530	0.1974184	0.5412199	0.6345726	1.0587197	0.3759822	0.1245829	0.6871525	0.4670766	0.4577592	0.8337221	0.4169604	0.3375570	0.3413392	0.0106573	0.3749464	0.4806765	0.1094592	0.5340320	0.8544122	0.8443726	0.6898493	0.6341184	0.5059481	0.9530246	0.8237659	0.5563669	0.0797039	0.8605108	0.0219644	0.7666139	0.4176963	1.0072893	0.8445773	0.7982043	0.9802604	0.1353870	0.5156721	0.9461945	0.9046953	0.2955896	0.2026456	0.4341508	0.2084853	0.1462106	0.9487611	0.5251452	0.4072248	0.9604792	0.0759510	0.1235565	0.6568558	0.1191785	0.1326999	0.4099619	0.5321119	0.3466691	0.7295604	0.9855322	0.7918586	0.3530319	0.5788668	0.8256851	0.2085890	0.2049923	0.9334911	0.8047684	0.9878682	0.3610407	0.2762749	0.4044524	0.9166928	0.1586215	1.0783489	0.2015931	0.4615475	0.2913548	1.1087435	0.7171212	0.8812259	0.0564528	0.1926356	0.1431460	0.2118077	0.5550982	0.0902431	0.4811375	0.0452447	1.1410325	0.2747890	0.9617311	0.3454338	0.9839649	0.8929587	0.4290825	0.8040470	0.6445076	0.5925590	0.0616178
600	0.2594815	0.2522768	0.2231884	0.6806653	0.6080125	1.0357649	0.4224740	0.1063131	0.6599061	0.4688862	0.3822251	0.7835725	0.4546517	0.3267657	0.5019057	0.0000000	0.3628253	0.5357755	0.1124627	0.4887132	0.9251654	0.9321753	0.6254051	0.5486347	0.6979195	0.8972328	0.6452749	0.8110468	0.0961870	0.8604658	0.0293456	0.7298986	0.5282797	0.9137831	0.9224791	0.7636140	0.9850164	0.1187270	0.4660521	0.9873588	0.8332286	0.2878794	0.2006860	0.3814432	0.0753189	0.1539081	0.9964801	0.5303675	0.4315487	1.0356831	0.0845185	0.1300025	0.5058375	0.0978887	0.1470733	0.2527268	0.6311761	0.3678742	0.6138927	0.9719502	0.7662405	0.3267442	0.5646538	0.8730441	0.4213143	0.1874153	0.9167555	0.7701955	1.0026217	0.3405068	0.2647164	0.3137494	0.9177999	0.2825303	0.9807216	0.1722658	0.4970507	0.3654878	1.0533247	0.8344079	0.9595712	0.0776315	0.2527279	0.2326946	0.3132176	0.6105378	0.1882081	0.2913615	0.0453227	1.0857117	0.2437706	1.1498829	0.3909524	0.8081392	0.8989627	0.3877212	0.7849957	0.7524760	0.5605361	0.0525875
