G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G64A	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
0.4761627	0.8127685	0.1696675	0.5862006	0.5492717	0.0180744	1.0361909	0.0543747	0.4880577	0.2912655	0.1967556	0.9462730	0.1022096	0.9142283	0.2831004	0.9018576	0.7275515	0.6732290	0.7693312	0.5141448	0.2813171	0.2608269	0.4535936	0.9512649	0.0003723	0.0002392	0.0007631	0.6216198	0.1782139	0.7473493	0.3131235	0.7099617	0.2468539	0.9179024	0.5942823	0.0097602	0.8362152	0.0040591	0.8420407	0.1669137	0.0705528	0.3857297	0.5760099	0.5696575	0.2326077	0.5036654	1.0303076	0.9779541	0.5620762	0.9676071	0.1130522	0.3346792	0.6462787	0.8601624	0.0876241	0.1362631	0.1849689	0.2848304	0.0632857	0.3153179	0.4742964	1.0014914	0.4032008	0.3203888	0.0369473	0.7816110	0.8086997	0.8833280	0.4372137	0.4812343	0.5279390	1.0823320	0.0522169	0.4989423	0.1298054	0.6483700	0.7825577	1.0731194	0.8440830	0.5355880	0.0967536	0.0010019	0.6007144	0.9213962	0.8951459	0.6633574	0.4725180	0.2450822	0.6986137	0.1773399	0.0871148	0.4029676	0.3734619	0.9997115	0.1259728	0.1869657	0.0004405	0.4710151	0.1597644	0.2573126
0.2373851	0.7213416	0.9951469	0.3033684	0.3107013	0.3527520	0.3147476	0.4688455	0.7158728	0.6507155	0.0219440	1.0085631	0.1423902	0.8571322	0.0505566	0.4770249	0.5127474	0.5051839	0.2203278	0.2475115	0.4134696	0.8142961	0.8569099	0.9265367	0.0089997	0.0303378	0.0904327	0.7688930	0.8721181	0.9688437	0.6727221	0.8522378	0.3208606	0.9931948	0.9691537	0.0101446	1.0318875	0.0019749	0.9099248	0.5384884	0.6099937	0.9453031	0.4006925	0.9186664	0.0664348	0.8846938	0.9714930	1.0347511	0.7298621	0.6675768	0.1704468	0.4753690	0.7342419	0.4484805	0.0172530	0.7813226	0.0487466	0.8859875	0.4147649	0.9085257	0.4050168	0.7783467	0.2609305	0.0022683	0.3134762	0.6004373	0.5269758	0.8281958	0.6326708	0.6465319	0.6053516	0.8752586	0.4204967	0.3845177	0.8281829	0.8825768	0.0522431	1.0157712	0.6420524	0.3007303	0.0000397	0.4950849	0.7258683	0.9813712	0.1340348	0.8831474	0.5802212	0.3600212	1.0017156	0.4938951	0.2528609	0.4500298	0.0334864	0.9128128	0.2275189	0.0348498	0.5246728	0.2902752	0.0063375	0.5206965
0.2552622	0.6112927	0.6605520	0.4080373	0.3123341	0.5061605	0.8035906	0.0001256	0.3847917	0.4434616	0.6040462	0.8096081	0.1187857	0.7156270	0.9309164	0.9876815	0.2450895	0.9659046	0.8709846	0.7934754	0.1273320	0.0306230	0.4813200	0.1517900	0.1549996	0.0000088	0.1468073	0.3936076	0.2498732	0.9427667	0.4516484	0.4600809	0.2146595	0.9500311	0.9471623	0.0014319	1.0415158	0.0012357	0.8157098	0.0385889	0.0477206	0.2939995	0.5399050	1.0749928	0.0158175	0.6025538	1.0175991	0.8012615	0.5767304	1.0329920	0.2512680	0.6026653	0.9403410	1.0063024	0.0002520	0.1906936	0.0003455	0.0722297	0.7594418	0.6950221	0.1318373	1.0412062	0.5397635	0.4646843	0.1893485	0.7524651	0.1680814	0.7772584	0.7151827	0.7309677	0.5189124	1.0108207	0.0801929	0.5090209	0.4162408	0.6648647	0.7030184	0.8118911	0.8959555	0.0517152	0.0000126	0.0128789	0.7892806	0.9946099	0.8401821	0.7758236	0.6702116	0.2794120	1.0568509	0.3095310	0.4190559	0.7843575	0.6390173	1.0401770	0.4264038	0.5775808	0.4517982	0.2409596	0.4457622	0.0867057
0.8609525	1.0236444	0.6360974	0.7033976	0.3749381	0.1331008	0.2076198	0.1060679	0.8488476	0.4026059	0.0734110	0.0586774	0.4305191	0.4167786	0.4272791	0.6938379	0.1962423	0.9258303	0.8818617	0.7995415	0.1263246	0.4874779	0.3252139	0.0000668	0.8809450	0.9304503	0.1498619	0.8311476	0.9878613	0.6971913	0.5227472	0.5004513	0.2139568	0.9678150	0.9113758	0.4947425	0.9506222	0.4552036	0.6736703	0.9308187	0.6236479	0.8211005	0.6383659	0.2683443	0.5298225	0.7936312	1.0129702	0.7819170	0.3127561	1.0181481	0.0109356	0.1508426	0.9013535	0.9437641	0.3825719	0.3891824	0.3089419	0.8975543	0.1714887	1.0327517	0.0570280	1.0381666	0.5355223	0.2887931	0.1252028	0.9289377	0.3654336	0.6462605	0.2601375	0.5966237	0.8645901	0.8234180	0.1909411	0.4731597	0.8020914	0.3821932	0.4613242	0.9321987	0.2269540	0.4797151	0.2683735	0.0294649	0.5518802	0.7224715	0.2124068	0.6794273	0.9428241	0.1539006	1.0610494	0.8408560	0.6252710	0.3043270	0.4691871	0.9700279	0.8725630	0.1390569	0.0491313	0.6446626	0.0021615	0.1147335
0.1411281	0.6614382	0.5751960	0.4590374	0.3677444	0.5535296	0.8739779	0.1434989	0.4867556	0.2141524	0.2961743	0.1129915	1.0595427	0.0999053	0.5759098	0.9868029	0.3602185	0.9934065	0.5919677	0.6005452	0.2935980	0.1012227	0.4357345	0.1378753	0.9463329	0.3567412	0.0103252	0.2966063	0.9630447	0.4887348	0.4006396	0.8099864	0.8308710	0.9697276	0.9098502	0.0004968	0.9860714	0.2022968	0.7725041	0.7689695	0.1916606	0.7478051	0.3924700	0.4437355	0.6031027	0.6861087	0.9550443	0.9374136	0.2580062	0.9032015	0.0853818	0.8495814	0.8694620	0.7085202	0.0330450	0.3011122	0.3751489	0.6501835	0.3530086	0.9940086	0.0302482	1.0099132	0.5742595	0.7435075	0.2754818	0.4096890	0.5937557	0.6740433	0.4805262	0.5342621	0.5474185	0.8888276	0.0753013	0.6578420	0.5682794	0.8583700	0.1880155	0.9575094	0.8960099	0.6705649	0.0009595	0.0505093	0.2195571	0.3161214	0.4600785	0.7016820	0.9184625	0.1533530	1.0582007	0.9563109	0.5153538	0.8505147	0.4890362	1.0414087	0.6556000	0.0099465	0.2222771	0.2072177	0.0056897	0.0278347
0.0768386	0.7765450	0.4609267	0.3698089	0.3689061	0.5791560	1.0527991	0.0430976	0.6214065	0.2267387	0.0589175	0.4283359	0.4448384	0.5853543	0.5076874	0.6880466	0.3247327	0.7519654	1.0096199	0.8085091	0.2224012	0.5989099	0.1560932	0.1291886	0.8908314	0.2609394	0.0919008	0.2397454	0.5754921	0.1167063	0.1641529	0.8022689	0.1828827	0.9799889	1.0279037	0.0076763	0.9061120	0.0089799	0.3984601	0.9066610	0.5961405	0.7114776	0.1969464	0.5815433	0.4093274	0.6368201	1.0346122	0.9923579	0.7933027	0.4990750	0.0052871	0.5827136	0.7753011	0.6371780	0.5967864	0.0339577	0.0146021	0.7018411	0.0132457	0.2044964	0.6777140	0.8714733	0.8562560	0.3436624	0.0683881	0.4545773	0.2815980	0.5759776	0.5425631	0.1429811	0.4961179	0.1587458	0.0098481	0.8264394	0.5759253	0.4819897	0.1751899	0.7823332	0.3078420	0.2492268	0.0471672	0.0138693	0.5767863	0.5742423	0.5923854	0.4564979	0.8569673	0.1478283	0.8250980	0.3109340	0.1619793	0.9381465	0.9798224	1.0838256	0.4570433	0.3430443	0.1635387	0.5343443	0.0085397	0.1235416
0.3460575	0.9810827	0.1386358	0.0034578	0.5980195	0.0898810	0.6552310	0.0000117	0.4612144	0.2845302	0.0320488	1.0222786	0.0691079	0.9510210	0.1057887	0.3037618	0.8724263	0.8333180	0.7112982	0.4454274	0.3818937	0.7849713	0.7599545	1.0384822	0.0002225	0.0011816	0.0604816	0.1026531	0.7280758	0.5664553	0.6069465	0.9471865	0.5127750	0.9435623	0.6427208	0.0061097	0.6423434	0.0012083	0.4604348	1.0538938	0.2605931	0.7972875	0.7745015	0.4193023	0.5035953	0.8232108	0.9815463	0.9740215	0.6266048	0.5097864	0.0018792	0.8689210	0.9838662	0.7191193	0.1510044	0.3102726	0.0023660	0.4631004	0.1013368	0.6216411	0.5145267	0.3199065	0.5586861	0.1768258	0.0413209	0.5975303	0.6106530	0.9577263	0.5829961	0.8431798	0.8600294	0.7601489	0.1787654	0.9169516	0.3164399	0.8912988	0.3016180	0.7314607	0.6762713	0.3073344	0.4710144	0.2891173	1.0414331	0.7406568	0.8022671	0.9881637	0.8491123	0.1879909	0.5935008	0.7748095	0.2080272	0.2745302	0.1742114	0.9515243	0.1552402	0.0111151	0.0069642	0.1495966	0.1174794	0.5618439
0.0093244	0.4211212	0.3687295	0.4070718	0.3403975	0.4788088	1.0155554	0.0459547	0.8215417	0.3298941	0.1078991	0.3509535	1.0304013	0.0000014	0.0031866	0.4061214	0.6192276	0.4766155	0.9637519	0.8753726	0.7832574	0.9447604	0.3659705	0.0008932	1.0838321	0.3233181	0.6695840	0.2146098	0.4329917	0.4758963	0.0399015	0.9227876	0.3031269	1.0065275	0.8318354	0.0007172	0.9588315	0.0520256	0.2218148	0.5587906	0.1005962	0.3244250	0.2442533	0.7271601	0.2526127	0.9141766	0.9300347	1.0351306	0.5607079	0.8904359	0.5700554	0.7485792	0.9214653	0.4753013	0.3928117	0.0261916	0.0249018	1.0256976	0.1916580	1.0089788	0.0100541	0.8698759	0.4565905	0.2308689	0.0703516	0.7298092	0.0539787	0.1855783	0.7532905	0.3026000	0.5380505	0.8519824	0.0461290	0.9499343	0.6455529	0.2753790	0.5098792	1.0042118	0.7278735	0.6200458	0.0527016	0.0434243	0.3281770	0.2650815	0.0106959	0.3108123	0.9896280	0.3288408	0.9981171	1.0736448	0.1705708	0.8474630	0.9041234	0.9899589	0.3566222	0.0021119	0.0785606	0.5625288	0.0230914	0.5484851
0.1017929	0.5532576	0.5099995	0.2555550	0.4215317	0.7705199	0.7934565	0.0386966	0.7547718	0.0381150	0.0479021	0.4654796	0.4454698	0.0128199	0.7732039	0.6667995	0.3561385	0.6939611	0.5557934	0.4561423	0.2983823	0.6859550	0.1191914	0.0000115	0.9126619	0.2669820	0.2996372	0.9638632	0.4092045	0.0755179	0.0000053	0.7373678	0.1993076	0.9982527	0.9363862	0.0000553	0.8628903	0.0032007	0.6513411	0.9145193	0.3620171	0.7916539	0.1020118	0.6352873	0.3968348	0.5490660	0.9522423	1.0281899	0.6813049	0.8200717	0.1217934	0.9738734	0.8197939	0.6944121	0.9084033	0.4504896	0.5561807	0.7564395	0.0994293	0.0432105	0.4060893	0.8704263	0.3996062	0.5571484	0.4814648	0.6333835	0.2530412	0.1795187	0.6313185	0.4328644	0.3061808	0.4133749	0.0252156	0.9029406	0.9479343	0.3867499	0.5330392	0.8467676	0.8244124	0.4824003	0.3989494	0.0155952	0.5896799	0.0630165	0.2632617	0.0006522	0.6260403	0.0017073	0.9971965	0.8705703	0.1804245	0.1835622	0.5867872	1.0144907	0.5640357	0.1609002	0.0022149	0.4429113	0.0101960	0.0160403
0.0513942	0.9297777	0.5766821	0.3667911	0.3872975	0.0216684	0.3545110	0.2996397	0.6057316	0.3071621	0.1606190	1.0484395	0.8658712	0.0650379	0.9667790	0.4731621	0.4885069	0.8514110	0.7514333	0.6072715	0.3217025	0.6754476	0.0013703	0.1217351	0.1305962	0.0448355	0.0140830	0.9342077	0.1774899	0.5684330	0.2186897	0.2806942	0.0316023	0.9450525	0.8968949	0.4314796	0.9541322	0.0024645	0.8075860	0.7883946	0.3157003	0.6277833	0.5742576	0.5528424	0.4221286	0.7539819	1.0480671	1.0415538	0.5356386	0.8383606	0.0002312	0.5192930	0.4275140	0.6712755	0.2878519	0.3064587	0.0002513	0.4431950	0.3331885	0.6771454	0.2919508	0.0585934	0.4089305	0.4128193	0.0344946	0.6483953	0.0764572	0.0081107	0.5922609	1.0192578	0.8877958	0.5719432	0.3574014	0.6089561	0.5246812	0.3585933	0.7013962	0.9421214	0.3755965	0.3474528	0.0581980	0.0156011	0.7171713	0.1387510	0.9874923	0.6183843	0.8944572	0.4348338	0.9886371	0.6963879	0.7561094	0.2480055	0.2240815	1.1167602	0.5539378	0.3416115	0.0148480	0.7590891	0.1885348	0.5689705
