G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G71A	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
0.0000000	0.2230900	0.7807317	0.2687206	0.1028368	0.6207875	0.6460135	0.7034792	0.7942083	0.3076831	0.8193759	0.5847648	0.5613273	0.3020798	0.0679320	0.0975773	0.9605088	0.0696723	0.4535661	0.2953804	0.5245017	0.5649454	0.2586862	0.3348032	0.9962574	0.1148582	0.1851641	0.1999264	0.8411895	0.6021507	0.0353544	0.1399969	0.1591412	0.2358964	0.9530256	0.0899828	0.6953036	0.9701097	0.0716507	0.1517097	0.0095712	0.9248077	0.0632325	0.5321530	0.3446986	0.9999981	0.1186648	0.5985868	0.1269598	1.0000000	0.5652386	0.9737651	0.1004022	0.8887201	0.3416524	0.1738747	0.9793652	0.3414346	0.5935914	0.8401954	0.6640718	0.0308516	0.1165804	0.9316524	0.5540080	0.0209043	0.4814343	0.5474991	0.1705588	0.0925088	0.0181537	0.9310412	0.9938356	0.5366422	0.8608755	0.0390989	0.8517762	0.1706168	0.8859963	0.4977851	0.8750532	0.5244641	0.9420538	0.3465127	0.0341881	0.9999746	1.0000000	0.8994846	0.8895409	0.6615803	0.9593270	0.0353096	0.6856634	0.1600113	0.5710205	0.3915808	0.3770013	0.9947951	0.8649091	0.2547491
0.9999992	0.0000027	0.7807304	0.5194012	0.1028367	0.6417694	0.7130646	0.7117674	0.8208544	0.2831871	0.8422182	0.6579179	0.6029685	0.2923483	0.0679319	0.0975688	0.9606184	0.0385359	0.2729542	0.2558838	0.2785190	0.6063544	0.3019737	0.3068662	0.0297358	0.9267779	0.2230364	0.1996163	0.8421777	0.6054637	0.0439356	0.1687714	0.1444105	0.1722492	0.9001205	0.1120534	0.7183132	0.9224206	0.1215437	0.3127761	0.0103690	0.9409467	0.0638050	0.5166542	0.3549018	0.9999444	0.1135458	0.7688310	0.1265411	1.0000000	0.5805639	0.9720393	0.9390400	0.8704695	0.3308615	0.4160415	0.9928087	0.5502702	0.7886369	0.8322904	0.6568830	0.0186170	0.1243958	0.9434477	0.5070546	0.0303852	0.4890159	0.6928393	0.1950623	0.0460349	0.0040631	0.9284318	0.9952463	0.3623003	0.7393383	0.0226185	0.8756553	0.1878578	0.8786970	0.5998717	0.2886285	0.5330937	0.9588443	0.3556020	0.0065788	0.9999348	1.0000000	0.9194001	0.9950891	0.6606419	0.9609441	0.0434181	0.6801233	0.1579562	0.5715454	0.4308761	0.3779187	0.9967472	0.8854479	0.2537493
0.7990391	0.7976559	0.0000000	0.4083746	0.1028256	0.6363775	0.6902549	0.7142109	0.8140132	0.2893410	0.8362166	0.6374822	0.5906871	0.2948734	0.0679227	0.0965195	0.9736811	0.0468230	0.2935157	0.8885442	0.2872110	0.7316606	0.2873395	0.3157788	0.0297219	0.9274994	0.2980588	0.5439779	1.0000000	0.6035495	0.0425842	0.1645223	0.1464371	0.1828132	0.9848770	0.0657210	0.7081050	0.9232376	0.1207940	0.3124952	0.0084695	0.9332096	0.0639915	0.5113302	0.3587785	0.9999901	0.0642263	0.6974108	0.4431760	1.0000000	0.5807433	0.9714091	0.9312574	0.8669100	0.5344258	0.4034179	0.9864748	0.7954334	0.7157642	0.8476359	0.9563006	0.2322130	0.1237500	0.9446252	0.1475338	0.0522481	0.6039827	0.6307523	0.1831836	0.0562291	0.0058597	0.9383904	0.9948618	0.3637948	0.7098683	0.0678464	0.8678207	0.1867614	0.8790673	0.5996828	0.2963545	0.4574683	0.9553077	0.3546140	0.0099862	0.9999608	0.9999978	0.9135208	0.9830897	0.6608612	0.8793930	0.0359937	0.9048877	0.1840874	0.5715577	0.3797821	0.3780200	0.8906499	0.8757404	0.2551125
0.9967835	0.2314369	0.7807304	0.0000037	0.1028367	0.6417714	0.7130663	0.7117569	0.8208551	0.2831854	0.8422189	0.6579195	0.6029694	0.2923478	0.0679319	0.0975688	0.9606185	0.0685731	0.2782509	0.2559081	0.2785987	0.6063594	0.3019756	0.3068655	0.0297349	0.9268269	0.2230391	0.1996162	0.8421780	0.6054641	0.0438963	0.1686117	0.1444934	0.1729877	0.9001123	0.1120552	0.7183135	0.9224341	0.1215273	0.3127788	0.0103859	0.9409461	0.0638043	0.5166709	0.3548902	0.9999444	0.1135459	0.7688380	0.1265409	1.0000000	0.5805626	0.9720376	0.9389581	0.8704696	0.3308594	0.4160484	0.9928090	0.5502986	0.4556357	0.8322903	0.6569011	0.0186164	0.1243987	0.9454724	0.5067603	0.0303857	0.4890206	0.4052634	0.1952555	0.0461809	0.0041174	0.9284302	0.9952464	0.3623421	0.7393925	0.0226187	0.8756560	0.1878585	0.8786968	0.5998742	0.2888310	0.5330910	0.9588413	0.3556061	0.0066261	0.9999345	1.0000000	0.9194057	0.9950870	0.6606418	0.9609443	0.0434184	0.6801288	0.1602059	0.5711026	0.4308770	0.3779169	0.9967473	0.8854481	0.2537528
0.9968039	0.2310938	0.7806409	0.0935848	0.0000000	0.6417625	0.7130605	0.7117532	0.8208542	0.2831999	0.8422034	0.6579158	0.6029663	0.2923525	0.0679272	0.0970229	0.9673466	0.0664859	0.2777168	0.2559471	0.2787092	0.6052358	0.3019737	0.3068674	0.0297351	0.9268204	0.2230422	0.1996659	0.8420176	0.6049159	0.0439061	0.1686396	0.1444827	0.1729047	0.9000350	0.1120830	0.7183119	0.9227413	0.1212503	0.3123156	0.0071635	0.9409435	0.0638040	0.5166782	0.3548856	0.9999447	0.1136061	0.7688127	0.1266078	1.0000000	0.5807724	0.9720369	0.9390202	0.8704662	0.3308631	0.4160278	0.9928079	0.5499709	0.4698884	0.8322935	0.6563408	0.0186991	0.1244885	0.9454601	0.5566354	0.0301865	0.4890279	0.4226690	0.1951713	0.0458191	0.0041091	0.8045209	0.9952526	0.3624008	0.7391338	0.0226210	0.8756550	0.1878188	0.8787115	0.5995167	0.2888048	0.5332136	0.9588415	0.3556066	0.0066076	0.9999754	1.0000000	0.9193964	0.9949939	0.6606407	0.9610000	0.0435028	0.6800832	0.1579138	0.5699815	0.4309142	0.3779170	0.9967402	0.8854461	0.2537160
0.9993497	0.1561920	0.7807486	0.4949614	0.1028379	0.0000000	0.6466658	0.7440229	0.0963139	0.6763723	0.5784280	0.0419865	0.2241060	0.4035726	0.0679330	0.0976817	0.9592444	0.0786831	0.3335328	0.3095620	0.4866486	0.0887261	0.0975286	0.5485740	0.0293838	0.9460638	0.0552310	0.2034167	0.8304435	0.5684750	0.0195221	0.0294394	0.3048110	0.5131223	0.9970628	0.0422349	0.5587064	0.9308257	0.1138802	0.3152325	0.0226781	0.9799208	0.0666973	0.4577305	0.3980152	0.9995811	0.2190181	0.7529909	0.1317081	1.0000000	0.5924526	0.9704178	0.9402845	0.2732807	0.5344253	0.3428245	0.9908529	0.3848773	0.7552398	0.8381726	0.5201545	0.0317134	0.0705657	0.9411810	0.7440618	0.0045160	0.3062857	0.7027521	0.6101283	0.0533062	0.0745867	0.2524877	0.9621557	0.6049575	0.4409742	0.0425938	0.6035376	0.1034037	0.3673381	0.6019808	0.3889980	0.5786605	0.9991261	0.6803347	0.0009578	0.9989842	0.9999998	0.9530690	0.9985177	0.6759020	0.9125051	0.5393572	0.4182827	0.1599403	0.5699436	0.4939379	0.1814234	0.8031548	0.5644348	0.2975321
0.9992166	0.1634983	0.7807458	0.2456409	0.1028377	0.4588315	0.0000000	0.7252069	0.3735111	0.6083908	0.6176105	0.1595266	0.3487833	0.3882306	0.0679328	0.0976647	0.9594458	0.1013892	0.3314280	0.2997289	0.6056982	0.1391122	0.1258936	0.4838641	0.0294523	0.9421132	0.0744178	0.2028701	0.8320930	0.5733996	0.0202821	0.0453577	0.2580720	0.4174224	0.9956439	0.0469664	0.5929220	0.9312397	0.1134967	0.3142987	0.0184688	0.9451911	0.0648503	0.4918677	0.3722633	0.9998334	0.1620897	0.5791467	0.1309599	1.0000000	0.5843144	0.9565721	0.9401919	0.6691890	0.4264852	0.1327650	0.9580576	0.3961132	0.5653387	0.9398003	0.5218362	0.0336597	0.0775486	0.2192821	0.7596303	0.0045191	0.3647525	0.5335854	0.1250008	0.0531840	0.1126421	0.8427529	0.9681770	0.6392619	0.7126759	0.0642949	0.6836978	0.1121901	0.8469606	0.6011891	0.3200704	0.4038898	0.9760216	0.4270810	0.0042729	0.9996868	0.9999999	0.6009338	0.9983210	0.6732229	0.6561389	0.0181212	0.5174827	0.1605821	0.5683706	0.2002615	0.2550403	0.8673028	0.6046776	0.2933573
0.9967835	0.2314369	0.7807304	0.5194023	0.1028367	0.6417719	0.7130649	0.0000044	0.8208551	0.2831850	0.8422190	0.6579191	0.6029689	0.2923477	0.0679319	0.0975688	0.9606185	0.0385393	0.2731949	0.2558832	0.2785183	0.6063570	0.3019758	0.3068658	0.0297358	0.9267798	0.2230395	0.1996161	0.8421780	0.6054642	0.0439355	0.1687669	0.1444136	0.1722812	0.9001102	0.1120556	0.7183136	0.9224200	0.1215436	0.3127762	0.0103696	0.9409465	0.0638045	0.5166616	0.3548991	0.9999444	0.1135459	0.7688315	0.1265408	1.0000000	0.5812400	0.8910689	0.9865412	0.8704681	0.3308588	0.4160419	0.9928087	0.5502704	0.7886390	0.8322902	0.6568850	0.0186166	0.0455733	0.9454720	0.5070226	0.0303863	0.4890207	0.6928389	0.1950712	0.0461808	0.0040652	0.9284289	0.9952464	0.9237973	0.7393391	0.0226183	0.8756560	0.1878585	0.8786973	0.5998720	0.0860707	0.5330931	0.9588423	0.3556015	0.0065809	0.9999348	1.0000000	0.7169835	0.9950874	0.6606418	0.9609444	0.0434188	0.6801245	0.1579515	0.5715454	0.4308764	0.3779173	0.9967475	0.8854482	0.2537489
0.9967835	0.2314371	0.7807304	0.5194020	0.1028367	0.6417709	0.7130648	0.7117620	0.0000010	0.2831858	0.8422187	0.6579187	0.6029688	0.2923479	0.0679319	0.0975688	0.9606184	0.0385393	0.2731950	0.2558833	0.2785185	0.6063560	0.3019749	0.3068659	0.0297358	0.9267799	0.2230383	0.1996162	0.8421779	0.6054640	0.0439351	0.1687664	0.1444137	0.1722814	0.9001142	0.1120548	0.7183135	0.9224204	0.1215434	0.3127762	0.0103694	0.9409466	0.0638047	0.5166586	0.3549002	0.9999444	0.1135459	0.7688314	0.1265409	1.0000000	0.5805614	0.9720386	0.9389576	0.8704688	0.3308599	0.4160418	0.9928087	0.5502701	0.7886387	0.8322903	0.6568841	0.0186168	0.1243943	0.9454719	0.5070350	0.0303858	0.4890188	0.6928391	0.1950711	0.0461810	0.0040652	0.9284300	0.9952464	0.3622998	0.7393386	0.0226184	0.8756557	0.1878582	0.8786972	0.5998719	0.2887420	0.5330933	0.9991642	0.3556017	0.0065809	0.9999348	1.0000000	0.9194027	0.9950874	0.6606418	0.9609442	0.0434185	0.6801240	0.1579515	0.5715454	0.4308763	0.3779172	0.9967474	0.8854481	0.2537491
0.9967835	0.2314369	0.7807304	0.5194023	0.1028367	0.6417721	0.7130649	0.7117580	0.8208551	0.0000041	0.8422190	0.6579192	0.6029689	0.2923477	0.0679319	0.0975688	0.9606185	0.0385392	0.2731948	0.2558832	0.2785183	0.6063571	0.3019759	0.3068657	0.0297358	0.9267798	0.2230397	0.1996161	0.8421780	0.6054642	0.0439355	0.1687670	0.1444135	0.1722811	0.9001096	0.1120557	0.7183137	0.9224200	0.1215437	0.3127762	0.0103696	0.9409465	0.0638044	0.5166621	0.3548989	0.9999444	0.1135459	0.7688315	0.1265408	1.0000000	0.5812400	0.9763316	0.9388018	0.5100045	0.5344065	0.4160420	0.9928087	0.5502704	0.7886390	0.8322902	0.6568851	0.0186166	0.2202371	0.9454720	0.5070207	0.0303863	0.4890209	0.6928389	0.1950712	0.0024033	0.0040652	0.9324746	0.9952632	0.2956700	0.7393392	0.0226182	0.8756561	0.1878585	0.8786973	0.6000855	0.2887458	0.5330930	0.9588421	0.2081319	0.0065809	0.9999348	1.0000000	0.9663210	0.9950874	0.6606418	0.9609444	0.5478013	0.6801245	0.1579515	0.5715454	0.4308764	0.3779173	0.9988366	0.3898431	0.2537489
