G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G73A	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
0.2933831	0.9708932	0.9995369	0.1950641	0.5344290	0.1982791	0.2050334	0.4654436	0.7856688	0.4442821	0.8880856	0.0122750	0.7573725	0.1565003	0.0002412	0.5486856	0.0134020	0.8362585	0.3285161	0.1388918	0.2595514	0.8499611	0.6202228	0.6266928	0.3635135	0.0001702	0.0194653	0.3309566	0.0171460	0.2747616	0.0405781	0.3086825	0.9720338	0.4489611	0.3456382	0.9181689	0.9563893	0.8855596	0.6080673	0.2839093	0.9485774	0.3427238	0.7687246	0.9053802	0.0177471	0.1829495	0.6975975	0.8458713	1.0000000	0.0403719	0.9821138	0.4481533	0.9714868	0.3817425	0.3507971	0.1621428	0.1029429	0.1970149	0.5792317	0.2693723	0.0164593	0.0490737	0.3597894	0.0151171	0.7183388	0.4854117	0.9965080	0.5717453	0.6628917	0.6513360	0.3287460	0.0188372	0.5656589	0.5734387	0.0014144	0.9340511	0.2306384	0.4225558	0.5283298	0.0188767	0.5432222	0.7675386	0.4379528	0.8523075	0.9374543	0.3248443	0.6925716	0.7597637	0.8692573	0.8202825	0.7941095	0.3670108	0.9981956	0.1909693	0.0644459	0.8423542	0.7839749	0.4082661	0.4006448	0.8730938
0.6448822	0.1879203	0.9903340	0.3259681	0.3980696	0.1749271	0.4174430	0.4884098	0.8000067	0.4527002	0.9999035	0.2692553	0.7468686	0.1904351	0.1946020	0.7796105	0.4093946	0.0000000	0.0051984	0.0000000	0.3013863	0.6289172	0.8379694	0.2684278	0.2962070	0.0000000	0.0394430	0.0000033	0.1195486	0.0282747	0.3717091	0.0068611	0.1803849	0.3910695	0.4076921	0.9423107	0.9391881	0.0025060	0.0623528	0.3233203	0.8985857	0.6283394	0.9872113	0.9014824	0.2253935	0.1946303	0.9986352	0.7705185	0.7846738	0.6213110	0.9976518	0.5005467	0.3963980	0.3054878	0.0006061	0.6460512	0.0545088	0.1674896	0.3435940	0.7297589	0.0578536	0.5481443	0.1577986	0.0072343	0.6283715	0.5972080	0.5595092	0.2594221	0.4701613	0.1256016	0.2395513	0.3303072	0.5351908	0.5817109	0.4262177	0.8486046	0.9833422	0.9764907	0.6658698	0.0062173	0.6276062	0.7698270	0.6405929	0.5080465	0.8235227	0.0480486	0.7790505	0.1546473	0.9938133	0.5189694	0.7431894	0.3425435	0.8624528	0.1145585	0.8068382	0.7402694	0.7922639	0.3821382	0.9290085	0.8236882
0.4726519	0.4921337	0.7389642	0.5736517	0.2254614	0.0011892	0.2010227	0.1582327	0.6206148	0.2733692	0.6460539	0.6865216	0.6553619	0.1273009	0.2097739	0.9238024	0.2536188	0.0009242	0.4092428	0.6967286	0.3862840	0.4936242	0.3531308	0.8125897	0.6272643	0.5439035	0.4631964	0.0000002	0.0740902	0.1201119	0.3737278	0.2870189	0.9803126	0.7339371	0.4372715	0.1938854	0.4164940	0.0576466	0.1466166	0.4995030	0.7412283	0.5320903	0.3174989	0.7166036	0.0164649	0.0782328	0.7280883	0.7597113	0.7929581	0.7220825	0.9774855	0.4807880	0.8687834	0.5377121	0.0625296	0.5813331	0.1746729	0.0806354	0.6482142	0.0378299	0.0225069	0.1971614	0.3242751	0.4666868	0.6575079	0.0692943	0.6867156	0.4617700	0.4969234	0.6469164	0.1572062	0.0664993	0.2058215	0.3014350	0.0410553	0.3681219	0.2528240	0.4736094	0.7098771	0.0007513	0.2060685	0.6876209	0.7956456	0.7275181	0.9965310	0.6561775	0.3361637	0.5064964	0.3424946	0.6925436	0.6163614	0.2421690	0.9131780	0.4339909	0.2004652	0.9837155	0.7668536	0.2712130	0.5285205	0.7644211
0.1996898	0.1994144	0.7416557	0.0000136	0.5552849	0.1513615	0.2691362	0.3666957	0.8186790	0.5426478	0.9983949	0.5712758	0.6230262	0.2180118	0.0408534	0.9211280	0.0000000	0.0000019	0.0281633	0.0000000	0.3376169	0.7382060	0.8299969	0.3622016	0.4604691	0.0000000	0.0417772	0.0035176	0.3781743	0.0054098	0.8726442	0.0946706	0.2263054	0.0037388	0.6951514	0.9586760	0.9974604	0.5828425	0.2111191	0.3263646	0.7722656	0.7106201	0.9975735	0.4525635	0.4474236	0.1304908	0.9241964	0.0256087	0.1140546	0.0453691	0.9693321	1.0000000	0.9108733	0.9139292	0.0000000	0.2600697	0.1114472	0.3314068	0.7714470	0.1932619	0.5745193	0.5524853	0.5447411	0.0086705	0.4594641	0.6126009	0.8622218	0.1612719	0.6990678	0.4503078	0.4015067	0.5240545	0.5008139	0.6390006	0.5819043	0.7045607	0.5323532	0.9993132	0.4604773	0.0000021	0.4283361	0.5131830	0.9072256	0.5434106	0.9827369	0.0526219	0.7998191	0.5181861	0.9190272	0.9156724	0.6696684	0.5269054	0.9492011	0.0016750	0.2583507	0.5337748	0.5401019	0.8174478	0.7352401	0.7951476
0.9087965	0.2754931	0.6810446	0.7113007	0.2131648	0.1981147	0.0925256	0.2427729	0.9607972	0.5119688	0.9999030	0.2570663	0.7674162	0.1856399	0.3487987	0.9599606	0.2040087	0.9882294	0.5277699	0.3942729	0.4424876	0.1292548	0.4824848	0.8319584	0.8898438	0.7524306	0.4946126	0.6106097	0.3023870	0.4587463	0.1619063	0.1935433	0.9870399	0.5161481	0.1272315	0.8242012	0.7324835	0.7467853	0.4022142	0.3250395	0.8201072	0.7862002	0.3110446	0.8725109	0.3317857	0.6785703	0.6286598	0.0689998	0.1730632	0.6581712	0.8296790	0.4596183	0.8914840	0.0882990	0.1621107	0.0336575	0.1825273	0.4922469	0.8046397	0.0860520	0.1076053	0.6987533	0.9117781	0.0060237	0.6811780	0.1938361	0.4755618	0.8283719	0.7654415	0.6050320	0.0166042	0.1703132	0.3415996	0.6030354	0.2804992	0.1239976	0.5247484	0.3563973	0.8149008	0.0014819	0.3736663	0.8662320	0.3665884	0.5972907	0.6937751	0.0928960	0.6417715	0.6901482	0.6230324	0.3813585	0.8065078	0.6921215	0.7986252	0.4443436	0.0287770	0.8138074	0.4341664	0.4769198	0.6954567	0.4068703
0.5994709	0.6241772	0.9965935	0.4005297	0.3829546	0.0288793	0.3460765	0.4674493	0.5544449	0.5241552	0.9992609	0.4580075	0.7890490	0.0000000	0.0067660	0.9999990	0.1281932	0.1048557	0.2174117	0.0616510	0.4863897	0.1335670	0.3443872	0.5850288	0.7268829	0.2468767	0.0000000	0.0000000	0.0362105	0.1031486	0.2492918	0.0000000	0.9470195	0.4765203	0.7875184	0.9538759	0.9048177	0.9009556	0.4787392	0.3260370	0.7867632	0.8014635	0.9999999	0.7272807	0.4598290	0.5870403	0.4406390	0.8327090	0.9260411	0.6115524	0.5491654	0.2429771	0.6394105	0.0246541	0.0000000	0.5066543	0.4241969	0.5752290	0.6461173	0.2403836	0.0014143	0.4363465	0.2404052	0.3813835	0.2334993	0.2859334	0.5231623	0.5022197	0.6505992	0.2215557	0.1101361	0.1434022	0.7516883	0.2719091	0.1423122	0.3920586	0.5165207	0.8363167	0.4409297	0.0032235	0.7794890	0.3962837	0.5614066	0.3651107	0.9206563	0.2202540	0.9021543	0.5762985	0.6315573	0.7102398	0.8951221	0.0120358	0.9794623	0.3717495	1.0000000	0.6407991	0.9571624	0.3763520	0.6759918	0.5360962
0.5017189	0.8284419	0.3055711	0.0808849	0.5557763	0.1990933	0.1901142	0.5719176	0.8050047	0.3253695	0.9999999	0.4045626	0.4646347	0.3036377	0.6067061	0.9983103	0.0013473	0.8019150	0.0402011	0.0606348	0.5210428	0.4929115	0.5837952	0.6763911	0.6275904	0.3925224	0.0314471	0.2643890	0.1387315	0.3911270	0.0657442	0.5171154	0.2775633	0.2917374	0.4412779	0.8407333	0.7438704	0.9265955	0.7909091	0.3243010	0.8494837	0.7688948	0.5174327	0.4995277	0.0313713	0.2838954	0.7267728	0.8682072	0.9698483	0.3688184	0.8220146	0.4240458	0.5198585	0.7530072	0.0000000	0.2755730	0.1318996	0.5241333	0.4945734	0.1889549	0.4078851	0.0411891	0.0018290	0.1039605	0.2593904	0.1457315	0.4966000	0.5873026	0.7628889	0.5573009	0.0101210	0.1505264	0.6243532	0.4494549	0.0059535	0.4462518	0.2775041	0.9847981	0.5599691	0.0051079	0.3906241	0.4229779	0.9592679	0.8470988	0.8824896	0.6830511	0.7314397	0.1098397	0.9833166	0.7903668	0.1837867	0.1714078	0.9050677	0.0338348	0.1690167	0.8215675	0.6827300	0.9839051	0.9289595	0.3115688
0.8133614	0.9643127	0.7442848	0.1988091	0.4267197	0.1981302	0.5056099	0.5192422	0.6616587	0.5034525	0.9219434	0.3957821	0.6613323	0.0538326	0.1031829	1.0000000	0.1134492	0.0322905	0.1321778	0.0798487	0.0962340	0.9996445	0.4383473	0.8738962	0.1588036	0.1000252	0.3052153	0.0000000	0.0010997	0.1774858	0.0024247	0.0655235	0.8950347	0.4907501	0.7498034	0.5364344	0.5583307	0.0050766	0.0753620	0.3741825	0.7618140	0.6443960	0.3840615	0.8707061	0.0158758	0.0837762	0.6369550	0.5706676	0.5510867	0.3319200	0.9985688	0.1807961	0.8573222	0.4463582	0.1258801	0.1462394	0.0003126	0.0973071	0.4765205	0.3725505	0.9970790	0.0656002	0.0239244	0.1862039	0.3582098	0.1876166	0.7400411	0.1207741	0.9936492	0.9461760	0.0459713	0.2750567	0.1728940	0.2328191	0.2928945	0.4886479	0.6154989	0.1619830	0.3780030	0.0016527	0.1968189	0.9071961	0.9999911	0.7563147	0.8870904	0.2701839	0.7046894	0.2201316	0.8098835	0.6880176	0.6606452	0.0428034	0.9997649	0.0653136	0.7627349	0.9334858	0.8907262	0.5652201	0.8489507	0.3511987
0.7522984	0.1587020	0.7820387	0.8429724	0.5083557	0.1981241	0.1071104	0.0939041	0.8625541	0.5068285	0.9999390	0.2162282	0.7769478	0.3963299	0.6615471	0.0637520	0.3145443	0.9923561	0.6099069	0.4872374	0.3848246	0.2900954	0.4918604	0.8162558	0.7398904	0.7173428	0.4686461	0.7465177	0.9132379	0.9259581	0.1614783	0.3744896	0.6734125	0.8738657	0.3627347	0.8877961	0.7888594	0.9304281	0.8261263	0.5361087	0.3704972	0.2160079	0.6076687	0.7590519	0.0920842	0.5550553	0.6571112	0.1564864	0.2505000	0.3581000	0.7392418	0.7769530	0.9449121	0.1643092	0.1381474	0.0197057	0.3361910	0.7700196	0.6155326	0.1295399	0.6060266	0.2974641	0.3880208	0.0392724	0.4871779	0.4766451	0.4080641	0.6794912	0.8620425	0.7449825	0.2348023	0.0206704	0.8864492	0.3817943	0.0257960	0.3027008	0.3788525	0.9292175	0.8441945	0.1223022	0.2135860	0.9621126	0.7070682	0.6083770	0.8002928	0.0347138	0.3518999	0.5558730	0.6202588	0.5108418	0.6637958	0.4385727	0.7307193	0.1972307	0.1735013	0.7576854	0.2617249	0.5548170	0.2052780	0.4625990
0.4954653	0.2630461	0.6694262	0.8202963	0.2661372	0.1985422	0.1832595	0.2699058	0.8579829	0.3861961	0.7998805	0.4780247	0.4693896	0.2639538	0.5542804	0.9911923	0.4526849	0.0000001	0.7201455	0.6068514	0.5194933	0.1249726	0.3568050	0.7227679	0.7851472	0.8244894	0.5932945	0.0014030	0.3248299	0.1714561	0.0000114	0.0000003	0.9922859	0.2836870	0.0784406	0.3037018	0.4202727	0.2208906	0.2215696	0.6967328	0.9590926	0.7119859	0.6735913	0.7619734	0.3346047	0.1839085	0.7717869	0.7638535	0.8005232	0.7457125	0.9999761	0.5835221	0.8096757	0.4706501	0.1364516	0.1603582	0.0002287	0.3008972	0.5922237	0.1605617	0.1449774	0.3116698	0.1920263	0.2756893	0.5201552	0.0381972	0.6841703	0.9353897	0.6965980	0.3577994	0.2482381	0.0003488	0.7604287	0.0832341	0.0698483	0.7725861	0.2159631	0.9917349	0.7449301	0.0006775	0.8095116	0.5815272	0.9997478	0.6614947	0.6552669	0.1977211	0.3816750	0.6646210	0.6263737	0.6143971	0.6885252	0.3779541	0.5489671	0.0768772	0.4179362	0.9619508	0.8331037	0.6483119	0.3504548	0.6934770
