"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100

0	0.2125644	0.6409964	0.1151785	0.3796987	0.6302398	0.6104137	0.6697078	0.3714649	0.0010216	0.0484582	0.4755646	0.3969603	0.3326329	0.1274595	0.0253326	0.6311906	0.7671787	0.0194459	0.4899737	0.6967563	0.0064790	0.2739625	0.1936924	0.1076859	0.3978365	0.3673327	0.3151366	0.4871727	0.7094239	0.7424228	0.3822591	0.5306380	0.1111319	0.2893737	0.0882034	0.3303998	0.1846839	0.0244022	0.4245164	0.5344878	0.6720755	0.6591191	0.4256600	0.4640781	0.8250069	0.0671048	0.7339145	0.7953842	0.0032016	0.0081416	0.3282896	0.0957071	0.1450242	0.1100216	0.6787845	0.0994878	0.3937460	0.1336229	0.7526976	0.4134538	0.1247550	0.3173679	0.1729684	0.2019488	0.6115369	0.1046791	0.4781735	0.5225389	0.1659642	0.4118209	0.0851542	0.2767821	0.1088423	0.4158709	0.3829154	0.0009398	0.5260869	0.3318521	0.2265230	0.4032618	0.3228442	0.6218492	0.7066354	0.0005838	0.1490322	0.6353884	0.4399967	0.3849294	0.6060332	0.0708964	0.2417922	0.2967176	0.0752714	0.0942463	0.0150316	0.0114420	0.6363759	0.0265448	0.6904104	0.2703243
50	0.3140644	0.4544933	0.1114084	0.3491423	0.3470768	0.7723966	0.6203129	0.2073361	0.0000000	0.0152539	0.6061476	0.2407585	0.4416940	0.1927081	0.0388096	0.5827182	0.5410208	0.0796705	0.5747642	0.4719877	0.1590526	0.0689099	0.2163279	0.0646711	0.4917374	0.2292094	0.3922677	0.6149778	0.6461928	0.5775607	0.2651543	0.3665053	0.3940026	0.1527232	0.0982625	0.3619971	0.2105282	0.0259900	0.3446500	0.5809207	0.5961136	0.5604346	0.2487476	0.5668826	0.7887306	0.0560404	0.6026038	0.6046843	0.0136594	0.0012422	0.3158427	0.2987160	0.1604217	0.1067079	0.6730201	0.0395752	0.3863068	0.1855323	0.6276923	0.5028559	0.0583058	0.2898619	0.1782694	0.1803502	0.6576503	0.2514848	0.5014854	0.1284151	0.1067586	0.3719378	0.0419333	0.2784286	0.0909750	0.3536999	0.3515993	0.0004226	0.5792887	0.2223425	0.2661794	0.2813218	0.3198089	0.6487806	0.6098600	0.0002454	0.1934873	0.6968005	0.4492857	0.3760469	0.5080948	0.0642809	0.2171484	0.3667873	0.0753408	0.0764969	0.0091629	0.1126756	0.5596838	0.0205599	0.4460251	0.2831306
100	0.3682899	0.5287672	0.1235506	0.4230175	0.2123281	0.5665367	0.5520516	0.1745704	0.0007737	0.0209045	0.6406594	0.2240135	0.3327279	0.2643142	0.0211226	0.6083185	0.5848006	0.0891215	0.6359621	0.4775268	0.1648581	0.0485456	0.2424313	0.1000582	0.5440814	0.3308693	0.5743413	0.5967566	0.5452359	0.6117759	0.3056391	0.4545085	0.3333546	0.1855453	0.0627190	0.2696550	0.2090649	0.0438812	0.4238856	0.4963184	0.6010175	0.5101025	0.1064306	0.6576938	0.6525789	0.0615117	0.4677974	0.7898269	0.0052822	0.0021461	0.3535986	0.3955986	0.1505667	0.1248859	0.5028689	0.0874084	0.4344508	0.2523719	0.5934840	0.3508762	0.0629481	0.2794490	0.2831309	0.2273940	0.6996586	0.2327873	0.5928435	0.0689613	0.1789710	0.3241545	0.1550877	0.2708574	0.0496581	0.4148923	0.4890821	0.0006029	0.5414170	0.0940594	0.2009705	0.2788914	0.2397544	0.8203704	0.5518686	0.0000000	0.1115289	0.6051289	0.5423938	0.3007253	0.5484294	0.1079825	0.1638538	0.3070374	0.0483169	0.0587284	0.0050239	0.1486058	0.5590518	0.0147966	0.2789253	0.2084062
150	0.2804894	0.4166704	0.1126785	0.4657176	0.1719573	0.6003580	0.3433280	0.1677673	0.0145292	0.0075027	0.5439757	0.1894679	0.4960531	0.3777000	0.0114706	0.6259290	0.5211047	0.0406821	0.6818125	0.3668543	0.2689660	0.0168318	0.2657285	0.1156496	0.5250248	0.3581550	0.3929187	0.5487219	0.5248196	0.5861794	0.4053544	0.5927918	0.3475681	0.2041013	0.0470670	0.2358038	0.1756801	0.0366981	0.4786826	0.5923866	0.8026361	0.4975834	0.1965863	0.5581636	0.5317665	0.0686039	0.6676463	0.7024601	0.0028781	0.0063619	0.4289270	0.3378609	0.0613162	0.1283428	0.6044322	0.0230058	0.3769940	0.3659823	0.6026652	0.4256836	0.0206223	0.2530446	0.1724388	0.3176370	0.5315098	0.2586507	0.5931894	0.0486382	0.1251724	0.4128258	0.2484849	0.3181529	0.0619367	0.3101001	0.3588052	0.0000717	0.4863820	0.0259238	0.2449906	0.4109157	0.2483244	0.7216522	0.5300408	0.0126724	0.0923855	0.6163264	0.4686955	0.1901275	0.4871149	0.2201547	0.2470465	0.2683100	0.0455839	0.1068395	0.0007495	0.1083795	0.5126408	0.0372549	0.3121145	0.3285354
200	0.3120655	0.5042040	0.1314524	0.4681302	0.2176959	0.7632322	0.1727172	0.1304552	0.0064970	0.0172359	0.4397687	0.1992732	0.5043659	0.4163437	0.0394958	0.6554288	0.4430418	0.0676935	0.7514222	0.3506835	0.2472737	0.0238670	0.3392985	0.0908824	0.4261308	0.3227009	0.4028960	0.6748318	0.5468072	0.5383018	0.3480135	0.4710326	0.3367828	0.2696306	0.0725753	0.2873285	0.2479557	0.0445053	0.4156723	0.5050690	0.6956734	0.6100286	0.1247333	0.5448361	0.6286362	0.0588391	0.5230974	0.6676127	0.0024855	0.0137926	0.3007146	0.3110615	0.0401528	0.1517213	0.5780404	0.0042541	0.3464058	0.3689155	0.6703395	0.3285775	0.0269322	0.2433884	0.2629307	0.4131818	0.6141541	0.2548133	0.5121634	0.0345086	0.1102105	0.3948612	0.2574636	0.2417516	0.0434278	0.4016410	0.4486434	0.0007251	0.5173566	0.0055481	0.2399157	0.5481523	0.1883973	0.6572301	0.4868698	0.0012537	0.1096752	0.8067340	0.3609737	0.2283479	0.5890455	0.3242848	0.2029415	0.2934691	0.0484095	0.1082417	0.0024100	0.0630117	0.6407791	0.0074328	0.2305600	0.1928593
250	0.2407538	0.4527281	0.0665825	0.4668484	0.1746732	0.5077922	0.1289810	0.2045000	0.0220537	0.0156504	0.4906229	0.1170311	0.5271740	0.3319232	0.0274080	0.7019006	0.5533702	0.1020185	0.7127728	0.3823619	0.2266911	0.0190888	0.4599335	0.1005979	0.5513766	0.3366198	0.3852448	0.5983695	0.6263658	0.4542151	0.3748631	0.5228842	0.4142040	0.2650202	0.1166444	0.2906840	0.2461019	0.0540280	0.4103997	0.5073933	0.7537805	0.4958507	0.2474837	0.5233618	0.7867150	0.0606191	0.5357077	0.6619960	0.0125759	0.0006850	0.3069157	0.2764931	0.0526928	0.1273667	0.6146383	0.0038538	0.4831666	0.4497841	0.6481778	0.4024130	0.0153544	0.1684738	0.4223614	0.3135425	0.4841031	0.2818579	0.5125725	0.0500024	0.0797899	0.4989861	0.2804668	0.2034434	0.0223493	0.4570893	0.4660323	0.0007292	0.5197551	0.0020283	0.1933602	0.4394388	0.2003853	0.6826766	0.5223480	0.0004972	0.0818515	0.6611924	0.4513421	0.1816237	0.5848578	0.3600628	0.2786031	0.2588845	0.1068489	0.0718953	0.0060981	0.1693027	0.5744289	0.0050642	0.2958915	0.2903231
300	0.3347179	0.4598047	0.1212263	0.3969068	0.1905550	0.5986272	0.3109814	0.1389636	0.0311474	0.0150774	0.3457319	0.1522905	0.5141283	0.5159789	0.0322886	0.6708724	0.3980510	0.1225513	0.6641923	0.3625905	0.1755116	0.0142769	0.4070063	0.0698096	0.5102529	0.3277241	0.4176816	0.6540477	0.5137902	0.5985237	0.2949416	0.4529470	0.3950884	0.2557851	0.0678227	0.3013822	0.2147560	0.0346533	0.3876323	0.4895384	0.7360371	0.3704471	0.1660480	0.5947725	0.7956535	0.0782920	0.6056768	0.6751576	0.0018108	0.0015182	0.3483692	0.3735735	0.0152088	0.0790844	0.5165993	0.0053517	0.3294447	0.4385436	0.5981765	0.4035538	0.0166206	0.1227338	0.3312678	0.2885480	0.5067310	0.2958075	0.5831885	0.0432929	0.0884837	0.4935941	0.2107051	0.1996927	0.0277116	0.3543216	0.4338740	0.0006575	0.4266454	0.0005702	0.1762729	0.4861712	0.2098537	0.6337858	0.5446684	0.0057699	0.1583325	0.6814510	0.4698424	0.1508904	0.5628399	0.2523257	0.2754246	0.1542983	0.0894759	0.0852820	0.0144536	0.1247865	0.4362755	0.0185490	0.2767427	0.1903334
350	0.2613352	0.5106865	0.0612298	0.3664383	0.2173261	0.6404324	0.3726837	0.1901296	0.0434895	0.0498794	0.4346294	0.1128640	0.5367353	0.4794087	0.0160696	0.7563582	0.5535577	0.0831482	0.8615656	0.4956141	0.3164489	0.0193266	0.4290120	0.0790494	0.4962705	0.3286215	0.3472012	0.5024486	0.6020262	0.5375101	0.3699786	0.4216911	0.3817977	0.1701930	0.0674113	0.4031285	0.2916859	0.0617232	0.3780725	0.6078251	0.7363297	0.4036601	0.1350136	0.4801458	0.7323088	0.0726756	0.5687350	0.6593441	0.0034999	0.0053300	0.4158571	0.4200142	0.0227366	0.1400132	0.4950403	0.0181898	0.3720400	0.3740693	0.5153812	0.4544480	0.0148165	0.1462677	0.4314318	0.2755879	0.4618065	0.2741814	0.5282672	0.0277958	0.1065032	0.4871586	0.2730882	0.1734404	0.0336703	0.3369558	0.4318424	0.0000042	0.4094044	0.0001869	0.1967585	0.4004325	0.1545145	0.6381095	0.4417775	0.0054539	0.0962223	0.6081167	0.4910728	0.1736905	0.5692553	0.2867814	0.3875172	0.2308025	0.0797887	0.0526566	0.0017953	0.0775956	0.5041021	0.0544915	0.2655019	0.2593581
400	0.2303544	0.5210522	0.0542684	0.5068358	0.1853359	0.7595991	0.3656380	0.1832561	0.0468648	0.0267565	0.4075003	0.1025960	0.5540042	0.5737957	0.0112374	0.8316347	0.4690273	0.1004160	0.6360226	0.3783959	0.2638916	0.0239469	0.3674177	0.0544552	0.5098902	0.4256009	0.4267120	0.5127708	0.5485915	0.4677193	0.3355306	0.5530868	0.3439090	0.1880618	0.0823704	0.3617003	0.2258442	0.0522858	0.4135142	0.5106046	0.7193876	0.4799750	0.1256607	0.5612248	0.6862132	0.0762456	0.4859819	0.7020383	0.0108125	0.0048578	0.2840957	0.3683288	0.0348632	0.0999640	0.5583542	0.0035885	0.3805626	0.4031190	0.6782032	0.3613944	0.0149346	0.1626864	0.3470827	0.3516597	0.5157288	0.3096514	0.4757263	0.0312195	0.0578578	0.4239531	0.3042162	0.2450412	0.0138325	0.3877119	0.3573151	0.0000662	0.3440561	0.0014455	0.1655377	0.3239685	0.2695698	0.4888535	0.5486255	0.0017822	0.0862754	0.5794449	0.4903276	0.1949193	0.5272277	0.1838488	0.3783962	0.2238845	0.1118499	0.0489045	0.0072226	0.1275245	0.3889886	0.0177436	0.2544099	0.2496914
