"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100

0	0.3359975	0.8551143	0.1219034	0.5427874	0.9887457	1.0331187	0.9250543	0.5286337	0.0059697	0.0355532	0.7183148	0.6740949	0.5334609	0.1397760	0.0281403	1.0235237	1.0217696	0.0316073	0.7223611	0.9792115	0.0006652	0.3172441	0.2558126	0.1204823	0.6805230	0.5073928	0.4322551	0.8965158	0.9721228	0.8794320	0.5064385	0.8292493	0.1484862	0.3338445	0.1554043	0.4762053	0.3346266	0.0491172	0.6156330	0.8600707	1.1236789	0.9127207	0.5989491	0.6888594	0.9429326	0.0697236	0.8265282	1.0196097	0.0050810	0.0095233	0.5862013	0.1509589	0.2527324	0.1599395	0.9314208	0.1700002	0.5496250	0.2011661	0.9452833	0.6074072	0.1899156	0.3597205	0.2652845	0.3706449	0.9885665	0.1151091	0.7316024	0.8070688	0.2130101	0.5147353	0.1362341	0.4026556	0.1382464	0.6410756	0.4319195	0.0015643	0.8090813	0.3018605	0.3591336	0.6020132	0.4748995	1.0605131	0.9402343	0.0026587	0.2176926	1.0116912	0.6548014	0.4898233	0.9040812	0.0554994	0.3135026	0.3680343	0.1187349	0.1051006	0.0083660	0.0217573	1.0165729	0.0477510	1.0132142	0.3851805
50	0.4021216	0.8057017	0.1470145	0.5344734	0.7444527	0.9798690	0.9495589	0.4266204	0.0057333	0.0448615	0.8551878	0.5064074	0.5290661	0.1933606	0.0333094	0.9953197	0.9264374	0.0865552	0.8410047	1.0157721	0.1305754	0.2137611	0.2487134	0.1368401	0.7192839	0.4303691	0.5997063	0.8153029	0.8823082	0.8632917	0.4438911	0.6882266	0.3485299	0.3083598	0.1744457	0.5011802	0.2389170	0.0709763	0.4783304	0.8580140	1.0332479	0.8950775	0.4757276	0.9123753	1.0043794	0.1146720	0.8787675	0.9882408	0.0007192	0.0042049	0.5822418	0.3168534	0.3182545	0.1613232	0.8883291	0.1026861	0.5244181	0.1834734	0.9513588	0.5858453	0.1468848	0.4075564	0.3222811	0.2662059	0.8942579	0.2612600	0.9837820	0.5315095	0.1671584	0.5528330	0.1154756	0.4816857	0.1753504	0.6233451	0.5011008	0.0012394	0.6641874	0.3122323	0.3489597	0.5906214	0.4928108	0.9274625	0.8064573	0.0003770	0.1981948	0.9983246	0.6516096	0.5975493	0.8373340	0.0700377	0.3681469	0.4757318	0.1038652	0.1575376	0.0100520	0.0606640	0.9832073	0.0244248	0.7848655	0.3810226
100	0.4710014	0.7254564	0.1691135	0.5948613	0.4789916	1.0050238	0.9427710	0.3931334	0.0047509	0.0382728	1.0035104	0.3496290	0.5593941	0.2675252	0.0207281	1.0118870	0.9330875	0.1344508	0.9361334	0.7447633	0.2664431	0.1020049	0.3047930	0.1379358	0.7143666	0.4465507	0.5903204	0.7958594	0.8132810	0.8451574	0.4438081	0.6505258	0.4033506	0.2663594	0.1116446	0.4161736	0.3037135	0.0660831	0.5153526	0.8170769	0.9471885	0.9520413	0.2931356	0.8455122	0.9362630	0.0993325	0.8998727	0.9561386	0.0147815	0.0020773	0.5720742	0.4477055	0.2519912	0.1840312	0.9376255	0.0685895	0.5218169	0.3225245	0.9900182	0.5393997	0.1181955	0.3874741	0.3068015	0.2911180	1.0115956	0.4080595	0.8800428	0.2842172	0.1991174	0.5753932	0.2015146	0.4318170	0.1502047	0.6060438	0.4939415	0.0001817	0.7462554	0.2628756	0.3843202	0.5127116	0.4842509	0.9525308	0.8491863	0.0006942	0.2072231	0.9760063	0.5517468	0.5464844	0.6642762	0.1048153	0.2934960	0.4634394	0.0914207	0.1389069	0.0085537	0.1295518	0.8701466	0.0285563	0.5066496	0.3845262
150	0.4763940	0.7768721	0.1528882	0.6207631	0.3572104	0.9360778	0.8221739	0.2983060	0.0061487	0.0295114	0.9416632	0.3370739	0.6757615	0.3645153	0.0350717	1.0102676	0.8413831	0.1421688	0.8739863	0.5640059	0.3123519	0.0987737	0.3702904	0.1181842	0.7252751	0.4808972	0.5970327	0.7910505	0.8403945	0.8151853	0.5259902	0.6542318	0.5458793	0.3498593	0.0750701	0.3390938	0.3074599	0.0683936	0.5392435	0.8002777	1.0428499	0.8332363	0.2631719	0.7828948	0.8000958	0.1019685	0.9207290	1.0648292	0.0071627	0.0115470	0.5504899	0.5036640	0.1110504	0.2273630	0.9486773	0.0507784	0.5180152	0.4832452	0.9152752	0.6112141	0.0667131	0.4502412	0.3168985	0.4166955	0.9705647	0.3648486	0.7875065	0.1381871	0.2105604	0.4864502	0.2742022	0.3420071	0.1569568	0.5235807	0.5305430	0.0013773	0.8035183	0.1794624	0.3139887	0.5599305	0.4109641	0.9610608	0.7852943	0.0034978	0.2155159	0.9148820	0.5975259	0.4331774	0.7264314	0.1423366	0.3010590	0.4258733	0.0807800	0.1247042	0.0007807	0.1403685	0.8327689	0.0423936	0.4015397	0.3588558
200	0.5093592	0.7192775	0.1435133	0.5914826	0.3354161	0.9694404	0.5042180	0.2272129	0.0183247	0.0210348	0.8693925	0.2794246	0.6691594	0.5084727	0.0295082	0.9184614	0.7353021	0.1518930	0.9303203	0.6069340	0.3314418	0.0644341	0.4218190	0.1577490	0.7267293	0.4918845	0.6169007	0.8505902	0.8569012	0.8062493	0.5630117	0.7046857	0.4813177	0.3733267	0.1151048	0.3812327	0.3362170	0.0676918	0.5447032	0.7625851	1.0420213	0.7956749	0.2722896	0.6753626	0.8839737	0.0973491	0.8826020	0.9577575	0.0133653	0.0159378	0.4871307	0.4621722	0.0999025	0.1821891	0.8394892	0.0293152	0.5250591	0.5288826	0.9410998	0.6315732	0.0569300	0.3217887	0.3544949	0.4493542	0.9065615	0.4737657	0.8466573	0.1017267	0.2182439	0.6403487	0.3811570	0.3687970	0.1103290	0.5285345	0.6061846	0.0017088	0.7537120	0.0347069	0.3184374	0.5996286	0.3670876	1.0407877	0.7967873	0.0025158	0.1857178	0.9804539	0.6496025	0.3228630	0.7728287	0.3929900	0.3665237	0.3699242	0.0677322	0.0857969	0.0071833	0.1573219	0.7981321	0.0506055	0.4147723	0.3913502
250	0.4451595	0.6589732	0.1335474	0.6858133	0.2917767	0.9758067	0.2987389	0.2354346	0.0012106	0.0199054	0.7672773	0.2525051	0.6690005	0.5516800	0.0351801	0.9917987	0.6828146	0.1403716	0.9677674	0.5555815	0.3322793	0.0380932	0.5243160	0.1308314	0.7824358	0.4590133	0.5758738	0.8551509	0.8195255	0.7891630	0.5720863	0.7753233	0.4981914	0.4134366	0.0983520	0.4064971	0.2756442	0.0521998	0.6490390	0.8098638	0.9861945	0.7391024	0.2598379	0.7734984	1.0042451	0.0748212	0.8549691	0.9642397	0.0058574	0.0044883	0.5037125	0.4332781	0.0702017	0.1851948	0.8638439	0.0175284	0.5284307	0.4997822	0.9542615	0.6595225	0.0534327	0.2635614	0.4474967	0.3890911	0.9248534	0.4969476	0.7237571	0.0660048	0.1527780	0.6588395	0.3720915	0.3644718	0.0883627	0.5058695	0.6458395	0.0041743	0.7714108	0.0121453	0.3275408	0.6656943	0.3238607	1.0583414	0.7293813	0.0025154	0.2048447	0.8880602	0.7028133	0.3245656	0.8949905	0.4780559	0.4045989	0.3829028	0.0871257	0.1456177	0.0138156	0.1662204	0.7872367	0.0279204	0.3782032	0.3269593
300	0.4276367	0.7029889	0.1422840	0.6718147	0.3003388	0.9080912	0.3490242	0.2776207	0.0143925	0.0399978	0.5892422	0.2056786	0.7130112	0.6014577	0.0285909	0.9848791	0.6749644	0.1393888	0.9014822	0.5378160	0.3082876	0.0783178	0.5744582	0.1324794	0.7609298	0.5443377	0.5438583	0.8752071	0.8308938	0.7405786	0.4932924	0.6444856	0.4840962	0.4050185	0.1379104	0.4420532	0.3950073	0.0955546	0.6294906	0.8396656	1.0163741	0.7374185	0.2757150	0.7589145	1.0304369	0.1390085	0.7453887	1.0691094	0.0107658	0.0073511	0.5019098	0.4866387	0.0453156	0.1205153	0.8059539	0.0170416	0.5330952	0.5255480	1.0208985	0.6444275	0.0355320	0.2111219	0.5283277	0.4273479	0.8118072	0.4408177	0.7011229	0.0527235	0.1328337	0.7288057	0.3842318	0.2979019	0.0372033	0.5152126	0.6882692	0.0006782	0.7315744	0.0034590	0.2783950	0.6495050	0.2883735	1.0079237	0.7289423	0.0061932	0.1947271	0.9465749	0.7408097	0.3146679	0.8009270	0.4474491	0.3760565	0.3688740	0.1546883	0.0889225	0.0137910	0.1894634	0.7291327	0.0139710	0.3381621	0.3558470
350	0.4549544	0.8076466	0.0917915	0.6783923	0.2585092	0.9053189	0.4687891	0.3153609	0.0315130	0.0592968	0.5910625	0.2032669	0.7392137	0.6373418	0.0339836	0.9959142	0.6813990	0.1490266	0.9645699	0.5916773	0.3433939	0.0497544	0.6147523	0.1535658	0.8448949	0.5201754	0.5426670	0.8604626	0.8598733	0.7515422	0.4374810	0.6785520	0.5038822	0.3812479	0.1282398	0.4818851	0.3562868	0.0764513	0.5559748	0.8309328	1.0153575	0.7312077	0.2438783	0.8383997	1.0285826	0.1060138	0.8063686	1.1167309	0.0041891	0.0029678	0.4765758	0.5886976	0.0268331	0.1268061	0.7634654	0.0066089	0.5344178	0.6052024	0.9146011	0.7290539	0.0350427	0.1754160	0.5745205	0.4428594	0.8280431	0.4340991	0.7885081	0.0538368	0.0991299	0.7345976	0.3174447	0.2914802	0.0251792	0.5229353	0.6943840	0.0006831	0.6264744	0.0078553	0.2584525	0.7236950	0.2646535	0.8385702	0.8016693	0.0057264	0.2031161	1.0017406	0.7036977	0.2904759	0.8407494	0.4356021	0.4130167	0.3425022	0.1641223	0.0740876	0.0158598	0.1822894	0.6637101	0.0321637	0.3741408	0.3799059
400	0.3903809	0.6467438	0.0765380	0.5903590	0.2812971	0.9179238	0.4920592	0.2940059	0.0303646	0.0513018	0.6099835	0.1468255	0.8229317	0.5954306	0.0482545	0.9908175	0.6289991	0.1433764	1.0212297	0.5269451	0.3093065	0.0560578	0.5689412	0.1211644	0.7545590	0.5562529	0.5604817	0.8545510	0.8158110	0.6951205	0.4458629	0.7502661	0.5285659	0.3985127	0.1537824	0.4929051	0.3814594	0.0922744	0.5670311	0.8646336	0.9449216	0.7135882	0.1918492	0.9576521	1.0392346	0.0977992	0.7509787	1.0157547	0.0204037	0.0070480	0.4531524	0.4998105	0.0153540	0.1449032	0.7574245	0.0211697	0.5775240	0.6939384	0.9091913	0.7284078	0.0137778	0.1847197	0.5704715	0.5498415	0.8676335	0.4584712	0.7347159	0.0589412	0.0768288	0.7682139	0.4438537	0.3405870	0.0396733	0.4872308	0.6394309	0.0014345	0.5615969	0.0005521	0.2548568	0.7303525	0.3130695	0.9061422	0.7383197	0.0046835	0.1473034	0.9675449	0.7466131	0.2820128	0.8718030	0.3632667	0.5284164	0.3467752	0.1603413	0.0491704	0.0090530	0.1402065	0.6916463	0.0381581	0.3624424	0.3394217
