G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G63A	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
0.5258717	0.8155568	0.8098716	0.6458126	0.8196960	0.6096998	0.8132287	0.2577911	0.3911428	0.7559010	0.6500769	0.7999213	0.5414766	0.5520859	0.8326043	0.1793215	0.5397198	0.4321929	0.6675415	0.8759932	0.7696231	0.4343019	0.2960829	0.3533891	0.8393756	0.9263203	0.4199587	1.0067684	0.0825445	0.3641922	0.5038879	0.4054732	0.9033866	0.9610188	0.7966595	0.4812250	0.5886123	0.7745482	0.4424490	0.7157751	0.8103938	0.3540873	0.4409728	0.5430000	0.7608773	0.1139973	1.0331637	0.4435786	0.1974620	0.9371737	0.3495713	0.0422707	0.6831732	0.1035331	0.2607896	0.0570450	0.2026256	0.2447578	0.2569827	0.8043359	0.9863982	0.4153439	0.9367848	0.7657115	0.4773745	0.5517415	0.8197163	0.7379234	0.7970157	0.2592796	0.7595386	0.5521864	0.9316384	0.3771179	0.2684934	0.1784878	0.7287611	0.0568171	0.9046594	0.7440513	1.0772427	0.0667260	0.4067953	0.9793449	0.5032057	0.5912264	0.1430489	0.1044947	0.0161792	0.8373895	0.3088781	1.0363452	0.5605490	0.6817117	0.9776786	0.6733783	0.7483709	0.8195007	0.8220041	0.0085047
0.0177763	0.4970569	0.1469783	0.7160548	0.9384631	0.9406228	0.5295822	0.0808457	0.3847768	0.3479219	0.7075658	0.6447371	0.2925875	0.1204451	0.5568620	0.0584674	0.4335117	0.1924111	0.2914857	0.8706172	0.9028779	0.2552382	0.1874720	0.4123338	0.7859356	0.8633906	0.3916859	1.0252514	0.0070305	0.4209353	0.0230109	0.4446940	0.3833665	1.0141026	0.9453625	0.8321919	1.0632589	0.2142059	0.6016078	0.8874879	0.8123454	0.5476435	0.0866489	0.4521253	0.8668627	0.2530310	1.0289416	0.2459162	0.4788503	0.7616868	0.1949307	0.3972329	0.0844927	0.0003460	0.1408840	0.1018717	0.2976685	0.2626812	0.1528571	0.8112632	0.3648028	0.0016859	0.8659371	0.9261696	0.5005093	0.2836914	0.8077555	0.7736871	0.7352510	0.1081233	0.2810185	0.0705780	0.8860686	0.4891460	0.8983446	0.0198825	0.2870754	0.3875117	1.0555321	0.9417294	1.0227978	0.3381212	0.6028626	0.5286944	0.7111511	0.7212420	0.4824643	0.6110852	0.0222260	1.0227698	0.0351850	0.7223452	0.2323242	0.0342005	0.4912303	0.0720532	0.1897605	0.7779474	0.7521067	0.0625691
0.2098855	0.4161506	0.4871385	0.8725756	0.5503727	0.9425084	0.2660709	0.0885652	0.5477791	0.8330813	0.3697707	0.7098575	0.3934037	0.1271533	0.6866802	0.3208098	0.4235077	0.0952829	0.1487451	0.7591820	0.8885339	0.2294585	0.2346305	0.3894140	0.9953484	0.8785496	0.6740277	0.6402870	0.0771098	0.0581006	0.3902494	0.6898279	0.8819576	0.4910817	0.8602417	0.8690836	0.7188959	0.7172799	0.2451915	0.7205902	0.9354966	0.7568239	0.5323073	0.4133865	0.4157225	0.3054928	0.9917629	0.6096039	0.6464596	0.8353774	0.2321149	0.0525707	0.7403349	0.0008601	0.3161278	0.0323472	0.0187599	0.6359131	0.2346622	0.9243094	0.4034160	0.2019540	0.2394970	0.9130358	0.1111269	0.2005230	0.9583090	0.6319162	0.8882556	0.1697714	0.3058887	0.6657477	0.8796991	0.1346239	0.3171670	0.1164012	0.9294048	0.1412911	1.0382762	0.8219172	1.0317655	0.2209791	0.1824420	0.8419629	0.2875061	0.4404973	0.3863232	0.1164512	0.5057407	1.0009646	0.0364375	1.0357599	0.2517839	0.9108399	0.9821670	0.2743961	0.7011313	0.4394573	1.0400597	0.0191442
0.2222460	0.5196319	0.1661634	0.6948364	0.4477484	0.9020605	0.2197961	0.1152390	0.7141722	0.8176199	0.5648134	0.4146481	0.5012994	0.3324602	0.5458875	0.0016728	0.6941597	0.3753575	0.7681402	0.9427982	0.6431237	0.5300659	0.2784342	0.2120347	1.0100724	0.9716971	0.3909507	0.9266613	0.0528716	1.0045729	0.1283659	0.5335731	0.3981976	0.5601869	0.9198883	0.6259211	0.9291344	0.2079813	0.9162962	0.8551751	0.9054759	0.5148058	0.5213758	0.6324228	0.2169496	0.3529338	1.0246074	0.6798594	0.1764441	1.0071816	0.2227549	0.1319647	0.5690054	0.0007850	0.3949044	0.1933903	0.1894001	0.1461558	0.3906923	0.8132773	0.9125984	0.1494800	0.9666547	0.9438390	0.3956975	0.0032551	0.9972195	0.6388744	0.6650527	0.7637422	0.3869550	0.6648367	0.9196319	0.5938613	0.9092224	0.0050086	0.5588802	0.3067165	1.0982364	0.7464105	0.9889155	0.1214406	0.1410985	0.5196789	0.7825507	1.1042731	0.6336611	0.2957701	0.3482363	0.7093957	0.0505413	0.6141516	0.5662076	0.3237251	0.9856911	0.5111944	0.5926234	0.6859016	0.9828518	0.0264860
0.3083967	0.7386928	0.6421866	0.4208579	0.6730600	0.9665336	0.6931107	0.0971134	0.5797510	0.4338432	0.6107003	0.5617282	0.5000286	0.6032718	0.5375697	0.4363752	0.4899682	0.5744694	0.6634976	0.8818068	0.8964257	0.2713179	0.3016042	0.3501620	0.8888735	0.8845217	0.6755932	0.6879358	0.0967037	0.6835355	0.1229550	0.5984570	0.5531654	0.8384117	0.7895774	0.5758284	0.9561988	0.1126717	0.1714342	0.8988923	0.8539213	0.6985728	0.1324430	0.4625378	0.2103801	0.0842520	1.0344441	0.7709891	0.4012543	1.0125960	0.3407491	0.4832146	0.1840810	0.0020438	0.3596972	0.1365342	0.0054446	0.4937690	0.3568398	0.9859000	0.5188623	0.1800171	1.0328492	0.9421074	0.4689023	0.1522882	0.9081083	0.5416234	0.9087984	0.3288568	0.3600188	0.2487531	0.6620005	0.3755828	0.9777829	0.3570544	0.4964278	0.3315476	1.0061747	0.9346271	1.0907957	0.4328828	0.4294304	1.0209289	0.5886608	0.9113662	0.4153652	0.0592260	0.0637355	0.5221458	0.3683381	0.7465216	0.0548307	0.7294376	1.0466992	0.4093840	0.4939394	0.5968108	0.9152146	0.0279356
0.2158118	0.5960453	0.4032782	0.8058977	0.7333091	0.7952561	0.3872370	0.1127385	0.4654949	0.6665753	0.4963706	0.6305517	0.5753783	0.3625062	0.5429659	0.1122471	0.7729133	0.4466801	0.4118403	0.7949206	0.8234318	0.7012482	0.5961196	0.3830536	0.8834021	0.8215119	0.3913364	1.0436716	0.0366880	0.7157633	0.1038220	0.5455710	0.5194136	0.8470513	0.9715214	0.8257590	0.9665518	0.0606477	0.8954355	0.9867728	0.8268455	0.4421224	0.0272126	0.2190227	0.0089972	0.1099416	1.0970605	0.5191186	0.3536772	1.0233902	0.1399197	0.3668256	0.0879504	0.0972938	0.1164616	0.5243961	0.2247565	0.9223477	0.4769290	0.8573203	0.3122729	0.2637440	0.5558984	0.8177791	0.5223520	0.3559857	0.8005636	0.8645438	0.9723648	0.5440271	0.2384644	0.5851093	0.6047271	0.4419502	0.9408137	0.0712000	0.7311661	0.1241569	1.0230922	0.9655107	1.0058164	0.2046331	0.1015149	1.0402665	0.5567858	0.5508347	0.2094999	0.1167568	0.4846407	0.9389095	0.2299591	0.8534573	0.2864815	0.3937639	0.9789339	0.4031325	0.9350211	0.3637121	0.9956768	0.0388888
0.4678740	0.6181346	0.1630617	0.6895812	0.4553587	0.8173327	0.2836411	0.1042408	0.8220179	0.7293948	0.6445838	0.7833671	0.5967364	0.5082017	0.5948987	0.0010402	0.6715889	0.2934504	0.5070080	0.9399070	0.7704785	0.1467482	0.0535039	0.2617078	0.9719915	0.4185939	0.4032183	0.9940719	0.0710480	0.9972650	0.1455624	0.7453690	0.3274068	0.4356493	0.8598555	0.8604763	0.7527619	0.4485377	0.3793455	0.9862360	0.9403770	0.6029483	0.4142579	0.8142230	0.9729715	0.6219054	1.1196298	0.3236842	0.7459006	0.8451166	0.1605549	0.4971154	0.3218001	0.6346905	0.7350235	0.2827967	0.0265750	0.2865507	0.7991996	0.9447121	0.7609113	0.2813968	0.8182075	0.8557546	0.4549653	0.3032549	1.0007816	0.9029954	0.4379560	0.5964272	0.2853075	0.2911896	0.6654380	0.3004721	0.2792404	0.0063150	0.5034849	0.8034779	0.9769882	0.6238061	0.9370725	0.0631377	0.1778239	0.4960015	0.5541117	0.7700666	0.2695392	0.4428130	0.2546560	0.9574617	0.0428874	0.5178097	0.8363375	0.8945770	1.0415557	0.7494834	0.2388343	0.2773009	0.8562303	0.1145179
0.0208243	0.4080267	0.0431144	0.7241843	0.7085629	0.2870901	0.0858101	0.2438079	0.0113449	0.3961453	0.3431356	0.6134895	0.3403096	0.0845650	0.4321146	0.3621713	0.5037248	0.4631404	0.6246092	0.6848192	0.6957690	0.5401939	0.3663057	0.3083615	1.0691593	0.9180026	0.5060859	0.7563671	0.0896793	0.4132311	0.0280241	0.8797084	0.0947097	0.6471392	0.9336314	1.0067477	0.8545983	0.5854693	0.2549331	1.0222916	1.0785571	0.6829606	0.0038689	0.1968389	0.0782998	0.1889161	1.0605068	0.7238507	0.1607398	1.0036778	0.0907271	0.4989161	0.5457341	0.0000621	0.0249749	0.1327375	0.2261115	0.3117942	0.1609971	0.8946981	0.8397071	0.2740624	0.9531255	0.5978873	0.5442594	0.3906367	0.5623147	0.9252061	0.7367857	0.6134447	0.3847414	0.4228120	0.7224034	0.3520625	0.7685315	0.0346169	0.1048235	0.4656312	0.9906384	0.3660399	0.9068041	0.1424563	0.3243334	0.3809467	0.6976235	0.8949823	0.0003531	0.6969840	0.4083159	0.4884895	0.0135344	0.5269629	0.3738822	0.6672211	0.4363395	0.6140154	0.4406042	0.9718608	1.0232190	0.0515366
0.3888125	0.6642405	0.7186765	0.7305104	0.5439368	0.9415203	0.4773959	0.0538310	0.8086617	0.2477908	0.8214434	0.8522201	0.6417496	0.5221441	0.4765406	0.2041644	0.4804746	0.0982410	0.3003152	0.6500927	0.7040922	0.8496798	0.6625778	0.3669590	0.8688859	0.7559592	0.3968139	0.9941222	0.0035072	0.4429278	0.3390460	0.6817419	0.5601702	0.6510028	0.8768360	0.5637327	0.9540913	0.0002678	0.3790826	0.7996824	0.8342882	0.5055364	0.3392347	0.4589584	0.0018719	0.1218542	1.0358756	0.5742231	0.2305880	1.0488585	0.0011798	0.2752346	0.6517458	0.1022412	0.2109478	0.1224359	0.0129316	1.0366136	0.6555307	0.9015513	0.8331458	0.2996307	0.6180905	0.5306821	0.1766631	0.3358798	0.9287958	0.8867095	0.9894572	0.3503235	0.6495959	0.3032020	0.7459270	0.3457417	0.9279029	0.4733479	0.8464824	0.1472036	0.9785837	1.0003616	0.9768124	0.0563704	0.6069789	0.8773683	0.7295339	0.9238264	0.1551186	0.0253173	0.4080579	0.7669750	0.3302219	1.0088807	0.5865532	0.7477962	1.0371680	0.5396109	0.3854657	0.5121658	0.5284421	0.0581285
0.0785605	0.6050752	0.1995863	0.1846960	0.5903864	0.4546193	0.5045169	0.0107533	0.6840057	0.8483905	0.8357348	0.3991534	0.3599117	0.2423420	0.5068572	0.0004878	0.6139441	0.3668647	0.4399105	0.9491948	0.7091293	0.8901873	0.5194118	0.3623249	1.0405360	0.9042054	0.3693452	1.0141946	0.0914907	0.9741693	0.0455452	0.0806948	0.0876710	0.8231257	0.3250275	0.1825960	0.9492311	0.0565343	0.6428996	0.8657877	1.0908487	0.7580559	0.0901527	0.4964269	0.3877414	0.0890162	1.0166951	0.5228920	0.4681061	0.7777201	0.1571974	0.7779402	0.4455691	0.2819263	0.8988132	0.8402350	0.5821615	0.1746855	0.5942153	0.5702659	0.7546279	0.1076021	0.5732021	0.9671861	0.1699364	0.4563961	0.7824705	0.9186025	0.8548987	0.4966912	0.4685827	0.6825126	0.9560647	0.5074164	0.9730636	0.1309894	0.1646352	0.7365632	1.0909744	0.7158723	0.9645197	0.1163334	0.3164377	0.6867207	0.6395927	0.5912762	0.0732970	0.4754290	0.5977508	1.1046821	0.1117824	0.5117035	0.4409305	0.9913813	0.9192293	0.6426010	1.0669884	0.8469696	0.9218752	0.0427760
