G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G71A	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
0.0000000	0.4906178	0.5639224	0.1858352	0.4541972	0.3335288	0.3051663	0.1752324	0.3150235	0.0769104	0.1974723	0.6482250	0.0253810	0.4963216	0.5130876	0.1353088	0.6163928	0.0418025	0.0754184	0.5850613	0.3047780	0.5961722	0.0045818	0.1377173	0.4835277	0.5580725	0.0530953	0.0197924	0.3171521	0.3120858	0.5589812	0.6222527	0.5659580	0.1975571	0.3435294	0.2644052	0.3284030	0.4880600	0.1779242	0.2713047	0.1208884	0.6267754	0.0917773	0.5618243	0.3255084	0.1461098	0.2421505	0.0414570	0.3421559	0.0676939	0.6942313	0.2882401	0.5784092	0.5334542	0.6276649	0.3068600	0.2465280	0.0881481	0.4603065	0.3050157	0.0556966	0.2477422	0.3078423	0.4611791	0.2916801	0.0932814	0.2417862	0.0393831	0.0546906	0.4338357	0.5176031	0.4628932	0.0506873	0.0031752	0.6498655	0.6472913	0.5826673	0.4366217	0.1075224	0.7676426	0.3577520	0.2053384	0.4427149	0.1903369	0.2748206	0.3395170	0.0051157	0.1045453	0.3746696	0.6029497	0.2526376	0.1533673	0.2964771	0.5824642	0.5555788	0.5030251	0.2914380	0.4135410	0.2302455	0.0018452
0.1040379	0.0000000	0.6567104	0.1029169	0.2715346	0.1786235	0.2882878	0.2016125	0.2572914	0.0393422	0.2009029	0.6621803	0.0418051	0.5580997	0.6001248	0.1400390	0.5627577	0.1363971	0.0765517	0.5428390	0.3632041	0.6468404	0.0017384	0.1239361	0.4857366	0.3923104	0.0368838	0.0131597	0.3770992	0.2642752	0.4519365	0.5511332	0.4631541	0.4083766	0.1413278	0.4262318	0.4266190	0.4471542	0.2150839	0.3641690	0.0780063	0.5237101	0.1491459	0.6817680	0.3869250	0.2507735	0.2279238	0.0485205	0.3839739	0.3007923	0.6850045	0.4419773	0.7002551	0.5096363	0.6887102	0.3909526	0.1342582	0.0065415	0.4604501	0.3040803	0.0306159	0.1350855	0.3895373	0.3042852	0.2131957	0.0572527	0.2293566	0.0795055	0.0145968	0.4656212	0.6884091	0.5472673	0.2774617	0.0019628	0.6477638	0.5115223	0.4334953	0.3467342	0.1238107	0.5572047	0.4301477	0.1826286	0.3103477	0.2797385	0.1451943	0.4047455	0.0000782	0.0447601	0.2957428	0.6220742	0.4505518	0.1289477	0.0610238	0.6538212	0.5563321	0.4372738	0.2149062	0.3572018	0.2563661	0.0015331
0.1933710	0.0806981	0.0000000	0.1436080	0.3548651	0.2565170	0.5193178	0.3429229	0.2061736	0.0290278	0.0432368	0.6730457	0.0174207	0.5097193	0.5117594	0.1075357	0.6120228	0.0074953	0.1275408	0.6149492	0.2979700	0.5669105	0.0009327	0.3951166	0.3377668	0.0574578	0.0270916	0.0386345	0.2927365	0.2943470	0.5438077	0.6608760	0.4788552	0.2043428	0.1939009	0.5278892	0.3464948	0.5174124	0.1908391	0.2837607	0.1280182	0.4876727	0.1754028	0.6136073	0.4502278	0.3228033	0.2663173	0.0638519	0.3209543	0.1033679	0.7380983	0.3396171	0.7034076	0.4659607	0.4294246	0.3119766	0.0754042	0.0159660	0.4235325	0.2438856	0.0718963	0.2215092	0.2774907	0.3333613	0.2397359	0.1081084	0.2741467	0.0654898	0.0375321	0.4595507	0.3708327	0.5079823	0.2958845	0.0100923	0.7146591	0.6012223	0.3741337	0.3121817	0.2473762	0.8509549	0.3202330	0.1804991	0.1884525	0.2333383	0.1934259	0.3328494	0.0016000	0.0906998	0.2783156	0.4858494	0.2639223	0.0844378	0.0952784	0.6548992	0.2687002	0.3138681	0.2130164	0.4406561	0.4299078	0.0023252
0.0234874	0.4204234	0.4403880	0.0000000	0.3844036	0.4353503	0.0938013	0.0686332	0.2790563	0.3032094	0.1286192	0.6816763	0.0791485	0.4843049	0.6148977	0.0839976	0.5360455	0.0117533	0.0787963	0.6525638	0.4486115	0.3957314	0.0086468	0.1634332	0.5456651	0.5022229	0.0425383	0.0332906	0.1648857	0.2882414	0.5363659	0.5813585	0.4178903	0.1842405	0.2278133	0.2531076	0.2728938	0.5260197	0.1769547	0.3369462	0.1234683	0.6431200	0.0900312	0.5423001	0.3763876	0.0849970	0.2896007	0.0412528	0.2741066	0.0234723	0.6238851	0.4632912	0.5028477	0.5570089	0.6246604	0.3412892	0.2341158	0.0707078	0.5962165	0.2764686	0.0150875	0.1300100	0.2277449	0.3182603	0.2356963	0.1433165	0.2699478	0.0317614	0.0259872	0.0188744	0.7312633	0.6023751	0.0197848	0.0267153	0.6506591	0.6172308	0.3828889	0.4253273	0.0672933	0.6818494	0.3112359	0.2642723	0.3243013	0.2669627	0.2158674	0.4349248	0.0022310	0.0583980	0.3777947	0.5649939	0.0145251	0.0722004	0.2201865	0.6638573	0.5994151	0.4534153	0.2397229	0.3266051	0.3289880	0.0007717
0.0177448	0.3688070	0.4344857	0.0002518	0.0000000	0.4122098	0.1245496	0.0674277	0.4129324	0.1963752	0.1308731	0.5915007	0.0693480	0.4215376	0.0039081	0.0017449	0.5832569	0.0578898	0.0964988	0.7317560	0.5240815	0.3356860	0.0063259	0.1484175	0.5007370	0.6044136	0.0498942	0.0144339	0.2562059	0.2878842	0.4649911	0.6785449	0.5241135	0.4898866	0.1709644	0.4188001	0.3338766	0.3411816	0.6278254	0.3455712	0.0964644	0.6865044	0.1003135	0.5680243	0.3067377	0.0906919	0.2317576	0.0515930	0.4115310	0.0197343	0.6107701	0.5760035	0.2462001	0.6975184	0.5096353	0.3796403	0.3557371	0.0095509	0.3373443	0.4709388	0.1405871	0.2122943	0.3529723	0.3990886	0.2743186	0.0402837	0.2105322	0.0274478	0.1117545	0.1292485	0.5028112	0.4580411	0.1000542	0.0053448	0.5680196	0.6539203	0.3067746	0.4930099	0.0049478	0.4679522	0.3474598	0.4163387	0.3783480	0.6039830	0.2619625	0.2779760	0.0028507	0.1188102	0.2626732	0.5720009	0.0334041	0.1527886	0.3365355	0.5973929	0.7087225	0.3988418	0.2519687	0.3555331	0.2233962	0.0021742
0.0261433	0.4603033	0.3771839	0.0312173	0.1182120	0.0000000	0.0643751	0.0346611	0.4804266	0.4796496	0.4044714	0.7170145	0.0629435	0.4690512	0.5260970	0.0827441	0.3516284	0.1860672	0.1151874	0.5608449	0.3945814	0.4532792	0.0071966	0.1972422	0.4812648	0.4636020	0.0351817	0.0278553	0.5507257	0.3253650	0.4596923	0.3057708	0.5965459	0.4075943	0.1535306	0.3078677	0.3367693	0.4287315	0.1811673	0.2951593	0.0967282	0.5893542	0.1113783	0.5651011	0.3808927	0.1143165	0.3281268	0.0347343	0.6563405	0.6228822	0.6304370	0.6093757	0.3871562	0.7127545	0.6794497	0.6578671	0.3279254	0.0137425	0.5184195	0.2462195	0.1277961	0.1649361	0.4011547	0.1759200	0.2556124	0.0259251	0.4494767	0.0726742	0.0480644	0.4827806	0.6627328	0.3962982	0.0791586	0.0053784	0.6578857	0.6601666	0.4487708	0.4538172	0.2000903	0.5548834	0.5489141	0.5337507	0.3926245	0.3945610	0.1799738	0.3856542	0.0980018	0.0843150	0.3639909	0.5553668	0.1449066	0.1002206	0.2901513	0.6654446	0.4751804	0.3297055	0.3486092	0.3515215	0.2971301	0.0210786
0.3898604	0.4078240	0.5619567	0.1806727	0.4557395	0.4179728	0.0000000	0.1085855	0.3565198	0.2444308	0.2296237	0.6813940	0.0349185	0.5188548	0.6727867	0.1130461	0.7266092	0.0330048	0.0580735	0.7060920	0.4559127	0.6123824	0.0015427	0.1718585	0.5095650	0.5237309	0.0247613	0.0294021	0.2549393	0.3603446	0.3880319	0.4868766	0.5830345	0.2181307	0.3579942	0.2146120	0.2624158	0.4822850	0.2088932	0.2977765	0.1388954	0.5772848	0.0906245	0.5097017	0.2291461	0.0632398	0.3265249	0.0383414	0.3512227	0.0562746	0.5833663	0.4002527	0.6113693	0.4900281	0.5651552	0.6114046	0.3138080	0.0505708	0.5791594	0.2859049	0.0380469	0.0702612	0.2935167	0.4002003	0.2589898	0.2019014	0.3090757	0.0356837	0.0242602	0.5157988	0.6560384	0.5168672	0.0281982	0.0014199	0.6972372	0.7652563	0.5126256	0.4767157	0.1578859	0.6626479	0.4508858	0.2746066	0.2402111	0.1636050	0.1790374	0.5290311	0.0011930	0.0408904	0.2328078	0.5430781	0.1629427	0.1396253	0.2331654	0.5974562	0.5787771	0.6362086	0.2755249	0.3793630	0.2324580	0.0051566
0.4309519	0.5573031	0.5932694	0.2263828	0.4671162	0.3749974	0.0668342	0.0000000	0.3316598	0.2773961	0.1813793	0.7336356	0.0218342	0.5453081	0.5567189	0.1049918	0.4650517	0.0325466	0.1166486	0.4670369	0.3326189	0.6251241	0.0128831	0.0955619	0.4906101	0.5177290	0.0488415	0.0351576	0.2773714	0.3020396	0.3602735	0.6216042	0.3740257	0.2484997	0.3228850	0.1927842	0.2035249	0.5080221	0.1755946	0.3586216	0.1418823	0.6469728	0.0886635	0.5287265	0.2853929	0.0931353	0.2746586	0.0490593	0.3721104	0.0532125	0.7021896	0.6244642	0.4282068	0.6058918	0.6181268	0.5617930	0.1634987	0.0677728	0.5408982	0.2942165	0.0471481	0.0667964	0.3227021	0.3041569	0.3811541	0.1766432	0.2239486	0.0495877	0.0398401	0.4576987	0.7820511	0.4418947	0.0745616	0.0041635	0.6919957	0.6782432	0.4903473	0.3313579	0.0862177	0.6040742	0.3742598	0.4863363	0.3357716	0.2210010	0.2047980	0.4957717	0.0004991	0.0590187	0.2942310	0.6461518	0.2265936	0.0750211	0.2767360	0.6472414	0.6589188	0.5628006	0.2068396	0.4181789	0.2499533	0.0000068
0.0274271	0.4418338	0.5259803	0.0121109	0.0858194	0.0493347	0.6354845	0.6506702	0.0000000	0.2315256	0.4173846	0.6557258	0.0893712	0.2911776	0.4331421	0.1321960	0.3554899	0.1834350	0.1279785	0.7513267	0.5121739	0.2987417	0.0044231	0.2398708	0.5559135	0.5534739	0.0452299	0.0282419	0.3919038	0.2445229	0.3382252	0.2084904	0.6525605	0.4634909	0.2057475	0.3269878	0.3600848	0.3635449	0.0179642	0.3454863	0.0858157	0.6519759	0.0654232	0.7572724	0.3258808	0.0966199	0.1718429	0.0961826	0.4475802	0.5022834	0.7407646	0.6157386	0.5259023	0.6189022	0.6559792	0.5317742	0.1525017	0.0041487	0.4848744	0.4884157	0.2624803	0.1492721	0.4168052	0.1996006	0.2423408	0.1803849	0.3549947	0.0741651	0.3594901	0.4570922	0.6678082	0.4231884	0.0020544	0.0141884	0.6760264	0.5603669	0.4218736	0.4431814	0.2184744	0.5622614	0.6151087	0.3526492	0.4606690	0.4688738	0.2122382	0.3161391	0.1039789	0.2756157	0.3544180	0.5246069	0.1424727	0.1149761	0.2510684	0.6106993	0.5112655	0.2856843	0.3700363	0.3865795	0.2341383	0.1091778
0.1726186	0.5444129	0.6055555	0.1048232	0.2250777	0.1982777	0.4827685	0.2273468	0.2672254	0.0000000	0.2662050	0.7204301	0.0538761	0.3651345	0.6000584	0.1061714	0.6463042	0.1231745	0.0506264	0.6211101	0.3868015	0.6389268	0.0190988	0.0721958	0.6633492	0.4441881	0.0598190	0.0245113	0.3719724	0.2969094	0.6662359	0.4402095	0.4475745	0.4810790	0.2344563	0.4222891	0.4531996	0.4124257	0.1877924	0.3694587	0.0693181	0.6502051	0.0751297	0.5921375	0.2936286	0.0807928	0.2945518	0.0606688	0.3702905	0.1893512	0.6336508	0.3696293	0.5131487	0.6137262	0.5922178	0.4580052	0.2276629	0.0325765	0.4840452	0.2897226	0.0563579	0.1636760	0.4135919	0.3826624	0.2801898	0.0355910	0.2397991	0.0318981	0.0219239	0.3870293	0.5071292	0.4914559	0.1221165	0.0031481	0.6005941	0.7617618	0.5493452	0.3480416	0.1791580	0.5994098	0.3630755	0.1415465	0.3591442	0.2319962	0.3272173	0.4578424	0.0152798	0.0880057	0.3200373	0.5624922	0.2579596	0.1094779	0.2816685	0.5902643	0.5982017	0.4459501	0.2706239	0.3100718	0.3155054	0.0130622
