G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G76A	G94	G95	G96	G97	G98	G99	G100
0.0882256	0.5374817	0.0296543	0.2907513	0.9370657	0.1057353	0.0015804	0.4363816	0.2382954	0.8284465	0.5254553	1.0223195	0.2753123	0.7064066	0.0485768	0.6978980	0.4763765	0.7353327	0.6044057	0.9388808	0.1332978	0.5655981	1.0584028	0.2528148	0.6190600	0.3924700	0.4397159	0.0681738	0.0332019	0.0214705	0.0582081	0.6082008	1.0682212	0.4231773	0.3599194	0.0070581	0.8869687	0.2069777	0.2300516	0.2061397	0.6359252	0.6840141	0.3038916	0.4830790	0.7896522	0.8531280	0.9062942	0.8658276	1.0739172	0.2033306	0.8058584	0.6218066	0.1351022	0.6978526	0.7658231	0.0946690	0.5812659	0.0566441	0.0024087	0.0902568	0.0841998	0.3920746	0.2778319	0.2623270	0.4671628	0.8190186	0.1738231	0.6963701	0.1300659	0.1900964	0.6958735	0.8052567	0.2087227	0.6574449	0.5299526	0.0920041	0.8242816	0.8730384	0.8501840	0.0015774	1.0583374	0.6799902	0.0346305	0.9232151	0.5269788	0.1513940	0.7480781	0.4879774	1.1262017	0.7453780	0.5463611	0.5029952	0.7596718	0.9959536	0.1446855	0.2213623	0.9611192	0.5843618	0.4765313	0.9172048
0.3027368	0.3354195	0.0622581	0.3227071	0.9807208	0.0845460	0.0119046	0.2725444	0.2347106	0.8393360	0.5232666	1.0444493	0.2332899	0.7847542	0.0351300	0.7959178	0.5023933	0.8440926	0.7197579	0.3073408	0.1289218	0.6565242	0.9353206	0.2844722	0.6012538	0.2267676	0.4203971	0.0798672	0.0437642	0.0459485	0.0734422	0.4967781	0.9183761	0.5677832	0.3270579	0.0205101	0.8282932	0.2097142	0.2027822	0.1640440	0.6207883	0.6882182	0.3522449	0.5821888	0.9458384	0.9258460	0.8515664	0.8519162	0.6282104	0.2404802	0.8505740	0.5619886	0.2411142	0.8484939	0.5798489	0.0416378	0.7365728	0.1101933	0.0022110	0.0775118	0.0659690	0.3455449	0.2147327	0.1709496	0.5214546	0.8918659	0.0945665	0.6276755	0.2107110	0.1581553	0.7010345	0.8465666	0.1721800	0.5409655	0.5354199	0.1152779	0.8699880	0.8196662	0.7496378	0.0007003	0.9628788	0.7547316	0.0115690	0.9233074	0.4446151	0.2357754	0.6647367	0.2231209	1.0256141	0.6847716	0.4643185	0.5064313	0.7123386	0.9243281	0.1938555	0.3009438	0.9918025	0.6558983	0.4873396	1.0839595
0.0974946	0.7292151	0.0238631	0.3367199	1.0207893	0.1515710	0.0088466	0.5501187	0.2819190	0.8680300	0.3887270	0.8911663	0.2678265	0.8143415	0.0184636	0.7567159	0.4440443	0.6223991	0.6674416	1.0032089	0.1303704	0.7779202	1.0071514	0.3495749	0.6222643	0.3999087	0.3265612	0.0489692	0.0651092	0.0236970	0.1162662	0.5513141	0.9390987	0.4768112	0.3491452	0.0303340	0.9211718	0.2152511	0.2234974	0.1844204	0.6456150	0.6643523	0.3409111	0.5092680	0.8515867	0.9934570	0.9848679	0.7884475	1.1249807	0.2253020	0.6769566	0.5417680	0.1569279	0.7004246	0.7981448	0.0739975	0.5628638	0.0534248	0.0022160	0.0702023	0.1809755	0.3948814	0.2263865	0.2205385	0.3352239	0.9371939	0.1607000	0.7140411	0.0849909	0.1408948	0.5770124	0.7905871	0.2089664	0.7292393	0.4504094	0.1022401	0.8821390	1.0737418	0.8089770	0.0051314	1.1148503	0.7151309	0.0602783	0.9162593	0.4381488	0.1195858	0.7008524	0.8356689	1.0195990	0.6412277	0.4636713	0.5277213	0.7503418	1.0265933	0.1362758	0.2676021	1.0761678	0.6147234	0.4566932	0.9822126
0.1106007	0.6616878	0.0335844	0.1394993	0.9804519	0.1187050	0.0080688	0.4621310	0.2369013	0.8380145	0.5126498	0.9382693	0.3214773	0.7459609	0.0304650	0.7669833	0.4256195	0.6112557	0.6539939	0.9245898	0.1444092	0.5894455	0.9349687	0.3383782	0.6115315	0.3089694	0.3254751	0.0488435	0.0639902	0.0107927	0.0911492	0.5519303	0.9260175	0.3393440	0.4179772	0.0253616	0.7949034	0.1504207	0.2177570	0.2023308	0.7462309	0.6274144	0.3879557	0.4621322	0.7750730	1.0394015	0.9146785	0.7486290	0.9667024	0.2691995	0.9099487	0.5607676	0.2067650	0.7533491	0.6657987	0.0882507	0.6704261	0.0576641	0.0027947	0.0480287	0.1050376	0.2824165	0.2870869	0.2886795	0.4177179	0.9026898	0.2268842	0.8034944	0.0742718	0.1972281	0.6193081	0.8346304	0.2238174	0.7177095	0.5278764	0.1453714	0.8453951	0.9158410	0.8102740	0.0009849	1.0281779	0.6953971	0.0365537	0.8263632	0.5124398	0.0698911	0.7744036	0.5549299	0.9648513	0.6755712	0.5654548	0.4924864	0.6202685	0.9606807	0.1318688	0.2207934	1.0309833	0.6396658	0.4572395	0.9918617
0.1987317	0.6143893	0.0296787	0.1151187	0.5114494	0.0738300	0.0020216	0.5225760	0.2970984	0.7174177	0.7762377	0.8819962	0.4020472	0.6324308	0.0237139	0.8935011	0.3893593	0.7686496	0.7372771	1.0039555	0.1273586	0.7202647	1.0177764	0.3590043	0.5608567	0.4782954	0.3773143	0.0539862	0.1217745	0.0129715	0.1724600	0.6117289	1.0810503	0.4765267	0.3407835	0.0082871	0.8262005	0.2420416	0.2021426	0.2183650	0.6776350	0.6597631	0.3453019	0.4589500	0.8884159	0.9307265	1.0556694	0.9186883	0.8596435	0.3818339	0.7325137	0.5607755	0.4503709	0.7456547	0.6662280	0.1367776	0.5295845	0.0609688	0.0008655	0.0656306	0.1260327	0.4602110	0.2893603	0.2286381	0.2003689	0.8185834	0.3099702	0.5702321	0.1641079	0.1507364	0.7844205	0.9131958	0.1838217	0.5055988	0.4577515	0.1554111	0.7832447	0.9395580	0.5173272	0.0010457	0.9509814	0.7384614	0.0312159	0.8633472	0.4819964	0.1024263	0.6899172	0.8037832	0.9648861	0.7481302	0.6037653	0.5498566	0.7968812	0.9545256	0.0842229	0.2805407	1.0786363	0.5981195	0.5574289	0.9504360
0.1501355	0.6087565	0.0502762	0.2958747	1.0221496	0.0381087	0.0130304	0.3606864	0.2435539	0.7299462	0.4645722	0.9452162	0.3967036	0.6204639	0.0378610	0.6946947	0.4259497	0.6565158	0.6617582	0.8937127	0.1170610	0.7288854	0.8820116	0.2902009	0.3824846	0.3491980	0.4064168	0.0459502	0.0930173	0.0179339	0.1846577	0.5722875	0.9099143	0.5683311	0.3567347	0.0115593	0.8287190	0.2756515	0.2518507	0.2100379	0.7332434	0.7288254	0.2934595	0.4645083	0.9008921	1.0032931	0.8760336	0.8293917	0.9664438	0.2612661	0.9012905	0.5325013	0.1289875	0.7641020	0.6719779	0.0631936	0.4811356	0.0738685	0.0015266	0.0601337	0.1194217	0.4379180	0.2652509	0.2190250	0.2869319	0.7598469	0.1582130	0.7246411	0.0948661	0.2373590	0.7719620	0.8536457	0.1302620	0.6845262	0.5411365	0.0942024	0.9418817	0.9455253	0.8529810	0.0029863	1.0254994	0.7474392	0.0184054	0.8417580	0.4225864	0.0982753	0.6550672	0.7965893	0.9635998	0.7095096	0.4453083	0.5885652	0.6946943	0.9243490	0.1533874	0.3381735	0.8901092	0.6681144	0.4804389	1.0922767
0.1347869	0.6118764	0.0391542	0.3144741	1.0145335	0.0837137	0.0030942	0.4746118	0.2904686	0.8398298	0.4228955	0.9700380	0.4955567	0.7026846	0.0345045	0.7921536	0.4731207	0.7086137	0.6585066	0.9604609	0.1440099	0.7323910	1.0749376	0.2908311	0.4108746	0.4349469	0.3897062	0.0509956	0.1164681	0.0139116	0.1633595	0.5442751	1.0306052	0.5278338	0.3637307	0.0079954	0.8394615	0.2391182	0.2153231	0.1995396	0.6613063	0.7103468	0.2895456	0.4384871	0.7982797	0.9236542	0.8736968	0.8092953	0.8984274	0.4702012	0.8701811	0.6104006	0.1634608	0.7260706	0.6042878	0.1072967	0.5051978	0.1011831	0.0010421	0.0820997	0.2340341	0.4266417	0.2761396	0.2145878	0.2821571	0.7978727	0.1957232	0.7354922	0.0850283	0.1551898	0.6711735	0.8690488	0.0943938	0.6034981	0.6314443	0.1273634	0.9919435	0.9365494	0.7417347	0.0080366	1.0058651	0.6973872	0.0310681	0.7637788	0.4373576	0.0742566	0.6705479	0.8279039	0.9202332	0.7195826	0.5115840	0.6287939	0.6961396	0.9756619	0.1359502	0.2922329	0.9433982	0.6819151	0.4689312	1.0498976
0.0964129	0.6977193	0.0589171	0.3405307	0.9799880	0.1081625	0.0229667	0.2488826	0.2799088	0.8748194	0.3513058	0.9033062	0.2407499	0.7203174	0.0244972	0.6640583	0.3865423	0.6576878	0.6330013	0.7056805	0.1291655	0.6223168	1.0111221	0.3254093	0.6972839	0.3459653	0.3798389	0.0526588	0.0443873	0.0700846	0.0831184	0.6202538	1.0163853	0.4096061	0.3375900	0.0097694	0.8731391	0.1654960	0.1690343	0.1658714	0.6789519	0.6977451	0.2975838	0.4518742	0.8344427	0.8909493	0.8836986	0.8980411	0.8446122	0.1893497	0.9078191	0.5611527	0.3778599	0.8077430	0.6453132	0.0883934	0.6134127	0.0137002	0.0017447	0.0533728	0.0854206	0.2485511	0.1860554	0.2807816	0.4651187	0.8209833	0.1739094	0.6804342	0.0492249	0.1928800	0.6696443	0.6026868	0.1593541	0.6247937	0.5058491	0.1028909	0.9266086	0.9297161	0.8706716	0.0039128	1.0492664	0.6659493	0.0021244	0.8808515	0.4634566	0.0971861	0.6678945	0.7344964	0.9973590	0.7059645	0.5355312	0.5943759	0.6063053	1.0438891	0.1747771	0.2034064	0.9548733	0.6421562	0.4701476	1.0886079
0.1149397	0.5684650	0.0342652	0.2861656	0.9832496	0.0932093	0.0780332	0.1285887	0.1417706	0.9251830	0.4795494	0.9804090	0.4362355	0.7079453	0.0405786	0.8068268	0.4316507	0.8942737	1.0172083	0.0316450	0.1115863	0.6740959	0.9276303	0.2252136	0.4766217	0.4578892	0.3548578	0.0477029	0.0800142	0.1048889	0.1289823	0.5692165	0.8769698	0.4925937	0.3097944	0.0153322	0.8792487	0.2407377	0.1958088	0.2492271	0.7907476	0.7064518	0.2958308	0.4860160	0.8290031	0.9406336	0.9875471	0.7252143	0.5442476	0.2779725	0.8165974	0.5432214	0.6868210	0.7401449	0.5625693	0.0775838	0.7356081	0.0061986	0.0039619	0.0714854	0.1462038	0.2315965	0.2897234	0.4406439	0.3741860	0.8107833	0.2040285	0.7087071	0.0617997	0.1591912	0.6834237	0.8265563	0.1491368	0.5371399	0.5087585	0.1048309	0.8596797	0.7572398	0.7384322	0.0008670	1.0623251	0.7110671	0.0091474	0.7350517	0.5504673	0.1807490	0.6256744	0.8841351	0.7947677	0.6552336	0.4797518	0.5858676	0.6756604	1.1057691	0.1033913	0.4915587	0.9266204	0.7588912	0.4312343	0.9399856
0.0728253	0.7201657	0.0443248	0.2366113	1.0140526	0.0731583	0.0106163	0.7173058	0.4719801	0.4038185	0.5562963	0.7744028	0.2831753	0.8079286	0.0201592	0.7282006	0.4523065	0.7395199	0.6773976	1.0686633	0.1026041	0.6676205	1.0076415	0.3115706	0.7485795	0.3067828	0.3178994	0.0326200	0.0752505	0.0157264	0.1780294	0.5709740	1.0309294	0.6165247	0.3622008	0.0075925	0.9233782	0.1698084	0.1640629	0.1875782	0.7016161	0.6386871	0.3577928	0.5016512	0.9488327	0.9092440	0.9378224	0.8717078	0.9873736	0.1520534	0.8909552	0.4822290	0.3488050	0.8390752	0.6081376	0.0298830	0.6879437	0.0539477	0.0078576	0.0934378	0.1424932	0.3399322	0.2154590	0.3274226	0.1404593	0.9241195	0.1067031	0.6937743	0.0585521	0.1985640	0.6718533	0.8309491	0.2484239	0.7133034	0.6317000	0.1673203	0.8749142	0.8585332	0.9931896	0.0015273	1.0402498	0.6338101	0.1408787	1.0012142	0.4549647	0.0843958	0.6645353	0.6969891	1.0005819	0.6957402	0.5171658	0.6104373	0.6017831	0.8995108	0.2273621	0.2111136	0.9544819	0.6978007	0.4831720	0.9121549
