"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G71A	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100

0	0.4343436	0.8673555	0.9582426	0.2339257	0.4390615	0.3136309	0.6221348	0.3291086	0.4004072	0.0966770	0.3385440	1.0469377	0.0468808	0.7026381	0.9738933	0.1868195	0.9664575	0.1250359	0.0892898	0.9388590	0.5614568	1.0221948	0.0134515	0.1471422	0.8307600	0.7639954	0.0691589	0.0345446	0.5468416	0.4180529	0.8028563	0.9737294	0.6710758	0.4316709	0.3614874	0.5163567	0.6177214	0.6021441	0.3105792	0.5039054	0.1612919	0.9683032	0.1671049	0.9935138	0.4100451	0.1609194	0.4047533	0.0698441	0.5719454	0.2804493	0.8774545	0.7179346	0.8975326	0.8789604	0.9414919	0.5973890	0.2626424	0.0630032	0.7110207	0.3795063	0.0952936	0.2837193	0.4190961	0.5084865	0.3851285	0.1076321	0.3515926	0.0635816	0.0345983	0.7168244	1.0703430	0.6943865	0.1406031	0.0023454	0.9473413	0.9766263	0.8007892	0.6028344	0.1654643	0.9904865	0.5314616	0.3510547	0.5721200	0.3905969	0.2356537	0.7268703	0.0004772	0.1548180	0.4037901	0.8919203	0.2882428	0.1857575	0.5725027	1.0734586	1.0160484	0.8733653	0.3860074	0.5551714	0.3611866	0.0017522
50	0.2634902	0.7234546	0.9873209	0.1095086	0.3758779	0.2438227	0.5373235	0.2295607	0.5665589	0.0667858	0.3129862	0.6027714	0.0432974	0.7102563	0.8954722	0.2432493	0.8594613	0.2173459	0.1010941	0.8419137	0.4087884	0.9751088	0.0082249	0.2098782	0.8870366	0.7255352	0.0624274	0.0329610	0.3576606	0.3702873	0.8562602	0.8292142	0.6298207	0.4593774	0.3581640	0.4575586	0.5271456	0.6221584	0.3976855	0.4580982	0.1292713	1.0013092	0.2042952	0.8763583	0.4502127	0.2679770	0.2546025	0.0848834	0.5061317	0.4789915	0.9660519	0.6601965	0.8816671	1.0338861	0.9166446	0.5341360	0.4525872	0.0222141	0.7858147	0.4310615	0.0932846	0.2482170	0.5105846	0.4767821	0.4489750	0.0846920	0.3942693	0.0569012	0.4702855	0.6432915	0.9574044	0.7311367	0.2720075	0.0007680	1.0017130	0.8072309	0.7275627	0.5896210	0.2105920	0.7590490	0.6204079	0.3869222	0.5873490	0.2640321	0.3602761	0.5335093	0.0424519	0.2313093	0.5973501	0.6958494	0.3231629	0.1540245	0.4509343	0.9707215	0.8670455	0.8184934	0.2765112	0.6105931	0.3757221	0.0004935
100	0.1846275	0.7794787	0.8265686	0.1480600	0.3451638	0.2778340	0.4716779	0.1552227	0.7500266	0.0736471	0.4267147	0.2939521	0.0520610	0.6057826	0.9300679	0.2156829	0.8319031	0.2527361	0.1474958	0.8345006	0.5197093	0.8576427	0.0055994	0.1887221	0.7826532	0.8736577	0.0628230	0.0349110	0.2098915	0.4449451	0.7993720	0.7993994	0.7001811	0.4192733	0.3303266	0.4911721	0.5196521	0.5601308	0.5818797	0.5154258	0.2831896	0.9348605	0.1855736	0.8815739	0.5408196	0.4022923	0.1614520	0.0912180	0.5467680	0.4908451	1.0234569	0.5856756	0.8689660	0.9021311	0.8322291	0.5536856	0.4705324	0.0422086	0.6939910	0.4492432	0.0788053	0.2775792	0.5284636	0.5287126	0.4986094	0.1261507	0.3921356	0.0751050	0.8273059	0.7109278	1.0343675	0.5353684	0.2683083	0.0002141	1.0445457	0.9938300	0.5595461	0.5821246	0.1834192	0.7004819	0.6609340	0.5292939	0.7812643	0.1474832	0.3926399	0.3331449	0.0522882	0.3700475	0.6267745	0.6811071	0.3376622	0.1847171	0.4925884	0.9895941	0.8347132	0.7436606	0.1135832	0.5682600	0.3428518	0.0000000
150	0.1755312	0.8029574	0.7920687	0.1440047	0.3682094	0.3598516	0.3227992	0.0692762	0.7499632	0.0500792	0.4397784	0.2157231	0.0368562	0.5348789	0.9125535	0.2311213	0.7498787	0.2246887	0.2046194	0.8592671	0.5916357	0.7798557	0.0098976	0.1496787	0.8458645	0.9435793	0.0713796	0.0238091	0.0974347	0.4599577	0.7620422	0.6990992	0.7141232	0.3656478	0.3221283	0.4330708	0.5367073	0.4255514	0.6743655	0.6007568	0.3324562	0.8061960	0.1368440	0.8728123	0.6394190	0.4801123	0.1337179	0.0583046	0.6330597	0.4422071	0.9949185	0.5444902	1.0589131	0.9297396	0.8768412	0.6164069	0.5334633	0.0266109	0.7411935	0.4900634	0.0564136	0.2786045	0.3504455	0.5762999	0.5184397	0.2212814	0.2766185	0.1593407	0.8232255	0.6028646	1.0646948	0.4916067	0.2984184	0.0100594	1.0178218	0.9565940	0.4325317	0.6490239	0.1721062	0.5584747	0.6227560	0.5139465	0.7649291	0.1598934	0.3825237	0.2612439	0.0705729	0.4537254	0.6323897	0.6735318	0.4350851	0.2726436	0.5509270	0.9524184	0.8304312	0.6970901	0.0545761	0.5193454	0.3691070	0.0005206
200	0.2086261	0.7296379	0.7982993	0.1222683	0.3393109	0.5607157	0.1958117	0.0241495	0.8953785	0.0760919	0.5188879	0.1620257	0.0423151	0.4504107	0.9955091	0.2581628	0.7508621	0.2863145	0.1726848	0.9318452	0.6109630	0.9603568	0.0026255	0.2190796	0.9086380	1.0481259	0.0632612	0.0343547	0.0757527	0.4045876	0.8067911	0.7275877	0.7053223	0.4043085	0.3621546	0.4312220	0.5870642	0.5012323	0.7920781	0.5084276	0.4646350	0.7583616	0.1445548	0.8724966	0.5956273	0.4357891	0.1265471	0.0652295	0.5928725	0.2793438	0.9584067	0.5657367	1.0050285	0.9092254	0.7700645	0.6375172	0.6734421	0.0550019	0.7189267	0.5446389	0.0523568	0.2431210	0.3636636	0.4944810	0.5521403	0.3570651	0.2347941	0.1446599	0.8713913	0.4050721	1.1574803	0.4614419	0.2708025	0.0074103	0.9844962	0.8969073	0.3478549	0.6666181	0.1694625	0.5176761	0.6645923	0.6633570	0.9628376	0.2210716	0.4675718	0.2299550	0.0900259	0.5240631	0.6525913	0.7551808	0.4744038	0.2973185	0.4881812	1.0035729	0.8680422	0.7655660	0.0174477	0.5538818	0.3165077	0.0035780
250	0.2308154	0.7341843	0.8105542	0.1172101	0.4403450	0.5811655	0.1381417	0.0075952	0.9844272	0.1661145	0.4471605	0.1515645	0.0524081	0.4094455	0.8838800	0.2334736	0.7447741	0.2218212	0.2080387	0.8958122	0.5353816	0.9161331	0.0073849	0.2008705	0.8835889	0.9968316	0.0716600	0.0227263	0.0411427	0.4537244	0.7785669	0.7131884	0.7544617	0.3649430	0.3587816	0.5861389	0.6174271	0.6179693	0.7527553	0.4437494	0.4894184	0.7777305	0.1232821	0.9130296	0.7120369	0.4837345	0.1325334	0.0619300	0.5735302	0.1442061	0.9522565	0.5617434	0.9541370	0.9419428	0.9183806	0.6495299	0.7159966	0.0844076	0.7137095	0.5445727	0.0749608	0.2297422	0.3828206	0.6070433	0.4871786	0.3702579	0.3024448	0.1826658	0.8413623	0.1872390	1.0171699	0.4318174	0.2402946	0.0017896	0.9539495	0.8724661	0.3037441	0.6127487	0.2495969	0.4921302	0.6771970	0.7621513	0.9519344	0.2126888	0.4458700	0.2145322	0.1095459	0.6132654	0.7217194	0.7586329	0.4592333	0.2836580	0.4418811	0.9431160	0.8391173	0.8574178	0.0401204	0.5722913	0.3242286	0.0023295
300	0.1718188	0.7821575	0.7308922	0.1152364	0.4996158	0.7173819	0.0755695	0.0025652	0.9606017	0.2324131	0.4673951	0.1723332	0.0492300	0.3614107	0.9464211	0.2617781	0.7940913	0.2010963	0.2067071	1.0011597	0.5141461	0.9471440	0.0068662	0.2150175	0.8808030	0.9964012	0.0534064	0.0185780	0.0329847	0.4321782	0.8107380	0.7219460	0.7389326	0.3282284	0.2830909	0.5967615	0.5563692	0.6704389	0.7323335	0.4319097	0.4965377	0.7701368	0.1562508	0.9169938	0.6781089	0.4378544	0.0826720	0.0693298	0.4860483	0.1056376	0.9568648	0.5092846	0.9682028	0.9038157	0.9875160	0.7225547	0.7306813	0.0864656	0.7540087	0.5600068	0.0712117	0.2190887	0.3367181	0.7011289	0.6354086	0.4150035	0.3071867	0.1678669	0.8167493	0.1011009	0.9718738	0.3822129	0.1976758	0.0016793	0.9519455	0.9888916	0.2806745	0.6020438	0.2509102	0.5180894	0.5888745	0.7565386	0.8798521	0.1830239	0.5790912	0.1925261	0.1000248	0.6889871	0.7793321	0.6503426	0.5249166	0.2859279	0.4775543	1.0058913	0.9144027	0.7356815	0.0246855	0.5787083	0.2759241	0.0049400
350	0.2054559	0.7792923	0.8119255	0.1941742	0.6222508	0.7751728	0.0827110	0.0058238	0.8689122	0.2491928	0.4493095	0.1803948	0.0427963	0.4127879	0.9763966	0.2394426	0.7982697	0.1531487	0.2088678	0.9727673	0.4939270	0.8756445	0.0085888	0.1763084	0.9285427	0.9450449	0.0436483	0.0361405	0.0199365	0.4476070	0.7853705	0.6935215	0.7656059	0.2635848	0.2912885	0.5211609	0.5168677	0.6273806	0.7328264	0.4053988	0.5523042	0.7371728	0.1391353	0.8663025	0.6026727	0.4359442	0.0832019	0.0684135	0.5257166	0.0869513	1.0011271	0.4420958	0.8764419	0.9461570	0.9313019	0.6453061	0.7403269	0.1593667	0.9388002	0.6112766	0.0859758	0.1902995	0.3109815	0.7520705	0.5753366	0.4915985	0.3036358	0.1530631	0.8401988	0.0448185	0.9406827	0.3508021	0.1512631	0.0117000	1.0892416	1.0346154	0.2657983	0.6444516	0.2211272	0.4509440	0.5752444	0.7265269	0.8984060	0.1965818	0.5245292	0.1803371	0.0785871	0.7268511	0.7473594	0.5669944	0.4936494	0.3301092	0.5342399	1.0233677	0.8990889	0.6835810	0.0092401	0.6063327	0.3489530	0.0042862
400	0.2188136	0.7606672	0.8536256	0.2292114	0.6955787	0.6806252	0.0746435	0.0070410	0.9351665	0.2304044	0.4899671	0.1275604	0.0650675	0.3744799	0.9549749	0.2201210	0.7943298	0.1097081	0.2171136	0.7984073	0.5697452	0.8548618	0.0013597	0.2023627	0.9171025	0.9794389	0.0400935	0.0397428	0.0280948	0.4326389	0.7602840	0.6734530	0.8316632	0.1788183	0.3065503	0.4805905	0.5067216	0.6518235	0.7117230	0.3720041	0.4755349	0.7732388	0.1496444	0.8595105	0.5731611	0.4408519	0.1088995	0.0894528	0.5336837	0.0653940	0.9397017	0.4798580	0.9675876	0.8622604	0.8816357	0.5784422	0.8486138	0.2115300	0.8542127	0.5782224	0.0751614	0.2213937	0.3192637	0.9014234	0.5534292	0.5362803	0.2888829	0.1716451	0.8720966	0.0340301	0.9161215	0.3173311	0.1222683	0.0071952	1.0271573	0.9400807	0.2434231	0.5943944	0.2157804	0.5090927	0.5622372	0.7872852	0.8657944	0.1895205	0.5557897	0.1556312	0.0775458	0.7051394	0.6496156	0.6478467	0.4699642	0.2977971	0.4875382	1.1089853	1.0133768	0.7464090	0.0098725	0.5763696	0.3054911	0.0001188
