G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G66A	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
0.2336185	0.0870774	0.8417311	0.7899643	0.4920926	0.0158986	0.1625135	0.6864754	0.0672896	0.9573901	0.2208777	1.0311895	0.4435072	0.7782655	0.0324111	0.2958647	0.7407960	0.9922359	0.0652872	0.0106226	0.4753608	0.3231036	0.2745172	0.6417666	0.4663985	0.1895683	0.5052087	0.5224786	0.8507819	0.1797851	0.2775398	0.0612895	0.4541666	0.0416125	0.1022169	0.2070524	0.0880294	0.5966470	0.4793180	0.2501949	0.0055757	0.5371223	0.2780356	0.1383391	0.5734155	0.1201222	0.4481700	0.7582290	0.7572578	0.2178796	0.9182571	0.1712309	0.7437228	0.5083006	0.5858155	0.8861364	0.4674060	0.2142191	1.0205382	0.1098859	0.5389218	0.1229078	0.2928570	0.0206884	0.1727120	0.5102328	0.2696675	0.7153824	0.2996940	0.5997573	0.8904640	0.6442347	0.2990908	0.4656580	0.0005006	0.0193823	0.7126524	0.0297403	0.9813651	0.5772723	0.2253490	0.4920110	0.0014566	0.7876810	1.0262931	0.5360192	0.9701797	0.9876215	0.5103253	0.5224526	0.8600411	0.8677760	0.2703252	1.0501833	0.0043380	0.3136729	0.1689917	0.2504462	0.3270683	0.0001856
0.4381212	0.0385106	0.8340177	0.8800863	0.4838118	0.0170143	0.1560537	0.7084587	0.0633510	0.9630818	0.1494313	0.9911136	0.3270057	0.6948817	0.0402479	0.2490026	0.7804986	0.9925112	0.0560465	0.0287650	0.5218143	0.3094013	0.2970119	0.6867345	0.4273773	0.2181106	0.5128929	0.5492382	0.8021242	0.2288541	0.2853887	0.0660155	0.4826129	0.0345787	0.1276717	0.1856065	0.0635948	0.5727175	0.6299954	0.2345131	0.0084115	0.3845419	0.3440404	0.1584279	0.6128322	0.1095490	0.2592773	0.7198207	0.6729271	0.2341649	0.8697417	0.2285330	0.7472667	0.4518990	0.5310880	0.9562229	0.4275492	0.1689533	1.0138874	0.0849119	0.5067701	0.0744678	0.2537312	0.0503050	0.1679832	0.5483531	0.2699103	0.7609857	0.3649457	0.6247441	0.8322199	0.6425870	0.4804308	0.4415660	0.0034641	0.0115193	0.6528539	0.0434724	0.9569323	0.5952504	0.2616348	0.4624738	0.0084935	0.7400697	0.9984579	0.6862569	0.9974789	1.0101273	0.5279228	0.4505661	0.8670916	0.9390189	0.3394426	1.0376590	0.0020908	0.2793900	0.1481707	0.2973034	0.2536020	0.0014412
0.4333753	0.0853354	0.4804075	0.8577551	0.4714781	0.0250441	0.1685924	0.6333613	0.0432099	0.9659144	0.1750019	0.9403870	0.3947301	0.8597934	0.0477115	0.2651491	0.7406057	0.8951007	0.0634993	0.0100825	0.5887017	0.3095936	0.2645098	0.8510639	0.4595204	0.2073698	0.5524870	0.5932209	0.8700017	0.1673340	0.2443167	0.0653813	0.4618667	0.0523399	0.1322103	0.1733434	0.0550722	0.5706142	0.4796194	0.2519059	0.0039662	0.3279640	0.4043451	0.1606077	0.6310010	0.1029520	0.3010437	0.6709414	0.6004416	0.2575253	0.8401164	0.3031126	0.6400237	0.6407136	0.6256283	0.8647730	0.3715831	0.1993988	0.9935243	0.0716130	0.5870508	0.1130494	0.2126063	0.0425259	0.1146443	0.4331399	0.3967417	0.5809556	0.2951422	0.8685029	0.8491494	0.7362180	0.3839457	0.5206850	0.0013254	0.0248311	0.7299721	0.0242162	0.9968737	0.5004722	0.2719752	0.4953557	0.0033333	0.9647000	1.0496189	0.5409422	1.0497258	1.0181635	0.4863628	0.5611618	0.8248341	0.9360619	0.3200036	0.9936449	0.0012828	0.3084307	0.2435508	0.3225127	0.3458192	0.0002559
0.3593375	0.0891966	0.6295139	0.3862032	0.5315100	0.0171908	0.1839627	0.6779661	0.0697349	0.9323429	0.1360520	0.9350032	0.3950849	0.7802239	0.0364093	0.2509374	0.7065903	0.9747431	0.0514280	0.0033680	0.6517206	0.2377669	0.2353270	0.7439764	0.5109548	0.1397840	0.4549055	0.8923926	0.6511679	0.3134113	0.2361323	0.0647579	0.4778641	0.0501732	0.0935276	0.2562181	0.0369815	0.5648352	0.4900249	0.2616478	0.0099770	0.2830353	0.3962023	0.1467936	0.5945447	0.0660547	0.3101409	0.7033466	0.4900948	0.3158386	0.9208859	0.2244681	0.5970107	0.6383256	0.4960139	0.5967496	0.4735712	0.2861238	1.0174736	0.0518227	0.5363521	0.1968209	0.1711441	0.0502457	0.1777366	0.4741311	0.3166636	0.7999218	0.2897052	0.7246192	0.8626907	0.6366434	0.4451866	0.4199223	0.0027509	0.0435060	0.5900176	0.0251360	0.9666429	0.6246565	0.1901436	0.5007290	0.0022892	0.8404158	0.9383193	0.4885560	0.9591698	0.9808903	0.5027326	0.5684266	0.8506024	0.8139802	0.3020819	0.9454332	0.0004948	0.2517387	0.2622773	0.3781050	0.7865306	0.0012695
0.3966850	0.0633779	0.8688242	0.9155140	0.2628454	0.0218852	0.1611396	0.7130235	0.0761648	0.9065761	0.1526120	1.0375320	0.3796017	0.7655067	0.0386315	0.2596782	0.7601580	0.9961101	0.0719414	0.0051584	0.5991622	0.3095931	0.3502485	0.6711061	0.4602623	0.2074052	0.5129570	0.5462773	0.8880408	0.2177086	0.2658103	0.0707846	0.4889261	0.0543880	0.1168381	0.1734658	0.0605304	0.7089232	0.4977458	0.2314395	0.0073231	0.4338358	0.3698714	0.1318983	0.6130728	0.1041287	0.2945839	0.7326578	0.6320687	0.3005949	0.8632259	0.1994246	0.7601836	0.6378926	0.6328222	0.8985199	0.4639578	0.1910409	1.0969732	0.0645577	0.5398052	0.0542804	0.2412497	0.0221250	0.1687514	0.5165772	0.2668112	0.8349691	0.3031021	0.6067837	0.8495701	0.5535443	0.4073516	0.4895205	0.0048917	0.0392025	0.5864181	0.0337107	1.0798252	0.5622579	0.2587676	0.4869768	0.0025051	0.8329776	1.0341073	0.5795637	1.0229903	0.9720676	0.4789303	0.5552058	0.8430475	0.9110798	0.3732985	0.9403716	0.0002939	0.3075246	0.2115161	0.3704978	0.3206658	0.0008309
0.4498757	0.1361301	0.8408680	0.8207471	0.4637558	0.0048860	0.1896183	0.6620778	0.0623798	0.9477639	0.1538312	0.8865568	0.4574467	0.8043212	0.0522863	0.3137481	0.6058815	0.9048648	0.0458758	0.0065661	0.5881664	0.3203054	0.2770797	0.7198622	0.4666602	0.2513251	0.6292271	0.6229400	0.8073059	0.0934187	0.2428187	0.0401137	0.4215681	0.0587832	0.1407074	0.1518475	0.0664934	0.5783813	0.5502002	0.3118974	0.0019853	0.5200004	0.2310550	0.1209954	0.5822334	0.0966558	0.3331249	0.6613713	0.6389090	0.3000641	0.7772365	0.2387538	0.6648118	0.5485592	0.5571431	0.9791437	0.4415196	0.2112367	1.0309625	0.1855321	0.6178502	0.0785774	0.2100856	0.0084598	0.1489957	0.5029915	0.2888973	0.6562449	0.3101638	0.6569153	0.7797287	0.6972062	0.4109327	0.4391738	0.0006223	0.0372737	0.6197072	0.0255588	1.0174887	0.5484672	0.3525201	0.4758864	0.0070755	0.8452218	0.9297033	0.4942254	1.0227703	1.0963365	0.5611390	0.5391518	0.9467639	0.8191231	0.2956894	0.9696098	0.0009525	0.2119950	0.2142667	0.3392969	0.2921606	0.0035920
0.4427302	0.1248187	0.7841198	0.8311541	0.5247382	0.0133008	0.0719771	0.7097750	0.0829851	1.0452733	0.1442464	0.9101017	0.3780352	0.8538719	0.0363747	0.2545873	0.7618162	0.9894681	0.0407030	0.0038541	0.5168023	0.3366574	0.3386251	0.7821068	0.4876227	0.1958324	0.6364214	0.5064612	0.7346576	0.2127478	0.2453375	0.0535591	0.4593176	0.0235779	0.1217446	0.1690061	0.0370383	0.6005000	0.5011226	0.2490970	0.0050200	0.5318766	0.2301711	0.1041774	0.5318175	0.0978729	0.2570410	0.7205336	0.7108918	0.2581209	0.9441665	0.2155849	0.7669124	0.5653427	0.5901360	0.8707941	0.4830715	0.1759794	1.0672521	0.0913033	0.5839829	0.1567433	0.2656199	0.0391442	0.1456247	0.4545386	0.3901522	0.6514415	0.2798323	0.6411730	0.8602926	0.6446978	0.4092442	0.4290342	0.0003508	0.0296995	0.5781584	0.0242510	0.9669782	0.6308177	0.3084371	0.4553630	0.0017767	0.8366412	1.0700380	0.5866132	1.0476494	1.1039303	0.5903753	0.5160979	0.9282843	0.8076928	0.2331873	1.0039173	0.0004484	0.2823808	0.2087218	0.2805640	0.3095214	0.0012567
0.4140501	0.0838374	0.7543703	0.7860744	0.4519115	0.0124056	0.2979563	0.3438623	0.0587212	0.8990847	0.1854682	0.9294671	0.4312066	0.7939974	0.0377620	0.2463332	0.6772457	0.9899247	0.0604867	0.0024244	0.5210579	0.3308181	0.2971734	0.7651244	0.5054029	0.2434636	0.5934510	0.6010038	0.8095967	0.1788888	0.2983772	0.0427600	0.4221829	0.0504912	0.1130873	0.1647992	0.0647856	0.6555541	0.5491686	0.2422375	0.0098701	0.5553300	0.1752311	0.0586704	0.6238994	0.1271015	0.3468091	0.7148992	0.6929470	0.3087566	0.8511246	0.1473931	0.7860734	0.5529679	0.5661071	0.9187768	0.4536060	0.1682024	1.0223083	0.1616125	0.5718331	0.1064937	0.2520292	0.0260605	0.1278329	0.4246352	0.5531400	0.6511794	0.3347699	0.6120861	0.8439203	0.6779546	0.4205885	0.4982602	0.0041163	0.0320442	0.4394874	0.0264389	1.0260915	0.6012979	0.2646672	0.5404304	0.0015748	0.6689408	1.0055460	0.4950011	0.9473985	1.1169864	0.5714674	0.5302819	0.8614508	0.8193484	0.2775339	0.9463670	0.0010379	0.2818988	0.2565521	0.2805911	0.3999284	0.0004457
0.4711376	0.0960860	0.8933825	0.8382193	0.4921261	0.0246706	0.1546073	0.6113492	0.0478279	1.0828892	0.1452561	1.0085931	0.4269851	0.8478518	0.0443748	0.2317871	0.7591098	1.0178649	0.0728208	0.0098686	0.5956654	0.3193718	0.2938685	0.8054993	0.5201033	0.1257988	0.6216264	0.5402591	0.8865381	0.2646627	0.2522253	0.0613354	0.4552156	0.0431919	0.1326701	0.1792829	0.0765010	0.6366886	0.4177048	0.2783942	0.0045425	0.3386346	0.4222126	0.1471531	0.6536963	0.1081289	0.3193638	0.6635378	0.6199142	0.3110429	0.8059012	0.1818763	0.6484517	0.6729668	0.4906706	0.7276632	0.4345891	0.2151082	0.8752405	0.1030999	0.6040851	0.0678562	0.2084817	0.0319282	0.1308581	0.5409310	0.4072588	0.6734626	0.3420850	0.6503153	0.8180484	0.7665735	0.4032535	0.4518597	0.0016054	0.0386678	0.6584325	0.0121274	1.0081021	0.5491066	0.2564290	0.5140384	0.0040160	0.8407772	1.0427908	0.5334997	1.0116762	1.0029446	0.4994527	0.4813678	0.8345026	0.9079187	0.3239970	0.9667178	0.0007966	0.2270157	0.1981763	0.2851069	0.5068913	0.0002427
0.3884245	0.0660921	0.7357993	0.7661359	0.4310994	0.0101120	0.1873828	0.6280246	0.0897598	0.4848917	0.1127080	1.0114814	0.5243045	0.8244234	0.0262826	0.2152597	0.6140254	0.9651559	0.0417184	0.0010641	0.5509451	0.2952961	0.3054898	0.8290016	0.5276012	0.1366819	0.5605085	0.6090879	0.7766105	0.2789538	0.2786261	0.0605585	0.4581771	0.0391651	0.1367227	0.1571594	0.0425116	0.5866645	0.4651908	0.3044538	0.0045439	0.5348424	0.2367209	0.1048663	0.6363539	0.1112294	0.2441068	0.6120756	0.7162740	0.2755400	0.8858536	0.1131093	0.7158421	0.5531428	0.6260996	0.8768254	0.3986548	0.1882120	0.9961166	0.0485269	0.4916401	0.1283392	0.2135074	0.0352989	0.1327891	0.5355343	0.4321332	0.7601553	0.2770446	0.7297494	0.9256923	0.5941516	0.3966796	0.4073248	0.0133358	0.0331987	0.5319774	0.2989807	0.9771507	0.5897291	0.6788409	0.4684204	0.0009161	0.8085928	0.9663512	0.4812856	1.0349907	1.0920999	0.4907565	0.5235527	0.8671523	0.9220392	0.3360438	1.0741491	0.0018944	0.2752513	0.2784804	0.3193312	0.2851325	0.0011677
