G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G71A	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
0.7780564	0.5138151	0.6278102	0.8943792	0.2431533	0.5422615	0.7436592	0.9007214	0.8548340	0.2852534	0.8146316	0.7564347	0.5979879	0.3367506	0.1842119	0.0425259	0.6400588	0.0128420	0.1193337	0.0194883	0.4481105	0.5547865	0.0558497	0.7283138	0.0016452	0.9999685	0.0206679	0.1903299	0.8274819	0.9437830	0.2275106	0.0776873	0.2074903	0.1827682	0.5594591	0.0886539	0.8002854	0.4315192	0.5236655	0.6287658	0.6553879	0.9931778	0.1855065	0.1878378	0.5833792	0.9994693	0.0775885	0.9635172	0.1330400	0.6957886	0.2792737	0.9970443	0.5477363	0.9911152	0.1109555	0.6995206	0.5893965	0.7021094	0.9813485	0.3132904	0.6966596	0.4215851	0.4624043	0.9999652	0.1336555	0.0917353	0.4537359	0.5791375	0.4887675	0.0690556	0.0057845	0.9804314	0.9988570	0.6663334	0.6993060	0.0066102	0.5575392	0.3139269	0.6726790	0.8268926	0.1635780	0.7408622	0.9999353	0.1689771	0.0035509	0.3714346	1.0000000	0.8014904	0.9995792	0.6408081	0.8613094	0.0195005	0.1042101	0.2823283	0.3145783	0.4898157	0.3344374	0.9772101	0.9535796	0.4349932
0.9299455	0.6235101	0.9982268	0.0801353	0.0000006	0.3453968	0.7822057	0.7927660	0.8664715	0.3119865	0.8157235	0.7950753	0.7278391	0.4300112	0.0002319	0.1026992	0.9041803	0.0817554	0.5563742	0.0108808	0.2762640	0.5931056	0.2145963	0.3698698	0.0286079	1.0000000	0.2664632	0.3157567	0.5481792	0.5081866	0.0023539	0.0608637	0.2292872	0.5151579	0.1216204	0.3777344	0.8197862	0.2540428	0.6519237	0.4410005	0.4092796	0.9812664	0.1449573	0.1792792	0.8740555	0.9999690	0.0536787	0.9030392	0.0000000	1.0000000	0.4871359	0.9973616	0.4707780	0.7599817	0.5649740	0.5822207	0.9999869	0.4656730	0.6333209	0.8110696	0.2983530	0.0294470	0.1269978	0.9976058	0.1813941	0.2402576	0.3046130	0.8208387	0.1283722	0.0521775	0.0740518	0.5113237	0.7799666	0.5416184	0.9649242	0.3469431	0.8856419	0.0983760	0.7299010	0.9045529	0.5593063	0.4504044	0.9716675	0.6940095	0.2341099	0.3839641	0.9244669	0.5579055	0.9999951	0.6558594	0.9059896	0.4467573	0.6179617	0.1804738	0.7503241	0.4167335	0.6656831	0.9518682	0.9498649	0.1812457
0.6468694	0.0646449	0.6389576	0.0000000	0.0000000	0.7613099	0.9732284	0.3274782	0.8533936	0.1966656	0.8961190	0.9017214	0.7892801	0.2319187	0.0000003	0.0267760	0.9809286	0.0588044	0.1284716	0.1620580	0.1186770	0.9069039	0.9315891	0.0788035	0.0039813	0.8748911	0.5514448	0.0784874	0.9003915	0.8641661	0.0816774	0.0380850	0.2752011	0.1542536	0.2399182	0.2858498	0.7268727	0.8465419	0.0584868	0.3047707	0.3583548	0.8410029	0.0016939	0.6778532	0.1237003	0.9794193	0.1878708	0.9510579	0.1035168	0.9729847	0.4856360	0.8372377	0.9863921	0.6761195	0.2430403	0.5850720	0.7960779	0.4202146	0.5485134	0.9992081	0.5941121	0.0048323	0.0125614	0.9051247	0.0603994	0.0793572	0.5897418	0.2539671	0.2047121	0.0142828	0.0726540	0.6844399	0.7407789	0.6021156	0.6702498	0.0000006	0.9552926	0.7081779	0.4568726	0.4810705	0.9041993	0.7741986	0.8605199	0.7292659	0.0077338	0.2559431	0.9999893	0.7433626	0.6620663	0.9950807	0.9992789	0.5137344	0.6589708	0.4021716	0.8777639	0.7125826	0.5369148	0.9939847	0.9408163	0.2356504
0.9703028	0.9958162	0.5443164	0.9995539	0.7985369	0.2856964	0.6744384	0.3342844	0.7820583	0.3370367	0.7690356	0.6195599	0.5575740	0.6307842	0.5027671	0.3312597	0.3681811	0.0417951	0.7613837	0.1673291	0.6116769	0.5612684	0.3047161	0.3053033	0.0308147	0.8799152	0.2244892	0.2766335	0.6401856	0.4935554	0.1676230	0.2892815	0.0478108	0.1594938	0.7279624	0.1253285	0.7033605	0.2577640	0.6890857	0.3727846	0.5654716	0.9662287	0.0009854	0.8822865	0.0275099	0.9999994	0.0192445	0.7624219	0.2377600	1.0000000	0.4948051	0.8098251	0.6134728	0.6835638	0.4793600	0.6798059	0.9654967	0.7695475	0.9778194	0.9992327	0.7019476	0.1432470	0.1871098	0.9008245	0.0142727	0.1319649	0.3980509	0.6496606	0.7929061	0.0581404	0.0089116	0.8788335	0.5022031	0.7178394	0.7690447	0.2589272	0.8706512	0.2123972	0.5515233	0.4114658	0.0606791	0.6842110	0.9274144	0.9425026	0.0330842	0.4974114	0.6660268	0.8666469	0.9999808	0.7093636	0.4350248	0.6084768	0.6769747	0.0595956	0.4044259	0.5453233	0.0001288	0.9639306	0.8176844	0.5346252
0.5350271	0.9999540	0.7887563	0.9999312	0.9343793	0.9336073	0.6893755	0.5260151	0.6920892	0.3721897	0.7668963	0.4389039	0.4218723	0.9757105	0.9608988	0.9998654	0.0073935	0.0244659	0.4441685	0.0805371	0.2784679	0.3637837	0.0749037	0.3643552	0.0287423	0.9891977	0.0997918	0.1939852	0.7969300	0.4817911	0.0005308	0.0320358	0.2822879	0.4413470	1.0000000	0.0018555	0.8652795	0.3345934	0.3577156	0.2477388	0.5260849	0.7304934	0.0582734	0.9999779	0.0031875	0.6974988	0.0074690	0.9637466	0.1474610	0.7164129	0.8284591	0.9829145	0.9907526	0.6577828	0.0111900	0.5786846	0.9842277	0.0973524	0.8628501	0.8812781	0.4223203	0.0452546	0.3091646	0.9077381	0.0303333	0.0640965	0.0946038	0.6539669	0.6613971	0.3199314	0.0579209	0.9985333	0.8789543	0.1387068	0.4104432	0.0922156	0.8862755	0.3107296	0.4275584	0.5442736	0.4303923	0.7525677	0.5686284	0.3556256	0.2326443	0.5676242	0.6468330	0.7961209	0.9711542	0.8919620	0.8044184	0.0936738	0.6325948	0.5796221	0.8492502	0.5854727	0.5736098	0.9559135	0.8463299	0.7600107
0.8683700	0.2670682	0.2777950	0.9907983	0.2508076	0.4036380	0.8623293	0.8077247	0.8706245	0.1745732	0.8322184	0.8444473	0.7914062	0.4265407	0.0000000	0.0151363	0.8615563	0.0702687	0.1329910	0.4161832	0.0532732	0.6468629	0.1737738	0.4121493	0.0015738	0.9999985	0.3266308	0.3158706	0.6272898	0.7840551	0.0167300	0.1419803	0.1579782	0.0452549	0.8656336	0.1226870	0.8342535	0.4962473	0.4548717	0.6986223	0.3502119	0.7477253	0.5456073	0.0971632	0.8170272	0.9424358	0.0721310	0.9663238	0.1339462	0.9033878	0.3033429	0.7539523	0.7306315	0.9192323	0.1624570	0.5503243	0.9929576	0.7099746	0.8366779	0.8521865	0.8668863	0.0605329	0.1077281	0.9999876	0.1486920	0.2977285	0.7205945	0.7595504	0.7325997	0.1527552	0.0025178	0.7443547	0.8447771	0.6053896	0.3798580	0.3038955	0.8139616	0.0893216	0.3665173	0.9762382	0.4734286	0.4994422	0.9289322	0.1962982	0.2930077	0.6660836	0.8527259	0.6557889	0.5326863	0.8276010	0.8893562	0.5687639	0.9992506	0.6339890	0.5403724	0.5375925	0.5746099	0.9990391	0.6032759	0.2246167
0.8475772	1.0000000	1.0000000	0.9998735	0.9353985	0.5108981	0.6946735	0.7859851	0.8118189	0.2270318	0.8533553	0.7125937	0.6144735	0.5372779	0.8914473	0.8640849	0.0333019	0.0104723	0.1838778	0.0756886	0.1138128	0.6597246	0.1291827	0.4066172	0.0044202	0.8731984	0.1319730	0.4080741	0.3435730	0.9996456	0.3634657	0.0132864	0.4057932	0.0285309	0.0521859	0.6379824	0.6533438	0.1130456	0.9848154	0.9089519	0.8874485	0.9722488	0.0396312	0.2800701	0.4754533	0.9910885	0.0014385	0.8023320	0.3794197	0.6567379	0.6470114	0.7518055	0.9874705	0.7544352	0.1165527	0.3427817	0.9360649	0.3226572	0.9722622	0.7732946	0.3376094	0.0015042	0.0457583	0.9999507	0.0396265	0.2274367	0.6170487	0.6066200	0.9917713	0.1934176	0.1361078	0.7228137	0.9152479	0.2438818	0.9192868	0.0242821	0.7777841	0.4040814	0.6603928	0.8806669	0.3629179	0.7192985	0.7442835	0.3333584	0.0422232	0.4083723	0.5376943	0.6740505	0.6396049	0.8487722	0.1309814	0.3213481	0.6170745	0.0083932	0.7002032	0.4322272	0.6506308	0.9733860	0.8400941	0.3953575
0.9976588	0.2148606	0.9978644	0.2038391	0.0000004	0.2171124	0.7838506	0.8909968	0.7970762	0.2584592	0.8672464	0.6633858	0.5741369	0.4484991	0.0001888	0.0984323	0.9502910	0.0495157	0.1689145	0.0011230	0.1041953	0.5144661	0.0484220	0.5456257	0.0302394	0.9029869	0.0244266	0.2450893	0.6529680	0.6897752	0.2106180	0.4628014	0.0317799	0.4280265	0.0378456	0.4277671	0.9089911	0.3586388	0.4261702	0.1676537	0.3622037	0.6600309	0.0890012	0.2072470	0.7678031	0.9999985	0.0946680	0.7319582	0.2297105	0.8900309	0.5478908	0.9939748	0.8288190	0.7440423	0.5981500	0.6525887	0.8784852	0.4838549	0.8055203	0.3528838	0.1689899	0.0066468	0.5680617	0.9238095	0.1630386	0.0565092	0.4818942	0.9721749	0.5976982	0.0444460	0.0414135	0.3795107	0.9984547	0.6742050	0.9914341	0.0074129	0.9386100	0.0533727	0.4543646	0.5707458	0.2731039	0.6625745	0.9575415	0.2332073	0.2074075	0.4659252	1.0000000	0.4173442	0.9999987	0.6591939	0.8411002	0.8535179	0.1379773	0.3149650	0.6221567	0.5138993	0.0000000	0.9315840	0.9387562	0.1760653
0.9355313	0.2583569	0.9971922	0.4231927	0.1031575	0.8726372	0.7038370	0.4657638	0.8214121	0.2714330	0.8042695	0.7487937	0.6826585	0.1844393	0.0002044	0.1000597	0.9317995	0.0061093	0.6278346	0.2452793	0.2720828	0.5720873	0.0769749	0.6171555	0.0286079	0.9999995	0.0290510	0.1671649	0.7284062	0.4933486	0.0003140	0.0256166	0.2002765	0.4169409	0.9045130	0.0383096	0.3893843	0.8207638	0.0000710	0.0009304	0.0093952	0.8795052	0.0928575	0.2942360	0.5758948	0.9880169	0.1301905	0.7422768	0.1219678	0.9083066	0.9977726	0.9862661	0.9917283	0.9927793	0.4297605	0.3602631	0.9992619	0.3027398	0.8470112	0.5917233	0.6775306	0.0137723	0.0949959	0.8892281	0.8031708	0.0697836	0.2310706	0.9822988	0.2573718	0.4960206	0.0478422	0.8299616	0.9863181	0.7461863	0.4296565	0.0794891	0.4416595	0.0466196	0.7733759	0.7254961	0.6161008	0.5467763	0.7357269	0.0180327	0.0121066	0.9985193	0.7633302	0.4846195	0.6657238	0.6282470	0.9643473	0.0104044	0.1806433	0.1594555	0.5207500	0.5760198	0.1520410	0.9975251	0.6272957	0.0078588
0.5958391	0.9995908	0.9999922	0.9048567	0.6937566	0.2134288	0.6274541	0.5285386	0.8074232	0.3231946	0.7215797	0.4710478	0.4598883	0.7542254	0.3545393	0.3822831	0.2704419	0.2794063	0.5190410	0.1754572	0.3966028	0.4256051	0.1783879	0.4068044	0.0301127	0.9086122	0.1059603	0.2131583	0.8007556	0.6669016	0.0000855	0.0146713	0.1348638	0.0509362	0.9999950	0.0075862	0.8062840	0.1583941	0.9560568	0.6403240	0.6855342	0.9683075	0.0008080	0.9911920	0.0441252	0.9999976	0.0125313	0.6693414	0.0755535	0.4188065	0.5048705	0.9980942	0.9000206	0.9574450	0.5858824	0.4368531	0.9714374	0.6044377	0.8275185	0.8842655	0.6705766	0.2274912	0.0684488	0.9998367	0.0142007	0.2376233	0.3229201	0.4403714	0.9257708	0.3625500	0.0341876	0.7779219	0.4704973	0.5385898	0.3628104	0.0726313	0.8137219	0.0726837	0.5557305	0.8469086	0.1332903	0.4244156	0.9565420	0.7937103	0.1295477	0.3281023	0.6355696	0.8141278	0.9998244	0.7527341	0.7859135	0.7033776	0.9691754	0.2376872	0.8628871	0.1161617	0.0193477	0.9411624	0.3627759	0.8293532
